episode;wind#0;battery#0;grid#0
765;61,000000;-36,671392;25,250000
766;51,000000;-17,737060;41,000000
767;49,000000;-40,565383;36,750000
768;43,000000;-42,971652;42,500000
769;47,000000;-77,766497;27,750000
770;45,000000;-65,462180;4,250000
771;61,000000;-36,983151;44,000000
772;43,000000;-76,177466;19,750000
773;55,000000;-46,336661;28,750000
774;53,000000;-25,736077;43,750000
775;53,000000;-51,220928;31,250000
776;51,000000;-77,056961;14,750000
777;43,000000;-52,896434;19,000000
778;45,000000;-25,562574;45,500000
779;49,000000;-47,362011;26,750000
780;51,000000;-23,969701;35,250000
781;67,000000;-26,379480;44,500000
782;43,000000;-21,791110;40,500000
783;45,000000;-73,299624;29,250000
784;51,000000;-50,758402;39,250000
785;69,000000;-29,827040;40,750000
786;31,000000;-72,514700;5,750000
787;43,000000;-78,293130;11,500000
788;53,000000;-74,697812;3,250000
789;37,000000;-66,927938;47,750000
790;55,000000;-74,026592;6,500000
791;43,000000;-41,367495;29,750000
792;61,000000;-19,866043;23,000000
793;61,000000;-79,395067;12,000000
794;59,000000;-78,680910;16,750000
795;45,000000;-82,305110;12,000000
796;59,000000;-25,706553;42,750000
797;57,000000;-42,793034;42,000000
798;47,000000;-75,760892;-1,250000
799;51,000000;-62,548331;40,000000
800;59,000000;-53,849976;10,750000
801;59,000000;-26,088744;27,500000
802;61,000000;-82,352810;24,000000
803;57,000000;-22,725303;31,500000
804;53,000000;-31,328662;40,750000
805;47,000000;-52,992650;39,000000
806;59,000000;-75,582016;31,750000
807;61,000000;-66,827677;21,000000
808;51,000000;-24,714532;56,500000
809;53,000000;-54,925342;33,500000
810;51,000000;-86,304657;-1,500000
811;59,000000;-47,078254;6,750000
812;53,000000;-52,615323;23,000000
813;57,000000;-67,006366;7,250000
814;65,000000;-18,380519;36,250000
815;53,000000;-53,316956;17,500000
816;57,000000;-77,993668;5,250000
817;53,000000;-48,954344;33,250000
818;53,000000;-58,982874;18,750000
819;57,000000;-86,353679;16,500000
820;59,000000;-85,808884;25,250000
821;75,000000;-80,304776;18,750000
822;57,000000;-72,126097;37,250000
823;49,000000;-71,990335;11,250000
824;59,000000;-33,716801;39,750000
825;49,000000;-75,160269;-2,750000
826;57,000000;-71,820293;7,250000
827;63,000000;-73,914321;53,750000
828;51,000000;-38,153892;47,500000
829;51,000000;-45,421325;29,750000
830;61,000000;-85,460264;28,000000
831;57,000000;-56,026773;34,000000
832;31,000000;-85,813370;9,250000
833;63,000000;-41,346246;51,750000
834;57,000000;-56,787905;50,500000
835;71,000000;-32,092942;50,000000
836;65,000000;-34,535191;36,250000
837;47,000000;-33,154718;38,500000
838;67,000000;-37,152007;52,000000
839;61,000000;-77,785880;15,250000
840;53,000000;-77,834777;26,000000
841;51,000000;-66,213149;33,000000
842;73,000000;-64,457240;27,250000
843;55,000000;-37,926568;25,500000
844;61,000000;-7,804628;33,000000
845;59,000000;-74,984466;15,500000
846;65,000000;-65,558692;33,250000
847;61,000000;-88,483700;41,000000
848;63,000000;-81,115319;21,250000
849;49,000000;-84,307805;42,500000
850;53,000000;-27,137410;48,250000
851;49,000000;-13,014161;36,750000
852;43,000000;-59,969109;40,750000
853;53,000000;-66,372639;23,750000
854;65,000000;-75,998604;-2,000000
855;57,000000;-16,696346;43,250000
856;63,000000;-6,126144;42,750000
857;49,000000;-22,148804;21,250000
858;59,000000;-53,832311;12,750000
859;61,000000;-58,351788;36,750000
860;53,000000;-65,705293;30,500000
861;53,000000;-46,954810;22,000000
862;49,000000;-81,301207;11,250000
863;39,000000;-79,473964;15,250000
864;63,000000;-85,451221;27,000000
865;47,000000;-20,201549;56,000000
866;45,000000;-68,678833;41,500000
867;59,000000;-13,508602;42,500000
868;65,000000;-26,905227;46,750000
869;61,000000;-26,118989;54,000000
870;51,000000;-57,836298;28,000000
871;49,000000;-78,580765;14,750000
872;59,000000;-43,624162;19,000000
873;75,000000;-51,038583;26,000000
874;57,000000;-35,699238;39,250000
875;65,000000;-77,781825;8,000000
876;53,000000;-79,939869;30,500000
877;69,000000;-87,452387;41,250000
878;61,000000;-72,243846;20,500000
879;61,000000;-24,367747;46,750000
880;57,000000;-31,804359;40,000000
881;49,000000;-83,360845;24,500000
882;67,000000;-56,099022;41,250000
883;63,000000;-52,118989;50,500000
884;57,000000;-22,836489;30,250000
885;61,000000;-65,922257;42,750000
886;55,000000;-42,662518;45,750000
887;59,000000;-66,505777;28,500000
888;55,000000;-89,404151;2,500000
889;55,000000;-32,714552;42,000000
890;63,000000;-62,752786;46,500000
891;55,000000;-45,204260;36,000000
892;59,000000;-8,735760;52,750000
893;53,000000;-85,871876;23,250000
894;49,000000;-77,174115;44,750000
895;59,000000;-48,131209;35,500000
896;67,000000;-71,539845;12,000000
897;51,000000;-83,895554;38,000000
898;51,000000;-84,883071;44,500000
899;61,000000;-69,610034;31,750000
900;65,000000;-22,680136;17,000000
901;59,000000;-22,777789;27,250000
902;61,000000;-29,642113;46,250000
903;67,000000;-87,897222;18,500000
904;53,000000;-87,408858;21,250000
905;51,000000;-73,456089;29,250000
906;53,000000;-21,685898;55,750000
907;57,000000;-77,832583;42,000000
908;67,000000;-82,312232;28,000000
909;63,000000;-86,171498;6,500000
910;65,000000;-3,718845;28,250000
911;61,000000;-80,549369;13,750000
912;67,000000;-81,551572;28,500000
913;47,000000;-77,421004;44,000000
914;57,000000;-9,527286;30,750000
915;65,000000;-14,088994;67,500000
916;73,000000;-14,134692;60,500000
917;63,000000;-31,895039;28,000000
918;57,000000;-15,540734;45,500000
919;63,000000;-78,919727;36,750000
920;49,000000;-12,446519;65,500000
921;67,000000;-11,176002;30,250000
922;69,000000;-54,972655;50,000000
923;63,000000;-58,250939;20,750000
924;69,000000;-66,872876;23,250000
925;57,000000;-14,584011;46,750000
926;57,000000;-69,472267;20,500000
927;57,000000;-60,944948;30,000000
928;59,000000;-16,355749;50,750000
929;59,000000;-68,166895;26,750000
930;55,000000;-12,102333;42,250000
931;65,000000;-2,776000;47,500000
932;47,000000;-82,867484;-4,750000
933;61,000000;-82,924421;17,250000
934;51,000000;-72,234917;17,250000
935;59,000000;-75,755663;32,750000
936;69,000000;-74,967458;26,750000
937;73,000000;-10,685210;27,750000
938;61,000000;-87,409146;-0,750000
939;57,000000;-71,024929;14,500000
940;51,000000;-27,028063;36,750000
941;61,000000;-31,278404;42,750000
942;59,000000;-46,268921;36,000000
943;71,000000;-16,577380;31,000000
944;69,000000;-59,087368;22,500000
945;59,000000;-46,174097;28,750000
946;71,000000;-70,702225;48,750000
947;51,000000;-26,756541;22,750000
948;59,000000;-30,261802;26,750000
949;53,000000;-12,496545;42,250000
950;65,000000;-57,362851;8,750000
951;63,000000;-59,910121;39,250000
952;41,000000;-91,466457;23,750000
953;59,000000;-15,048543;31,500000
954;53,000000;-58,307731;27,250000
955;51,000000;-68,711995;17,500000
956;63,000000;-47,090193;11,750000
957;73,000000;-87,466123;47,250000
958;61,000000;-68,920016;35,250000
959;59,000000;-75,899856;16,750000
960;51,000000;-4,927800;47,250000
961;67,000000;-14,200809;31,250000
962;65,000000;-65,213184;20,750000
963;59,000000;-6,453208;57,500000
964;55,000000;-67,961409;19,000000
965;71,000000;-82,222111;22,000000
966;63,000000;-36,071132;57,250000
967;69,000000;-86,394923;24,500000
968;55,000000;-67,696393;36,500000
969;67,000000;-17,138349;46,750000
970;55,000000;-26,296300;51,500000
971;71,000000;-16,899298;52,250000
972;57,000000;-15,069442;47,250000
973;63,000000;-38,437990;55,750000
974;69,000000;-10,192434;62,750000
975;71,000000;-36,575762;40,750000
976;37,000000;-59,856432;42,500000
977;61,000000;-17,065407;58,000000
978;69,000000;-82,269271;20,000000
979;69,000000;-9,423872;44,500000
980;59,000000;-42,106505;56,000000
981;47,000000;-4,654114;60,750000
982;61,000000;-59,905580;35,250000
983;57,000000;-43,745566;42,500000
984;69,000000;-73,307874;31,250000
985;71,000000;1,834518;56,750000
986;61,000000;-36,903081;55,250000
987;59,000000;-14,666081;51,500000
988;65,000000;-71,589562;25,750000
989;71,000000;-16,097560;50,000000
990;59,000000;-16,676281;40,750000
991;75,000000;-2,861656;58,000000
992;67,000000;-27,442398;46,000000
993;67,000000;-78,791227;36,750000
994;65,000000;12,121285;63,750000
995;61,000000;-55,115548;39,250000
996;69,000000;-68,166227;5,750000
997;65,000000;-85,796409;49,250000
998;75,000000;-61,354220;7,500000
999;59,000000;-9,050635;50,500000
1000;67,000000;-64,430708;33,250000
1001;75,000000;-68,622995;27,250000
1002;65,000000;-37,553402;36,750000
1003;57,000000;-33,276277;58,750000
1004;63,000000;-37,016234;36,500000
1005;65,000000;-73,394976;9,250000
1006;53,000000;-70,643624;35,500000
1007;55,000000;-21,122685;54,750000
1008;57,000000;-67,687741;46,750000
1009;65,000000;-58,649965;54,000000
1010;57,000000;-64,976910;38,500000
1011;67,000000;-60,878160;35,250000
1012;71,000000;-46,225225;34,500000
1013;71,000000;-40,640967;27,250000
1014;71,000000;-55,309685;26,000000
1015;65,000000;-43,265428;29,500000
1016;69,000000;-26,248033;48,750000
1017;49,000000;-80,673865;30,000000
1018;67,000000;-76,524305;23,500000
1019;59,000000;-80,694510;24,000000
1020;67,000000;-41,953594;68,500000
1021;65,000000;-87,831757;12,500000
1022;77,000000;-61,195417;53,750000
1023;83,000000;-39,540359;26,750000
1024;63,000000;-22,588158;60,000000
1025;59,000000;-82,155048;40,000000
1026;71,000000;-42,312863;20,000000
1027;69,000000;-89,463480;-7,500000
1028;71,000000;-80,260232;24,750000
1029;65,000000;-79,336214;34,000000
1030;59,000000;-63,865253;41,250000
1031;59,000000;-67,575071;56,500000
1032;73,000000;-39,514251;48,750000
1033;73,000000;-51,438022;12,750000
1034;67,000000;7,755707;68,000000
1035;81,000000;-44,471876;56,250000
1036;71,000000;-24,544472;52,000000
1037;65,000000;-30,061773;47,250000
1038;63,000000;-51,677626;52,250000
1039;69,000000;-18,020350;51,000000
1040;65,000000;-56,158403;50,750000
1041;67,000000;-45,743276;25,000000
1042;69,000000;-19,071363;61,250000
1043;69,000000;6,724304;34,000000
1044;73,000000;-7,363216;56,000000
1045;65,000000;-10,530539;47,250000
1046;55,000000;-83,327064;12,500000
1047;61,000000;4,248799;52,250000
1048;77,000000;-72,144195;55,250000
1049;61,000000;-79,040090;38,000000
1050;65,000000;-66,621071;55,250000
1051;63,000000;-70,098450;10,000000
1052;79,000000;-20,076719;53,500000
1053;75,000000;-48,861687;56,250000
1054;63,000000;-59,828686;29,250000
1055;77,000000;-56,425048;43,250000
1056;51,000000;-6,007177;33,000000
1057;57,000000;-20,397828;31,000000
1058;67,000000;-80,357559;24,750000
1059;77,000000;-58,680655;12,750000
1060;61,000000;-10,974931;50,250000
1061;71,000000;-50,481992;46,500000
1062;65,000000;-50,594250;30,750000
1063;71,000000;-62,128444;26,750000
1064;61,000000;-54,652834;28,750000
1065;63,000000;-69,476591;48,750000
1066;69,000000;-77,511283;25,750000
1067;71,000000;-51,243289;42,000000
1068;77,000000;-23,336436;45,250000
1069;71,000000;-68,248097;58,500000
1070;77,000000;-41,739599;47,250000
1071;73,000000;-0,888191;53,500000
1072;63,000000;-64,492920;34,500000
1073;73,000000;-72,925118;22,000000
1074;53,000000;-70,948383;55,750000
1075;75,000000;-39,044648;30,750000
1076;63,000000;-14,632597;52,500000
1077;81,000000;-38,773830;30,250000
1078;77,000000;-85,440657;24,000000
1079;73,000000;-18,141551;74,750000
1080;69,000000;-25,135135;64,000000
1081;81,000000;-81,768518;26,750000
1082;65,000000;7,592070;60,750000
1083;69,000000;-76,591963;23,250000
1084;71,000000;-85,865850;-2,750000
1085;69,000000;-31,535054;43,250000
1086;71,000000;-28,689371;57,250000
1087;73,000000;5,704189;49,750000
1088;73,000000;-68,259238;46,750000
1089;79,000000;-7,856678;23,750000
1090;69,000000;-43,152065;62,000000
1091;77,000000;1,752606;61,250000
1092;77,000000;-60,860644;33,000000
1093;65,000000;-44,754463;25,500000
1094;69,000000;-44,342113;26,000000
1095;63,000000;-76,599945;25,250000
1096;65,000000;-43,410655;52,750000
1097;69,000000;-67,849360;52,500000
1098;73,000000;11,058336;48,750000
1099;87,000000;-78,778658;54,750000
1100;69,000000;-71,382352;2,750000
1101;75,000000;-76,123097;-2,000000
1102;75,000000;-24,339537;52,750000
1103;65,000000;-26,388142;57,250000
1104;75,000000;-74,224106;49,000000
1105;63,000000;-61,398796;43,500000
1106;67,000000;-51,028987;28,500000
1107;77,000000;-68,294146;55,250000
1108;65,000000;-75,173201;43,250000
1109;65,000000;-10,507462;38,000000
1110;59,000000;3,470954;33,500000
1111;63,000000;-47,362032;34,000000
1112;63,000000;-56,607422;37,250000
1113;75,000000;-44,492263;35,250000
1114;67,000000;-6,786012;54,750000
1115;65,000000;-30,982901;65,250000
1116;63,000000;-80,230291;24,750000
1117;75,000000;2,952566;56,250000
1118;69,000000;-75,391893;69,250000
1119;71,000000;-80,683734;38,000000
1120;75,000000;9,182178;70,250000
1121;75,000000;-1,468978;63,750000
1122;75,000000;-55,365891;47,500000
1123;65,000000;-53,103107;49,500000
1124;73,000000;-78,889622;14,750000
1125;67,000000;-66,059970;40,500000
1126;69,000000;-84,229734;29,250000
1127;73,000000;-67,155532;14,000000
1128;83,000000;-20,098739;23,750000
1129;69,000000;-12,392475;51,250000
1130;73,000000;-15,472608;48,500000
1131;65,000000;-43,231808;42,000000
1132;75,000000;-61,919456;18,000000
1133;67,000000;-16,189292;41,250000
1134;75,000000;-3,845844;50,000000
1135;85,000000;-76,065639;44,000000
1136;83,000000;-54,481759;38,000000
1137;81,000000;-49,475846;50,250000
1138;69,000000;-13,703294;63,250000
1139;81,000000;-16,766914;63,500000
1140;63,000000;-79,012191;18,000000
1141;73,000000;-65,250729;48,750000
1142;61,000000;-72,813567;20,000000
1143;85,000000;-43,767253;58,000000
1144;77,000000;-67,622801;23,250000
1145;73,000000;-6,923225;48,750000
1146;61,000000;-71,732984;34,000000
1147;75,000000;-64,523868;39,250000
1148;73,000000;-32,799116;36,750000
1149;63,000000;-8,813718;64,250000
1150;73,000000;-64,457770;36,000000
1151;79,000000;-68,459908;23,250000
1152;79,000000;3,841259;42,250000
1153;85,000000;-39,087794;61,000000
1154;85,000000;-1,290905;50,000000
1155;71,000000;12,633942;37,000000
1156;75,000000;-75,212269;21,500000
1157;65,000000;-30,260734;73,750000
1158;67,000000;-56,052041;52,250000
1159;79,000000;3,258126;62,000000
1160;85,000000;-85,870221;55,250000
1161;81,000000;-24,072765;57,500000
1162;73,000000;-9,044860;74,500000
1163;71,000000;-25,849499;70,000000
1164;75,000000;-27,154595;66,000000
1165;81,000000;-70,534125;61,750000
1166;63,000000;4,689711;49,500000
1167;71,000000;-71,329943;29,750000
1168;85,000000;-68,744296;51,250000
1169;77,000000;-59,797848;24,500000
1170;75,000000;-59,071399;29,500000
1171;83,000000;-0,357094;50,500000
1172;69,000000;-85,907709;15,250000
1173;73,000000;-39,142406;56,500000
1174;67,000000;-61,897279;41,250000
1175;81,000000;10,797285;61,250000
1176;79,000000;-64,204992;65,500000
1177;73,000000;-20,314237;71,250000
1178;75,000000;-62,406437;47,250000
1179;69,000000;-4,078991;69,250000
1180;81,000000;4,422048;67,500000
1181;75,000000;-61,334232;69,250000
1182;83,000000;-46,525743;67,000000
1183;73,000000;-22,878784;58,750000
1184;87,000000;4,512183;74,750000
1185;77,000000;-80,163417;38,750000
1186;71,000000;-65,541633;37,250000
1187;73,000000;-51,754381;20,000000
1188;71,000000;-5,693110;55,000000
1189;79,000000;-37,739171;61,500000
1190;75,000000;-30,053784;56,750000
1191;71,000000;-77,028970;-3,250000
1192;75,000000;-17,119716;42,500000
1193;73,000000;-83,457465;36,750000
1194;71,000000;-18,564467;47,000000
1195;69,000000;-79,862487;31,500000
1196;87,000000;-36,913351;32,750000
1197;79,000000;-79,307282;58,000000
1198;75,000000;-3,524714;43,000000
1199;73,000000;12,912105;47,500000
1200;83,000000;-59,670968;29,750000
1201;77,000000;-65,735674;41,250000
1202;73,000000;-2,065620;75,500000
1203;77,000000;-84,233506;43,250000
1204;75,000000;-19,822093;66,500000
1205;81,000000;-61,898855;50,750000
1206;79,000000;-82,625124;41,250000
1207;77,000000;-27,721846;62,750000
1208;85,000000;-34,189690;58,750000
1209;81,000000;7,114626;64,250000
1210;85,000000;-47,136838;72,000000
1211;79,000000;-28,694626;56,750000
1212;77,000000;-70,900399;39,000000
1213;73,000000;-56,266728;44,750000
1214;89,000000;-60,913193;57,250000
1215;83,000000;-66,508484;56,500000
1216;67,000000;-32,938571;37,500000
1217;85,000000;-43,151879;46,750000
1218;79,000000;-76,707549;7,500000
1219;75,000000;-78,652048;18,750000
1220;71,000000;-66,821805;19,250000
1221;77,000000;6,152623;53,750000
1222;81,000000;-17,561026;74,000000
1223;73,000000;-49,167721;63,500000
1224;69,000000;-48,908953;33,750000
1225;85,000000;-68,973562;33,500000
1226;69,000000;8,073927;50,000000
1227;77,000000;3,187514;46,250000
1228;75,000000;24,219184;68,250000
1229;81,000000;-31,787393;12,000000
1230;77,000000;-77,740428;52,000000
1231;71,000000;-51,752410;30,000000
1232;77,000000;-63,010823;20,500000
1233;89,000000;-4,104671;39,250000
1234;87,000000;-38,678571;56,750000
1235;79,000000;-79,199715;16,000000
1236;71,000000;-63,114001;50,750000
1237;73,000000;-83,833319;22,000000
1238;79,000000;-69,280836;39,500000
1239;79,000000;-69,171093;48,000000
1240;75,000000;-10,288185;39,250000
1241;83,000000;13,904761;28,500000
1242;75,000000;4,982504;37,750000
1243;81,000000;12,538815;37,500000
1244;77,000000;-82,383673;52,000000
1245;75,000000;0,176694;54,000000
1246;79,000000;-71,647277;53,750000
1247;77,000000;11,181087;62,750000
1248;85,000000;-22,908379;51,250000
1249;81,000000;-79,152140;16,000000
1250;83,000000;-14,516087;68,500000
1251;91,000000;-1,494952;76,000000
1252;81,000000;-18,831523;68,750000
1253;77,000000;0,234795;70,750000
1254;87,000000;6,830763;63,500000
1255;89,000000;-53,384102;70,000000
1256;91,000000;-61,862576;12,000000
1257;85,000000;-32,598770;28,500000
1258;85,000000;-71,055850;18,500000
1259;85,000000;-79,862511;13,500000
1260;79,000000;-55,308169;56,250000
1261;81,000000;-75,983862;28,000000
1262;87,000000;-27,491343;53,000000
1263;85,000000;-66,907868;16,750000
1264;73,000000;-81,448899;27,500000
1265;77,000000;-61,664146;21,500000
1266;85,000000;4,853695;41,750000
1267;81,000000;-51,307559;62,500000
1268;73,000000;-47,131439;76,500000
1269;79,000000;26,279903;42,250000
1270;81,000000;-57,909784;59,250000
1271;79,000000;-14,844697;42,750000
1272;77,000000;-50,792851;58,000000
1273;91,000000;-0,789709;49,250000
1274;83,000000;-47,427552;68,000000
1275;87,000000;-76,303324;18,250000
1276;87,000000;-25,322719;72,750000
1277;83,000000;-75,907409;28,000000
1278;85,000000;-49,439910;55,250000
1279;85,000000;-39,683499;30,000000
1280;81,000000;-12,333443;60,250000
1281;77,000000;-66,154101;76,500000
1282;83,000000;-12,738931;74,250000
1283;89,000000;-9,146007;76,000000
1284;83,000000;5,843754;69,500000
1285;77,000000;-44,961396;67,750000
1286;85,000000;-84,762800;32,500000
1287;79,000000;-56,604700;20,000000
1288;87,000000;9,276015;64,000000
1289;87,000000;-78,396353;-2,750000
1290;83,000000;18,468781;66,000000
1291;81,000000;-62,782601;39,250000
1292;79,000000;17,346379;58,000000
1293;85,000000;-12,019664;22,250000
1294;83,000000;-43,892528;54,750000
1295;81,000000;6,738867;27,250000
1296;75,000000;-79,920284;9,500000
1297;81,000000;0,057590;77,500000
1298;83,000000;-71,712627;68,000000
1299;79,000000;11,937748;51,000000
1300;85,000000;-82,769808;15,250000
1301;77,000000;-56,346491;63,250000
1302;91,000000;-15,089336;66,000000
1303;75,000000;-27,018003;54,250000
1304;85,000000;-78,268089;61,250000
1305;85,000000;-32,216795;67,750000
1306;87,000000;-17,263637;66,500000
1307;81,000000;-68,599218;37,250000
1308;79,000000;-74,728101;24,250000
1309;85,000000;-37,426428;64,500000
1310;77,000000;-60,062633;79,750000
1311;87,000000;-12,287599;25,250000
1312;87,000000;-59,488524;34,250000
1313;89,000000;-17,083583;52,750000
1314;79,000000;-20,668676;69,750000
1315;89,000000;4,100095;58,250000
1316;77,000000;-61,080002;56,250000
1317;81,000000;-74,901299;-1,750000
1318;83,000000;-65,164972;35,500000
1319;89,000000;16,134824;54,000000
1320;93,000000;-7,396132;21,250000
1321;83,000000;-66,366447;72,750000
1322;85,000000;19,165974;56,500000
1323;83,000000;-62,751641;55,250000
1324;85,000000;-1,222825;65,000000
1325;87,000000;-28,269166;55,250000
1326;85,000000;-72,241891;23,500000
1327;87,000000;21,313445;53,750000
1328;87,000000;4,890965;71,750000
1329;87,000000;9,897575;70,250000
1330;87,000000;-50,559855;83,250000
1331;83,000000;5,073755;64,250000
1332;83,000000;20,285187;68,000000
1333;87,000000;-25,500881;74,750000
1334;83,000000;-30,079764;80,000000
1335;87,000000;4,259833;80,250000
1336;83,000000;-7,524306;80,000000
1337;77,000000;-84,446604;49,250000
1338;89,000000;18,961501;61,000000
1339;85,000000;-76,962562;9,250000
1340;85,000000;-65,834322;30,250000
1341;91,000000;-15,821961;57,500000
1342;83,000000;-21,764045;67,000000
1343;89,000000;-58,883505;64,500000
1344;89,000000;3,955739;61,500000
1345;89,000000;-79,891280;65,500000
1346;87,000000;-48,637054;68,750000
1347;91,000000;-59,896963;43,000000
1348;81,000000;-11,973735;66,250000
1349;85,000000;-77,414262;71,250000
1350;83,000000;3,460578;75,750000
1351;85,000000;-65,519589;72,500000
1352;81,000000;-11,092605;57,500000
1353;93,000000;-5,598840;65,250000
1354;85,000000;15,981501;68,250000
1355;83,000000;-7,376367;68,250000
1356;87,000000;-62,243639;81,250000
1357;91,000000;-11,842969;82,000000
1358;89,000000;-51,575555;80,000000
1359;79,000000;-52,988618;44,250000
1360;89,000000;-28,950301;75,750000
1361;91,000000;-51,398890;72,000000
1362;87,000000;-82,225907;24,000000
1363;91,000000;-81,949263;50,750000
1364;89,000000;-25,449373;80,250000
1365;93,000000;-1,495798;75,750000
1366;91,000000;-71,537439;70,750000
1367;89,000000;-77,018002;62,750000
1368;85,000000;-78,937083;2,750000
1369;89,000000;-89,472261;26,500000
1370;83,000000;-45,888702;80,000000
1371;89,000000;22,091816;44,750000
1372;91,000000;-58,861894;42,500000
1373;91,000000;-3,987135;62,750000
1374;89,000000;31,567014;58,500000
1375;89,000000;-66,720282;64,750000
1376;91,000000;-21,945182;75,500000
1377;85,000000;-35,148686;75,000000
1378;89,000000;-48,832083;86,000000
1379;87,000000;-55,534863;13,750000
1380;79,000000;-74,876422;56,250000
1381;91,000000;-78,161470;63,250000
1382;87,000000;-60,739623;71,250000
1383;89,000000;-19,425915;74,750000
1384;89,000000;-43,141161;82,750000
1385;87,000000;-72,795700;32,250000
1386;91,000000;-64,174970;37,500000
1387;91,000000;-17,404196;80,000000
1388;85,000000;-6,690615;74,250000
1389;81,000000;-60,134364;59,250000
1390;89,000000;-18,129054;41,500000
1391;85,000000;-56,472683;72,000000
1392;87,000000;-0,247981;66,500000
1393;91,000000;30,306148;63,000000
1394;93,000000;-30,666635;78,250000
1395;89,000000;-81,940856;48,750000
1396;85,000000;3,474895;60,250000
1397;89,000000;-53,874858;85,250000
1398;93,000000;6,181170;80,250000
1399;91,000000;-83,741721;30,000000
1400;89,000000;-76,645475;47,500000
1401;93,000000;-10,627679;47,500000
1402;85,000000;-65,811650;50,000000
1403;87,000000;-0,291671;75,750000
1404;87,000000;21,487984;78,750000
1405;91,000000;-19,488631;86,750000
1406;89,000000;-63,485998;85,750000
1407;87,000000;-16,417336;84,000000
1408;93,000000;-5,904818;81,500000
1409;89,000000;-34,474547;82,750000
1410;91,000000;-70,667872;78,750000
1411;89,000000;-80,458400;42,750000
1412;93,000000;-15,596408;74,750000
1413;89,000000;-84,402740;54,500000
1414;95,000000;-79,424257;28,250000
1415;91,000000;-9,087964;58,250000
1416;89,000000;-62,927690;77,500000
1417;89,000000;-56,212042;52,750000
1418;91,000000;-15,614077;62,000000
1419;95,000000;-13,946291;81,250000
1420;93,000000;-77,141708;52,000000
1421;91,000000;-22,525681;65,500000
1422;91,000000;-6,288404;50,250000
1423;93,000000;3,728336;81,500000
1424;95,000000;-64,130522;54,500000
1425;93,000000;-73,923184;34,750000
1426;91,000000;-80,132408;68,750000
1427;81,000000;-80,321948;44,750000
1428;95,000000;-20,789646;34,750000
1429;95,000000;-12,963203;71,000000
1430;89,000000;-7,491144;42,000000
1431;93,000000;-79,424013;78,000000
1432;93,000000;-40,559896;67,500000
1433;93,000000;-73,482359;52,250000
1434;95,000000;0,277191;53,250000
1435;95,000000;-71,316735;74,750000
1436;89,000000;-54,286013;26,750000
1437;91,000000;-78,908541;48,750000
1438;91,000000;0,236307;49,500000
1439;93,000000;-6,202219;50,750000
1440;87,000000;-8,620638;49,250000
1441;93,000000;17,972268;50,250000
1442;87,000000;-63,219700;69,500000
1443;91,000000;3,193078;63,000000
1444;95,000000;-79,441181;50,000000
1445;95,000000;-75,662985;50,750000
1446;93,000000;-2,803418;78,000000
1447;95,000000;-69,867000;86,500000
1448;89,000000;-54,074086;80,000000
1449;85,000000;-2,254041;86,000000
1450;95,000000;-26,455388;83,500000
1451;93,000000;-71,813962;72,250000
1452;91,000000;21,423367;65,250000
1453;95,000000;-13,109578;21,500000
1454;91,000000;-61,350818;39,250000
1455;91,000000;-43,088410;49,500000
1456;91,000000;-22,870895;71,750000
1457;89,000000;-73,566095;54,750000
1458;93,000000;-65,980945;51,250000
1459;93,000000;13,204830;86,750000
1460;93,000000;-78,189291;86,750000
1461;91,000000;-79,905683;21,500000
1462;91,000000;-81,586266;46,500000
1463;93,000000;-76,709262;71,500000
1464;89,000000;-83,754074;70,000000
1465;95,000000;-75,708873;56,750000
1466;95,000000;-64,782709;21,250000
1467;91,000000;-87,702520;78,500000
1468;93,000000;-55,598991;81,250000
1469;95,000000;-11,107621;36,750000
1470;93,000000;-72,910963;83,000000
1471;95,000000;-65,260569;92,500000
1472;95,000000;9,202973;68,250000
1473;93,000000;4,281816;85,000000
1474;95,000000;-0,416509;88,750000
1475;93,000000;-75,689972;88,750000
1476;93,000000;-81,764275;84,750000
1477;95,000000;-47,695363;62,750000
1478;93,000000;-72,809824;85,000000
1479;95,000000;1,224507;84,000000
1480;95,000000;-77,676962;90,000000
1481;93,000000;-18,359920;88,000000
1482;95,000000;-1,631473;86,750000
1483;95,000000;-21,771538;85,500000
1484;93,000000;-75,462824;85,500000
1485;93,000000;-0,612724;90,000000
1486;95,000000;-75,846099;84,750000
1487;93,000000;-54,780814;79,750000
1488;93,000000;-34,067306;87,750000
1489;95,000000;-54,302218;88,750000
1490;93,000000;-49,367801;88,500000
1491;93,000000;-74,967865;86,250000
1492;95,000000;-61,657031;91,250000
1493;95,000000;-16,603819;77,500000
1494;95,000000;-60,240205;92,500000
1495;95,000000;7,833486;83,750000
1496;95,000000;1,144708;83,750000
1497;95,000000;-71,803330;86,250000
1498;95,000000;-73,369736;86,250000
1499;95,000000;-11,366840;88,750000
