Datetime;demand;price;solar_power;wind_power
2019-01-18 14:00:00;15.42;68.14;57.3473184133;15.0187502149
2019-01-18 15:00:00;15.257;69;17.01130468;12.6844629565
2019-01-18 16:00:00;15.146;70.11;0;16.5072923126
2019-01-18 17:00:00;15.393;70.74;0;16.6438361467
2019-01-18 18:00:00;15.99;71.69;0;14.1801383981
2019-01-18 19:00:00;16.305;70.74;0;11.6962346113
2019-01-18 20:00:00;16.343;69.69;0;9.2704078768
2019-01-18 21:00:00;16.226;68.5;0;6.7519701337
2019-01-18 22:00:00;15.775;68.36;0;4.6520423036
2019-01-18 23:00:00;15.058;70.16;0;3.7494753143
2019-01-19 00:00:00;14.334;68.4;0;2.9506326546
2019-01-19 01:00:00;13.859;64.11;0;2.2878746008
2019-01-19 02:00:00;13.538;59.2;0;2.7171916827
2019-01-19 03:00:00;13.513;55.55;0;4.355503385
2019-01-19 04:00:00;13.536;56.6;0;6.2511665378
2019-01-19 05:00:00;13.845;57.96;0;8.4627174215
2019-01-19 06:00:00;14.601;62.84;0;11.62588086
2019-01-19 07:00:00;16.011;65.48;53.9187741067;13.2938280851
2019-01-19 08:00:00;16.819;68.71;70.7490674867;7.8831102766
2019-01-19 09:00:00;16.686;68.5;80.6441591933;1.8883155025
