Datetime;demand_MW;scaled_demand_MW_wind;scaled_demand_MW_solar;Price_EUR_MWh;Solar_Power;Wind_Power
2019-01-01 00:00:00;13240;8275;6968.4210526316;66.88;0;0
2019-01-01 01:00:00;12876;8047.5;6776.8421052632;66;0;0
2019-01-01 02:00:00;12591;7869.375;6626.8421052632;63.64;0;0
2019-01-01 03:00:00;12487;7804.375;6572.1052631579;58.85;0;0
2019-01-01 04:00:00;12369;7730.625;6510;55.47;0;0
2019-01-01 05:00:00;12490;7806.25;6573.6842105263;56;0;0
2019-01-01 06:00:00;12646;7903.75;6655.7894736842;61.09;0;0
2019-01-01 07:00:00;12936;8085;6808.4210526316;61.01;0;0
2019-01-01 08:00:00;13310;8318.75;7005.2631578947;61;620.6893133333;3685.4589113893
2019-01-01 09:00:00;13594;8496.25;7154.7368421053;63;1277.535122;4318.0150610626
2019-01-01 10:00:00;13644;8527.5;7181.052631579;63;2097.9872053333;4738.1108418426
2019-01-01 11:00:00;13346;8341.25;7024.2105263158;64.03;2618.9529013333;4763.947017082
2019-01-01 12:00:00;13054;8158.75;6870.5263157895;65.88;2433.1411286667;4459.8430802759
2019-01-01 13:00:00;12922;8076.25;6801.052631579;65.01;1593.535328;3674.8170645908
2019-01-01 14:00:00;12748;7967.5;6709.4736842105;60.84;748.013842;2672.6434914485
2019-01-01 15:00:00;12488;7805;6572.6315789474;61.09;49.844948;1729.2725510617
2019-01-01 16:00:00;12343;7714.375;6496.3157894737;63.08;0;1825.2420480673
2019-01-01 17:00:00;12712;7945;6690.5263157895;66.66;0;2117.4213607997
2019-01-01 18:00:00;13611;8506.875;7163.6842105263;67.06;0;2204.1297569522
2019-01-01 19:00:00;13997;8748.125;7366.8421052632;67.26;0;2366.6689653461
2019-01-01 20:00:00;13962;8726.25;7348.4210526316;68.07;0;2299.6400258163
2019-01-01 21:00:00;13770;8606.25;7247.3684210526;67.08;0;1597.0760767355
2019-01-01 22:00:00;13508;8442.5;7109.4736842105;64.03;0;1064.7265690532
2019-01-01 23:00:00;13102;8188.75;6895.7894736842;61.74;0;687.6053577524
2019-01-02 00:00:00;12618;7886.25;6641.052631579;53;0;407.5864062062
2019-01-02 01:00:00;12140;7587.5;6389.4736842105;48.23;0;250.0925843267
2019-01-02 02:00:00;11861;7413.125;6242.6315789474;47.23;0;150.1737253044
2019-01-02 03:00:00;11844;7402.5;6233.6842105263;45.24;0;87.4860224721
2019-01-02 04:00:00;11797;7373.125;6208.9473684211;45.7;0;39.9987711225
2019-01-02 05:00:00;11903;7439.375;6264.7368421053;51.1;0;29.7181837954
2019-01-02 06:00:00;12259;7661.875;6452.1052631579;58.37;0;36.1351316922
2019-01-02 07:00:00;12752;7970;6711.5789473684;63.75;525.2748006667;36.7290667552
2019-01-02 08:00:00;13338;8336.25;7020;66.1;3594.869966;37.2403407527
2019-01-02 09:00:00;13571;8481.875;7142.6315789474;65.88;7362.1065273333;272.4723024213
2019-01-02 10:00:00;13972;8732.5;7353.6842105263;63.63;8412.6079553333;1027.9148412325
2019-01-02 11:00:00;14296;8935;7524.2105263158;62.8;8429.9768506667;1721.1687051251
2019-01-02 12:00:00;14319;8949.375;7536.3157894737;63.16;8149.5502426667;2211.1100247026
2019-01-02 13:00:00;14197;8873.125;7472.1052631579;61.5;7311.1391406667;2411.2783870091
2019-01-02 14:00:00;14010;8756.25;7373.6842105263;60.69;5210.9480053333;2382.138830672
2019-01-02 15:00:00;13888;8680;7309.4736842105;62.19;1279.43556;2628.7229119978
2019-01-02 16:00:00;13821;8638.125;7274.2105263158;67.1;0;3685.4007424914
2019-01-02 17:00:00;14038;8773.75;7388.4210526316;69.3;0;3837.4940414272
2019-01-02 18:00:00;14761;9225.625;7768.9473684211;69.25;0;3806.7257559483
2019-01-02 19:00:00;14995;9371.875;7892.1052631579;68.07;0;3753.8961505529
2019-01-02 20:00:00;14832;9270;7806.3157894737;68.01;0;3358.6507352686
2019-01-02 21:00:00;14621;9138.125;7695.2631578947;66.66;0;3075.0834809493
2019-01-02 22:00:00;14153;8845.625;7448.9473684211;64.28;0;2322.4728490105
2019-01-02 23:00:00;13500;8437.5;7105.2631578947;62.01;0;2086.3928460407
2019-01-03 00:00:00;12841;8025.625;6758.4210526316;54.85;0;1444.7439791662
2019-01-03 01:00:00;12470;7793.75;6563.1578947369;52.19;0;1286.7327602472
2019-01-03 02:00:00;12150;7593.75;6394.7368421053;50.21;0;1138.3347170899
2019-01-03 03:00:00;12172;7607.5;6406.3157894737;50.2;0;950.5930682918
2019-01-03 04:00:00;12343;7714.375;6496.3157894737;52.19;0;641.9274652803
2019-01-03 05:00:00;12648;7905;6656.8421052632;54.91;0;334.5048397718
2019-01-03 06:00:00;13270;8293.75;6984.2105263158;66.58;0;243.8930044168
2019-01-03 07:00:00;14484;9052.5;7623.1578947369;68.03;1089.4182553333;200.6061598013
2019-01-03 08:00:00;15228;9517.5;8014.7368421053;69.12;4677.7318306667;234.0869528358
2019-01-03 09:00:00;15286;9553.75;8045.2631578947;69.19;7734.8525113333;235.4646372602
2019-01-03 10:00:00;15289;9555.625;8046.8421052632;68.01;8286.292658;633.5358363751
2019-01-03 11:00:00;15357;9598.125;8082.6315789474;67.2;8282.9422026667;1310.8024379025
2019-01-03 12:00:00;15252;9532.5;8027.3684210526;66.7;7981.7842006667;1942.9360976856
2019-01-03 13:00:00;15217;9510.625;8008.9473684211;67;7114.2956746667;1801.6805828886
2019-01-03 14:00:00;15279;9549.375;8041.5789473684;68.01;5003.0752546667;1152.2707604232
2019-01-03 15:00:00;15198;9498.75;7998.9473684211;68.99;1267.5752853333;925.6967799819
2019-01-03 16:00:00;15003;9376.875;7896.3157894737;70;0;1169.3938470583
2019-01-03 17:00:00;15185;9490.625;7992.1052631579;71.1;0;1533.6689164815
2019-01-03 18:00:00;15724;9827.5;8275.7894736842;70.55;0;2005.5197088059
2019-01-03 19:00:00;16011;10006.875;8426.8421052632;68.38;0;2704.725169412
2019-01-03 20:00:00;15848;9905;8341.052631579;67.83;0;3624.4183068243
2019-01-03 21:00:00;15542;9713.75;8180;66.1;0;4679.905205671
2019-01-03 22:00:00;14965;9353.125;7876.3157894737;66.88;0;5255.8630176679
2019-01-03 23:00:00;14198;8873.75;7472.6315789474;67.2;0;5214.7406683592
2019-01-04 00:00:00;13472;8420;7090.5263157895;63.75;0;4401.6956130023
2019-01-04 01:00:00;12947;8091.875;6814.2105263158;58.89;0;2934.7004996211
2019-01-04 02:00:00;12707;7941.875;6687.8947368421;54.94;0;2093.9425566865
2019-01-04 03:00:00;12603;7876.875;6633.1578947369;54.85;0;1693.5201094873
2019-01-04 04:00:00;12604;7877.5;6633.6842105263;58;0;1811.2294667104
2019-01-04 05:00:00;12943;8089.375;6812.1052631579;63;0;2350.7429333997
2019-01-04 06:00:00;13767;8604.375;7245.7894736842;68.4;0;2927.9804611509
2019-01-04 07:00:00;15250;9531.25;8026.3157894737;69.71;7.0333066667;3255.8846617692
2019-01-04 08:00:00;16179;10111.875;8515.2631578947;71.06;246.6281973333;2878.2001306149
2019-01-04 09:00:00;16210;10131.25;8531.5789473684;71.06;706.5197413333;3009.3158880481
2019-01-04 10:00:00;16302;10188.75;8580;70.16;1357.2908926667;4274.3516493711
2019-01-04 11:00:00;16359;10224.375;8610;70.01;1569.465522;6226.1110504149
2019-01-04 12:00:00;16351;10219.375;8605.7894736842;69.17;1070.42351;7300.9192079339
2019-01-04 13:00:00;16152;10095;8501.052631579;69.15;713.1170793333;7492.1846673376
2019-01-04 14:00:00;16150;10093.75;8500;68.4;279.046442;7105.7227556392
2019-01-04 15:00:00;15981;9988.125;8411.052631579;68.4;9.8875766667;7163.2548572033
2019-01-04 16:00:00;15966;9978.75;8403.1578947369;69.15;0;6911.0192082164
2019-01-04 17:00:00;16357;10223.125;8608.9473684211;71.06;0;6378.2533336857
2019-01-04 18:00:00;17524;10952.5;9223.1578947369;71.94;0;4935.6340500541
2019-01-04 19:00:00;18166;11353.75;9561.052631579;70.2;0;4000.9210908946
2019-01-04 20:00:00;18277;11423.125;9619.4736842105;68.71;0;4027.185879066
2019-01-04 21:00:00;18220;11387.5;9589.4736842105;68.68;0;4127.6833655466
2019-01-04 22:00:00;17757;11098.125;9345.7894736842;68.17;0;3481.6473391605
2019-01-04 23:00:00;17163;10726.875;9033.1578947369;71.68;0;2935.943477124
2019-01-05 00:00:00;16545;10340.625;8707.8947368421;69.5;0;2301.2595703953
2019-01-05 01:00:00;16111;10069.375;8479.4736842105;68.07;0;1784.7748642404
2019-01-05 02:00:00;16035;10021.875;8439.4736842105;66;0;1771.9409684466
2019-01-05 03:00:00;15858;9911.25;8346.3157894737;63.93;0;1758.721321014
2019-01-05 04:00:00;15947;9966.875;8393.1578947369;62;0;1395.8667973085
2019-01-05 05:00:00;16263;10164.375;8559.4736842105;60.84;0;1539.5929595066
2019-01-05 06:00:00;17034;10646.25;8965.2631578947;62.92;0;1458.5330694942
2019-01-05 07:00:00;18375;11484.375;9671.052631579;60.79;202.7519253333;1494.4845099299
2019-01-05 08:00:00;19060;11912.5;10031.5789473684;66.92;1442.4372593333;1755.9414599976
2019-01-05 09:00:00;19072;11920;10037.8947368421;69.12;2848.0002406667;2147.6385725088
2019-01-05 10:00:00;19051;11906.875;10026.8421052632;68.25;4962.3591533333;2599.7762314801
2019-01-05 11:00:00;19045;11903.125;10023.6842105263;67.67;5368.8433313333;3126.2506804725
2019-01-05 12:00:00;18952;11845;9974.7368421053;64;5763.898386;3562.86030522
2019-01-05 13:00:00;18789;11743.125;9888.9473684211;61.57;5232.613962;3942.1092735763
2019-01-05 14:00:00;18724;11702.5;9854.7368421053;59.4;3576.739932;4234.3192015182
2019-01-05 15:00:00;18596;11622.5;9787.3684210526;58.31;1104.2604593333;3815.3225067567
2019-01-05 16:00:00;18498;11561.25;9735.7894736842;67.2;0;4733.8828814201
2019-01-05 17:00:00;18633;11645.625;9806.8421052632;69;0;4915.5780263554
2019-01-05 18:00:00;19239;12024.375;10125.7894736842;68.71;0;4860.6665867187
2019-01-05 19:00:00;19497;12185.625;10261.5789473684;68.07;0;4477.0396434137
2019-01-05 20:00:00;19321;12075.625;10168.9473684211;65.38;0;4156.642292148
2019-01-05 21:00:00;19214;12008.75;10112.6315789474;65.76;0;3617.2053634822
2019-01-05 22:00:00;18773;11733.125;9880.5263157895;62.8;0;2844.7713834364
2019-01-05 23:00:00;17897;11185.625;9419.4736842105;63.75;0;2002.6847404125
2019-01-06 00:00:00;17266;10791.25;9087.3684210526;54.7;0;1345.4343628116
2019-01-06 01:00:00;16852;10532.5;8869.4736842105;54.05;0;765.8149717667
2019-01-06 02:00:00;16704;10440;8791.5789473684;48.06;0;454.1613243147
2019-01-06 03:00:00;16567;10354.375;8719.4736842105;48.37;0;287.7492919277
2019-01-06 04:00:00;16732;10457.5;8806.3157894737;47.17;0;153.4526142346
2019-01-06 05:00:00;17036;10647.5;8966.3157894737;48.19;0;59.4486136745
2019-01-06 06:00:00;17752;11095;9343.1578947369;50.2;0;50.8671704708
2019-01-06 07:00:00;19032;11895;10016.8421052632;52.2;1275.4443993333;33.722653189
2019-01-06 08:00:00;19851;12406.875;10447.8947368421;54.7;4504.8353286667;23.4451273828
2019-01-06 09:00:00;19906;12441.25;10476.8421052632;62;7725.0757333333;46.8290243467
2019-01-06 10:00:00;19900;12437.5;10473.6842105263;64.01;8502.2753893333;216.296454635
2019-01-06 11:00:00;19684;12302.5;10360;64.18;8481.3127633333;814.5452006191
2019-01-06 12:00:00;19464;12165;10244.2105263158;64.86;8182.491168;1439.8792223875
2019-01-06 13:00:00;19144;11965;10075.7894736842;64.01;7342.8420113333;1713.4628569111
2019-01-06 14:00:00;19002;11876.25;10001.0526315789;58.31;5303.674446;1454.3571549277
2019-01-06 15:00:00;18911;11819.375;9953.1578947369;54.94;1610.986118;1417.8515792014
2019-01-06 16:00:00;18874;11796.25;9933.6842105263;63.43;0;1539.9266652894
2019-01-06 17:00:00;19060;11912.5;10031.5789473684;67.37;0;1114.730390618
2019-01-06 18:00:00;19662;12288.75;10348.4210526316;67.2;0;793.6533817029
2019-01-06 19:00:00;19935;12459.375;10492.1052631579;66.03;0;664.1632918906
2019-01-06 20:00:00;19810;12381.25;10426.3157894737;68;0;587.4660692223
2019-01-06 21:00:00;19646;12278.75;10340;67.65;0;479.8229928604
2019-01-06 22:00:00;19352;12095;10185.2631578947;65.38;0;379.637781516
2019-01-06 23:00:00;18842;11776.25;9916.8421052632;59.59;0;323.1343509889
2019-01-07 00:00:00;18234;11396.25;9596.8421052632;54.09;0;267.6993912709
2019-01-07 01:00:00;17833;11145.625;9385.7894736842;52.2;0;278.145300729
2019-01-07 02:00:00;17791;11119.375;9363.6842105263;50.9;0;393.0594893309
2019-01-07 03:00:00;17563;10976.875;9243.6842105263;50.5;0;549.5246401735
2019-01-07 04:00:00;17622;11013.75;9274.7368421053;50.9;0;596.5679709863
2019-01-07 05:00:00;17689;11055.625;9310;55.77;0;483.9805383012
2019-01-07 06:00:00;18103;11314.375;9527.8947368421;68.61;0;382.9289165299
2019-01-07 07:00:00;18491;11556.875;9732.1052631579;69.15;713.7818713333;142.0821254516
2019-01-07 08:00:00;19112;11945;10058.9473684211;69.7;2276.2381733333;24.0635546133
2019-01-07 09:00:00;19521;12200.625;10274.2105263158;69.49;5758.731796;162.5269623101
2019-01-07 10:00:00;19662;12288.75;10348.4210526316;69.01;8020.1903906667;614.471745462
2019-01-07 11:00:00;19575;12234.375;10302.6315789474;69;7917.0850053333;1140.5635043365
2019-01-07 12:00:00;19214;12008.75;10112.6315789474;68.74;6542.02297;1357.8488302362
2019-01-07 13:00:00;18705;11690.625;9844.7368421053;66.62;4672.750708;1458.2422250046
2019-01-07 14:00:00;18225;11390.625;9592.1052631579;64.99;2058.9210406667;1383.7584819782
2019-01-07 15:00:00;18011;11256.875;9479.4736842105;62.67;425.661982;1371.3287069489
2019-01-07 16:00:00;17974;11233.75;9460;67.04;0;2137.5692301267
2019-01-07 17:00:00;18460;11537.5;9715.7894736842;70.39;0;2857.127681963
2019-01-07 18:00:00;19444;12152.5;10233.6842105263;70.33;0;3422.1313720253
2019-01-07 19:00:00;20031;12519.375;10542.6315789474;69;0;3620.9587881586
2019-01-07 20:00:00;19982;12488.75;10516.8421052632;67.14;0;3201.6375721771
2019-01-07 21:00:00;19939;12461.875;10494.2105263158;63;0;2365.2698502751
2019-01-07 22:00:00;19627;12266.875;10330;60.84;0;1561.819601554
2019-01-07 23:00:00;19163;11976.875;10085.7894736842;59.59;0;1112.8812319683
2019-01-08 00:00:00;18675;11671.875;9828.9473684211;54.34;0;863.5846430869
2019-01-08 01:00:00;18303;11439.375;9633.1578947369;52.1;0;686.1939965976
2019-01-08 02:00:00;18215;11384.375;9586.8421052632;50.71;0;598.3987605103
2019-01-08 03:00:00;18025;11265.625;9486.8421052632;50.5;0;511.6934258788
2019-01-08 04:00:00;18107;11316.875;9530;51.17;0;444.6216250558
2019-01-08 05:00:00;18290;11431.25;9626.3157894737;54.69;0;287.2257718464
2019-01-08 06:00:00;18487;11554.375;9730;65.82;0;189.7438834949
2019-01-08 07:00:00;18915;11821.875;9955.2631578947;67.2;631.162196;280.2730577845
2019-01-08 08:00:00;19402;12126.25;10211.5789473684;68.16;2837.6333393333;516.3469377124
2019-01-08 09:00:00;19663;12289.375;10348.9473684211;68.53;5377.98663;969.0907778304
2019-01-08 10:00:00;19618;12261.25;10325.2631578947;68.15;7728.5442133333;1505.9897056343
2019-01-08 11:00:00;19235;12021.875;10123.6842105263;67.95;8834.681024;2788.1087538202
2019-01-08 12:00:00;18977;11860.625;9987.8947368421;67.97;8672.6716953333;4252.6944502191
2019-01-08 13:00:00;18671;11669.375;9826.8421052632;65.48;7880.9694573333;5255.376235838
2019-01-08 14:00:00;18287;11429.375;9624.7368421053;63.13;5859.2550906667;5155.1328555957
2019-01-08 15:00:00;17894;11183.75;9417.8947368421;59.99;2066.7564333333;4638.3052590952
2019-01-08 16:00:00;17964;11227.5;9454.7368421053;67.25;0;6159.9638289167
2019-01-08 17:00:00;18356;11472.5;9661.052631579;69.94;0;7160.5362266057
2019-01-08 18:00:00;19366;12103.75;10192.6315789474;70;0;8185.9069439345
2019-01-08 19:00:00;20078;12548.75;10567.3684210526;68.15;0;8517.8217369884
2019-01-08 20:00:00;20214;12633.75;10638.9473684211;67.25;0;8456.1382130253
2019-01-08 21:00:00;20257;12660.625;10661.5789473684;63.7;0;8187.4683196155
2019-01-08 22:00:00;20049;12530.625;10552.1052631579;58.85;0;7990.1961561213
2019-01-08 23:00:00;19637;12273.125;10335.2631578947;54.09;0;7586.225406149
2019-01-09 00:00:00;19307;12066.875;10161.5789473684;52.5;0;7229.0071424998
2019-01-09 01:00:00;19085;11928.125;10044.7368421053;49.4;0;7032.628943121
2019-01-09 02:00:00;19044;11902.5;10023.1578947368;49.6;0;7412.0309875244
2019-01-09 03:00:00;19037;11898.125;10019.4736842105;49.4;0;7776.8846844059
2019-01-09 04:00:00;18960;11850;9978.9473684211;49.99;0;10938.0060884211
2019-01-09 05:00:00;19212;12007.5;10111.5789473684;53.28;0;12390.1895634792
2019-01-09 06:00:00;19842;12401.25;10443.1578947368;64.07;0;12939.0957764222
2019-01-09 07:00:00;20980;13112.5;11042.1052631579;67.16;2890.826334;12795.0971388601
2019-01-09 08:00:00;21614;13508.75;11375.7894736842;67.29;6491.1133913333;11765.868905143
2019-01-09 09:00:00;21421;13388.125;11274.2105263158;67.2;8029.5938253333;11929.0418483721
2019-01-09 10:00:00;21267;13291.875;11193.1578947368;67;8436.8921326667;11139.2735367461
2019-01-09 11:00:00;20740;12962.5;10915.7894736842;64.97;8395.802688;10290.5097165451
2019-01-09 12:00:00;20067;12541.875;10561.5789473684;64.25;8068.739476;9544.487477676
2019-01-09 13:00:00;19305;12065.625;10160.5263157895;61.46;7221.794468;8647.6394095416
2019-01-09 14:00:00;18856;11785;9924.2105263158;58.64;5260.5304086667;7057.1792795643
2019-01-09 15:00:00;18746;11716.25;9866.3157894737;61.49;1852.0623386667;7797.350951911
2019-01-09 16:00:00;18597;11623.125;9787.8947368421;67.05;0;9102.6548981995
2019-01-09 17:00:00;18741;11713.125;9863.6842105263;68.53;0;9559.7216058893
2019-01-09 18:00:00;19448;12155;10235.7894736842;69.01;0;9340.9759344997
2019-01-09 19:00:00;19837;12398.125;10440.5263157895;66.58;0;8782.784128536
2019-01-09 20:00:00;19659;12286.875;10346.8421052632;64.54;0;8566.9499635634
2019-01-09 21:00:00;19367;12104.375;10193.1578947368;62.44;0;8843.5063349229
2019-01-09 22:00:00;18944;11840;9970.5263157895;54.7;0;8651.2213890451
2019-01-09 23:00:00;18094;11308.75;9523.1578947369;58.6;0;7196.1447766958
2019-01-10 00:00:00;17252;10782.5;9080;50.49;0;5903.2675439156
2019-01-10 01:00:00;16837;10523.125;8861.5789473684;51.2;0;4883.7320855045
2019-01-10 02:00:00;16504;10315;8686.3157894737;48.8;0;2876.9632761539
2019-01-10 03:00:00;16268;10167.5;8562.1052631579;48.5;0;2158.6263711739
2019-01-10 04:00:00;16335;10209.375;8597.3684210526;49.8;0;1378.1069143171
2019-01-10 05:00:00;16490;10306.25;8678.9473684211;57.74;0;806.4229855569
2019-01-10 06:00:00;17116;10697.5;9008.4210526316;66.18;0;531.5014663811
2019-01-10 07:00:00;18149;11343.125;9552.1052631579;67.2;1384.3257673333;344.1516922637
2019-01-10 08:00:00;18815;11759.375;9902.6315789474;68;3619.8815606667;385.3413950332
2019-01-10 09:00:00;18812;11757.5;9901.052631579;67.73;5983.9686246667;329.5788525742
2019-01-10 10:00:00;18684;11677.5;9833.6842105263;67.05;7817.8358953333;214.3278966686
2019-01-10 11:00:00;18590;11618.75;9784.2105263158;66.15;8532.13563;522.5373330595
2019-01-10 12:00:00;18391;11494.375;9679.4736842105;66.01;8194.2454613333;1151.5880412528
2019-01-10 13:00:00;18029;11268.125;9488.9473684211;64.18;7347.859264;1515.7314652755
2019-01-10 14:00:00;17765;11103.125;9350;63.52;5330.5599833333;1632.6570731371
2019-01-10 15:00:00;17427;10891.875;9172.1052631579;64.6;1986.1118646667;2367.9272504538
2019-01-10 16:00:00;17141;10713.125;9021.5789473684;67.2;0;3059.151325961
2019-01-10 17:00:00;17122;10701.25;9011.5789473684;69;0;3205.7675639295
2019-01-10 18:00:00;17662;11038.75;9295.7894736842;69.69;0;3146.3618115482
2019-01-10 19:00:00;17799;11124.375;9367.8947368421;69.75;0;2915.4374098467
2019-01-10 20:00:00;17537;10960.625;9230;67.73;0;2385.2248437827
2019-01-10 21:00:00;17241;10775.625;9074.2105263158;65.52;0;1632.6846268256
2019-01-10 22:00:00;16613;10383.125;8743.6842105263;63.02;0;794.9820817923
2019-01-10 23:00:00;15812;9882.5;8322.1052631579;60.84;0;233.8297850766
2019-01-11 00:00:00;14779;9236.875;7778.4210526316;55.61;0;34.7329551003
2019-01-11 01:00:00;14272;8920;7511.5789473684;52.85;0;1.778743668
2019-01-11 02:00:00;13902;8688.75;7316.8421052632;51;0;0.0306152094
2019-01-11 03:00:00;13823;8639.375;7275.2631578947;49.98;0;0.0091845628
2019-01-11 04:00:00;13788;8617.5;7256.8421052632;51.6;0;0.0183691257
2019-01-11 05:00:00;14156;8847.5;7450.5263157895;58.31;0;0.1377684424
2019-01-11 06:00:00;14988;9367.5;7888.4210526316;68.35;0;0.3183981781
2019-01-11 07:00:00;16015;10009.375;8428.9473684211;69.01;3605.347666;1.0592862463
2019-01-11 08:00:00;17155;10721.875;9028.9473684211;69.45;6864.2327186667;9.4784688401
2019-01-11 09:00:00;17092;10682.5;8995.7894736842;69.01;8177.9484226667;7.2160048631
2019-01-11 10:00:00;16805;10503.125;8844.7368421053;67.71;8541.38491;17.0710407791
2019-01-11 11:00:00;16707;10441.875;8793.1578947369;67.69;8495.673234;271.9181671306
2019-01-11 12:00:00;16323;10201.875;8591.052631579;67.2;8187.0411393333;425.4105811374
2019-01-11 13:00:00;16063;10039.375;8454.2105263158;67.66;7371.936296;385.4852865175
2019-01-11 14:00:00;15900;9937.5;8368.4210526316;66.06;5400.5510193333;273.4489276022
2019-01-11 15:00:00;15782;9863.75;8306.3157894737;66.18;2116.6061986667;228.6435685988
2019-01-11 16:00:00;15605;9753.125;8213.1578947369;68.07;0;365.147602892
2019-01-11 17:00:00;15773;9858.125;8301.5789473684;70;0;977.8314201232
2019-01-11 18:00:00;16257;10160.625;8556.3157894737;70.45;0;2112.826017864
2019-01-11 19:00:00;16444;10277.5;8654.7368421053;69.19;0;3315.0424309541
2019-01-11 20:00:00;16200;10125;8526.3157894737;67.12;0;4229.0993083101
2019-01-11 21:00:00;15896;9935;8366.3157894737;66.03;0;4719.7662083511
2019-01-11 22:00:00;15400;9625;8105.2631578947;63.9;0;4955.3441218863
2019-01-11 23:00:00;14396;8997.5;7576.8421052632;67.18;0;5076.0568311545
2019-01-12 00:00:00;13366;8353.75;7034.7368421053;59.86;0;5259.1633372447
2019-01-12 01:00:00;12835;8021.875;6755.2631578947;53.89;0;5539.0445203484
2019-01-12 02:00:00;12625;7890.625;6644.7368421053;51.6;0;5800.6208697329
2019-01-12 03:00:00;12449;7780.625;6552.1052631579;51.4;0;6276.2863171525
2019-01-12 04:00:00;12392;7745;6522.1052631579;51.45;0;6990.1197248251
2019-01-12 05:00:00;12562;7851.25;6611.5789473684;52.37;0;7327.6462857678
2019-01-12 06:00:00;13231;8269.375;6963.6842105263;57.49;0;7517.4513996816
2019-01-12 07:00:00;14617;9135.625;7693.1578947369;64;2750.7045593333;7622.6911821031
2019-01-12 08:00:00;15314;9571.25;8060;68;6114.5593053333;5302.9369636901
2019-01-12 09:00:00;15327;9579.375;8066.8421052632;68.39;7581.0254233333;1986.1157890681
2019-01-12 10:00:00;15206;9503.75;8003.1578947369;67.13;8033.476596;1349.1755414042
2019-01-12 11:00:00;15224;9515;8012.6315789474;64.69;7679.46763;1676.9664657476
2019-01-12 12:00:00;15021;9388.125;7905.7894736842;66.12;7231.6170106667;1713.144458733
2019-01-12 13:00:00;15009;9380.625;7899.4736842105;64.58;6174.3881766667;1530.6594413944
2019-01-12 14:00:00;14864;9290;7823.1578947369;59.86;3981.8174486667;1674.2141584197
2019-01-12 15:00:00;14766;9228.75;7771.5789473684;57.52;1225.247786;2734.3453845372
2019-01-12 16:00:00;14580;9112.5;7673.6842105263;59.86;0;4136.0260101167
2019-01-12 17:00:00;14756;9222.5;7766.3157894737;68.39;0;5985.5030579701
2019-01-12 18:00:00;15250;9531.25;8026.3157894737;69.45;0;7559.072776904
2019-01-12 19:00:00;15656;9785;8240;69.69;0;8103.7051066103
2019-01-12 20:00:00;15594;9746.25;8207.3684210526;69.45;0;8023.5177500668
2019-01-12 21:00:00;15443;9651.875;8127.8947368421;68.71;0;7668.4609202035
2019-01-12 22:00:00;15009;9380.625;7899.4736842105;67.83;0;7327.7228237914
2019-01-12 23:00:00;14312;8945;7532.6315789474;57.48;0;6987.2480181804
2019-01-13 00:00:00;13618;8511.25;7167.3684210526;52.29;0;6460.0479887244
2019-01-13 01:00:00;13061;8163.125;6874.2105263158;50.81;0;5775.6021205853
2019-01-13 02:00:00;12862;8038.75;6769.4736842105;50;0;5154.8113958967
2019-01-13 03:00:00;12710;7943.75;6689.4736842105;49.91;0;4322.7144957103
2019-01-13 04:00:00;12695;7934.375;6681.5789473684;49.91;0;3166.6994951737
2019-01-13 05:00:00;13236;8272.5;6966.3157894737;49.97;0;2154.3984107513
2019-01-13 06:00:00;14068;8792.5;7404.2105263158;50.97;0;1667.0410148498
2019-01-13 07:00:00;15398;9623.75;8104.2105263158;51.31;537.4217066667;1280.6372720494
2019-01-13 08:00:00;16335;10209.375;8597.3684210526;52.29;1316.8036146667;558.1611907542
2019-01-13 09:00:00;16257;10160.625;8556.3157894737;61.78;2218.59878;235.5105600744
2019-01-13 10:00:00;16284;10177.5;8570.5263157895;62.5;2478.886526;180.5011517675
2019-01-13 11:00:00;16224;10140;8538.9473684211;63.15;2664.565822;159.7348552099
2019-01-13 12:00:00;16028;10017.5;8435.7894736842;66;2130.4102673333;130.8340975064
2019-01-13 13:00:00;15866;9916.25;8350.5263157895;66;1597.9383706667;111.8710367844
2019-01-13 14:00:00;15764;9852.5;8296.8421052632;63.67;1087.44074;90.7863420488
2019-01-13 15:00:00;15712;9820;8269.4736842105;60.82;139.0451006667;121.8546565801
2019-01-13 16:00:00;15550;9718.75;8184.2105263158;64.39;0;196.5588291144
2019-01-13 17:00:00;15596;9747.5;8208.4210526316;68.52;0;189.2815938325
2019-01-13 18:00:00;16243;10151.875;8548.9473684211;70.11;0;119.5646389146
2019-01-13 19:00:00;16462;10288.75;8664.2105263158;71.69;0;72.3008785939
2019-01-13 20:00:00;16255;10159.375;8555.2631578947;71.69;0;97.1971669038
2019-01-13 21:00:00;16004;10002.5;8423.1578947368;70.01;0;166.6906307928
2019-01-13 22:00:00;15572;9732.5;8195.7894736842;68;0;247.9433966246
2019-01-13 23:00:00;14932;9332.5;7858.9473684211;60;0;282.183446853
2019-01-14 00:00:00;14338;8961.25;7546.3157894737;51.91;0;288.0860592315
2019-01-14 01:00:00;13814;8633.75;7270.5263157895;51.41;0;269.1566752398
2019-01-14 02:00:00;13478;8423.75;7093.6842105263;50.81;0;341.9718893522
2019-01-14 03:00:00;13368;8355;7035.7894736842;50.47;0;432.4030949716
2019-01-14 04:00:00;13362;8351.25;7032.6315789474;51.31;0;340.3339756476
2019-01-14 05:00:00;13381;8363.125;7042.6315789474;56.2;0;242.209167898
2019-01-14 06:00:00;13664;8540;7191.5789473684;66.49;0;173.4596535982
2019-01-14 07:00:00;14215;8884.375;7481.5789473684;67.83;187.8567306667;163.1943738757
