Datetime;demand;price;solar_power;wind_power
2019-11-05 00:00:00;6.8544;14;0;5.1550318254
2019-11-05 01:00:00;6.5616;9.99;0;3.4028805283
2019-11-05 02:00:00;6.2676;9.1;0;3.3939623178
2019-11-05 02:00:00;6.3576;9.1;0;3.3939623178
2019-11-05 03:00:00;6.1746;8.45;0;5.7690780195
2019-11-05 04:00:00;6.162;13.62;0;5.7386709934
2019-11-05 05:00:00;6.213;19.99;0;7.6648085257
2019-11-05 06:00:00;6.3186;30;0.024763502;10.9809439196
2019-11-05 07:00:00;6.582;35;1.348776256;11.5266692123
2019-11-05 08:00:00;6.8544;35.01;4.2681910547;13.6485879474
2019-11-05 09:00:00;7.2174;33.42;5.5465282627;14.3630152901
2019-11-05 10:00:00;7.4328;32.69;5.0580241673;14.533737944
2019-11-05 11:00:00;7.4454;31.25;5.741360492;14.5870329006
2019-11-05 12:00:00;7.5054;30.01;4.4376841107;14.4955393472
2019-11-05 13:00:00;7.5684;28;4.142181658;14.3711803665
2019-11-05 14:00:00;7.5156;28.05;2.7803721067;14.1063373743
2019-11-05 15:00:00;7.515;30.5;1.1569933987;13.3544768149
2019-11-05 16:00:00;7.4436;36.99;0.1826347413;12.1874587081
2019-11-05 17:00:00;7.5486;45;0;10.9885609838
2019-11-05 18:00:00;7.9152;48.01;0;9.5862588694
2019-11-05 19:00:00;8.0712;47.56;0;8.0980076161
2019-11-05 20:00:00;7.995;43.3;0;6.7584942348
2019-11-05 21:00:00;7.8354;41.21;0;5.8451170151
2019-11-05 22:00:00;7.5456;38.3;0;4.8725697801
2019-11-05 23:00:00;7.191;36.97;0;4.0369245772
2019-02-05 00:00:00;9.1968;54.44;0;0.1655486835
2019-02-05 01:00:00;8.838;51.78;0;0.4276148762
2019-02-05 02:00:00;8.6466;48.77;0;1.0994289089
2019-02-05 03:00:00;8.5056;48.77;0;2.4513690038
2019-02-05 04:00:00;8.4384;49.15;0;3.4153990875
2019-02-05 05:00:00;8.4528;59.46;0;4.9302457732
2019-02-05 06:00:00;8.4768;64.09;0.0616064673;5.5178434878
2019-02-05 07:00:00;8.6154;68.07;4.2188808307;5.9538040701
2019-02-05 08:00:00;8.8878;68;9.4053230613;8.7828055592
2019-02-05 09:00:00;9.0954;65.79;10.3198215347;11.327740766
2019-02-05 10:00:00;9.1374;62.85;0;12.3381926918
2019-02-05 11:00:00;8.9694;59.35;0;12.8123488094
2019-02-05 12:00:00;8.7984;58.18;8.0494412387;13.1044883223
2019-02-05 13:00:00;8.6358;57.96;7.260836546;13.1196520356
2019-02-05 14:00:00;8.4048;58.04;5.564063356;12.6623740829
2019-02-05 15:00:00;8.2122;60.35;2.8857729513;11.0869490823
2019-02-05 16:00:00;8.133;63.06;0.0025772733;8.7829953735
2019-02-05 17:00:00;8.2116;65.79;0;7.2353475524
2019-02-05 18:00:00;8.5176;66.83;0;4.8995662718
2019-02-05 19:00:00;8.961;67.5;0;2.0552724857
2019-02-05 20:00:00;8.9442;67.1;0;0.7131445655
2019-02-05 21:00:00;8.958;63.75;0;0.4099254082
2019-02-05 22:00:00;8.9094;62.51;0;0.5078450941
2019-02-05 23:00:00;8.7678;63.25;0;1.1103799694
2019-01-05 00:00:00;9.927;69.5;0;2.3012595704
2019-01-05 01:00:00;9.6666;68.07;0;1.7847748642
2019-01-05 02:00:00;9.621;66;0;1.7719409684
2019-01-05 03:00:00;9.5148;63.93;0;1.758721321
2019-01-05 04:00:00;9.5682;62;0;1.3958667973
2019-01-05 05:00:00;9.7578;60.84;0;1.5395929595
2019-01-05 06:00:00;10.2204;62.92;0;1.4585330695
2019-01-05 07:00:00;11.025;60.79;0.2027519253;1.4944845099
2019-01-05 08:00:00;11.436;66.92;1.4424372593;1.75594146
2019-01-05 09:00:00;11.4432;69.12;2.8480002407;2.1476385725
2019-01-05 10:00:00;11.4306;68.25;4.9623591533;2.5997762315
2019-01-05 11:00:00;11.427;67.67;5.3688433313;3.1262506805
2019-01-05 12:00:00;11.3712;64;5.763898386;3.5628603052
2019-01-05 13:00:00;11.2734;61.57;5.232613962;3.9421092736
2019-01-05 14:00:00;11.2344;59.4;3.576739932;4.2343192015
2019-01-05 15:00:00;11.1576;58.31;1.1042604593;3.8153225068
2019-01-05 16:00:00;11.0988;67.2;0;4.7338828814
2019-01-05 17:00:00;11.1798;69;0;0
2019-01-05 18:00:00;11.5434;68.71;0;0
2019-01-05 19:00:00;11.6982;68.07;0;4.4770396434
2019-01-05 20:00:00;11.5926;65.38;0;4.1566422921
2019-01-05 21:00:00;11.5284;65.76;0;3.6172053635
2019-01-05 22:00:00;11.2638;62.8;0;2.8447713834
2019-01-05 23:00:00;10.7382;63.75;0;2.0026847404
2019-01-06 00:00:00;10.3596;54.7;0;1.3454343628
2019-01-06 01:00:00;10.1112;54.05;0;0.7658149718
2019-01-06 02:00:00;10.0224;48.06;0;0.4541613243
2019-01-06 03:00:00;9.9402;48.37;0;0.2877492919
2019-01-06 04:00:00;10.0392;47.17;0;0.1534526142
2019-01-06 05:00:00;10.2216;48.19;0;0.0594486137
2019-01-06 06:00:00;10.6512;50.2;0;0.0508671705
2019-01-06 07:00:00;11.4192;52.2;1.2754443993;0.0337226532
2019-01-06 08:00:00;11.9106;54.7;4.5048353287;0.0234451274
2019-01-06 09:00:00;11.9436;62;7.7250757333;0.0468290243
2019-01-06 10:00:00;11.94;64.01;8.5022753893;0.2162964546
2019-01-06 11:00:00;11.8104;64.18;8.4813127633;0.8145452006
2019-01-06 12:00:00;11.6784;64.86;8.182491168;1.4398792224
2019-01-06 13:00:00;11.4864;64.01;7.3428420113;1.7134628569
2019-01-06 14:00:00;11.4012;58.31;5.303674446;1.4543571549
2019-01-06 15:00:00;11.3466;54.94;1.610986118;1.4178515792
2019-01-06 16:00:00;11.3244;63.43;0;1.5399266653
2019-01-06 17:00:00;11.436;67.37;0;1.1147303906
2019-01-06 18:00:00;11.7972;67.2;0;0.7936533817
2019-01-06 19:00:00;11.961;66.03;0;0.6641632919
2019-01-06 20:00:00;11.886;68;0;0.5874660692
2019-01-06 21:00:00;11.7876;67.65;0;0.4798229929
2019-01-06 22:00:00;11.6112;65.38;0;0.3796377815
2019-01-06 23:00:00;11.3052;59.59;0;0.323134351
