time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,0,0,24.61,1,1,-6.289999999999999,0.6043680555555555,1,1,0.0,0,1,24.61,1,18.32,18.32,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 01:00:00,0.0,0,0,25.22,1,1,-4.919999999999998,0.6077847222222221,1,1,0.0,0,0,25.22,1,20.3,20.3,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 02:00:00,0.0,0,0,22.83,0,1,-21.07,0.6224166666666666,1,1,0.0,0,0,22.83,1,-36.07,6.07,-42.14,0,0,2.0,0.0,-10.0,10.0,0.0
2019-01-01 03:00:00,0.0,0,0,26.21,0,1,-20.52,0.6366666666666666,1,1,0.0,0,0,26.21,1,-35.519999999999996,5.52,-41.03999999999999,0,0,2.0,0.0,-10.0,10.0,0.0
2019-01-01 04:00:00,0.0,1,0,25.45,0,1,18.12,0.6240833333333333,1,2,0.0,0,0,25.45,1,18.12,18.12,0.0,0,0,2.0,0.0,-10.0,-10.0,0.0
2019-01-01 05:00:00,0.0,0,0,23.71,1,1,-4.390000000000001,0.6271319444444444,1,1,0.0,1,0,23.71,1,19.32,19.32,0.0,0,0,2.0,0.0,10.0,10.0,-20.0
2019-01-01 06:00:00,3.37,0,0,24.45,1,1,-4.759999999999998,0.6304375,1,1,0.0,0,1,27.82,1,4.690000000000001,4.690000000000001,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 07:00:00,8.12,1,0,24.27,1,1,-13.32,0.6396875,1,1,0.0,0,0,32.39,1,19.07,19.07,0.0,0,0,2.0,-10.0,0.0,0.0,0.0
2019-01-01 08:00:00,16.68,1,0,23.32,0,1,-4.699999999999999,0.6429513888888889,1,1,9.399999999999999,1,0,40.0,1,21.38,21.38,0.0,1,1,2.0,0.0,-10.0,10.0,-20.0
2019-01-01 09:00:00,29.21,1,1,24.97,0,1,0.0,0.6429513888888889,1,0,0.0,0,1,54.18,2,14.21,3.25,10.96,0,0,2.0,10.0,-10.0,0.0,0.0
2019-01-01 10:00:00,43.57,1,2,19.66,1,0,-42.32000000000001,0.6723402777777778,1,1,0.0,0,0,63.230000000000004,2,20.909999999999997,20.91,-3.552713678800501e-15,0,0,2.0,20.0,0.0,0.0,0.0
2019-01-01 11:00:00,55.39,0,2,21.8,1,1,0.9000000000000021,0.6717152777777778,2,2,0.0,0,0,77.19,3,22.700000000000003,20.9,1.8000000000000043,1,0,2.0,0.0,-40.0,40.0,0.0
2019-01-01 12:00:00,60.0,0,2,18.47,0,0,-123.02,0.7571458333333335,2,1,0.0,0,0,78.47,3,-123.02,123.02,-246.04,0,5,2.0,0.0,0.0,-40.0,0.0
2019-01-01 13:00:00,55.39,0,2,16.76,0,0,118.47,0.6748750000000001,2,2,0.0,1,0,72.15,3,103.47,103.47,0.0,4,5,2.0,0.0,0.0,40.0,-20.0
2019-01-01 14:00:00,43.57,0,2,15.03,0,0,-126.78,0.7629166666666668,2,1,0.0,0,1,58.6,2,-141.78,111.78,-253.56,0,5,2.0,0.0,0.0,-60.0,0.0
2019-01-01 15:00:00,29.21,0,1,13.63,1,0,-95.47,0.8292152777777779,2,1,190.94,1,0,42.84,2,109.1,109.1,0.0,5,5,2.0,0.0,-50.0,-60.0,-20.0
2019-01-01 16:00:00,16.68,0,0,11.19,0,0,128.14,0.7402291666666668,2,2,0.0,0,1,27.869999999999997,1,128.14,128.14,0.0,5,5,2.0,0.0,0.0,80.0,0.0
2019-01-01 17:00:00,8.12,1,0,9.78,1,0,96.66999999999999,0.6730972222222225,2,2,0.0,0,0,17.9,0,114.57,114.57,0.0,5,5,9.7490802377,-50.0,-50.0,100.0,0.0
2019-01-01 18:00:00,3.37,0,0,7.79,0,0,120.23,0.5896041666666669,2,2,0.0,0,0,11.16,0,105.23,105.23,0.0,4,5,10.9014286128,0.0,0.0,50.0,0.0
2019-01-01 19:00:00,0.0,0,0,6.1,0,0,123.27,0.5040000000000003,1,2,0.0,0,0,6.1,0,123.27,123.27,0.0,5,5,10.4639878836,0.0,0.0,50.0,0.0
2019-01-01 20:00:00,0.0,0,0,4.84,0,0,0.0,0.5040000000000003,1,0,0.0,0,0,4.84,0,0.0,108.18,-108.18,0,5,10.1973169684,0.0,0.0,-50.0,0.0
2019-01-01 21:00:00,0.0,0,0,3.21,0,0,-116.14,0.5846527777777781,1,1,232.28,1,0,3.21,0,116.14,116.14,0.0,5,5,9.3120372809,0.0,0.0,-50.0,-93.119890407
2019-01-01 22:00:00,0.0,1,0,1.55,0,0,-118.62,0.6670277777777781,1,1,0.0,0,1,1.55,0,-133.62,103.62,-237.24,0,5,9.3119890407,-50.0,0.0,-100.0,0.0
