time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-01-01 00:00:00,0.0,1,0,24.61,0,1,-18.32,0.6127222222222223,1,1,0.0,0,1,24.61,1,-33.32,3.3200000000000003,-36.64,0,0,2.0,0.0,-10.0,10.0,0.0,-10
2019-01-01 01:00:00,0.0,1,0,25.22,1,1,0.0,0.6127222222222223,1,0,4.919999999999998,1,0,25.22,1,15.139999999999997,5.300000000000001,9.839999999999996,0,0,2.0,0.0,10.0,0.0,-20.0,-10
2019-01-01 02:00:00,0.0,0,0,22.83,1,1,0.0,0.6127222222222223,1,0,0.0,0,1,22.83,1,22.83,21.07,1.759999999999998,1,0,2.0,0.0,10.0,0.0,0.0,10
2019-01-01 03:00:00,0.0,1,0,26.21,1,1,0.0,0.6127222222222223,1,0,0.0,0,0,26.21,1,26.21,20.52,5.690000000000001,1,0,2.0,0.0,10.0,0.0,0.0,10
2019-01-01 04:00:00,0.0,0,0,25.45,0,1,18.12,0.6001388888888889,1,2,0.0,0,0,25.45,1,3.120000000000001,3.120000000000001,0.0,0,0,2.0,0.0,-10.0,-10.0,0.0,-10
2019-01-01 05:00:00,0.0,0,0,23.71,1,1,-4.390000000000001,0.6031875,1,1,0.0,1,0,23.71,1,19.32,19.32,0.0,0,0,2.0,0.0,10.0,10.0,-20.0,10
2019-01-01 06:00:00,3.37,1,0,24.45,1,1,8.129999999999999,0.5975416666666666,1,2,16.259999999999998,1,1,27.82,1,37.21,4.690000000000001,32.519999999999996,1,0,2.0,0.0,10.0,-10.0,-20.0,-10
2019-01-01 07:00:00,8.12,0,0,24.27,1,1,0.0,0.5975416666666666,1,0,0.0,0,1,32.39,1,9.27,4.07,5.199999999999999,0,0,2.0,0.0,0.0,0.0,0.0,-10
2019-01-01 08:00:00,16.68,0,0,23.32,1,1,-1.9400000000000013,0.5988888888888889,1,1,0.0,1,0,40.0,1,21.38,21.38,0.0,1,1,2.0,0.0,10.0,10.0,-20.0,10
2019-01-01 09:00:00,29.21,0,1,24.97,1,1,-6.719999999999999,0.6035555555555556,1,1,0.0,0,1,54.18,2,3.25,3.25,0.0,0,0,2.0,-10.0,10.0,20.0,0.0,-10
2019-01-01 10:00:00,43.57,0,2,19.66,0,0,0.0,0.6035555555555556,1,0,20.91,1,0,63.230000000000004,2,20.91,20.91,0.0,0,0,2.0,-20.0,0.0,0.0,-20.0,10
2019-01-01 11:00:00,55.39,0,2,21.8,0,1,-20.9,0.6180694444444446,1,1,0.0,0,1,77.19,3,-35.9,5.899999999999999,-41.8,0,0,2.0,0.0,0.0,-20.0,0.0,-10
2019-01-01 12:00:00,60.0,0,2,18.47,1,0,0.0,0.6180694444444446,1,0,0.0,0,0,78.47,3,3.469999999999999,108.02,-104.55,0,5,2.0,0.0,-50.0,-20.0,0.0,-10
2019-01-01 13:00:00,55.39,0,2,16.76,1,0,0.0,0.6180694444444446,1,0,0.0,0,0,72.15,3,1.7600000000000016,103.47,-101.71,0,5,2.0,0.0,-50.0,-20.0,0.0,-10
2019-01-01 14:00:00,43.57,1,2,15.03,1,0,0.0,0.6180694444444446,1,0,0.0,0,0,58.6,2,58.6,126.78,-68.18,2,5,2.0,-30.0,-50.0,-30.0,0.0,10
2019-01-01 15:00:00,29.21,0,1,13.63,1,0,95.47,0.5517708333333334,1,2,0.0,0,0,42.84,2,109.1,109.1,0.0,5,5,2.0,0.0,-50.0,30.0,0.0,10
2019-01-01 16:00:00,16.68,1,0,11.19,0,0,111.45999999999998,0.47436805555555567,1,2,0.0,0,0,27.869999999999997,1,113.13999999999999,113.13999999999999,0.0,5,5,2.0,-50.0,0.0,40.0,0.0,-10
2019-01-01 17:00:00,8.12,0,0,9.78,0,0,114.57,0.3948055555555557,1,2,0.0,0,0,17.9,0,114.57,114.57,0.0,5,5,9.7490802377,0.0,0.0,50.0,0.0,10
2019-01-01 18:00:00,3.37,0,0,7.79,0,0,120.23,0.31131250000000016,1,2,0.0,0,0,11.16,0,120.23,120.23,0.0,5,5,10.9014286128,0.0,0.0,-100.0,-104.639878836,-10
2019-01-01 19:00:00,0.0,0,0,6.1,1,0,117.17,0.22994444444444462,0,2,0.0,1,0,6.1,0,123.27,123.27,0.0,5,5,10.4639878836,0.0,-50.0,-100.0,0.9806501093364602,-10
2019-01-01 20:00:00,0.0,0,0,4.84,1,0,-103.34,0.3017083333333335,0,1,206.68,1,1,4.84,0,108.18,108.18,0.0,5,5,10.1973169684,0.0,-50.0,0.0,1.0738788622024835,-10
2019-01-01 21:00:00,0.0,0,0,3.21,0,0,0.0,0.3017083333333335,0,0,116.14,1,1,3.21,0,101.14,101.14,0.0,4,5,9.3120372809,0.0,0.0,0.0,1.073884425367438,10
2019-01-01 22:00:00,0.0,1,0,1.55,0,0,118.62,0.21933333333333352,0,2,0.0,1,1,1.55,0,103.62,103.62,0.0,4,5,9.3119890407,-50.0,0.0,-100.0,1.0969522337571935,10
