time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,0,0,9.5,0,0,20.0,0.5861111111111111,1,2,0.0,0,0,9.5,0,20.0,20,0.0,1,1,2,0.0,0.0,10.0,0.0
2019-01-01 01:00:00,0.0,0,0,11.8,1,1,-8.2,0.5918055555555556,1,1,0.0,0,0,11.8,1,3.6000000000000014,20,-16.4,0,1,2,0.0,0.0,0.0,0.0
2019-01-01 02:00:00,0.0,0,0,10.93,0,1,0.0,0.5918055555555556,1,0,20.0,1,0,10.93,1,20.0,20,0.0,1,1,2,0.0,0.0,-10.0,-20.0
2019-01-01 03:00:00,0.0,1,0,10.39,0,0,20.0,0.5779166666666667,1,2,0.0,0,1,10.39,0,20.0,20,0.0,1,1,2,-10.0,0.0,10.0,0.0
2019-01-01 04:00:00,0.0,0,0,8.62,0,0,20.0,0.5640277777777779,1,2,0.0,1,0,8.62,0,20.0,20,0.0,1,1,2,0.0,0.0,10.0,-20.0
2019-01-01 05:00:00,0.0,0,0,8.62,0,0,-20.0,0.5779166666666667,1,1,0.0,0,1,8.62,0,-20.0,20,-40.0,0,1,2,0.0,0.0,-10.0,0.0
2019-01-01 06:00:00,0.0,0,0,8.23,0,0,-20.0,0.5918055555555557,1,1,40.0,1,0,8.23,0,20.0,20,0.0,1,1,2,0.0,0.0,-10.0,-20.0
2019-01-01 07:00:00,16.31,1,1,11.46,1,1,0.0,0.5918055555555557,1,0,7.77,1,1,27.77,2,35.54,20,15.54,3,1,2,0.0,0.0,0.0,-20.0
2019-01-01 08:00:00,31.5,1,3,22.81,1,2,0.0,0.5918055555555557,1,0,34.31,1,1,54.31,5,88.62,20,68.62,5,1,2,20.0,10.0,0.0,-20.0
2019-01-01 09:00:00,44.55,1,4,23.66,0,2,0.0,0.5918055555555557,1,0,0.0,0,1,68.21,5,44.55,20,24.549999999999997,4,1,2,30.0,-10.0,0.0,0.0
2019-01-01 10:00:00,54.56,0,5,18.16,1,1,-1.8399999999999999,0.5930833333333335,1,1,0.0,0,0,72.72,5,16.32,20,-3.6799999999999997,1,1,2,-40.0,0.0,0.0,0.0
2019-01-01 11:00:00,60.85,1,5,25.76,1,2,0.0,0.5930833333333335,1,0,0.0,0,0,86.61,5,86.61,20,66.61,5,1,2,40.0,10.0,0.0,0.0
2019-01-01 12:00:00,63.0,1,5,24.66,1,2,-67.66,0.6400694444444446,1,1,0.0,0,0,87.66,5,20.0,20,0.0,1,1,2,40.0,10.0,40.0,0.0
2019-01-01 13:00:00,60.85,1,5,19.7,1,1,-60.55,0.6821180555555556,1,1,0.0,0,0,80.55,5,20.0,20,0.0,1,1,2,40.0,0.0,0.0,0.0
2019-01-01 14:00:00,54.56,1,5,19.45,0,1,-34.56,0.7061180555555556,2,1,0.0,0,0,74.01,5,20.0,20,0.0,1,1,2,40.0,0.0,0.0,0.0
2019-01-01 15:00:00,44.55,1,4,19.47,1,1,-44.019999999999996,0.7366875000000002,2,1,0.0,1,0,64.02,5,20.0,20,0.0,1,1,2,30.0,0.0,0.0,-20.0
2019-01-01 16:00:00,31.5,0,3,20.43,0,1,-20.0,0.750576388888889,2,1,0.0,0,1,51.93,4,-20.0,20,-40.0,0,1,2,-20.0,0.0,0.0,0.0
2019-01-01 17:00:00,16.31,1,1,22.2,1,2,-18.509999999999998,0.7634305555555556,2,1,0.0,0,0,38.51,3,20.0,20,0.0,1,1,2,0.0,10.0,0.0,0.0
2019-01-01 18:00:00,0.0,0,0,21.46,1,2,-1.4600000000000009,0.7644444444444446,2,1,0.0,0,0,21.46,2,20.0,20,0.0,1,1,2,0.0,10.0,0.0,0.0
2019-01-01 19:00:00,0.0,0,0,20.33,0,1,20.0,0.7505555555555556,2,2,0.0,1,0,20.33,1,20.0,20,0.0,1,1,2,0.0,0.0,20.0,-20.0
2019-01-01 20:00:00,0.0,0,0,22.89,0,2,-20.0,0.7644444444444446,2,1,0.0,0,1,22.89,2,-20.0,20,-40.0,0,1,2,0.0,-10.0,0.0,0.0
2019-01-01 21:00:00,0.0,0,0,19.12,0,1,20.0,0.7505555555555556,2,2,0.0,0,0,19.12,1,20.0,20,0.0,1,1,2,0.0,0.0,20.0,0.0
2019-01-01 22:00:00,0.0,0,0,20.34,0,1,20.0,0.7366666666666668,2,2,0.0,0,0,20.34,1,20.0,20,0.0,1,1,2,0.0,0.0,20.0,0.0
