time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,0,0,24.61,0,1,18.32,0.5872777777777778,1,2,0.0,1,0,24.61,1,3.3200000000000003,3.3200000000000003,0.0,0,0,2.0,0.0,-10.0,-10.0,-20.0
2019-01-01 01:00:00,0.0,0,0,25.22,0,1,-20.3,0.601375,1,1,0.0,0,1,25.22,1,-20.3,20.3,-40.6,0,0,2.0,0.0,-10.0,10.0,0.0
2019-01-01 02:00:00,0.0,0,0,22.83,1,1,-1.759999999999998,0.6025972222222222,1,1,0.0,0,0,22.83,1,21.07,21.07,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 03:00:00,0.0,1,0,26.21,0,1,0.0,0.6025972222222222,1,0,0.0,0,0,26.21,1,0.0,20.52,-20.52,0,0,2.0,0.0,-10.0,0.0,0.0
2019-01-01 04:00:00,0.0,1,0,25.45,1,1,7.329999999999998,0.5975069444444444,1,2,14.659999999999997,1,0,25.45,1,47.44,18.12,29.319999999999997,2,0,2.0,0.0,10.0,-10.0,-20.0
2019-01-01 05:00:00,0.0,0,0,23.71,1,1,-4.390000000000001,0.6005555555555555,1,1,0.0,0,1,23.71,1,19.32,19.32,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 06:00:00,3.37,0,0,24.45,1,1,4.759999999999998,0.59725,1,2,0.0,0,0,27.82,1,29.209999999999997,19.69,9.519999999999996,1,0,2.0,0.0,10.0,-10.0,0.0
2019-01-01 07:00:00,8.12,0,0,24.27,1,1,-5.199999999999999,0.6008611111111111,1,1,0.0,0,0,32.39,1,19.07,19.07,0.0,0,0,2.0,0.0,0.0,0.0,0.0
2019-01-01 08:00:00,16.68,1,0,23.32,1,1,18.62,0.5879305555555555,1,2,0.0,0,0,40.0,1,58.620000000000005,21.38,37.24000000000001,2,1,2.0,0.0,10.0,-10.0,0.0
2019-01-01 09:00:00,29.21,1,1,24.97,1,1,-35.93,0.6128819444444443,1,1,0.0,0,0,54.18,2,18.25,18.25,0.0,0,0,2.0,10.0,10.0,20.0,0.0
2019-01-01 10:00:00,43.57,0,2,19.66,0,0,-20.91,0.6274027777777776,1,1,0.0,0,0,63.230000000000004,2,-20.91,20.91,-41.82,0,0,2.0,-20.0,0.0,20.0,0.0
2019-01-01 11:00:00,55.39,0,2,21.8,0,1,0.0,0.6274027777777776,1,0,0.0,0,0,77.19,3,0.0,20.9,-20.9,0,0,2.0,0.0,0.0,-20.0,0.0
2019-01-01 12:00:00,60.0,0,2,18.47,0,0,0.0,0.6274027777777776,1,0,0.0,0,0,78.47,3,0.0,123.02,-123.02,0,5,2.0,0.0,0.0,-20.0,0.0
2019-01-01 13:00:00,55.39,1,2,16.76,0,0,63.08,0.5835972222222221,1,2,0.0,0,0,72.15,3,103.47,103.47,0.0,4,5,2.0,-30.0,0.0,20.0,0.0
2019-01-01 14:00:00,43.57,0,2,15.03,0,0,0.0,0.5835972222222221,1,0,0.0,0,0,58.6,2,0.0,126.78,-126.78,0,5,2.0,0.0,0.0,-30.0,0.0
2019-01-01 15:00:00,29.21,0,1,13.63,1,0,0.0,0.5835972222222221,1,0,0.0,0,0,42.84,2,13.63,109.1,-95.47,0,5,2.0,0.0,-50.0,-30.0,0.0
2019-01-01 16:00:00,16.68,0,0,11.19,0,0,0.0,0.5835972222222221,1,0,0.0,0,0,27.869999999999997,1,-15.0,113.13999999999999,-128.14,0,5,2.0,0.0,0.0,-40.0,0.0
2019-01-01 17:00:00,8.12,0,0,9.78,1,0,0.0,0.5835972222222221,1,0,0.0,0,0,17.9,0,9.78,114.57,-104.78999999999999,0,5,9.7490802377,0.0,-50.0,-50.0,0.0
2019-01-01 18:00:00,3.37,0,0,7.79,1,0,112.44,0.5055138888888888,1,2,0.0,1,0,11.16,0,120.23,120.23,0.0,5,5,10.9014286128,0.0,-50.0,50.0,-104.639878836
2019-01-01 19:00:00,0.0,0,0,6.1,1,0,0.0,0.5055138888888888,1,0,0.0,0,1,6.1,0,6.1,123.27,-117.17,0,5,10.4639878836,0.0,-50.0,-50.0,0.0
2019-01-01 20:00:00,0.0,0,0,4.84,0,0,108.18,0.4303888888888889,1,2,0.0,0,0,4.84,0,108.18,108.18,0.0,5,5,10.1973169684,0.0,0.0,50.0,0.0
2019-01-01 21:00:00,0.0,0,0,3.21,0,0,116.14,0.34973611111111114,1,2,0.0,0,0,3.21,0,116.14,116.14,0.0,5,5,9.3120372809,0.0,0.0,50.0,0.0
2019-01-01 22:00:00,0.0,0,0,1.55,0,0,118.62,0.26736111111111116,1,2,0.0,0,0,1.55,0,103.62,103.62,0.0,4,5,9.3119890407,0.0,0.0,-100.0,-91.161672243
