time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-01-01 00:00:00,0.0,0,0,0,1,0,20.0,0.5861111111111111,1,2,0.0,1,0,0.0,0,20.0,20,0.0,2,2,2,0.0,-20.0,20.0,-20.0,10
2019-01-01 01:00:00,0.0,1,0,0,0,0,20.0,0.5722222222222222,1,2,0.0,0,1,0.0,0,5.0,5,0.0,0,2,2,-20.0,0.0,20.0,0.0,-10
2019-01-01 02:00:00,0.0,0,0,0,0,0,20.0,0.5583333333333333,1,2,0.0,1,0,0.0,0,20.0,20,0.0,2,2,2,0.0,0.0,20.0,-20.0,10
2019-01-01 03:00:00,0.0,1,0,0,1,0,0.0,0.5583333333333333,1,0,0.0,0,1,0.0,0,-15.0,5,-20.0,0,2,2,-20.0,-20.0,-20.0,0.0,-10
2019-01-01 04:00:00,0.0,0,0,0,0,0,0.0,0.5583333333333333,1,0,20.0,1,0,0.0,0,20.0,20,0.0,2,2,2,0.0,0.0,-20.0,-20.0,10
2019-01-01 05:00:00,0.0,0,0,0,0,0,20.0,0.5444444444444444,1,2,0.0,0,1,0.0,0,5.0,5,0.0,0,2,2,0.0,0.0,20.0,0.0,-10
2019-01-01 06:00:00,6.09,1,0,0,0,0,13.91,0.5347847222222222,1,2,0.0,0,0,6.09,0,20.0,20,0.0,2,2,2,-20.0,0.0,20.0,0.0,10
2019-01-01 07:00:00,11.22,0,1,0,0,0,20.0,0.5208958333333332,1,2,0.0,1,0,11.22,1,5.0,5,0.0,0,2,2,0.0,0.0,10.0,-20.0,-10
2019-01-01 08:00:00,18.5,0,2,0,0,0,20.0,0.5070069444444443,1,2,0.0,0,1,18.5,2,5.0,5,0.0,0,2,2,0.0,0.0,0.0,0.0,-10
2019-01-01 09:00:00,27.29,1,3,0,0,0,7.289999999999999,0.5019444444444443,1,2,0.0,0,0,27.29,3,34.58,20,14.579999999999998,4,2,2,10.0,0.0,-10.0,0.0,10
2019-01-01 10:00:00,36.03,1,4,0,0,0,0.0,0.5019444444444443,1,0,16.03,1,0,36.03,4,37.06,5,32.06,4,2,2,20.0,0.0,0.0,-20.0,-10
2019-01-01 11:00:00,42.57,0,5,0,0,0,-20.0,0.5158333333333333,1,1,0.0,0,1,42.57,5,-20.0,20,-40.0,0,2,2,-30.0,0.0,30.0,0.0,10
2019-01-01 12:00:00,45.0,0,5,0,1,0,-20.0,0.5297222222222221,1,1,40.0,1,0,45.0,5,5.0,5,0.0,0,2,2,-30.0,-20.0,30.0,-20.0,-10
2019-01-01 13:00:00,42.57,0,5,0,1,0,0.0,0.5297222222222221,1,0,20.0,1,1,42.57,5,5.0,5,0.0,0,2,2,-30.0,-20.0,0.0,-20.0,-10
2019-01-01 14:00:00,36.03,1,4,0,1,0,16.03,0.5185902777777777,1,2,32.06,1,1,36.03,4,84.12,20,64.12,5,2,2,20.0,-20.0,-20.0,-20.0,10
2019-01-01 15:00:00,27.29,0,3,0,0,0,20.0,0.5047013888888888,1,2,0.0,1,1,27.29,3,20.0,20,0.0,2,2,2,-10.0,0.0,-10.0,-20.0,10
2019-01-01 16:00:00,18.5,1,2,0,1,0,1.5,0.5036597222222221,1,2,0.0,1,1,18.5,2,5.0,5,0.0,0,2,2,0.0,-20.0,0.0,-20.0,-10
2019-01-01 17:00:00,11.22,0,1,0,0,0,20.0,0.48977083333333327,1,2,0.0,0,1,11.22,1,5.0,5,0.0,0,2,2,0.0,0.0,10.0,0.0,-10
2019-01-01 18:00:00,6.09,0,0,0,1,0,-20.0,0.5036597222222221,1,1,0.0,0,0,6.09,0,-35.0,5,-40.0,0,2,2,0.0,-20.0,-20.0,0.0,-10
2019-01-01 19:00:00,0.0,0,0,0,0,0,-20.0,0.5175486111111111,1,1,0.0,0,0,0.0,0,-20.0,20,-40.0,0,2,2,0.0,0.0,-20.0,0.0,10
2019-01-01 20:00:00,0.0,0,0,0,0,0,20.0,0.5036597222222221,1,2,0.0,1,0,0.0,0,20.0,20,0.0,2,2,2,0.0,0.0,20.0,-20.0,10
2019-01-01 21:00:00,0.0,1,0,0,0,0,20.0,0.48977083333333327,1,2,0.0,1,1,0.0,0,20.0,20,0.0,2,2,2,-20.0,0.0,20.0,-20.0,10
2019-01-01 22:00:00,0.0,0,0,0,0,0,20.0,0.47588194444444437,1,2,0.0,1,1,0.0,0,20.0,20,0.0,2,2,2,0.0,0.0,20.0,-20.0,10
