time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,1,0,24.61,0,1,0.0,0.6,1,0,0.0,0,1,24.61,1,0.0,18.32,-18.32,0,0,2.0,0.0,-10.0,0.0,0.0
2019-01-01 01:00:00,0.0,0,0,25.22,1,1,0.0,0.6,1,0,0.0,0,0,25.22,1,25.22,20.3,4.919999999999998,1,0,2.0,0.0,10.0,0.0,0.0
2019-01-01 02:00:00,0.0,0,0,22.83,0,1,-21.07,0.6146319444444445,1,1,0.0,0,0,22.83,1,-21.07,21.07,-42.14,0,0,2.0,0.0,-10.0,10.0,0.0
2019-01-01 03:00:00,0.0,0,0,26.21,1,1,5.690000000000001,0.6106805555555556,1,2,11.380000000000003,1,0,26.21,1,43.28,20.52,22.76,2,0,2.0,0.0,10.0,-10.0,-20.0
2019-01-01 04:00:00,0.0,0,0,25.45,1,1,7.329999999999998,0.6055902777777777,1,2,14.659999999999997,1,1,25.45,1,47.44,18.12,29.319999999999997,2,0,2.0,0.0,10.0,-10.0,-20.0
2019-01-01 05:00:00,0.0,0,0,23.71,1,1,4.390000000000001,0.6025416666666666,1,2,0.0,0,1,23.71,1,28.1,19.32,8.780000000000001,1,0,2.0,0.0,10.0,-10.0,0.0
2019-01-01 06:00:00,3.37,1,0,24.45,1,1,0.0,0.6025416666666666,1,0,8.129999999999999,1,0,27.82,1,35.95,19.69,16.26,1,0,2.0,0.0,10.0,0.0,-20.0
2019-01-01 07:00:00,8.12,0,0,24.27,0,1,0.0,0.6025416666666666,1,0,0.0,0,1,32.39,1,0.0,19.07,-19.07,0,0,2.0,0.0,0.0,0.0,0.0
2019-01-01 08:00:00,16.68,1,0,23.32,1,1,0.0,0.6025416666666666,1,0,18.62,1,0,40.0,1,58.620000000000005,21.38,37.24000000000001,2,1,2.0,0.0,10.0,0.0,-20.0
2019-01-01 09:00:00,29.21,1,1,24.97,1,1,35.93,0.5775902777777778,1,2,0.0,0,1,54.18,2,90.11,18.25,71.86,4,0,2.0,10.0,10.0,-20.0,0.0
2019-01-01 10:00:00,43.57,0,2,19.66,1,0,1.25,0.5767222222222222,1,2,0.0,1,0,63.230000000000004,2,20.91,20.91,0.0,0,0,2.0,-20.0,0.0,-20.0,-20.0
2019-01-01 11:00:00,55.39,0,2,21.8,1,1,0.9000000000000021,0.5760972222222223,1,2,0.0,0,1,77.19,3,22.700000000000003,20.9,1.8000000000000043,1,0,2.0,0.0,-40.0,20.0,0.0
2019-01-01 12:00:00,60.0,0,2,18.47,0,0,0.0,0.5760972222222223,1,0,123.02,1,0,78.47,3,123.02,123.02,0.0,5,5,2.0,0.0,0.0,-20.0,-20.0
2019-01-01 13:00:00,55.39,1,2,16.76,0,0,0.0,0.5760972222222223,1,0,0.0,0,1,72.15,3,55.39,118.47,-63.08,2,5,2.0,-30.0,0.0,-20.0,0.0
2019-01-01 14:00:00,43.57,1,2,15.03,1,0,68.18,0.52875,1,2,0.0,1,0,58.6,2,126.78,126.78,0.0,5,5,2.0,-30.0,-50.0,30.0,-20.0
2019-01-01 15:00:00,29.21,1,1,13.63,0,0,-79.88999999999999,0.5842291666666667,1,1,0.0,0,1,42.84,2,-50.679999999999986,109.1,-159.77999999999997,0,5,2.0,-40.0,0.0,-30.0,0.0
2019-01-01 16:00:00,16.68,0,0,11.19,1,0,-116.94999999999999,0.6654444444444445,1,1,0.0,0,0,27.869999999999997,1,-105.75999999999999,128.14,-233.89999999999998,0,5,2.0,0.0,-50.0,-40.0,0.0
2019-01-01 17:00:00,8.12,0,0,9.78,0,0,114.57,0.5858819444444445,1,2,0.0,0,0,17.9,0,114.57,114.57,0.0,5,5,9.7490802377,0.0,0.0,50.0,0.0
2019-01-01 18:00:00,3.37,1,0,7.79,0,0,-116.86,0.6670347222222223,1,1,0.0,0,0,11.16,0,-113.49,120.23,-233.72,0,5,10.9014286128,-50.0,0.0,-100.0,0.0
2019-01-01 19:00:00,0.0,0,0,6.1,1,0,117.17,0.5856666666666668,2,2,0.0,0,0,6.1,0,123.27,123.27,0.0,5,5,10.4639878836,0.0,-50.0,50.0,0.0
2019-01-01 20:00:00,0.0,1,0,4.84,0,0,108.18,0.5105416666666667,1,2,0.0,0,0,4.84,0,108.18,108.18,0.0,5,5,10.1973169684,-50.0,0.0,50.0,0.0
2019-01-01 21:00:00,0.0,1,0,3.21,1,0,0.0,0.5105416666666667,1,0,112.93,1,0,3.21,0,116.14,116.14,0.0,5,5,9.3120372809,-50.0,-50.0,-50.0,-93.119890407
2019-01-01 22:00:00,0.0,1,0,1.55,0,0,0.0,0.5105416666666667,1,0,0.0,0,1,1.55,0,0.0,118.62,-118.62,0,5,9.3119890407,-50.0,0.0,-50.0,0.0
