time,solar,solar_state,solar_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,1,0,20.0,0.499264991399975,1,2,0.0,1,0,0.0,0,20.0,20,0.0,2,2,2,-20.0,20.0,-20.0
2019-01-01 01:00:00,0.0,0,0,20.0,0.499264591399975,1,2,0.0,1,1,0.0,0,20.0,20,0.0,2,2,2,0.0,20.0,-20.0
2019-01-01 02:00:00,0.0,1,0,0.0,0.499264591399975,1,0,0.0,0,1,0.0,0,0.0,20,-20.0,0,2,2,-20.0,-20.0,0.0
2019-01-01 03:00:00,0.0,1,0,-20.0,0.499264991399975,1,1,40.0,1,0,0.0,0,20.0,20,0.0,2,2,2,-20.0,-20.0,-20.0
2019-01-01 04:00:00,0.0,0,0,20.0,0.499264591399975,1,2,0.0,0,1,0.0,0,20.0,20,0.0,2,2,2,0.0,20.0,0.0
2019-01-01 05:00:00,0.0,0,0,20.0,0.49926419139997497,1,2,0.0,0,0,0.0,0,20.0,20,0.0,2,2,2,0.0,20.0,0.0
2019-01-01 06:00:00,6.09,0,0,20.0,0.49926379139997495,1,2,0.0,0,0,6.09,0,20.0,20,0.0,2,2,2,0.0,20.0,0.0
2019-01-01 07:00:00,11.22,0,1,20.0,0.49926339139997494,1,2,0.0,1,0,11.22,1,20.0,20,0.0,2,2,2,0.0,20.0,-20.0
2019-01-01 08:00:00,18.5,0,2,20.0,0.49926299139997493,1,2,0.0,1,1,18.5,2,20.0,20,0.0,2,2,2,0.0,20.0,-20.0
2019-01-01 09:00:00,27.29,1,3,-7.289999999999999,0.49926313719997495,1,1,0.0,0,1,27.29,3,20.0,20,0.0,2,2,2,10.0,10.0,0.0
2019-01-01 10:00:00,36.03,1,4,-16.03,0.49926345779997494,1,1,0.0,0,0,36.03,4,20.0,20,0.0,2,2,2,20.0,20.0,0.0
2019-01-01 11:00:00,42.57,1,5,0.0,0.49926345779997494,1,0,0.0,0,0,42.57,5,42.57,20,22.57,5,2,2,30.0,0.0,0.0
2019-01-01 12:00:00,45.0,1,5,-25.0,0.49926395779997496,1,1,0.0,0,0,45.0,5,20.0,20,0.0,2,2,2,30.0,30.0,0.0
2019-01-01 13:00:00,42.57,0,5,-20.0,0.49926435779997497,1,1,40.0,1,0,42.57,5,20.0,20,0.0,2,2,2,-30.0,-20.0,-20.0
2019-01-01 14:00:00,36.03,1,4,16.03,0.499264037199975,1,2,32.06,1,1,36.03,4,84.12,20,64.12,5,2,2,20.0,-20.0,-20.0
2019-01-01 15:00:00,27.29,1,3,-7.289999999999999,0.499264182999975,1,1,0.0,0,1,27.29,3,20.0,20,0.0,2,2,2,10.0,10.0,0.0
2019-01-01 16:00:00,18.5,0,2,20.0,0.499263782999975,1,2,0.0,0,0,18.5,2,20.0,20,0.0,2,2,2,0.0,20.0,0.0
2019-01-01 17:00:00,11.22,0,1,20.0,0.49926338299997497,1,2,0.0,0,0,11.22,1,20.0,20,0.0,2,2,2,0.0,20.0,0.0
2019-01-01 18:00:00,6.09,0,0,0.0,0.49926338299997497,1,0,20.0,1,0,6.09,0,20.0,20,0.0,2,2,2,0.0,-20.0,-20.0
2019-01-01 19:00:00,0.0,0,0,20.0,0.49926298299997496,1,2,0.0,0,1,0.0,0,20.0,20,0.0,2,2,2,0.0,20.0,0.0
2019-01-01 20:00:00,0.0,0,0,20.0,0.49926258299997495,1,2,0.0,0,0,0.0,0,20.0,20,0.0,2,2,2,0.0,20.0,0.0
2019-01-01 21:00:00,0.0,1,0,20.0,0.49926218299997493,1,2,0.0,0,0,0.0,0,20.0,20,0.0,2,2,2,-20.0,20.0,0.0
2019-01-01 22:00:00,0.0,0,0,20.0,0.4992617829999749,1,2,0.0,0,0,0.0,0,20.0,20,0.0,2,2,2,0.0,20.0,0.0
