episode;num_events;num_recovered;recovered_ratio;mean_recovery_time_steps;median_recovery_time_steps;mean_recovery_time_hours;median_recovery_time_hours
1133;24,000000;22,000000;0,916667;39,000000;39,000000;39,000000;39,000000
1134;22,000000;20,000000;0,909091;12,700000;11,000000;12,700000;11,000000
1135;18,000000;14,000000;0,777778;11,571429;11,500000;11,571429;11,500000
1136;21,000000;19,000000;0,904762;22,736842;20,000000;22,736842;20,000000
1137;21,000000;17,000000;0,809524;20,941176;17,000000;20,941176;17,000000
1138;22,000000;19,000000;0,863636;24,526316;24,000000;24,526316;24,000000
1139;26,000000;0,000000;0,000000;;;;
1140;18,000000;14,000000;0,777778;11,071429;8,000000;11,071429;8,000000
1141;19,000000;19,000000;1,000000;17,315789;17,000000;17,315789;17,000000
1142;20,000000;20,000000;1,000000;16,900000;13,500000;16,900000;13,500000
1143;22,000000;22,000000;1,000000;9,772727;9,500000;9,772727;9,500000
1144;18,000000;18,000000;1,000000;10,444444;9,500000;10,444444;9,500000
1145;20,000000;19,000000;0,950000;9,105263;6,000000;9,105263;6,000000
1146;19,000000;5,000000;0,263158;2,000000;2,000000;2,000000;2,000000
1147;21,000000;9,000000;0,428571;9,333333;9,000000;9,333333;9,000000
1148;22,000000;7,000000;0,318182;14,571429;16,000000;14,571429;16,000000
1149;20,000000;15,000000;0,750000;17,866667;14,000000;17,866667;14,000000
1150;22,000000;6,000000;0,272727;12,833333;12,500000;12,833333;12,500000
1151;24,000000;22,000000;0,916667;39,954545;40,000000;39,954545;40,000000
1152;20,000000;11,000000;0,550000;24,909091;22,000000;24,909091;22,000000
1153;21,000000;18,000000;0,857143;25,277778;25,500000;25,277778;25,500000
1154;23,000000;22,000000;0,956522;12,545455;11,500000;12,545455;11,500000
1155;11,000000;6,000000;0,545455;2,333333;1,500000;2,333333;1,500000
1156;16,000000;11,000000;0,687500;7,727273;7,000000;7,727273;7,000000
1157;23,000000;20,000000;0,869565;12,850000;11,500000;12,850000;11,500000
1158;18,000000;12,000000;0,666667;13,916667;11,500000;13,916667;11,500000
1159;18,000000;16,000000;0,888889;12,437500;10,000000;12,437500;10,000000
1160;20,000000;15,000000;0,750000;14,000000;12,000000;14,000000;12,000000
1161;17,000000;15,000000;0,882353;10,400000;8,000000;10,400000;8,000000
1162;26,000000;0,000000;0,000000;;;;
1163;15,000000;12,000000;0,800000;11,916667;11,500000;11,916667;11,500000
1164;22,000000;6,000000;0,272727;9,500000;9,500000;9,500000;9,500000
1165;21,000000;20,000000;0,952381;21,700000;19,000000;21,700000;19,000000
1166;25,000000;25,000000;1,000000;30,120000;28,000000;30,120000;28,000000
1167;18,000000;17,000000;0,944444;13,000000;11,000000;13,000000;11,000000
1168;17,000000;4,000000;0,235294;2,000000;1,000000;2,000000;1,000000
1169;17,000000;16,000000;0,941176;6,000000;4,500000;6,000000;4,500000
1170;22,000000;16,000000;0,727273;23,375000;24,000000;23,375000;24,000000
1171;21,000000;3,000000;0,142857;6,333333;6,000000;6,333333;6,000000
1172;21,000000;17,000000;0,809524;39,882353;42,000000;39,882353;42,000000
1173;18,000000;16,000000;0,888889;12,562500;10,500000;12,562500;10,500000
1174;14,000000;14,000000;1,000000;9,571429;9,500000;9,571429;9,500000
1175;22,000000;18,000000;0,818182;17,388889;18,000000;17,388889;18,000000
1176;15,000000;12,000000;0,800000;5,333333;4,000000;5,333333;4,000000
1177;23,000000;0,000000;0,000000;;;;
1178;23,000000;0,000000;0,000000;;;;
1179;21,000000;14,000000;0,666667;18,642857;17,000000;18,642857;17,000000
1180;22,000000;7,000000;0,318182;11,285714;13,000000;11,285714;13,000000
1181;21,000000;20,000000;0,952381;17,250000;18,000000;17,250000;18,000000
1182;19,000000;14,000000;0,736842;7,928571;7,000000;7,928571;7,000000
1183;22,000000;14,000000;0,636364;9,000000;8,000000;9,000000;8,000000
1184;22,000000;21,000000;0,954545;10,333333;11,000000;10,333333;11,000000
1185;22,000000;14,000000;0,636364;28,214286;28,500000;28,214286;28,500000
1186;20,000000;9,000000;0,450000;9,777778;8,000000;9,777778;8,000000
1187;27,000000;21,000000;0,777778;38,142857;41,000000;38,142857;41,000000
1188;21,000000;8,000000;0,380952;8,750000;7,000000;8,750000;7,000000
1189;27,000000;0,000000;0,000000;;;;
1190;18,000000;15,000000;0,833333;10,400000;9,000000;10,400000;9,000000
1191;24,000000;15,000000;0,625000;15,000000;10,000000;15,000000;10,000000
1192;15,000000;13,000000;0,866667;6,461538;5,000000;6,461538;5,000000
1193;23,000000;18,000000;0,782609;15,000000;15,000000;15,000000;15,000000
1194;21,000000;18,000000;0,857143;6,944444;7,000000;6,944444;7,000000
1195;12,000000;11,000000;0,916667;4,818182;4,000000;4,818182;4,000000
1196;25,000000;18,000000;0,720000;15,666667;16,000000;15,666667;16,000000
1197;22,000000;10,000000;0,454545;6,000000;5,000000;6,000000;5,000000
1198;28,000000;0,000000;0,000000;;;;
1199;18,000000;17,000000;0,944444;14,823529;11,000000;14,823529;11,000000
1200;18,000000;12,000000;0,666667;12,500000;12,000000;12,500000;12,000000
1201;14,000000;12,000000;0,857143;5,083333;4,000000;5,083333;4,000000
1202;21,000000;19,000000;0,904762;17,157895;19,000000;17,157895;19,000000
1203;23,000000;11,000000;0,478261;5,818182;6,000000;5,818182;6,000000
1204;19,000000;17,000000;0,894737;12,411765;9,000000;12,411765;9,000000
1205;24,000000;12,000000;0,500000;24,750000;25,500000;24,750000;25,500000
1206;20,000000;15,000000;0,750000;14,000000;13,000000;14,000000;13,000000
1207;19,000000;10,000000;0,526316;4,500000;4,000000;4,500000;4,000000
1208;23,000000;21,000000;0,913043;13,761905;13,000000;13,761905;13,000000
1209;19,000000;18,000000;0,947368;10,944444;6,500000;10,944444;6,500000
1210;27,000000;16,000000;0,592593;29,687500;30,000000;29,687500;30,000000
1211;25,000000;0,000000;0,000000;;;;
1212;21,000000;20,000000;0,952381;17,750000;14,000000;17,750000;14,000000
1213;19,000000;18,000000;0,947368;15,222222;8,500000;15,222222;8,500000
1214;25,000000;23,000000;0,920000;29,521739;24,000000;29,521739;24,000000
1215;18,000000;14,000000;0,777778;10,642857;5,500000;10,642857;5,500000
1216;17,000000;16,000000;0,941176;12,062500;8,000000;12,062500;8,000000
1217;17,000000;17,000000;1,000000;16,470588;12,000000;16,470588;12,000000
1218;17,000000;14,000000;0,823529;8,571429;6,500000;8,571429;6,500000
1219;20,000000;15,000000;0,750000;9,733333;8,000000;9,733333;8,000000
1220;17,000000;17,000000;1,000000;16,705882;15,000000;16,705882;15,000000
1221;16,000000;11,000000;0,687500;3,272727;3,000000;3,272727;3,000000
1222;19,000000;18,000000;0,947368;13,555556;9,000000;13,555556;9,000000
1223;22,000000;22,000000;1,000000;11,727273;12,000000;11,727273;12,000000
1224;22,000000;17,000000;0,772727;33,117647;35,000000;33,117647;35,000000
1225;24,000000;21,000000;0,875000;30,523810;30,000000;30,523810;30,000000
1226;22,000000;0,000000;0,000000;;;;
1227;18,000000;16,000000;0,888889;23,937500;25,000000;23,937500;25,000000
1228;17,000000;12,000000;0,705882;5,583333;5,000000;5,583333;5,000000
1229;23,000000;23,000000;1,000000;17,086957;13,000000;17,086957;13,000000
1230;20,000000;15,000000;0,750000;7,733333;7,000000;7,733333;7,000000
1231;17,000000;17,000000;1,000000;7,117647;6,000000;7,117647;6,000000
1232;22,000000;15,000000;0,681818;18,466667;16,000000;18,466667;16,000000
1233;25,000000;0,000000;0,000000;;;;
1234;23,000000;13,000000;0,565217;10,846154;9,000000;10,846154;9,000000
1235;21,000000;13,000000;0,619048;9,384615;10,000000;9,384615;10,000000
1236;15,000000;13,000000;0,866667;7,230769;5,000000;7,230769;5,000000
1237;23,000000;7,000000;0,304348;12,714286;11,000000;12,714286;11,000000
1238;20,000000;12,000000;0,600000;12,583333;11,000000;12,583333;11,000000
1239;18,000000;18,000000;1,000000;10,555556;9,500000;10,555556;9,500000
1240;21,000000;21,000000;1,000000;16,666667;15,000000;16,666667;15,000000
1241;23,000000;9,000000;0,391304;20,222222;22,000000;20,222222;22,000000
1242;19,000000;16,000000;0,842105;8,437500;7,000000;8,437500;7,000000
1243;19,000000;16,000000;0,842105;9,250000;8,000000;9,250000;8,000000
1244;17,000000;12,000000;0,705882;7,500000;6,000000;7,500000;6,000000
1245;18,000000;8,000000;0,444444;19,625000;17,000000;19,625000;17,000000
1246;17,000000;12,000000;0,705882;4,833333;3,500000;4,833333;3,500000
1247;16,000000;12,000000;0,750000;7,166667;6,000000;7,166667;6,000000
1248;19,000000;15,000000;0,789474;20,066667;16,000000;20,066667;16,000000
1249;19,000000;14,000000;0,736842;4,785714;4,500000;4,785714;4,500000
1250;15,000000;14,000000;0,933333;7,571429;5,500000;7,571429;5,500000
1251;17,000000;13,000000;0,764706;5,461538;5,000000;5,461538;5,000000
1252;26,000000;25,000000;0,961538;45,320000;47,000000;45,320000;47,000000
1253;18,000000;17,000000;0,944444;8,352941;6,000000;8,352941;6,000000
1254;19,000000;19,000000;1,000000;29,578947;28,000000;29,578947;28,000000
1255;20,000000;20,000000;1,000000;14,850000;13,500000;14,850000;13,500000
1256;22,000000;12,000000;0,545455;10,166667;10,000000;10,166667;10,000000
1257;16,000000;16,000000;1,000000;6,437500;5,000000;6,437500;5,000000
1258;19,000000;17,000000;0,894737;11,764706;7,000000;11,764706;7,000000
1259;16,000000;9,000000;0,562500;4,777778;4,000000;4,777778;4,000000
1260;17,000000;16,000000;0,941176;9,062500;8,000000;9,062500;8,000000
1261;19,000000;16,000000;0,842105;10,187500;9,500000;10,187500;9,500000
1262;21,000000;17,000000;0,809524;11,352941;11,000000;11,352941;11,000000
1263;23,000000;18,000000;0,782609;13,000000;11,000000;13,000000;11,000000
1264;19,000000;17,000000;0,894737;11,235294;8,000000;11,235294;8,000000
1265;20,000000;14,000000;0,700000;7,785714;5,000000;7,785714;5,000000
1266;23,000000;21,000000;0,913043;21,619048;20,000000;21,619048;20,000000
1267;19,000000;19,000000;1,000000;11,315789;10,000000;11,315789;10,000000
1268;23,000000;20,000000;0,869565;37,150000;37,000000;37,150000;37,000000
1269;23,000000;8,000000;0,347826;6,000000;3,000000;6,000000;3,000000
1270;20,000000;15,000000;0,750000;13,666667;10,000000;13,666667;10,000000
1271;20,000000;11,000000;0,550000;9,090909;7,000000;9,090909;7,000000
1272;16,000000;16,000000;1,000000;5,062500;4,500000;5,062500;4,500000
1273;22,000000;21,000000;0,954545;13,857143;12,000000;13,857143;12,000000
1274;20,000000;9,000000;0,450000;5,000000;5,000000;5,000000;5,000000
1275;18,000000;11,000000;0,611111;28,545455;31,000000;28,545455;31,000000
1276;22,000000;17,000000;0,772727;32,294118;34,000000;32,294118;34,000000
1277;18,000000;18,000000;1,000000;12,666667;10,500000;12,666667;10,500000
1278;22,000000;22,000000;1,000000;12,954545;13,000000;12,954545;13,000000
1279;15,000000;12,000000;0,800000;2,833333;1,000000;2,833333;1,000000
1280;23,000000;14,000000;0,608696;21,214286;19,000000;21,214286;19,000000
1281;21,000000;16,000000;0,761905;12,187500;12,000000;12,187500;12,000000
1282;18,000000;12,000000;0,666667;11,416667;8,000000;11,416667;8,000000
1283;17,000000;15,000000;0,882353;10,466667;9,000000;10,466667;9,000000
1284;22,000000;18,000000;0,818182;37,222222;39,000000;37,222222;39,000000
1285;24,000000;16,000000;0,666667;10,562500;9,000000;10,562500;9,000000
1286;17,000000;11,000000;0,647059;6,181818;5,000000;6,181818;5,000000
1287;21,000000;2,000000;0,095238;1,500000;1,500000;1,500000;1,500000
1288;25,000000;12,000000;0,480000;9,833333;9,000000;9,833333;9,000000
1289;17,000000;14,000000;0,823529;6,785714;6,000000;6,785714;6,000000
1290;26,000000;0,000000;0,000000;;;;
1291;21,000000;11,000000;0,523810;11,909091;12,000000;11,909091;12,000000
1292;19,000000;16,000000;0,842105;8,187500;5,500000;8,187500;5,500000
1293;20,000000;19,000000;0,950000;12,263158;10,000000;12,263158;10,000000
1294;18,000000;16,000000;0,888889;20,625000;18,000000;20,625000;18,000000
1295;18,000000;16,000000;0,888889;11,062500;10,500000;11,062500;10,500000
1296;26,000000;3,000000;0,115385;5,000000;5,000000;5,000000;5,000000
1297;18,000000;9,000000;0,500000;6,777778;5,000000;6,777778;5,000000
1298;23,000000;20,000000;0,869565;15,950000;15,500000;15,950000;15,500000
1299;18,000000;17,000000;0,944444;7,941176;6,000000;7,941176;6,000000
1300;18,000000;14,000000;0,777778;13,785714;13,000000;13,785714;13,000000
1301;20,000000;18,000000;0,900000;14,555556;12,500000;14,555556;12,500000
1302;22,000000;0,000000;0,000000;;;;
1303;19,000000;17,000000;0,894737;11,764706;9,000000;11,764706;9,000000
1304;23,000000;23,000000;1,000000;19,000000;20,000000;19,000000;20,000000
1305;22,000000;18,000000;0,818182;25,277778;27,000000;25,277778;27,000000
1306;21,000000;9,000000;0,428571;9,111111;8,000000;9,111111;8,000000
1307;24,000000;10,000000;0,416667;4,900000;4,000000;4,900000;4,000000
1308;19,000000;14,000000;0,736842;16,000000;13,500000;16,000000;13,500000
1309;22,000000;19,000000;0,863636;12,526316;11,000000;12,526316;11,000000
1310;22,000000;11,000000;0,500000;13,545455;10,000000;13,545455;10,000000
1311;20,000000;15,000000;0,750000;9,333333;9,000000;9,333333;9,000000
1312;22,000000;12,000000;0,545455;10,750000;9,000000;10,750000;9,000000
1313;21,000000;21,000000;1,000000;23,666667;22,000000;23,666667;22,000000
1314;15,000000;8,000000;0,533333;7,000000;5,000000;7,000000;5,000000
1315;19,000000;10,000000;0,526316;8,200000;6,000000;8,200000;6,000000
1316;18,000000;12,000000;0,666667;6,250000;5,000000;6,250000;5,000000
1317;17,000000;14,000000;0,823529;9,214286;8,000000;9,214286;8,000000
1318;20,000000;17,000000;0,850000;36,117647;39,000000;36,117647;39,000000
1319;17,000000;12,000000;0,705882;11,500000;10,500000;11,500000;10,500000
1320;24,000000;15,000000;0,625000;31,400000;36,000000;31,400000;36,000000
1321;24,000000;6,000000;0,250000;11,500000;11,500000;11,500000;11,500000
1322;24,000000;0,000000;0,000000;;;;
1323;18,000000;14,000000;0,777778;15,214286;11,000000;15,214286;11,000000
1324;20,000000;19,000000;0,950000;30,526316;28,000000;30,526316;28,000000
1325;20,000000;16,000000;0,800000;15,125000;13,500000;15,125000;13,500000
1326;24,000000;0,000000;0,000000;;;;
1327;20,000000;19,000000;0,950000;25,315789;20,000000;25,315789;20,000000
1328;21,000000;19,000000;0,904762;42,684211;41,000000;42,684211;41,000000
1329;15,000000;15,000000;1,000000;6,800000;4,000000;6,800000;4,000000
1330;20,000000;17,000000;0,850000;11,764706;7,000000;11,764706;7,000000
1331;22,000000;13,000000;0,590909;15,769231;15,000000;15,769231;15,000000
1332;15,000000;14,000000;0,933333;7,285714;5,500000;7,285714;5,500000
1333;17,000000;12,000000;0,705882;12,666667;12,000000;12,666667;12,000000
1334;22,000000;16,000000;0,727273;10,500000;11,000000;10,500000;11,000000
1335;17,000000;17,000000;1,000000;9,176471;6,000000;9,176471;6,000000
1336;14,000000;13,000000;0,928571;4,615385;4,000000;4,615385;4,000000
1337;20,000000;14,000000;0,700000;11,785714;9,500000;11,785714;9,500000
1338;19,000000;16,000000;0,842105;7,437500;7,500000;7,437500;7,500000
1339;19,000000;17,000000;0,894737;11,117647;10,000000;11,117647;10,000000
1340;15,000000;13,000000;0,866667;25,846154;26,000000;25,846154;26,000000
1341;19,000000;19,000000;1,000000;19,315789;15,000000;19,315789;15,000000
1342;20,000000;11,000000;0,550000;7,090909;7,000000;7,090909;7,000000
1343;15,000000;15,000000;1,000000;10,733333;11,000000;10,733333;11,000000
1344;19,000000;18,000000;0,947368;19,333333;18,000000;19,333333;18,000000
1345;20,000000;18,000000;0,900000;12,500000;12,500000;12,500000;12,500000
1346;23,000000;18,000000;0,782609;32,555556;30,000000;32,555556;30,000000
1347;24,000000;18,000000;0,750000;9,722222;7,500000;9,722222;7,500000
1348;26,000000;0,000000;0,000000;;;;
1349;20,000000;19,000000;0,950000;15,578947;15,000000;15,578947;15,000000
1350;20,000000;15,000000;0,750000;16,733333;13,000000;16,733333;13,000000
1351;19,000000;13,000000;0,684211;7,461538;6,000000;7,461538;6,000000
1352;19,000000;15,000000;0,789474;6,066667;5,000000;6,066667;5,000000
1353;20,000000;11,000000;0,550000;11,818182;11,000000;11,818182;11,000000
1354;18,000000;18,000000;1,000000;12,666667;11,000000;12,666667;11,000000
1355;15,000000;15,000000;1,000000;11,666667;8,000000;11,666667;8,000000
1356;16,000000;11,000000;0,687500;7,454545;6,000000;7,454545;6,000000
1357;19,000000;14,000000;0,736842;20,142857;20,000000;20,142857;20,000000
1358;16,000000;13,000000;0,812500;11,846154;11,000000;11,846154;11,000000
1359;17,000000;15,000000;0,882353;9,666667;8,000000;9,666667;8,000000
1360;23,000000;16,000000;0,695652;15,062500;12,500000;15,062500;12,500000
1361;22,000000;14,000000;0,636364;18,571429;14,500000;18,571429;14,500000
1362;20,000000;17,000000;0,850000;29,294118;30,000000;29,294118;30,000000
1363;15,000000;15,000000;1,000000;5,733333;5,000000;5,733333;5,000000
1364;24,000000;15,000000;0,625000;28,266667;30,000000;28,266667;30,000000
1365;20,000000;15,000000;0,750000;23,400000;21,000000;23,400000;21,000000
1366;19,000000;18,000000;0,947368;8,333333;7,500000;8,333333;7,500000
1367;22,000000;20,000000;0,909091;39,800000;40,000000;39,800000;40,000000
1368;16,000000;16,000000;1,000000;7,375000;6,500000;7,375000;6,500000
1369;21,000000;19,000000;0,904762;24,684211;19,000000;24,684211;19,000000
1370;16,000000;10,000000;0,625000;4,200000;3,000000;4,200000;3,000000
1371;20,000000;19,000000;0,950000;29,842105;31,000000;29,842105;31,000000
1372;17,000000;15,000000;0,882353;5,666667;4,000000;5,666667;4,000000
1373;23,000000;1,000000;0,043478;3,000000;3,000000;3,000000;3,000000
1374;23,000000;10,000000;0,434783;12,600000;12,000000;12,600000;12,000000
1375;20,000000;17,000000;0,850000;17,235294;16,000000;17,235294;16,000000
1376;21,000000;21,000000;1,000000;12,000000;7,000000;12,000000;7,000000
1377;14,000000;14,000000;1,000000;8,857143;8,500000;8,857143;8,500000
1378;21,000000;19,000000;0,904762;36,947368;34,000000;36,947368;34,000000
1379;28,000000;7,000000;0,250000;5,000000;5,000000;5,000000;5,000000
1380;20,000000;19,000000;0,950000;40,526316;39,000000;40,526316;39,000000
1381;22,000000;10,000000;0,454545;16,700000;16,000000;16,700000;16,000000
1382;19,000000;18,000000;0,947368;18,500000;17,000000;18,500000;17,000000
1383;17,000000;4,000000;0,235294;4,750000;4,500000;4,750000;4,500000
1384;24,000000;20,000000;0,833333;27,000000;26,000000;27,000000;26,000000
1385;21,000000;10,000000;0,476190;9,200000;7,000000;9,200000;7,000000
1386;17,000000;16,000000;0,941176;7,187500;5,000000;7,187500;5,000000
1387;22,000000;11,000000;0,500000;21,636364;22,000000;21,636364;22,000000
1388;19,000000;15,000000;0,789474;5,600000;4,000000;5,600000;4,000000
1389;17,000000;11,000000;0,647059;7,363636;7,000000;7,363636;7,000000
1390;17,000000;17,000000;1,000000;5,705882;5,000000;5,705882;5,000000
1391;17,000000;17,000000;1,000000;13,294118;13,000000;13,294118;13,000000
1392;15,000000;15,000000;1,000000;4,933333;4,000000;4,933333;4,000000
1393;24,000000;3,000000;0,125000;6,666667;6,000000;6,666667;6,000000
1394;19,000000;14,000000;0,736842;6,000000;6,000000;6,000000;6,000000
1395;19,000000;8,000000;0,421053;6,125000;5,000000;6,125000;5,000000
1396;17,000000;16,000000;0,941176;13,187500;13,000000;13,187500;13,000000
1397;18,000000;13,000000;0,722222;5,769231;4,000000;5,769231;4,000000
1398;20,000000;15,000000;0,750000;39,866667;41,000000;39,866667;41,000000
1399;19,000000;14,000000;0,736842;9,500000;6,500000;9,500000;6,500000
1400;27,000000;20,000000;0,740741;32,300000;30,000000;32,300000;30,000000
1401;20,000000;20,000000;1,000000;16,300000;15,000000;16,300000;15,000000
1402;15,000000;14,000000;0,933333;6,857143;6,000000;6,857143;6,000000
1403;23,000000;18,000000;0,782609;16,888889;16,000000;16,888889;16,000000
1404;29,000000;7,000000;0,241379;4,571429;5,000000;4,571429;5,000000
1405;17,000000;11,000000;0,647059;5,454545;4,000000;5,454545;4,000000
1406;19,000000;14,000000;0,736842;17,000000;15,000000;17,000000;15,000000
1407;24,000000;15,000000;0,625000;28,200000;28,000000;28,200000;28,000000
1408;25,000000;0,000000;0,000000;;;;
1409;15,000000;11,000000;0,733333;4,909091;5,000000;4,909091;5,000000
1410;18,000000;14,000000;0,777778;4,571429;3,500000;4,571429;3,500000
1411;16,000000;14,000000;0,875000;4,142857;3,000000;4,142857;3,000000
1412;20,000000;14,000000;0,700000;17,571429;15,000000;17,571429;15,000000
1413;22,000000;16,000000;0,727273;15,687500;15,000000;15,687500;15,000000
1414;16,000000;15,000000;0,937500;10,133333;9,000000;10,133333;9,000000
1415;23,000000;19,000000;0,826087;19,789474;16,000000;19,789474;16,000000
1416;20,000000;19,000000;0,950000;25,368421;23,000000;25,368421;23,000000
1417;15,000000;10,000000;0,666667;10,100000;9,500000;10,100000;9,500000
1418;25,000000;17,000000;0,680000;31,529412;31,000000;31,529412;31,000000
1419;20,000000;13,000000;0,650000;7,230769;6,000000;7,230769;6,000000
1420;22,000000;16,000000;0,727273;9,375000;8,000000;9,375000;8,000000
1421;15,000000;15,000000;1,000000;7,200000;6,000000;7,200000;6,000000
1422;18,000000;18,000000;1,000000;12,611111;10,500000;12,611111;10,500000
1423;17,000000;13,000000;0,764706;7,923077;7,000000;7,923077;7,000000
1424;19,000000;14,000000;0,736842;8,785714;6,000000;8,785714;6,000000
1425;9,000000;8,000000;0,888889;2,500000;1,000000;2,500000;1,000000
1426;27,000000;0,000000;0,000000;;;;
1427;18,000000;17,000000;0,944444;17,647059;13,000000;17,647059;13,000000
1428;18,000000;17,000000;0,944444;12,529412;11,000000;12,529412;11,000000
1429;21,000000;0,000000;0,000000;;;;
1430;21,000000;17,000000;0,809524;9,117647;8,000000;9,117647;8,000000
1431;22,000000;19,000000;0,863636;8,842105;7,000000;8,842105;7,000000
1432;19,000000;15,000000;0,789474;5,000000;5,000000;5,000000;5,000000
1433;19,000000;19,000000;1,000000;16,894737;14,000000;16,894737;14,000000
1434;19,000000;13,000000;0,684211;17,000000;15,000000;17,000000;15,000000
1435;24,000000;18,000000;0,750000;17,888889;16,000000;17,888889;16,000000
1436;23,000000;21,000000;0,913043;20,000000;18,000000;20,000000;18,000000
1437;16,000000;12,000000;0,750000;8,416667;8,000000;8,416667;8,000000
1438;21,000000;20,000000;0,952381;7,150000;7,000000;7,150000;7,000000
1439;21,000000;17,000000;0,809524;9,235294;9,000000;9,235294;9,000000
1440;20,000000;20,000000;1,000000;10,600000;8,500000;10,600000;8,500000
1441;20,000000;15,000000;0,750000;19,733333;20,000000;19,733333;20,000000
1442;20,000000;16,000000;0,800000;19,250000;15,500000;19,250000;15,500000
1443;20,000000;19,000000;0,950000;18,368421;13,000000;18,368421;13,000000
1444;22,000000;21,000000;0,954545;33,476190;33,000000;33,476190;33,000000
1445;20,000000;7,000000;0,350000;12,571429;11,000000;12,571429;11,000000
1446;20,000000;18,000000;0,900000;18,111111;17,000000;18,111111;17,000000
1447;25,000000;20,000000;0,800000;30,500000;30,000000;30,500000;30,000000
1448;19,000000;16,000000;0,842105;14,125000;13,000000;14,125000;13,000000
1449;24,000000;6,000000;0,250000;6,666667;5,000000;6,666667;5,000000
1450;19,000000;14,000000;0,736842;24,357143;25,000000;24,357143;25,000000
1451;19,000000;17,000000;0,894737;5,470588;5,000000;5,470588;5,000000
1452;26,000000;18,000000;0,692308;33,944444;34,500000;33,944444;34,500000
1453;18,000000;16,000000;0,888889;5,750000;4,500000;5,750000;4,500000
1454;20,000000;9,000000;0,450000;16,000000;15,000000;16,000000;15,000000
1455;17,000000;13,000000;0,764706;7,769231;5,000000;7,769231;5,000000
1456;15,000000;11,000000;0,733333;10,909091;9,000000;10,909091;9,000000
1457;20,000000;4,000000;0,200000;9,250000;9,000000;9,250000;9,000000
1458;22,000000;20,000000;0,909091;11,050000;10,000000;11,050000;10,000000
1459;22,000000;9,000000;0,409091;16,333333;16,000000;16,333333;16,000000
1460;20,000000;19,000000;0,950000;10,578947;12,000000;10,578947;12,000000
1461;20,000000;14,000000;0,700000;5,214286;4,500000;5,214286;4,500000
1462;20,000000;8,000000;0,400000;5,250000;4,000000;5,250000;4,000000
1463;20,000000;18,000000;0,900000;12,444444;11,000000;12,444444;11,000000
1464;16,000000;15,000000;0,937500;10,333333;7,000000;10,333333;7,000000
1465;22,000000;22,000000;1,000000;16,863636;12,000000;16,863636;12,000000
1466;16,000000;16,000000;1,000000;7,000000;7,000000;7,000000;7,000000
1467;19,000000;10,000000;0,526316;6,800000;4,500000;6,800000;4,500000
1468;22,000000;21,000000;0,954545;22,428571;15,000000;22,428571;15,000000
1469;20,000000;10,000000;0,500000;8,500000;7,000000;8,500000;7,000000
1470;17,000000;16,000000;0,941176;17,875000;11,500000;17,875000;11,500000
1471;20,000000;20,000000;1,000000;10,350000;8,000000;10,350000;8,000000
1472;19,000000;19,000000;1,000000;26,368421;27,000000;26,368421;27,000000
1473;14,000000;14,000000;1,000000;11,428571;10,500000;11,428571;10,500000
1474;22,000000;11,000000;0,500000;20,545455;18,000000;20,545455;18,000000
1475;24,000000;13,000000;0,541667;21,076923;22,000000;21,076923;22,000000
1476;24,000000;20,000000;0,833333;16,950000;17,000000;16,950000;17,000000
1477;27,000000;24,000000;0,888889;39,416667;39,500000;39,416667;39,500000
1478;14,000000;10,000000;0,714286;3,500000;1,500000;3,500000;1,500000
1479;16,000000;16,000000;1,000000;8,437500;7,000000;8,437500;7,000000
1480;16,000000;13,000000;0,812500;9,153846;11,000000;9,153846;11,000000
1481;14,000000;11,000000;0,785714;6,000000;5,000000;6,000000;5,000000
1482;25,000000;21,000000;0,840000;12,285714;11,000000;12,285714;11,000000
1483;18,000000;18,000000;1,000000;10,555556;9,500000;10,555556;9,500000
1484;21,000000;7,000000;0,333333;12,571429;11,000000;12,571429;11,000000
1485;20,000000;14,000000;0,700000;9,500000;9,500000;9,500000;9,500000
1486;22,000000;19,000000;0,863636;29,315789;29,000000;29,315789;29,000000
1487;15,000000;15,000000;1,000000;6,200000;3,000000;6,200000;3,000000
1488;28,000000;8,000000;0,285714;9,250000;9,000000;9,250000;9,000000
1489;19,000000;17,000000;0,894737;9,235294;9,000000;9,235294;9,000000
1490;17,000000;16,000000;0,941176;11,125000;10,000000;11,125000;10,000000
1491;14,000000;14,000000;1,000000;7,357143;8,000000;7,357143;8,000000
1492;23,000000;12,000000;0,521739;8,250000;7,500000;8,250000;7,500000
1493;23,000000;20,000000;0,869565;35,350000;35,500000;35,350000;35,500000
1494;23,000000;0,000000;0,000000;;;;
1495;20,000000;10,000000;0,500000;16,000000;15,500000;16,000000;15,500000
1496;22,000000;19,000000;0,863636;35,210526;36,000000;35,210526;36,000000
1497;19,000000;13,000000;0,684211;6,769231;5,000000;6,769231;5,000000
1498;18,000000;13,000000;0,722222;9,538462;8,000000;9,538462;8,000000
1499;17,000000;7,000000;0,411765;3,857143;3,000000;3,857143;3,000000
1500;22,000000;20,000000;0,909091;10,800000;8,000000;10,800000;8,000000
1501;17,000000;17,000000;1,000000;7,529412;7,000000;7,529412;7,000000
1502;12,000000;11,000000;0,916667;6,363636;5,000000;6,363636;5,000000
1503;21,000000;11,000000;0,523810;12,909091;8,000000;12,909091;8,000000
1504;20,000000;18,000000;0,900000;10,722222;10,000000;10,722222;10,000000
1505;23,000000;18,000000;0,782609;35,166667;34,000000;35,166667;34,000000
1506;19,000000;14,000000;0,736842;23,071429;21,000000;23,071429;21,000000
