episode;max_abs_e;p95_abs_e;time_in_band_ratio;epsilon_band_w
543;97190,085372;66563,722548;0,642105;3000,000000
544;110833,581137;83191,516583;0,778947;3000,000000
545;106327,170082;64858,993187;0,715789;3000,000000
546;106144,395187;61876,346623;0,747368;3000,000000
547;82045,761621;61656,905638;0,631579;3000,000000
548;73971,538301;46670,608630;0,663158;3000,000000
549;116971,557514;95021,897882;0,684211;3000,000000
550;94078,829488;54861,157144;0,621053;3000,000000
551;105893,426387;75806,592948;0,642105;3000,000000
552;103023,450042;66456,019101;0,663158;3000,000000
553;101935,260725;68536,823417;0,684211;3000,000000
554;97727,480188;68325,113804;0,652632;3000,000000
555;114207,299059;64374,399691;0,715789;3000,000000
556;103023,450042;61507,648466;0,642105;3000,000000
557;107730,238418;65487,756046;0,778947;3000,000000
558;95593,461828;82140,019038;0,526316;3000,000000
559;101427,279878;67499,539524;0,631579;3000,000000
560;114591,161192;84099,912802;0,778947;3000,000000
561;107825,673448;70789,829311;0,673684;3000,000000
562;113213,658541;96376,622317;0,715789;3000,000000
563;120000,000000;73003,815224;0,810526;3000,000000
564;99621,982373;75396,125523;0,778947;3000,000000
565;101668,988787;77949,992882;0,610526;3000,000000
566;110296,415043;54099,221245;0,821053;3000,000000
567;95377,554335;62301,488777;0,663158;3000,000000
568;117110,750098;67608,044574;0,778947;3000,000000
569;119992,926867;85355,494036;0,726316;3000,000000
570;120000,000000;100991,165686;0,789474;3000,000000
571;105183,526826;73349,979911;0,705263;3000,000000
572;98273,670963;63913,708172;0,736842;3000,000000
573;117007,366795;88011,773486;0,715789;3000,000000
574;86984,317379;73278,509896;0,778947;3000,000000
575;120000,000000;90169,342977;0,726316;3000,000000
576;71871,869067;58546,300297;0,694737;3000,000000
577;107401,324081;65802,310624;0,694737;3000,000000
578;94772,466888;51493,273941;0,663158;3000,000000
579;94797,267636;70786,137111;0,642105;3000,000000
580;113797,029242;84836,989219;0,663158;3000,000000
581;93873,450290;49685,079985;0,768421;3000,000000
582;120000,000000;85183,274738;0,726316;3000,000000
583;103501,932238;69407,575048;0,684211;3000,000000
584;106119,181503;79833,583626;0,694737;3000,000000
585;120000,000000;65776,281840;0,778947;3000,000000
586;120000,000000;100347,994061;0,768421;3000,000000
587;102904,125380;82207,944554;0,557895;3000,000000
588;120000,000000;72770,017465;0,736842;3000,000000
589;88462,076404;63397,014948;0,715789;3000,000000
590;120000,000000;74318,742956;0,747368;3000,000000
591;118702,819395;68593,340166;0,736842;3000,000000
592;105238,904363;54352,196217;0,821053;3000,000000
593;104344,130128;72923,987633;0,631579;3000,000000
594;108064,082394;100747,398187;0,642105;3000,000000
595;120000,000000;104204,543901;0,673684;3000,000000
596;93491,320722;55312,840765;0,715789;3000,000000
597;99368,431548;65133,526228;0,757895;3000,000000
598;120000,000000;74787,702536;0,663158;3000,000000
599;120000,000000;94771,610957;0,621053;3000,000000
600;107370,545720;77053,247565;0,821053;3000,000000
601;102936,902684;60296,258094;0,757895;3000,000000
602;105736,021894;52134,615402;0,663158;3000,000000
603;85000,287355;59996,065095;0,747368;3000,000000
604;118702,819395;61872,612737;0,747368;3000,000000
605;120000,000000;97789,090304;0,768421;3000,000000
606;114548,407045;66589,834814;0,736842;3000,000000
607;100189,562313;82783,383387;0,536842;3000,000000
608;120000,000000;93093,373351;0,747368;3000,000000
609;109950,344771;83388,315696;0,631579;3000,000000
610;90617,288383;59314,006373;0,694737;3000,000000
611;87631,437416;78922,256595;0,684211;3000,000000
612;86636,494749;59684,041234;0,631579;3000,000000
613;94795,828265;62230,872124;0,663158;3000,000000
614;105500,121441;63836,224544;0,778947;3000,000000
615;120000,000000;98289,460813;0,821053;3000,000000
616;117838,109013;100328,698204;0,789474;3000,000000
617;120000,000000;62435,002705;0,800000;3000,000000
618;120000,000000;69969,166948;0,726316;3000,000000
619;106702,567590;75717,246628;0,768421;3000,000000
620;103323,438876;62095,922373;0,736842;3000,000000
621;90197,772059;61166,355515;0,694737;3000,000000
622;103587,242738;68728,453871;0,684211;3000,000000
623;92853,570071;63847,497272;0,705263;3000,000000
624;105556,029880;82224,750660;0,589474;3000,000000
625;116270,477419;78270,975296;0,757895;3000,000000
626;94748,539149;66278,173624;0,705263;3000,000000
627;116850,247622;83610,405940;0,673684;3000,000000
628;118292,343348;51955,744770;0,789474;3000,000000
629;115510,096744;85501,919198;0,736842;3000,000000
630;98931,930922;62269,186534;0,747368;3000,000000
631;111061,856647;67291,635038;0,642105;3000,000000
632;96366,629487;84792,766067;0,568421;3000,000000
633;120000,000000;92553,565061;0,778947;3000,000000
634;120000,000000;106800,902107;0,726316;3000,000000
635;120000,000000;73052,040826;0,768421;3000,000000
636;109882,237566;66886,067603;0,757895;3000,000000
637;86636,494749;57192,488405;0,673684;3000,000000
638;120000,000000;83316,070230;0,778947;3000,000000
639;100477,370266;63816,069812;0,621053;3000,000000
640;94675,722880;68150,018009;0,726316;3000,000000
641;99034,876133;86412,740509;0,600000;3000,000000
642;115118,466150;75016,172403;0,810526;3000,000000
643;119064,394605;73654,964121;0,757895;3000,000000
644;120000,000000;93024,440721;0,757895;3000,000000
645;117583,360032;95890,283588;0,589474;3000,000000
646;99910,469984;72410,696493;0,621053;3000,000000
647;102862,922153;73300,849767;0,757895;3000,000000
648;120000,000000;72728,097127;0,747368;3000,000000
649;108584,134927;82551,648898;0,789474;3000,000000
650;112123,959206;61648,204439;0,778947;3000,000000
651;101378,448218;50456,806297;0,768421;3000,000000
652;120000,000000;97732,883164;0,757895;3000,000000
653;109175,152416;47533,771024;0,831579;3000,000000
654;86636,494749;63351,233384;0,715789;3000,000000
655;118272,253701;98400,463649;0,747368;3000,000000
656;86009,921757;72125,398325;0,557895;3000,000000
657;118967,025883;77400,010354;0,694737;3000,000000
658;120000,000000;103499,086785;0,652632;3000,000000
659;113788,220855;60066,208472;0,715789;3000,000000
660;104833,071891;87172,955465;0,673684;3000,000000
661;100189,562313;66139,035027;0,757895;3000,000000
662;109411,980610;77827,150867;0,694737;3000,000000
663;120000,000000;91866,461568;0,673684;3000,000000
664;120000,000000;77837,152766;0,800000;3000,000000
665;113673,923555;78853,357812;0,642105;3000,000000
666;112555,141529;73938,886807;0,684211;3000,000000
667;119247,887621;92045,018182;0,778947;3000,000000
668;120000,000000;59861,756124;0,684211;3000,000000
669;116325,903655;90113,746501;0,673684;3000,000000
670;102073,038797;72922,601558;0,705263;3000,000000
671;117156,148162;88945,570717;0,705263;3000,000000
672;120000,000000;72973,991038;0,800000;3000,000000
673;96737,064270;79759,440318;0,610526;3000,000000
674;90625,747732;75167,220171;0,568421;3000,000000
675;120000,000000;81273,767510;0,821053;3000,000000
676;120000,000000;68025,733674;0,810526;3000,000000
677;120000,000000;71293,526591;0,736842;3000,000000
678;111780,725093;77401,553052;0,673684;3000,000000
679;104246,465464;56891,805239;0,757895;3000,000000
680;99679,649897;63964,971562;0,705263;3000,000000
681;106787,557040;73115,986102;0,705263;3000,000000
682;117023,176155;82738,015851;0,757895;3000,000000
683;115652,430646;69179,266000;0,778947;3000,000000
684;115510,096744;86334,154768;0,673684;3000,000000
685;101997,784307;63252,637030;0,778947;3000,000000
686;101199,409812;69412,410595;0,673684;3000,000000
687;120000,000000;76049,357221;0,684211;3000,000000
688;120000,000000;94344,386693;0,736842;3000,000000
689;120000,000000;69204,122892;0,852632;3000,000000
690;99979,642080;82936,131501;0,705263;3000,000000
691;120000,000000;80466,089396;0,789474;3000,000000
692;113797,029242;60607,159780;0,684211;3000,000000
693;117980,709939;60300,618827;0,715789;3000,000000
694;113788,220855;81307,993954;0,736842;3000,000000
695;111061,856647;82086,206093;0,642105;3000,000000
696;83656,086878;67615,239314;0,642105;3000,000000
697;113164,732489;61574,918072;0,757895;3000,000000
698;120000,000000;86873,599872;0,715789;3000,000000
699;83959,372527;61568,700997;0,600000;3000,000000
700;120000,000000;92957,269238;0,768421;3000,000000
701;101567,762984;63713,323262;0,842105;3000,000000
702;120000,000000;94992,040356;0,736842;3000,000000
703;115310,213368;81457,738053;0,778947;3000,000000
704;113123,421360;68834,646837;0,768421;3000,000000
705;82759,644504;54408,187781;0,652632;3000,000000
706;120000,000000;72375,246119;0,757895;3000,000000
707;109749,052310;52445,026471;0,821053;3000,000000
708;109843,252392;66415,392218;0,684211;3000,000000
709;114089,299695;89557,268527;0,747368;3000,000000
710;120000,000000;84965,395817;0,800000;3000,000000
711;105893,949324;72444,185829;0,715789;3000,000000
712;119274,926310;68100,354910;0,715789;3000,000000
713;105894,734712;74741,750306;0,821053;3000,000000
714;105894,734712;54512,675299;0,863158;3000,000000
715;120000,000000;90100,717111;0,642105;3000,000000
716;105820,549533;66162,211249;0,831579;3000,000000
717;117549,421807;80266,978380;0,747368;3000,000000
718;114241,184520;74433,172322;0,863158;3000,000000
719;118318,256083;93386,335902;0,684211;3000,000000
720;119708,358359;70046,890945;0,842105;3000,000000
721;120000,000000;79881,050757;0,715789;3000,000000
722;101571,157390;61157,129664;0,642105;3000,000000
723;92924,029264;50365,290468;0,715789;3000,000000
724;120000,000000;105657,035222;0,800000;3000,000000
725;109058,946632;73507,194068;0,705263;3000,000000
726;117592,305981;74866,107207;0,726316;3000,000000
727;86452,660344;57392,129732;0,821053;3000,000000
728;98726,918626;83818,886207;0,663158;3000,000000
729;120000,000000;94466,043174;0,778947;3000,000000
730;99041,992327;71018,863952;0,757895;3000,000000
731;112934,308916;71438,862390;0,747368;3000,000000
732;97727,480188;77016,934217;0,726316;3000,000000
733;102069,330442;77658,484969;0,810526;3000,000000
734;81511,977036;56405,048612;0,726316;3000,000000
735;115806,039936;66695,892267;0,831579;3000,000000
736;120000,000000;104338,944958;0,810526;3000,000000
737;120000,000000;75129,065388;0,705263;3000,000000
738;117980,709939;89444,797465;0,736842;3000,000000
739;107960,837761;65602,149283;0,800000;3000,000000
740;95677,010900;52537,106649;0,715789;3000,000000
741;120000,000000;87010,768869;0,715789;3000,000000
742;85174,019974;75925,593718;0,652632;3000,000000
743;120000,000000;73326,185552;0,831579;3000,000000
744;120000,000000;101128,960341;0,778947;3000,000000
745;120000,000000;59508,174818;0,863158;3000,000000
746;120000,000000;80789,945252;0,768421;3000,000000
747;112929,562591;75569,889507;0,810526;3000,000000
748;85030,083388;52335,027520;0,778947;3000,000000
749;120000,000000;114207,973995;0,768421;3000,000000
750;96922,514190;61357,975075;0,705263;3000,000000
751;109520,887841;90528,218306;0,747368;3000,000000
752;97018,989729;67402,958886;0,673684;3000,000000
753;116356,077563;79465,215645;0,778947;3000,000000
754;95298,227610;58173,618241;0,778947;3000,000000
755;120000,000000;72175,808422;0,831579;3000,000000
756;120000,000000;98366,734903;0,778947;3000,000000
757;106136,156736;89492,738509;0,621053;3000,000000
758;120000,000000;71819,485763;0,715789;3000,000000
759;117980,709939;67081,268990;0,684211;3000,000000
760;119225,858871;95466,558157;0,800000;3000,000000
761;93630,463961;50804,419681;0,757895;3000,000000
762;94198,099755;63521,192731;0,642105;3000,000000
763;83636,886846;59461,527771;0,715789;3000,000000
764;98730,358482;48291,301238;0,684211;3000,000000
765;86009,921757;66049,892131;0,610526;3000,000000
766;101935,260725;78018,648368;0,610526;3000,000000
767;119325,851766;93768,032891;0,673684;3000,000000
768;120000,000000;87553,470502;0,852632;3000,000000
769;114207,299059;88692,098998;0,715789;3000,000000
770;102344,470318;70871,216393;0,726316;3000,000000
771;102560,526957;62604,480496;0,821053;3000,000000
772;102509,950229;74441,058176;0,684211;3000,000000
773;109093,573082;65435,118354;0,821053;3000,000000
774;120000,000000;92205,688495;0,673684;3000,000000
775;120000,000000;54753,390815;0,821053;3000,000000
776;118475,736985;63007,038657;0,810526;3000,000000
777;105740,781491;80823,386693;0,736842;3000,000000
778;101333,845834;58011,988810;0,747368;3000,000000
779;107439,618266;69826,922640;0,684211;3000,000000
780;116738,596810;73099,815504;0,800000;3000,000000
781;99368,431548;71055,771884;0,768421;3000,000000
782;110438,666426;94758,529681;0,652632;3000,000000
783;116457,247278;67448,084474;0,778947;3000,000000
784;100389,173254;59503,696965;0,821053;3000,000000
785;120000,000000;72774,963373;0,789474;3000,000000
786;105394,658485;80808,936894;0,736842;3000,000000
787;120000,000000;78992,740502;0,852632;3000,000000
788;110006,527069;51581,908643;0,726316;3000,000000
789;120000,000000;66378,760911;0,863158;3000,000000
790;101577,955237;56836,501855;0,757895;3000,000000
791;120000,000000;74258,222932;0,747368;3000,000000
792;111080,277643;89267,924054;0,715789;3000,000000
793;120000,000000;87923,465641;0,778947;3000,000000
794;120000,000000;68059,597529;0,768421;3000,000000
795;87846,025666;65820,838979;0,621053;3000,000000
796;83880,242873;46778,170693;0,789474;3000,000000
797;120000,000000;90984,404532;0,736842;3000,000000
798;103109,150226;67496,952935;0,600000;3000,000000
799;119720,659025;68813,525591;0,726316;3000,000000
800;93333,261108;55647,047612;0,705263;3000,000000
801;92507,980226;71267,869370;0,568421;3000,000000
802;120000,000000;91003,506168;0,715789;3000,000000
803;120000,000000;96484,320148;0,757895;3000,000000
804;118281,877034;78489,257755;0,757895;3000,000000
805;117549,421807;100548,339223;0,726316;3000,000000
806;89954,366332;60300,878020;0,810526;3000,000000
807;105894,734712;67435,571871;0,747368;3000,000000
808;118958,618725;70670,748014;0,810526;3000,000000
809;101668,988787;71815,261297;0,642105;3000,000000
810;120000,000000;66728,183925;0,778947;3000,000000
811;108988,256838;64748,915797;0,747368;3000,000000
812;71097,173552;55548,331890;0,778947;3000,000000
813;101386,183840;48798,502820;0,789474;3000,000000
814;105056,349235;70387,005830;0,642105;3000,000000
815;120000,000000;71907,137069;0,831579;3000,000000
816;120000,000000;85263,430735;0,778947;3000,000000
817;100574,168885;66724,963994;0,884211;3000,000000
818;98947,602254;66154,572364;0,673684;3000,000000
819;99260,013369;67981,896332;0,621053;3000,000000
820;120000,000000;76194,528511;0,810526;3000,000000
821;115510,096744;79154,519542;0,778947;3000,000000
822;104720,599049;65589,684928;0,768421;3000,000000
823;108988,256838;75197,808115;0,673684;3000,000000
824;110484,732188;71872,065912;0,736842;3000,000000
825;108333,722070;78344,449904;0,736842;3000,000000
826;116229,484210;70300,102895;0,684211;3000,000000
827;73791,261050;56658,572253;0,705263;3000,000000
828;111780,725093;69717,584352;0,747368;3000,000000
829;109067,809371;90061,015101;0,694737;3000,000000
830;107370,545720;94819,930437;0,800000;3000,000000
831;120000,000000;80893,346891;0,747368;3000,000000
832;96251,425558;46787,297156;0,789474;3000,000000
833;120000,000000;74491,001822;0,757895;3000,000000
834;106528,412857;71073,668271;0,747368;3000,000000
835;120000,000000;71615,969326;0,831579;3000,000000
836;120000,000000;97824,542947;0,778947;3000,000000
837;99555,508390;51404,986657;0,726316;3000,000000
838;118967,025883;73355,294657;0,800000;3000,000000
839;120000,000000;62894,080028;0,778947;3000,000000
840;115356,780522;70025,672572;0,800000;3000,000000
841;120000,000000;79814,064163;0,778947;3000,000000
842;87863,180063;41601,893149;0,884211;3000,000000
843;120000,000000;96137,137018;0,757895;3000,000000
844;112654,235934;75960,428831;0,715789;3000,000000
845;117750,168763;62845,450743;0,873684;3000,000000
846;107183,679171;81564,254662;0,684211;3000,000000
847;119702,033750;71263,677950;0,789474;3000,000000
848;100820,339486;63994,976721;0,621053;3000,000000
849;103501,932238;93162,307549;0,631579;3000,000000
850;111269,809339;61154,489950;0,726316;3000,000000
851;120000,000000;82465,593117;0,800000;3000,000000
852;120000,000000;71255,712392;0,831579;3000,000000
853;93391,644580;56115,192189;0,736842;3000,000000
854;112175,765575;67742,716614;0,789474;3000,000000
855;118577,476737;71327,118838;0,736842;3000,000000
856;95105,164058;71495,050836;0,715789;3000,000000
857;117980,709939;83295,602359;0,726316;3000,000000
858;97663,393495;63153,877331;0,726316;3000,000000
859;97011,907843;66308,626104;0,694737;3000,000000
860;103768,170297;64180,628249;0,642105;3000,000000
861;120000,000000;66266,660889;0,821053;3000,000000
862;91767,608787;46563,870523;0,757895;3000,000000
863;112999,683992;61265,877627;0,768421;3000,000000
864;95320,776324;71752,493360;0,652632;3000,000000
865;93491,320722;49891,872670;0,800000;3000,000000
866;114053,853539;58972,238284;0,789474;3000,000000
867;105394,658485;71020,153425;0,747368;3000,000000
868;97727,480188;68325,113804;0,736842;3000,000000
869;118232,964059;98455,265051;0,694737;3000,000000
870;105556,029880;64697,069563;0,747368;3000,000000
871;103670,369366;53333,785016;0,747368;3000,000000
872;107425,261765;84216,823839;0,694737;3000,000000
873;120000,000000;104843,395099;0,757895;3000,000000
874;103419,243706;99373,696744;0,778947;3000,000000
875;105893,949324;55893,143528;0,694737;3000,000000
876;107439,618266;53591,476584;0,715789;3000,000000
877;94078,829488;52471,701436;0,694737;3000,000000
878;97494,715169;83989,217994;0,631579;3000,000000
879;102519,410153;90876,773150;0,642105;3000,000000
880;105644,333403;83516,891048;0,842105;3000,000000
881;85375,954929;52153,490813;0,800000;3000,000000
882;87755,113996;60277,843316;0,800000;3000,000000
883;95384,994708;56547,364349;0,736842;3000,000000
884;102456,536343;70621,207856;0,810526;3000,000000
885;111836,619526;61306,270443;0,789474;3000,000000
886;96366,629487;73535,712025;0,705263;3000,000000
887;101571,157390;52937,482920;0,715789;3000,000000
888;116325,903655;90070,625424;0,610526;3000,000000
889;120000,000000;64134,459110;0,821053;3000,000000
890;111629,301760;70770,414673;0,747368;3000,000000
891;120000,000000;90953,113867;0,757895;3000,000000
892;120000,000000;68122,792734;0,852632;3000,000000
893;113755,111136;81579,499969;0,747368;3000,000000
894;120000,000000;69384,752842;0,768421;3000,000000
895;103419,243706;63365,934071;0,768421;3000,000000
896;92874,134711;60279,259892;0,810526;3000,000000
897;120000,000000;70042,544951;0,705263;3000,000000
898;87089,770427;64114,607631;0,705263;3000,000000
899;106589,991547;83264,516236;0,705263;3000,000000
900;83703,659573;58889,958379;0,757895;3000,000000
901;101869,300050;63194,472556;0,631579;3000,000000
902;116229,484210;64643,454327;0,757895;3000,000000
903;93391,644580;56263,657425;0,768421;3000,000000
904;114548,407045;84203,198575;0,589474;3000,000000
905;120000,000000;53146,017860;0,863158;3000,000000
906;100619,404877;73147,555351;0,694737;3000,000000
907;120000,000000;96640,365603;0,757895;3000,000000
908;86449,672780;59386,311129;0,810526;3000,000000
909;98486,616746;57530,206205;0,726316;3000,000000
910;101199,409812;75058,638384;0,694737;3000,000000
911;116229,484210;74190,479258;0,747368;3000,000000
912;98515,395928;77485,095571;0,842105;3000,000000
913;92852,125383;61203,611399;0,663158;3000,000000
914;120000,000000;70954,857993;0,778947;3000,000000
915;105787,935372;58580,292014;0,778947;3000,000000
916;117189,817838;71410,404359;0,726316;3000,000000
917;116270,477419;69367,642080;0,852632;3000,000000
918;78732,196526;52517,936169;0,726316;3000,000000
919;100619,404877;73899,619804;0,768421;3000,000000
920;86094,297125;71188,188024;0,726316;3000,000000
921;120000,000000;96693,905944;0,768421;3000,000000
922;89736,673826;51271,515493;0,789474;3000,000000
923;120000,000000;76900,104827;0,789474;3000,000000
924;115071,360180;70456,036094;0,768421;3000,000000
925;105787,935372;68657,607702;0,736842;3000,000000
926;118600,298673;78330,371275;0,726316;3000,000000
927;93333,261108;67450,676076;0,726316;3000,000000
928;90941,903456;70157,870771;0,726316;3000,000000
929;108290,578143;74390,558362;0,768421;3000,000000
930;96331,033381;86190,324875;0,642105;3000,000000
931;103524,021378;54435,000293;0,757895;3000,000000
932;106279,819122;67319,361581;0,778947;3000,000000
933;103023,450042;74950,827262;0,715789;3000,000000
934;113721,999673;72981,523873;0,694737;3000,000000
935;120000,000000;43866,764263;0,863158;3000,000000
936;87775,085989;53350,431366;0,852632;3000,000000
937;94131,662561;67521,679863;0,705263;3000,000000
938;120000,000000;61477,995921;0,726316;3000,000000
939;101333,845834;58052,420479;0,789474;3000,000000
940;118635,043049;107785,616271;0,736842;3000,000000
941;104155,066746;59021,481323;0,757895;3000,000000
942;96777,662059;64036,216173;0,726316;3000,000000
943;120000,000000;78349,832189;0,715789;3000,000000
944;85548,464034;64147,622603;0,526316;3000,000000
945;120000,000000;97549,996071;0,778947;3000,000000
946;112654,235934;85014,677502;0,663158;3000,000000
947;120000,000000;60764,412823;0,757895;3000,000000
948;120000,000000;67573,377593;0,821053;3000,000000
949;113118,873442;79791,726040;0,694737;3000,000000
950;120000,000000;70463,617238;0,800000;3000,000000
951;116229,484210;61925,243770;0,736842;3000,000000
952;120000,000000;64116,058116;0,810526;3000,000000
953;85174,019974;72312,942689;0,684211;3000,000000
954;106180,431020;54242,801391;0,768421;3000,000000
955;120000,000000;73022,308761;0,810526;3000,000000
956;92194,616749;78474,029292;0,705263;3000,000000
957;117189,817838;92197,186371;0,800000;3000,000000
958;119388,919619;68283,161337;0,789474;3000,000000
959;98726,918626;64357,491916;0,768421;3000,000000
960;110667,224964;62790,053565;0,852632;3000,000000
961;88467,730991;63428,414340;0,778947;3000,000000
962;120000,000000;81348,927636;0,831579;3000,000000
963;120000,000000;101480,246672;0,842105;3000,000000
964;119742,896722;63062,297008;0,789474;3000,000000
965;100052,317445;50309,274074;0,747368;3000,000000
966;102558,668649;68950,101756;0,810526;3000,000000
967;99006,279289;45558,272631;0,884211;3000,000000
968;105245,589649;69881,139995;0,789474;3000,000000
969;109367,103975;65103,231096;0,736842;3000,000000
970;97194,830997;55982,909945;0,726316;3000,000000
971;120000,000000;76882,139970;0,757895;3000,000000
972;97018,989729;63651,033723;0,726316;3000,000000
973;97361,666289;70654,348698;0,642105;3000,000000
974;120000,000000;66660,457626;0,863158;3000,000000
975;89909,510100;62402,429225;0,831579;3000,000000
976;114054,448181;65210,789327;0,831579;3000,000000
977;102071,075334;50889,362665;0,768421;3000,000000
978;106787,557040;76340,534504;0,768421;3000,000000
979;113218,140827;74469,771634;0,810526;3000,000000
980;91043,301441;58734,540795;0,842105;3000,000000
981;93942,850330;62532,661776;0,768421;3000,000000
982;120000,000000;82056,132593;0,778947;3000,000000
983;120000,000000;73310,320689;0,810526;3000,000000
984;119247,887621;72533,973787;0,842105;3000,000000
985;120000,000000;77840,441124;0,873684;3000,000000
986;116229,484210;90019,822661;0,778947;3000,000000
987;97914,301886;62390,319365;0,715789;3000,000000
988;88646,003240;69471,927457;0,747368;3000,000000
989;120000,000000;80829,403287;0,715789;3000,000000
990;93118,747429;62529,984028;0,757895;3000,000000
991;120000,000000;87372,446732;0,810526;3000,000000
992;110318,825259;63994,705183;0,778947;3000,000000
993;118292,343348;59821,108699;0,831579;3000,000000
994;102593,125524;64124,630723;0,768421;3000,000000
995;90926,377341;81878,074037;0,705263;3000,000000
996;111836,619526;75543,768710;0,800000;3000,000000
997;104889,357285;65905,484965;0,842105;3000,000000
998;106279,819122;49690,408763;0,842105;3000,000000
999;108597,235830;69260,772167;0,757895;3000,000000
1000;112999,683992;66036,350382;0,736842;3000,000000
1001;120000,000000;73922,803418;0,768421;3000,000000
1002;109882,237566;50048,609235;0,789474;3000,000000
1003;83330,537183;63816,069812;0,663158;3000,000000
1004;119702,033750;51829,740765;0,884211;3000,000000
1005;93824,171971;57290,869422;0,673684;3000,000000
1006;120000,000000;79397,736449;0,726316;3000,000000
1007;108639,458339;72168,318922;0,842105;3000,000000
1008;120000,000000;95030,215178;0,747368;3000,000000
1009;94685,649964;47491,055677;0,842105;3000,000000
1010;106143,082913;62591,939976;0,800000;3000,000000
1011;113797,029242;87286,449165;0,694737;3000,000000
1012;120000,000000;75656,026838;0,789474;3000,000000
1013;83736,620349;57084,234301;0,757895;3000,000000
1014;88659,061370;68555,820226;0,684211;3000,000000
1015;90627,897525;69945,504425;0,736842;3000,000000
1016;118362,620013;71091,479068;0,757895;3000,000000
1017;120000,000000;80779,983402;0,831579;3000,000000
1018;93491,320722;50762,831027;0,800000;3000,000000
1019;93819,309376;64686,413140;0,852632;3000,000000
1020;120000,000000;67551,317780;0,757895;3000,000000
1021;111501,160511;67443,866072;0,789474;3000,000000
1022;120000,000000;69175,977101;0,821053;3000,000000
1023;115105,779429;88063,954499;0,747368;3000,000000
1024;105056,349235;78507,968960;0,673684;3000,000000
1025;120000,000000;70896,449391;0,800000;3000,000000
1026;120000,000000;42218,740054;0,884211;3000,000000
1027;119726,915551;80533,184484;0,863158;3000,000000
1028;105644,333403;66898,125712;0,842105;3000,000000
1029;102247,889125;62481,266778;0,768421;3000,000000
1030;116263,944148;80100,239514;0,810526;3000,000000
1031;96257,185939;42608,896950;0,789474;3000,000000
1032;102130,179145;72737,301556;0,768421;3000,000000
1033;112889,023637;71392,276736;0,789474;3000,000000
1034;118292,343348;92512,109920;0,747368;3000,000000
1035;89173,438672;72729,561937;0,736842;3000,000000
1036;100988,012410;69112,897442;0,789474;3000,000000
1037;113721,999673;93510,114365;0,663158;3000,000000
1038;94983,713064;84873,058881;0,621053;3000,000000
1039;112175,765575;71452,803273;0,800000;3000,000000
1040;120000,000000;58882,105726;0,810526;3000,000000
1041;113169,219907;84246,946984;0,810526;3000,000000
1042;118253,042479;49402,054571;0,831579;3000,000000
1043;100189,562313;73030,079592;0,747368;3000,000000
1044;119346,885375;51190,181274;0,842105;3000,000000
1045;76312,012971;49641,123522;0,800000;3000,000000
1046;86914,404652;59861,756124;0,747368;3000,000000
1047;119702,033750;73224,816250;0,873684;3000,000000
1048;61709,322118;43353,722262;0,757895;3000,000000
1049;120000,000000;62199,692449;0,831579;3000,000000
1050;106360,566677;66705,813405;0,726316;3000,000000
1051;92624,911752;58695,692323;0,768421;3000,000000
1052;120000,000000;73607,928557;0,852632;3000,000000
1053;117222,219438;80183,809735;0,800000;3000,000000
1054;73264,948594;51323,376443;0,789474;3000,000000
1055;101265,420483;87898,793762;0,684211;3000,000000
1056;118706,885066;83445,208064;0,821053;3000,000000
1057;114109,678378;70885,421928;0,726316;3000,000000
1058;79558,388072;46562,213923;0,821053;3000,000000
1059;109645,484757;60764,279453;0,694737;3000,000000
1060;120000,000000;103001,027383;0,831579;3000,000000
1061;88623,178883;59619,886500;0,757895;3000,000000
1062;108909,622424;63687,038771;0,747368;3000,000000
1063;82679,802579;43825,448875;0,831579;3000,000000
1064;109154,815160;57385,069766;0,757895;3000,000000
1065;80470,694469;35914,842404;0,894737;3000,000000
1066;120000,000000;57045,663807;0,842105;3000,000000
1067;99197,679675;84164,985845;0,736842;3000,000000
1068;109882,237566;54498,036628;0,873684;3000,000000
1069;107730,238418;57503,449675;0,863158;3000,000000
1070;102379,052003;21875,242855;0,905263;3000,000000
1071;119578,600758;89322,743727;0,736842;3000,000000
1072;120000,000000;63118,421657;0,768421;3000,000000
1073;95218,863474;73010,980773;0,768421;3000,000000
1074;120000,000000;66283,978443;0,778947;3000,000000
1075;115541,861207;88631,343072;0,821053;3000,000000
1076;107070,167623;54508,985258;0,810526;3000,000000
1077;95105,164058;49069,935871;0,800000;3000,000000
1078;90925,451094;56066,242227;0,757895;3000,000000
1079;116404,437837;91760,429412;0,747368;3000,000000
1080;94797,267636;73522,929397;0,757895;3000,000000
1081;117740,514788;97822,960785;0,831579;3000,000000
1082;120000,000000;63115,539192;0,810526;3000,000000
1083;117838,109013;53646,460853;0,884211;3000,000000
1084;113788,220855;58993,142001;0,810526;3000,000000
1085;95718,713454;60277,825334;0,757895;3000,000000
1086;102959,510517;83304,356908;0,747368;3000,000000
1087;109367,103975;59580,481404;0,842105;3000,000000
1088;72393,236423;50853,573036;0,842105;3000,000000
1089;117430,817688;69321,614606;0,757895;3000,000000
1090;90106,568005;50488,111823;0,821053;3000,000000
1091;81299,552003;58462,008186;0,852632;3000,000000
1092;96891,801969;67435,460102;0,821053;3000,000000
1093;96364,100142;59183,086579;0,789474;3000,000000
1094;120000,000000;80573,595025;0,768421;3000,000000
1095;76935,123368;55229,958701;0,863158;3000,000000
1096;90337,914257;56356,280289;0,757895;3000,000000
