episode;mean_e;var_e;std_e;rms_e
984;-14677,285380;807402870,015077;28414,835386;31981,644363
985;-12872,608845;899624585,367215;29993,742437;32639,372602
986;-7915,926137;860949691,077793;29341,944228;30390,978557
987;-9621,638518;662818090,661156;25745,253750;27484,432292
988;-4276,798049;644439395,032719;25385,810900;25743,550582
989;-9867,697347;557780926,180248;23617,386100;25595,944544
990;-2986,788004;917796556,293683;30295,157308;30442,034408
991;-12650,375564;761931930,498716;27603,114507;30363,858984
992;-2665,131582;1146003356,913874;33852,671341;33957,418678
993;-11361,411424;768960703,023206;27730,140696;29967,355115
994;-5293,760349;769970271,210438;27748,338170;28248,790591
995;3113,292430;721015974,537920;26851,740624;27031,621562
996;-4838,123613;839153938,456747;28968,153867;29369,395270
997;-9404,309287;655676500,176285;25606,180898;27278,517799
998;-12456,277247;729378863,349185;27007,015077;29741,178629
999;-7234,528538;499484593,565560;22349,151965;23490,913067
1000;-10458,825650;1062970121,069259;32603,222557;34239,701445
1001;-1545,085090;963556781,036421;31041,211011;31079,640747
1002;-8655,041274;476661341,081887;21832,575228;23485,550463
1003;-5492,363254;747266124,383347;27336,168795;27882,470810
1004;-11668,445079;763776504,177946;27636,506729;29998,818556
1005;-3656,141785;958567798,069313;30960,746084;31175,874820
1006;-11318,884443;1197325067,341396;34602,385284;36406,623194
1007;-8472,709907;439662154,137365;20968,122332;22615,237503
1008;-13938,559986;913534436,176332;30224,732194;33283,898369
1009;-8138,918320;977750229,609387;31268,997899;32310,868466
1010;-9505,196972;504338956,713161;22457,492218;24386,220006
1011;-14150,478082;1227888117,636935;35041,234534;37790,529867
1012;-15854,853175;1028416578,450657;32068,934788;35774,193878
1013;-5127,698488;1063815293,093995;32616,181461;33016,792468
1014;-1286,688066;668731197,655409;25859,837541;25891,828128
1015;-3255,223291;828865745,241603;28790,028573;28973,474488
1016;-8583,730945;845113267,894575;29070,831909;30311,610067
1017;-11907,467538;807962862,220410;28424,687548;30818,024683
1018;-8120,446790;462856694,144960;21514,104540;22995,615891
1019;-9113,986385;616874658,335673;24836,961536;26456,367970
1020;-6391,326274;712547944,862848;26693,593705;27448,078191
1021;-12460,809879;846603246,171043;29096,447312;31652,409529
1022;-9534,441799;628101312,025958;25061,949486;26814,303878
1023;-7714,680350;661771592,686781;25724,921626;26856,803339
1024;-490,821815;732634581,604671;27067,223382;27071,673160
1025;-10780,101069;733916828,697193;27090,899370;29156,944417
1026;-11510,156844;671959817,510568;25922,187745;28362,713694
1027;-12939,560837;895750638,614739;29929,093515;32606,485141
1028;-9438,278983;585604081,270192;24199,257866;25974,702913
1029;-15057,663395;750352972,105490;27392,571477;31258,378061
1030;-14052,935942;759059721,292155;27551,038479;30928,057325
1031;-9454,001812;943923303,678258;30723,334840;32145,006672
1032;-7014,279340;725982793,339446;26944,067869;27842,106745
1033;-8549,659413;850988974,845101;29171,715322;30398,777129
1034;-13909,960913;1300387841,551033;36060,890748;38650,677279
1035;-10167,358533;970261180,815239;31149,015728;32766,390713
1036;-6971,272458;1031749394,562280;32120,856068;32868,648196
1037;-6880,606374;927902638,515613;30461,494358;31228,919011
1038;-5400,994423;485968821,786360;22044,700537;22696,686158
1039;-16346,330848;909360526,389657;30155,605223;34301,064977
1040;-9826,993930;910047379,222757;30166,991551;31727,231031
1041;-10180,146007;552647818,698566;23508,462704;25618,024737
1042;-11382,997305;935177420,483840;30580,670700;32630,507935
1043;-4912,815430;827971357,547357;28774,491439;29190,873796
1044;-7368,439668;651747001,569027;25529,336097;26571,430235
1045;-1838,955511;782720182,012058;27977,136773;28037,509507
1046;-9332,600030;570844336,845148;23892,348919;25650,375439
1047;-14282,689732;822996419,296599;28687,914168;32046,710366
1048;-2353,883187;618862869,480585;24876,954586;24988,069864
1049;-7992,797825;706975357,479042;26589,008208;27764,368794
1050;-7622,635503;570380600,305567;23882,642239;25069,606545
1051;-9675,524921;816712159,198177;28578,176275;30171,641349
1052;-16726,612303;1053979595,539694;32465,051910;36520,667501
1053;-14618,205552;930323120,787036;30501,198678;33823,291595
1054;-7330,119732;734479945,525387;27101,290477;28075,088616
1055;-6687,014831;1179396328,552250;34342,340173;34987,319073
1056;-17653,042417;1179761358,088688;34347,654332;38618,535247
1057;-6944,988539;833184799,429395;28864,940662;29688,679075
1058;-11180,442274;799869387,432432;28281,962227;30411,702959
1059;-9988,990945;881110582,870003;29683,506917;31319,171812
1060;-17025,331303;1281316410,365810;35795,480306;39638,091734
1061;-8750,047649;721787888,318125;26866,110405;28255,109665
1062;-10279,545456;821095539,398751;28654,764689;30442,808579
1063;-5756,504242;345430244,719443;18585,753811;19456,813352
1064;-7090,668239;1016034809,563380;31875,300933;32654,438988
1065;-15527,325367;1048416180,338758;32379,255401;35909,803862
1066;-8445,958170;653018936,893465;25554,235205;26913,809584
1067;-3150,648573;703922543,707092;26531,538661;26717,955201
1068;-11066,524987;609549204,746759;24689,050301;27055,816011
1069;-14406,440668;888696586,067280;29811,014509;33109,547245
1070;-8484,145021;607493663,438347;24647,386544;26066,729373
1071;-10540,179690;915146460,654526;30251,387748;32035,009732
1072;-11514,721167;893482589,931337;29891,179133;32032,349172
1073;-1380,365597;1035989750,268926;32186,794657;32216,380297
1074;-16818,137409;1083888716,448934;32922,465224;36969,426048
1075;-14837,312337;980368026,123881;31310,829215;34648,432338
1076;-5531,699541;477801206,498983;21858,664335;22547,747256
1077;-3023,875013;448512995,793733;21178,125408;21392,915086
1078;-3996,172361;1033006572,462207;32140,419606;32387,898450
1079;-15685,648620;1050906257,080474;32417,684326;36013,134128
1080;-2986,203217;564769913,965174;23764,888259;23951,770782
1081;-16384,196029;1060216612,566098;32560,967623;36450,768059
1082;-12822,460453;853139553,946542;29208,552753;31899,138641
1083;-6371,713177;414467110,221825;20358,465321;21332,272243
1084;-12336,847171;775707627,658963;27851,528282;30461,540108
1085;-5989,912628;1007168084,120612;31735,911585;32296,240298
1086;-10721,475200;942573060,149401;30701,352741;32519,580111
1087;-8422,646675;511287999,766402;22611,678393;24129,421393
1088;-5983,289223;846859827,012735;29100,856122;29709,587290
1089;-6316,081884;910952213,421021;30181,984915;30835,776361
1090;4489,848134;1056159713,253965;32498,610943;32807,292627
1091;-11889,000291;541537812,083934;23270,965001;26132,090234
1092;-5662,188103;637279390,527083;25244,393249;25871,601509
1093;-12940,384436;780021862,323391;27928,871483;30781,088539
1094;-979,625806;950577694,698636;30831,440036;30846,999229
1095;-14024,032405;800426037,677598;28291,801598;31576,882724
1096;-3299,142075;699781553,168802;26453,384531;26658,317494
1097;-8145,424232;445749555,538000;21112,781805;22629,571173
1098;-12891,582177;750948041,737428;27403,431204;30284,334775
1099;-12424,286854;870810176,316344;29509,492986;32018,324131
1100;-8996,264045;472408040,622501;21734,949750;23523,197219
1101;-564,231730;877200166,052671;29617,565161;29622,939143
1102;-13205,656113;795628325,503343;28206,884364;31145,106821
1103;-6751,327787;322624431,282739;17961,749115;19188,664835
1104;-5449,102844;811851670,458860;28493,010905;29009,384555
1105;792,019149;793783274,045864;28174,159687;28185,289929
1106;-15133,535720;1115838720,847826;33404,172207;36672,368675
1107;-7395,562524;805929330,399433;28388,894491;29336,388248
1108;-7838,530993;534916508,913801;23128,262125;24420,464309
1109;-19720,716672;1188488116,538728;34474,456001;39716,429630
1110;-8722,721118;484914015,989530;22020,763293;23685,436025
1111;-5323,770990;987359540,780877;31422,277778;31870,081241
1112;-465,188658;1048695958,483435;32383,575443;32386,916478
1113;617,691620;928046987,537147;30463,863634;30470,125213
1114;-9284,038348;638092464,225734;25260,492161;26912,559007
1115;-10321,315311;733830702,274619;27089,309742;28988,967764
1116;-12085,256139;991124820,249663;31482,134938;33722,073427
1117;-12431,468021;768987341,665389;27730,621011;30389,615641
1118;-10418,223348;845276323,327452;29073,636225;30883,906830
1119;-16227,141956;1096147040,080654;33108,111394;36870,953014
1120;-3062,169639;530008260,628998;23021,908275;23224,666704
1121;-11458,566463;814634053,031209;28541,794846;30756,020523
1122;-10609,555518;675878087,371374;25997,655421;28079,187233
1123;-8925,885720;624850791,821818;24997,015658;26542,837597
1124;-10320,319939;950354925,009491;30827,827121;32509,443684
1125;-6363,911018;392668212,196463;19815,857594;20812,678243
1126;-9327,377348;1032714089,544529;32135,869205;33462,128709
1127;-5343,663800;437656763,371908;20920,247689;21591,931507
1128;-5531,990713;1094585149,545495;33084,515253;33543,823139
1129;-7418,356530;507482299,309365;22527,367785;23717,384192
1130;-4071,039302;441715020,236837;21017,017396;21407,671084
1131;-14120,995482;974883593,753534;31223,125945;34267,858222
1132;-12325,050991;808900613,637098;28441,178134;30996,894934
1133;-5474,438022;679119636,756257;26059,923959;26628,727127
1134;-15781,951536;1214008633,717509;34842,626676;38250,210823
1135;-4031,797999;917070520,836615;30283,172239;30550,383237
1136;-11468,735884;654979896,052004;25592,575018;28044,817682
1137;-11105,121835;832719803,483277;28856,884854;30919,953662
1138;-3535,348726;542373410,925693;23288,911759;23555,723329
1139;-9618,099284;833261606,291439;28866,271084;30426,459540
1140;-12069,872202;789833116,019583;28103,969756;30586,188566
1141;-12017,560782;905545123,803197;30092,276813;32403,192604
1142;-12955,970181;760632262,922740;27579,562414;30471,124467
1143;-12261,263427;856411637,239157;29264,511567;31729,327413
1144;-5106,463913;238320986,222257;15437,648338;16260,287818
1145;-18639,016956;1021674097,691866;31963,637116;37001,176343
1146;-7136,249768;514306742,266959;22678,331999;23774,625192
1147;-10543,702855;693605376,878910;26336,388835;28368,557362
1148;-4592,467545;541287986,594753;23265,596631;23714,526028
1149;-5370,562196;897260709,314995;29954,310363;30431,951098
1150;-4954,691266;1000909628,637034;31637,155824;32022,782424
1151;-5856,025800;934937510,197222;30576,747868;31132,467753
1152;-10370,093638;820394683,221900;28642,532765;30462,001334
1153;-7305,902357;441270745,141849;21006,445324;22240,659936
1154;-653,462781;937475851,261917;30618,227435;30625,199834
1155;-14508,654533;899985412,787914;29999,756879;33323,962387
1156;-9535,171255;841172336,846523;29002,971173;30530,178966
1157;-8990,134259;788760698,682076;28084,883811;29488,696354
1158;-7937,031110;609861805,024701;24695,380236;25939,511712
1159;-1380,094172;834607813,659447;28889,579673;28922,525367
1160;-2965,405703;991050367,407893;31480,952454;31620,309904
1161;-7030,665431;485664359,038840;22037,793879;23132,112213
1162;-2362,947808;1113645090,123640;33371,321372;33454,874271
1163;-11231,391660;844031382,027774;29052,218195;31147,641013
1164;-1941,876300;542913978,330389;23300,514551;23381,292990
1165;-14132,270187;857546119,850764;29283,888400;32515,645165
1166;-2681,356994;480792420,222773;21926,979277;22090,316783
1167;-6808,054539;804846057,205086;28369,808903;29175,257733
1168;-13370,552017;797519480,868001;28240,387406;31245,657972
1169;-15918,218970;1107607078,850265;33280,731345;36891,689769
1170;-5426,659343;465034299,444961;21564,653938;22236,972165
1171;-11799,470164;963270400,539281;31036,597760;33203,883759
1172;-5080,400923;793324864,152697;28166,023222;28620,540486
1173;-12352,086727;784548837,938848;28009,798963;30612,462894
1174;-12497,759395;777361814,465019;27881,208985;30554,145453
1175;-1153,538824;586677868,181403;24221,434065;24248,886985
1176;-10624,834139;664014121,773275;25768,471468;27872,947857
1177;-3693,231060;833364783,713130;28868,058191;29103,345845
1178;-5931,619230;931252380,876723;30516,428049;31087,561622
1179;-5479,587957;768053314,730356;27713,774819;28250,295554
1180;2134,707844;978667591,739990;31283,663336;31356,411933
1181;-5565,186456;789014374,572073;28089,399683;28635,391998
1182;-7027,148701;819516041,668941;28627,190600;29477,056511
1183;-11076,551399;615620563,966475;24811,702158;27171,870654
1184;-7676,662475;714733126,060059;26734,493189;27814,821100
1185;-11133,646678;719883209,753252;26830,639384;29048,946592
1186;-5667,500618;949452493,298142;30813,187003;31330,066335
1187;-7237,881976;798222185,872466;28252,826157;29165,203949
1188;-11524,243575;782942419,499000;27981,108261;30261,371573
1189;-9827,955106;987941523,461779;31431,537084;32932,206501
1190;-4837,122500;843347487,364516;29040,445716;29440,537384
1191;-4019,110059;1422721699,438854;37718,983277;37932,505126
1192;-5523,585114;526284864,545485;22940,899384;23596,500950
1193;-6815,871260;734312350,036301;27098,198280;27942,234182
1194;-7930,725590;717100111,538327;26778,724980;27928,417784
1195;-12375,932296;723574756,942019;26899,344917;29609,769623
1196;-8369,251023;1380362471,009563;37153,229617;38084,207143
1197;-11848,449836;746411020,414066;27320,523795;29779,133365
1198;-8148,306897;743021444,980180;27258,419708;28450,243413
1199;-15034,426571;806337122,697013;28396,075833;32130,532287
1200;-10760,983672;739400017,288732;27191,910880;29243,782021
1201;-14391,265446;897926837,462281;29965,427370;33242,072116
1202;-14584,177381;930930547,649556;30511,154479;33817,580894
1203;-14936,481889;856852502,223181;29272,043014;32862,607831
1204;-7685,345240;479548906,847504;21898,605135;23208,046844
1205;-1078,087575;417822692,237502;20440,711637;20469,122235
1206;-8840,217437;606509204,681926;24627,407592;26165,982669
1207;-7285,752122;617023938,183094;24839,966550;25886,408058
1208;-21503,915406;1307226324,187669;36155,584965;42067,145161
1209;-9560,671176;450098037,646241;21215,514079;23270,248623
1210;-1076,876328;1009984214,900459;31780,248817;31798,488604
1211;-6803,796575;986798069,337812;31413,342219;32141,713040
1212;-5933,020525;862964639,888253;29376,259801;29969,407275
1213;483,742937;828416994,523004;28782,234009;28786,298855
1214;-11253,975895;635940044,589060;25217,851704;27615,068677
1215;-9801,526402;711795213,957915;26679,490512;28422,968419
1216;-12029,915107;757006223,203309;27513,746077;30028,737581
1217;-4081,573428;468794317,683657;21651,658543;22033,010673
1218;-6967,658808;420411344,536910;20503,934855;21655,475377
1219;-11119,444705;812167570,800538;28498,553837;30591,005563
1220;-9684,030434;580649396,250938;24096,667742;25969,787094
1221;-8990,775811;903430277,896139;30057,116926;31372,987228
1222;-5818,471402;585618805,617759;24199,562096;24889,222870
1223;-12777,681255;835763406,207215;28909,572916;31607,476085
1224;-11182,186408;964440437,102802;31055,441345;33007,298132
1225;-7218,371912;936553834,342835;30603,167064;31442,944000
1226;1177,757725;761469161,385613;27594,730682;27619,852908
1227;-12153,756256;1004575952,916625;31695,046189;33945,393561
1228;-8725,774931;703993010,578483;26532,866611;27930,846008
1229;-4478,384488;541473910,481300;23269,591971;23696,620816
1230;-10128,120866;722898011,042070;26886,762748;28731,112810
1231;-3825,610995;310010190,128362;17607,106239;18017,921346
1232;-7838,714325;889733156,187387;29828,395133;30841,183480
1233;-2069,911449;1003483550,394694;31677,808485;31745,363186
1234;-1266,023520;863849589,816002;29391,318273;29418,572456
1235;-15887,384699;925869368,486642;30428,101625;34326,059504
1236;-16203,219727;1007645512,311377;31743,432586;35639,722808
1237;-7166,160355;1082363888,612927;32899,299212;33670,725309
1238;-17464,656272;1177175590,522858;34309,992575;38499,218294
1239;-13959,688610;1022359476,484872;31974,356545;34888,857570
1240;-9009,926693;503876616,581971;22447,196185;24187,918381
1241;-8215,208716;679078328,175759;26059,131378;27323,396246
1242;-18984,150422;1281030943,360433;35791,492612;40514,551837
1243;-10265,808892;702033500,928106;26495,914797;28415,142673
1244;-12209,523225;1124958131,979316;33540,395525;35693,565097
1245;-1190,898586;855864586,064185;29255,163409;29279,392506
1246;-19819,210173;1312067807,876745;36222,476556;41290,058123
1247;-5345,844428;1115801217,151084;33403,610840;33828,675259
1248;-10963,136123;558304745,535793;23628,473195;26047,938482
1249;-12676,718817;917315783,114493;30287,221449;32833,138490
1250;-8508,029383;491591688,254939;22171,867045;23748,226297
1251;-9908,034944;627889468,800088;25057,722738;26945,475042
1252;-12537,421843;1033316142,716020;32145,235148;34503,667764
1253;-8116,601690;775691448,773899;27851,237832;29009,837500
1254;-48,761366;887159105,955807;29785,216231;29785,256145
1255;-5985,763438;796518003,608933;28222,650542;28850,430977
1256;2330,733615;831508203,112303;28835,883949;28929,924340
1257;-6563,558150;462594333,054515;21508,006255;22487,210335
1258;-15498,254024;1131014833,164227;33630,563973;37029,862421
1259;-11116,439783;833459179,059506;28869,693089;30935,972791
1260;-9505,158794;520078287,497721;22805,225004;24706,807386
1261;-10372,043519;1301685431,798459;36078,877918;37540,174727
1262;-15008,832627;863386605,112976;29383,441002;32994,721728
1263;-18591,486498;1018337070,603989;31911,394056;36932,105827
1264;-8146,631926;577354261,633676;24028,197220;25371,674627
1265;-14017,038499;990444159,959479;31471,322819;34451,727507
1266;-5092,646037;851985759,215237;29188,795097;29629,728363
1267;-9284,297305;785383548,808064;28024,695338;29522,562986
1268;-8976,404213;614812085,027161;24795,404514;26370,208904
1269;-9408,148621;481631269,615619;21946,099189;23877,699431
1270;-14525,105277;988746614,275168;31444,341530;34637,050937
1271;-13202,485784;1198104141,240709;34613,640971;37046,049346
1272;-13585,839567;812027253,769742;28496,091903;31569,008387
1273;-12479,424276;1024135104,644691;32002,110940;34349,252319
1274;-10666,663092;702962525,245562;26513,440464;28578,667337
1275;-11908,932226;734938885,173720;27109,756273;29610,159607
1276;-1139,505182;564080199,957422;23750,372628;23777,692740
1277;-10910,929269;1059499862,893094;32549,959491;34329,990393
1278;-3800,979598;567601034,751234;23824,379000;24125,680937
1279;-9651,622695;643459665,050647;25366,506757;27140,624269
1280;-2933,767282;956339452,930071;30924,738526;31063,587098
1281;-12186,152102;939544279,678750;30651,986554;32985,551121
1282;-11001,653576;806393870,079073;28397,075027;30453,739532
1283;-3452,754716;280777708,394582;16756,422900;17108,454738
1284;1384,166128;495284191,806209;22254,981281;22297,984386
1285;-1025,204576;863373941,717777;29383,225516;29401,105186
1286;-11187,649009;648665434,886234;25468,911144;27817,780739
1287;-9720,300491;1038786609,752185;32230,212685;33664,088453
1288;-3745,758991;559731473,440242;23658,644793;23953,333460
1289;-4816,241452;312515550,484115;17678,109358;18322,437944
1290;-3310,047727;506482877,637952;22505,174464;22747,292006
1291;-11797,609579;1056373764,212708;32501,904009;34576,832648
1292;-8691,014217;627759156,132605;25055,122353;26519,669761
1293;-1658,402827;1410008033,772153;37550,073685;37586,677609
1294;-7444,785950;396024526,030727;19900,364972;21247,337807
1295;-11144,558876;720653111,717534;26844,982990;29066,377556
1296;-6548,869633;1096347091,762650;33111,132445;33752,552277
1297;1352,750333;854669415,275711;29234,729608;29266,010127
1298;-10420,157105;781219581,037046;27950,305562;29829,503099
1299;-8062,957621;514598021,562750;22684,753064;24075,076472
1300;-9960,764879;642858222,147132;25354,648926;27241,054663
1301;-8859,280202;717302005,750562;26782,494390;28209,729730
1302;-5302,798595;833170520,417134;28864,693319;29347,745967
1303;-9715,829506;630305468,181983;25105,885130;26920,304812
1304;-5957,151675;378697613,319863;19460,154504;20351,542187
1305;-6660,427160;558624750,599469;23635,243824;24555,774078
1306;-3558,344489;472143826,511949;21728,870806;22018,302433
1307;-7036,671085;1082311982,331985;32898,510336;33642,632511
1308;-3669,203139;492999157,790514;22203,584346;22504,715272
1309;-5511,722950;332394344,880633;18231,685190;19046,612160
1310;-869,484253;953005976,229574;30870,794875;30883,037077
1311;-11916,915887;648416074,187586;25464,015280;28114,568438
1312;-7941,363586;1081122664,138539;32880,429805;33825,846918
1313;-9113,546816;742459264,722933;27248,105709;28731,794241
1314;-6891,362606;503121675,899649;22430,373958;23465,134870
1315;-10555,350103;806594366,402709;28400,605036;30298,676245
1316;-14114,198927;900392118,875542;30006,534603;33160,258295
1317;-9645,232712;529572668,959917;23012,445958;24952,017614
1318;-8194,782960;695280196,812706;26368,166353;27612,219479
1319;-11609,087854;679286017,185882;26063,116030;28531,683056
1320;-5844,394803;535415350,575007;23139,043856;23865,713926
1321;-3408,038105;684222684,262878;26157,650588;26378,730219
1322;-7193,443142;1450873772,501842;38090,336996;38763,634978
1323;-13448,651744;1012530171,921958;31820,279256;34545,569986
1324;-3121,589058;366227241,926542;19137,064611;19389,986080
1325;-1457,984619;611072960,632680;24719,889980;24762,848782
1326;-861,116579;696712899,132282;26395,319644;26409,362372
1327;-11829,252379;717709224,384745;26790,095640;29285,498736
1328;-12607,992244;827743718,096355;28770,535589;31411,863786
1329;-14317,092817;949645373,340514;30816,316674;33979,766333
1330;-8671,886092;857606553,242661;29284,920236;30541,908284
1331;-10373,756833;702337410,704117;26501,649207;28459,659898
1332;-10822,280044;676902466,135445;26017,349330;28178,435221
1333;-9088,524513;669984724,074706;25884,063129;27433,300966
1334;-2651,902476;454563934,403546;21320,505022;21484,797443
1335;-11503,563364;771812779,642206;27781,518671;30068,999812
1336;-3439,621451;768317170,074026;27718,534775;27931,132555
1337;-8084,494831;532024453,351028;23065,655277;24441,430196
1338;-12981,421554;692730361,291983;26319,771300;29347,021431
1339;-4531,326879;379369858,067128;19477,419184;19997,569386
1340;-4551,259212;683769249,746061;26148,981811;26542,102595
1341;-6504,111505;577990150,094478;24041,425708;24905,694461
1342;-5811,214200;325667477,366376;18046,259373;18958,841944
1343;-9385,720419;562884627,558013;23725,189726;25514,238679
1344;3521,705782;922658372,312602;30375,292135;30578,763610
1345;-8470,839539;666439662,302212;25815,492680;27169,740242
1346;2193,375284;837576613,158108;28940,915900;29023,912698
1347;-8340,074945;613965944,000250;24778,336183;26144,268858
1348;-4463,221604;959446695,003732;30974,936562;31294,840503
1349;-10776,580430;602089929,227808;24537,520845;26799,712965
1350;-5203,267081;625256281,050121;25005,125096;25540,757024
1351;-12681,143157;926051357,769791;30431,091958;32967,601513
1352;-10525,581751;818439404,566004;28608,379971;30483,229418
1353;-10488,563129;678588002,482643;26049,721735;28081,986379
1354;-3375,468813;573727975,979474;23952,619397;24189,290310
1355;-8050,931903;577780335,648431;24037,061710;25349,513608
1356;-7101,461463;575770316,793175;23995,214456;25024,009905
1357;-1737,690523;866636774,653216;29438,695193;29489,936300
1358;-10385,931336;772464434,550182;27793,244405;29670,389352
1359;-4972,715607;1049265447,090084;32392,367112;32771,837721
1360;-8120,675016;584347471,390126;24173,280112;25500,839871
1361;-9254,825017;844413611,163105;29058,795762;30496,973575
1362;-3844,436864;644830069,422136;25393,504473;25682,869081
1363;-1123,518540;467985174,339839;21632,964992;21662,120585
1364;-6322,521426;695439565,569547;26371,188171;27118,514759
1365;-653,530072;509267634,955020;22566,958921;22576,419922
1366;-10471,050645;847760869,994767;29116,333389;30941,941949
1367;-7201,014460;647890529,898064;25453,693836;26452,696255
1368;-6718,469541;531569482,372357;23055,790647;24014,731215
1369;-5275,904012;836212204,074263;28917,333972;29394,682635
1370;-8179,062853;538207393,202656;23199,297257;24598,871160
1371;-4765,139783;942072346,544544;30693,197073;31060,890259
1372;-8121,705724;495725460,670259;22264,893008;23699,948619
1373;-430,083326;782953591,015169;27981,307886;27984,612963
1374;-9941,807710;612987278,906293;24758,579905;26680,082823
1375;-11435,484838;827957031,800587;28774,242506;30963,322581
1376;1406,288099;301264965,510986;17356,986072;17413,862631
1377;-8793,178529;646248325,955580;25421,414712;26899,225167
1378;-9359,094874;666569504,083315;25818,007361;27462,013053
1379;-3280,870018;861763183,743946;29355,803238;29538,572948
1380;-6290,716379;759888470,450972;27566,074629;28274,751688
1381;-4305,007634;946197250,941097;30760,319422;31060,108526
1382;-9584,861242;545826637,824520;23362,932988;25252,647443
1383;-6721,553292;413179305,267885;20326,812472;21409,310683
1384;-8159,517087;586162301,318258;24210,788945;25548,777278
1385;-17005,256565;1340803808,270418;36616,987974;40373,042480
1386;-6549,635136;1200259317,097998;34644,758869;35258,432148
1387;-3007,201955;869406840,161986;29485,705692;29638,658940
1388;-4037,580863;415439627,678357;20382,336168;20778,394714
1389;-4277,915273;828263439,046765;28779,566346;29095,772857
1390;-10875,656701;707518718,967182;26599,224029;28736,712193
1391;-5496,415270;501092840,320781;22385,103089;23050,019981
1392;-7399,608250;460459669,695755;21458,324019;22698,323109
1393;-2693,891969;664910810,068272;25785,864540;25926,200339
1394;-6303,301444;420362280,633837;20502,738369;21449,799293
1395;-7016,836688;632124279,972013;25142,081854;26102,878712
1396;-8372,135558;995847765,452725;31557,055716;32648,742996
1397;-7792,630531;412247598,035440;20303,881354;21747,935273
1398;-6555,786509;542636775,846920;23294,565371;24199,485792
1399;-5412,073085;510604813,987185;22596,566420;23235,648239
1400;-10196,252422;644823340,567429;25393,371981;27363,970911
1401;-11685,809567;847468256,313423;29111,308049;31369,195105
1402;-9500,487775;727838043,802201;26978,473712;28602,400455
1403;-7916,928568;611441775,556480;24727,348737;25963,811999
1404;-3534,947699;491835048,323944;22177,354403;22457,312919
1405;-11331,276144;693662068,891591;26337,465119;28671,586770
1406;-3860,020708;398085572,846292;19952,081918;20322,040565
1407;-5523,666369;891245804,838752;29853,740215;30360,446225
1408;-7758,819366;858471141,991864;29299,678189;30309,576374
1409;-13346,918574;861251519,267960;29347,087066;32239,599171
1410;-10938,091343;713838799,701930;26717,761877;28870,064806
1411;-6628,304776;458524134,098356;21413,176647;22415,587396
1412;-8683,420604;598594627,436019;24466,193562;25961,441039
1413;-8240,829654;518445011,123187;22769,387588;24214,794744
1414;-9435,982650;740714989,235827;27216,079608;28805,429311
1415;-1926,724899;574908942,878607;23977,258869;24054,546591
1416;-12743,110349;1024640183,540312;32010,001305;34453,258843
1417;-11699,780701;763030942,902444;27623,014732;29998,596823
1418;-822,923945;469813905,343915;21675,191011;21690,807020
1419;-4910,095250;408658281,399816;20215,298202;20803,060274
1420;-9557,193602;530383292,342991;23030,051940;24934,378715
1421;-7507,126687;530357164,214677;23029,484671;24222,182299
1422;-13354,022938;806089775,130606;28391,720186;31375,463403
1423;-14084,841935;797247785,457731;28235,576592;31553,614021
1424;-3910,899220;446709133,784390;21135,494643;21494,284508
1425;-10869,159397;734277419,997859;27097,553764;29196,164919
1426;868,520047;903911319,416394;30065,117984;30077,660256
1427;-7228,811432;1019297405,318773;31926,437404;32734,585991
1428;-4918,585660;465897861,067129;21584,667268;22137,984234
1429;-7648,656500;1010558217,688796;31789,278345;32696,485498
1430;-11996,167958;909020564,763890;30149,967907;32448,861466
1431;-8689,275415;587309104,742579;24234,461099;25745,147348
1432;-8147,408228;524392821,424388;22899,624919;24305,824040
1433;-5040,050549;750354858,746168;27392,605914;27852,414048
1434;-18851,527367;1186912985,094590;34451,603520;39272,039279
1435;-5702,574366;667486350,016808;25835,757198;26457,620914
1436;-4583,739148;913162335,620514;30218,576003;30564,243818
1437;-10314,942857;809772891,103086;28456,508765;30268,315732
1438;-3334,285157;786385957,275142;28042,574013;28240,102953
1439;-10444,010572;857811132,568533;29288,412940;31094,830590
1440;-14428,864052;886560727,180771;29775,169642;33087,049506
1441;-4381,809278;909767585,230056;30162,353775;30478,973700
1442;-15153,983859;1059077728,518970;32543,474438;35898,759802
1443;-6495,931359;902307212,155442;30038,428923;30732,789271
1444;-9685,677607;548947695,099207;23429,632842;25352,712790
1445;-7447,199017;940379655,162933;30665,610301;31556,939464
1446;-7506,044938;588458462,923764;24258,162810;25392,896123
1447;-7504,024624;969334342,831922;31134,134689;32025,688570
1448;-12866,411995;646279278,781358;25422,023499;28492,522465
1449;373,285725;1119877081,019070;33464,564557;33466,646430
1450;-13940,611115;982542856,151034;31345,539653;34305,735591
1451;-11389,417382;714353847,329949;26727,398813;29052,928865
1452;-7292,474621;808118487,906682;28427,424926;29347,890452
1453;-13920,593546;1037612906,847149;32211,999423;35091,250071
1454;-7050,598915;943213674,101528;30711,783962;31510,706421
1455;-12492,905286;738554259,851478;27176,354793;29910,314982
1456;-5212,573764;589072567,123845;24270,817191;24824,252101
1457;-4633,812493;1052360776,332071;32440,110609;32769,391123
1458;-8358,414101;557469304,267910;23610,787879;25046,604372
1459;-8744,697371;1125661997,090279;33550,886681;34671,771359
1460;-7952,271050;565145039,367067;23772,779378;25067,581738
1461;-3972,491545;534877819,186058;23127,425693;23466,114043
1462;-9687,931312;597807874,734825;24450,109913;26299,503566
1463;-2726,322792;841553280,761065;29009,537755;29137,366331
1464;-10626,831704;816809392,320007;28579,877402;30491,620888
