episode;mean_e;var_e;std_e;rms_e
490;-13594,170930;773895469,764633;27818,976792;30962,831800
491;-9600,825147;546945530,854132;23386,866632;25280,849953
492;-24028,422506;1439757787,498855;37944,140358;44912,391115
493;-11199,833192;750721101,470327;27399,290164;29599,955490
494;-11729,820939;892194750,513361;29869,629233;32090,239167
495;-11470,790960;788986381,207294;28088,901388;30340,821124
496;-19457,041058;1087591961,736732;32978,659186;38290,578586
497;-4326,103015;753609793,499011;27451,954275;27790,735161
498;-9657,854018;758513910,763861;27541,131254;29185,408255
499;-6958,068827;893045954,234610;29883,874485;30683,231186
500;-19157,549079;1119003991,716687;33451,517032;38548,873893
501;2740,133182;1034644868,681524;32165,896050;32282,397658
502;-812,024269;989216800,797753;31451,817130;31462,297822
503;-14391,190460;1013044667,640557;31828,362629;34930,660322
504;-6516,983103;1266163164,197798;35583,186538;36175,049868
505;-9047,292764;716734022,334387;26771,888658;28259,291015
506;-1426,081614;796168457,759530;28216,457215;28252,471866
507;-9358,006573;1052620038,037872;32444,106368;33766,734000
508;-20860,345573;1268217296,685125;35612,038648;41271,919196
509;-8869,111561;822520587,837551;28679,619730;30019,689001
510;-17735,936808;1200395085,666525;34646,718252;38922,468320
511;-2925,855337;839588536,102598;28975,654196;29123,000628
512;-17145,711526;1209497767,271054;34777,834425;38774,646240
513;-7501,993394;430644337,798207;20751,971901;22066,359978
514;-11288,559677;1110136070,994972;33318,704522;35179,079729
515;-8530,195919;665563806,411335;25798,523338;27172,192566
516;-11653,204544;870036617,317023;29496,383123;31714,882838
517;-12603,184257;1214597329,313948;34851,073575;37059,918817
518;-1155,536119;772557504,412248;27794,918680;27818,928235
519;-5600,512198;1062708551,305032;32599,210900;33076,793801
520;-3875,775307;1333563676,291160;36517,991132;36723,089610
521;-6039,918327;791323483,423197;28130,472506;28771,584885
522;-6425,450600;696313880,159778;26387,760044;27158,797756
523;-7279,797793;1115463199,522121;33398,550860;34182,724517
524;-12633,198144;1503706746,168862;38777,657822;40783,629577
525;-12807,711153;585836623,372227;24204,062125;27383,828957
526;-15477,617967;864351194,967928;29399,850254;33225,108772
527;-11717,625437;535471215,755548;23140,250987;25937,886607
528;4519,058084;950271370,933497;30826,471918;31155,950586
529;-13372,208436;837751478,806177;28943,936823;31883,654704
530;-5052,811379;964543456,323028;31057,099934;31465,447067
531;-16608,723590;1034532037,170011;32164,142102;36199,195246
532;-11938,898709;727409309,046860;26970,526674;29494,857373
533;-4624,454024;722258921,916458;26874,875291;27269,845928
534;-11241,250636;599141460,705066;24477,366294;26935,240422
535;-14422,533544;803428568,227907;28344,815544;31803,113716
536;-4795,778078;598453220,410462;24463,303547;24928,953203
537;-5696,628060;1251003618,172084;35369,529516;35825,342837
538;-17928,184004;1088519163,335718;32992,713792;37549,153719
539;-6237,182740;859428566,364349;29316,012116;29972,170674
540;-15921,645541;771711308,517177;27779,692376;32018,902312
541;-15881,542492;755769378,917557;27491,260046;31748,901884
542;-7858,853517;927227858,368891;30450,416391;31448,202444
543;-6203,853396;1092255689,205122;33049,291811;33626,529499
544;-9977,811357;555765441,993197;23574,677983;25599,260956
545;-10601,444650;582706553,416754;24139,315513;26364,695752
546;-12577,929286;951718785,168318;30849,939792;33315,508255
547;-1485,322438;529251442,569048;23005,465493;23053,364729
548;-6858,268337;658145418,696754;25654,345026;26555,249260
549;-18094,270963;893200345,855847;29886,457566;34937,129068
550;-2818,482558;659982648,083855;25690,127444;25844,273873
551;-10616,878919;1214313709,530672;34847,004312;36428,448053
552;-2955,624423;1244965220,543738;35284,064683;35407,639519
553;-8602,193483;1112862291,454597;33359,590697;34450,834884
554;-5673,759313;1004272040,691176;31690,251509;32194,154523
555;-11644,164239;861356487,202014;29348,875399;31574,404951
556;-2511,716693;945472501,856988;30748,536581;30850,951729
557;-9279,781965;543312422,281193;23309,063093;25088,379294
558;3193,603882;691495617,662681;26296,304259;26489,521011
559;-89,241940;1379826485,043235;37146,015736;37146,122936
560;-7055,603807;552560683,152732;23506,609350;24542,661393
561;-6481,295475;547349070,121467;23395,492517;24276,660832
562;-14748,293269;920203086,189121;30334,849368;33730,034695
563;-20832,040105;1241556720,840582;35235,730741;40933,245850
564;-22173,830851;1113179138,017896;33364,339316;40060,677885
565;-10914,868048;711605220,070314;26675,929601;28822,553054
566;-15229,286110;1360909415,286544;36890,505761;39910,406797
567;-3398,010732;1238352666,989749;35190,235393;35353,912710
568;-7466,974381;546166002,816594;23370,194754;24534,092794
569;-12700,166703;836677383,532450;28925,376117;31590,688784
570;-17802,336212;1290996897,191268;35930,445268;40098,878685
571;-13434,551320;852913931,942192;29204,690239;32146,556598
572;-6711,182909;443837955,859143;21067,462018;22110,584160
573;-14889,796720;1021727512,052727;31964,472654;35262,353274
574;-19076,408810;1147930530,815912;33881,123518;38882,385522
575;-15630,158223;1140223800,754463;33767,200073;37209,214542
576;-8825,908376;914988022,378816;30248,768940;31510,072692
577;-8798,433156;524266849,225194;22896,874224;24529,151539
578;-2022,748483;748208127,473716;27353,393345;27428,081211
579;-1224,436898;494017721,860571;22226,509439;22260,210412
580;-7593,313556;748050231,826723;27350,506976;28385,007356
581;-7394,006952;722720303,489939;26883,457804;27881,743889
582;-15189,533158;932995902,763171;30544,981630;34113,308551
583;-13055,389568;955527876,213753;30911,613937;33555,492441
584;-12323,617919;681643753,088226;26108,308124;28870,665245
585;-8490,520268;843019763,039312;29034,802618;30250,763585
586;-14939,254816;933918812,048946;30560,085276;34016,174778
587;-2864,360698;928538569,703593;30471,930850;30606,259685
588;-17188,901133;1362316852,897232;36909,576710;40715,785330
589;-10179,608099;1133421865,857266;33666,331339;35171,668810
590;-11263,156191;929065241,923208;30480,571548;32494,983140
591;-5917,852349;670168572,972515;25887,614277;26555,405276
592;-14983,691479;902809666,294524;30046,791281;33575,596445
593;-1785,641281;1095245907,213604;33094,499652;33142,637523
594;-7335,880112;1451802867,775862;38102,530989;38802,293808
595;-15616,563545;819810545,358616;28632,333914;32614,223926
596;-11589,188121;690945565,568845;26285,843444;28727,249205
597;-4112,184950;684572132,982638;26164,329401;26485,509209
598;-6934,100028;970279085,922783;31149,303137;31911,766311
599;-10028,509303;977295113,751020;31261,719622;32830,871335
600;-14413,778987;969394671,711763;31135,103528;34309,644364
601;-16904,245098;1048102158,748721;32374,405921;36521,988734
602;-7919,282952;435333842,737010;20864,655347;22317,008877
603;-6573,238620;865495987,413262;29419,313170;30144,708547
604;-8757,862025;889177833,055455;29819,085047;31078,577514
605;-12254,427568;751625004,021329;27415,780201;30029,918399
606;-2784,369884;1391322194,687200;37300,431562;37404,209794
607;-3418,419925;753401768,538557;27448,165122;27660,212641
608;-20537,747237;1278039027,206250;35749,671708;41229,092747
609;-5966,226742;990051574,807950;31465,085012;32025,730848
610;-9415,962065;677780703,775069;26034,221782;27684,671668
611;-994,190601;1168912221,844973;34189,358313;34203,810267
612;325,240260;925570970,262415;30423,197897;30424,936343
613;-6079,380253;871279889,241207;29517,450588;30136,999743
614;-9261,488372;832708622,803694;28856,691127;30306,497483
615;-14439,258129;833636716,525910;28872,767732;32282,021186
616;-18892,825456;1065839568,305187;32647,198476;37719,735180
617;-12562,253758;736728288,927135;27142,739157;29908,836628
618;-17979,152459;1088322342,597666;32989,730866;37570,896525
619;-13317,537971;916961751,081281;30281,376308;33080,486222
620;-15790,630246;1061893475,695743;32586,707040;36211,013232
621;-4393,153001;907193162,283373;30119,647446;30438,346794
622;-6812,332914;901810396,260132;30030,158112;30793,153070
623;-8555,951406;485531290,210099;22034,774567;23637,588597
624;2114,349000;764886006,388812;27656,572571;27737,275967
625;-12595,622094;886940849,513021;29781,552168;32335,592548
626;-4873,771874;1193563629,278888;34547,990235;34890,074256
627;-5894,675001;812397828,805236;28502,593370;29105,755825
628;-8805,452051;697296289,071707;26406,368343;27835,809219
629;-21277,710483;1312199029,402727;36224,287838;42011,188900
630;-9038,349021;861382951,204498;29349,326248;30709,521394
631;-1414,322049;1412134317,833763;37578,375668;37604,981381
632;-2693,294206;1236695394,959771;35166,680181;35269,664425
633;-18725,938247;1102524750,550224;33204,288135;38120,670426
634;-16431,456264;1049684609,642834;32398,836548;36327,363854
635;-15970,426053;838618211,265851;28958,905561;33070,722997
636;-12653,970304;910958853,206662;30182,094911;32727,386356
637;-3971,582061;930783995,088073;30508,752762;30766,173944
638;-22514,895062;1354721511,222154;36806,541691;43146,749714
639;-5321,049841;667709926,053257;25840,083708;26382,257247
640;-8193,189719;615811153,260659;24815,542574;26133,111392
641;-4400,822850;1491854278,810528;38624,529496;38874,432736
642;-17110,460767;944606554,150264;30734,452234;35176,333263
643;-12874,382062;755379365,104573;27484,165716;30350,108378
644;-12253,316869;823790297,730986;28701,747294;31207,916816
645;-1727,053959;1472534693,862593;38373,619765;38412,464243
646;-7409,036816;856690601,263091;29269,277430;30192,456472
647;-10918,774662;583506950,866017;24155,888534;26508,990757
648;-5836,490721;813268155,585987;28517,856785;29108,981080
649;-7799,386686;314361233,610462;17730,235013;19369,864901
650;-6910,895114;576148432,596622;24003,092147;24978,168545
651;-4207,995073;459461435,381071;21435,051560;21844,190484
652;-13111,461982;1009713960,674492;31775,996612;34374,763941
653;-9945,260416;632675424,744460;25153,040070;27047,802674
654;-5699,543264;1064378191,844489;32624,809453;33118,921861
655;-19699,446724;1213179672,909727;34830,728860;40015,595387
656;-5359,737282;697134244,030225;26403,299870;26941,808175
657;-14540,293883;768997613,906241;27730,806225;31311,623403
658;-12981,609673;702994994,440591;26514,052773;29521,469885
659;-13574,346522;778580510,834861;27903,055582;31029,717922
660;-10316,384267;567726014,784788;23827,001800;25964,471863
661;-6244,427741;809216880,689953;28446,737611;29124,040903
662;-7550,188125;1509687497,325784;38854,697236;39581,470893
663;-10991,330893;703571407,032354;26524,920491;28712,031656
664;-11340,002342;731347658,077339;27043,440204;29324,790045
665;-4165,366598;1053364128,301142;32455,571606;32721,772678
666;-15026,235543;899083646,793829;29984,723557;33539,102573
667;-15584,879905;939823949,552921;30656,548233;34390,586375
668;-8015,928378;545419517,081401;23354,218400;24691,590164
669;-8424,383939;1316824286,665406;36288,073615;37253,114385
670;-8064,956714;1013423157,907074;31834,307875;32840,016515
671;-6945,147370;467264959,803222;21616,312354;22704,625780
672;-13999,153676;955813058,422590;30916,226458;33938,022365
673;752,172987;1202488384,293227;34676,914284;34685,070974
674;-3849,880959;1224370905,847882;34991,011787;35202,165974
675;-15012,773849;1093104678,141294;33062,133599;36310,990854
676;-16948,373526;1094422154,237695;33082,051844;37170,815426
677;-11886,603680;808127823,011955;28427,589117;30812,646268
678;-8162,185141;1388914399,590079;37268,141885;38151,483141
679;-8816,564659;718865230,157628;26811,662204;28224,050782
680;-9084,479498;687468633,476764;26219,623061;27748,809006
681;-16707,883804;1051221415,555609;32422,544866;36474,303239
682;-13194,603148;879275768,662470;29652,584519;32455,713224
683;-12531,967024;926467344,355068;30437,926085;32916,827640
684;-14583,626828;872938309,658517;29545,529436;32948,755380
685;-11901,042007;995837642,864758;31556,895330;33726,435384
686;-2380,567452;911318102,451020;30188,045688;30281,763552
687;-16458,720933;1162443111,136918;34094,619973;37859,379365
688;-13426,958173;772206991,781490;27788,612628;30862,439916
689;-10194,048522;610021789,346955;24698,619179;26719,663445
690;-11384,919940;816289405,796869;28570,778880;30755,581735
691;-12803,789743;787260834,944073;28058,168774;30841,495858
692;-11639,158990;1006604744,646280;31727,034917;33794,596708
693;-11950,907629;1071641678,744945;32735,938642;34849,187536
694;-6110,680995;410501603,089564;20260,839151;21162,278358
695;-132,480211;1142710193,866796;33803,996714;33804,256313
696;-3463,764998;543769503,799829;23318,865834;23574,714670
697;-9945,985838;969619821,506434;31138,719009;32688,567662
698;-14754,453028;1041739665,997978;32275,992099;35488,498843
699;-4048,918070;974929571,669015;31223,862216;31485,287186
700;-11473,489457;789642365,615834;28100,575895;30352,649406
701;-13806,539891;842925849,589985;29033,185316;32148,816360
702;-12895,476973;1009954830,363997;31779,786506;34296,474407
703;-9460,438402;644448426,680738;25385,988787;27091,480606
704;-16131,326950;941051412,137480;30676,561283;34659,358351
705;-10912,972519;755677425,456345;27489,587583;29576,517622
706;-21320,524040;1159029792,299962;34044,526613;40169,572286
707;-18359,213395;995187294,132532;31546,589263;36499,972748
708;-3827,374225;1068351683,321051;32685,649501;32908,972588
709;-4310,648037;976578957,776911;31250,263323;31546,166871
710;-15204,846583;1032033706,474508;32125,281422;35541,821367
711;-4539,914671;1031276931,582967;32113,500768;32432,819131
712;-13263,558967;704600924,891598;26544,320012;29673,606477
713;-12414,090562;731527163,653896;27046,758838;29759,650672
714;-14410,086858;835940245,296395;28912,631241;32304,656763
715;-9118,038581;909737593,764625;30161,856603;31509,938453
716;-11906,973024;672185884,617705;25926,547873;28530,017371
717;-16973,069529;1018568193,683589;31915,015176;36147,659439
718;-15014,607552;950385942,074888;30828,330186;34290,295741
719;-11447,954774;867334162,160603;29450,537553;31597,307332
720;-9009,001154;691439824,362267;26295,243379;27795,717766
721;-17693,776991;1096817876,971371;33118,240850;37548,470291
722;-5720,374687;669561474,665614;25875,885969;26500,644544
723;-4426,603271;981147609,763654;31323,275847;31634,513214
724;-21635,110132;1318471999,446379;36310,769745;42267,599765
725;-2478,299580;648132242,399856;25458,441476;25578,784397
726;-14392,702401;902499566,149424;30041,630551;33311,401180
727;-13485,672196;971957662,771886;31176,235545;33967,941023
728;-6067,846960;1011284578,226186;31800,700908;32374,424241
729;-16426,813740;995808058,417277;31556,426579;35575,950698
730;-11250,980803;745599442,553110;27305,666858;29532,761665
731;-9533,575057;574584895,572425;23970,500528;25796,781756
732;526,631548;974738748,146505;31220,806334;31225,247620
733;-14665,947902;1087929789,169700;32983,780699;36097,365791
734;-7521,372029;729722618,952239;27013,378518;28040,928233
735;-11432,958806;763024977,747646;27622,906758;29895,443212
736;-14691,977568;989734879,819991;31460,052127;34721,593925
737;-20496,523748;1187695534,104975;34462,958870;40097,419117
738;-12348,527749;1043704137,127966;32306,410155;34585,983790
739;-15049,040446;960242570,770566;30987,780991;34448,747279
740;-3930,516709;851214936,286754;29175,588020;29439,155862
741;-7388,101477;624842763,276314;24996,855068;26065,816824
742;-2626,398450;1501586170,381488;38750,305423;38839,208787
743;-21662,648848;1198038417,740220;34612,691570;40832,692452
744;-16896,896594;1167331126,888897;34166,227870;38116,089010
745;-15788,199293;925642489,152641;30424,373275;34276,956196
746;-20010,141825;1329530078,902219;36462,721770;41592,497578
747;-19866,121949;1028875730,431632;32076,092817;37729,809590
748;-6954,067729;581342007,418922;24111,034972;25093,845170
749;-14304,973187;858236888,990612;29295,680381;32601,673989
750;-14314,218830;787031277,692933;28054,077737;31494,890671
751;-14986,463270;967945420,590710;31111,821236;34533,165247
752;-2517,195344;918491053,570889;30306,617323;30410,973775
753;-16073,400643;1008960690,589906;31764,141584;35599,366551
754;-16406,602283;1040819555,125505;32261,735154;36193,869006
755;-12061,165080;722762490,190505;26884,242414;29465,813976
756;-14811,780406;926251261,064536;30434,376305;33847,305652
757;-6842,789707;701952558,473755;26494,387301;27363,777690
758;-11666,389536;771530626,061824;27776,440126;30126,985758
759;-7003,157536;692308028,860044;26311,746975;27227,784418
760;-10714,773440;597789313,822355;24449,730343;26694,487890
761;-6769,900901;962907997,344165;31030,758891;31760,660502
762;-3464,103150;1133443398,561479;33666,651134;33844,399968
763;-9031,206367;925500085,063528;30422,032888;31734,252370
764;-6867,748793;620230641,861817;24904,430165;25834,020503
765;-5570,969153;989218075,240090;31451,837391;31941,411562
766;-185,296319;1245652193,766799;35293,798234;35294,284643
767;-20669,727825;1193486759,477465;34546,877710;40258,221618
768;-14305,481349;821090002,418471;28654,668074;32027,125988
769;-11934,371562;798617396,032484;28259,819462;30676,483185
770;-7034,003827;667747897,696206;25840,818441;26781,058745
771;-18056,515665;965000231,418800;31064,452859;35931,017093
772;-6561,311805;750985202,179016;27404,109221;28178,644658
773;-16458,793971;1022128910,370560;31970,750857;35958,598545
774;-7005,528964;809630110,076116;28453,999896;29303,712156
775;-10400,042615;786928416,193984;28052,244406;29918,043094
776;-16598,244477;1010586940,176491;31789,730105;35862,078299
777;-20073,949213;1529879400,983488;39113,672814;43964,108520
778;-6424,241821;484765893,176841;22017,399782;22935,491626
779;-8046,807460;506922753,685058;22514,945118;23909,702298
780;-15318,001401;761325762,163072;27592,132251;31558,943726
781;-12255,672808;845917543,519829;29084,661654;31561,353892
782;-4090,633161;719095132,378781;26815,949216;27126,157340
783;-8810,679640;1304526248,169209;36118,225983;37177,336159
784;-13927,268710;738615015,325438;27177,472571;30538,235526
785;-9322,384844;932352550,405941;30534,448585;31925,842347
786;-5471,538935;1006862871,532119;31731,102589;32199,388346
787;-13495,820607;822198193,048155;28673,998554;31691,250637
788;-10164,528815;579178491,626483;24066,127475;26124,627034
789;-11811,649403;741736835,315307;27234,845976;29685,887168
790;-10360,447416;654523245,038243;25583,651910;27601,849860
791;-11911,457042;784365030,113161;28006,517636;30434,320084
792;-12005,777869;1030717490,336820;32104,789212;34276,175291
793;-13187,368810;785647146,128670;28029,397891;30976,666093
794;-15277,243949;964941456,241501;31063,506825;34616,984833
795;-4319,928169;1225810078,704818;35011,570640;35277,072697
796;-5671,274241;433192254,537735;20813,271116;21572,102495
797;-11921,428527;683216029,756077;26138,401438;28728,670138
798;-2599,523590;1391852536,620269;37307,539943;37397,995394
799;-10241,594665;977763275,995476;31269,206514;32903,700966
800;316,962008;911138418,457332;30185,069463;30186,733566
801;-3299,963246;1125788579,361660;33552,773050;33714,660562
802;-11887,698121;1006263235,734407;31721,652475;33875,959062
803;-20620,604562;1368675910,643998;36995,620155;42354,282465
804;-13859,174331;889610296,897200;29826,335626;32889,010475
805;-10630,334668;755396693,189926;27484,480952;29468,639404
806;-12762,533895;858802879,651983;29305,338757;31963,810021
807;-14461,647462;829623686,620877;28803,188827;32229,845391
808;-17562,371234;1114728523,990260;33387,550434;37724,864577
809;-9660,131801;696884756,619591;26398,574898;28110,547896
810;-13575,543599;935418996,644429;30584,620263;33462,133534
811;-709,310567;708779661,983204;26622,916106;26632,363460
812;-8816,001078;793588993,844829;28170,711632;29517,975351
813;-9718,568458;815023024,590981;28548,608103;30157,479959
814;-11620,249931;1196072752,247218;34584,284758;36484,283749
815;-9788,308198;648928231,181614;25474,069780;27289,910380
816;-15636,612297;1021767239,859722;31965,094085;35584,700139
817;-10432,929126;552848931,084250;23512,739761;25723,431755
818;-4373,952650;955658304,532368;30913,723563;31221,623377
819;-1783,128696;1122918147,303513;33509,970864;33557,379148
820;-18362,934185;1154258788,795646;33974,384303;38619,375198
821;-13030,402376;725286145,107578;26931,137093;29917,846366
822;-9930,992311;525120787,568381;22915,514124;24974,895312
823;-5421,365371;688293432,723837;26235,347010;26789,636713
824;-6586,426831;852394315,789477;29195,792775;29929,506080
825;-13025,654186;781186488,725278;27949,713571;30835,923137
826;-9544,168495;940373987,154109;30665,517885;32116,430988
827;-6846,413896;1024777007,651189;32012,138442;32736,071708
828;-3528,881586;830859849,966869;28824,639633;29039,849435
829;-10111,239904;1030003195,626518;32093,662858;33648,779592
830;-10122,417995;628554825,960839;25070,995711;27037,347725
831;-8871,539059;571403456,374251;23904,046862;25497,208899
832;-8602,780583;593343889,615009;24358,651227;25833,151634
833;-3674,923246;449817285,376492;21208,896373;21524,923838
834;-10561,080199;482455001,679116;21964,858335;24371,939124
835;-9129,632572;492579539,290862;22194,132993;23998,536001
836;-14795,260544;962017383,687297;31016,405074;34364,474654
837;-4557,428397;507307535,463958;22523,488528;22979,941015
838;-13095,361588;939705257,471340;30654,612336;33334,572932
839;-12521,290038;831904327,365150;28842,751730;31443,394085
840;-16624,635119;945144404,917082;30743,200954;34950,291812
841;-18910,219728;1358137982,687144;36852,923665;41421,424322
842;-18634,327455;1485254727,224302;38539,002676;42807,626504
843;-8632,031109;564338355,618044;23755,806777;25275,488456
844;-5471,054920;730966199,366272;27036,386581;27584,391262
845;-13371,457946;874972826,121180;29579,939590;32461,803920
846;-10934,500699;1301818240,172268;36080,718399;37701,214114
847;-13291,698763;821166291,797587;28655,999229;31588,535069
848;-5988,120511;968094814,594500;31114,222063;31685,207934
849;-15437,561797;1007074470,045150;31734,436659;35290,123042
850;-3802,141655;650550131,587926;25505,884254;25787,718254
851;-12524,029530;949439444,751817;30812,975266;33260,949482
852;-11702,854174;754587117,145644;27469,749128;29858,732608
853;-721,847892;601155716,667185;24518,477046;24529,100698
854;-17880,756185;868756419,912695;29474,674212;34474,307269
855;-15362,894547;1114418657,957500;33382,909669;36748,295019
856;-10696,967120;750912846,089258;27402,789020;29416,627129
857;-16814,187082;918758367,257738;30311,027156;34662,303075
858;-8550,880820;1331900198,882182;36495,207889;37483,566555
859;-10518,050940;801085175,109680;28303,448113;30194,611617
860;-11919,301058;915207230,687400;30252,392148;32515,795675
861;-15194,368278;962437297,125116;31023,173550;34544,263264
862;-7854,618661;607909961,193370;24655,830166;25876,726909
863;-13325,384423;899338285,245225;29988,969393;32816,217870
864;-2216,631523;1014160940,259665;31845,893617;31922,944657
865;-9278,878056;558008309,345947;23622,199503;25379,241268
866;-4146,897804;646950119,773127;25435,214168;25771,047343
867;-7092,933556;1190548521,608740;34504,326129;35225,817635
868;-10938,837604;832232276,619168;28848,436294;30852,721837
869;-13883,332697;1049522185,702347;32396,329818;35245,838229
870;-8356,967962;1292764509,681283;35955,034553;36913,458565
871;-2255,034056;903161031,260844;30052,637676;30137,123450
872;-4371,111451;1022527124,622742;31976,978041;32274,351116
873;-12899,507219;890545990,580817;29842,017200;32510,664052
874;-7352,679995;675110199,836581;25982,882824;27003,186904
875;-9469,301937;1136130904,565964;33706,540976;35011,406481
876;-6962,054829;505241900,976053;22477,586636;23531,088126
877;-4619,444003;618510313,942077;24869,867590;25295,248108
878;-8881,432253;1134767504,854241;33686,310348;34837,441693
879;-4124,947368;1117314394,832654;33426,253078;33679,809762
880;-10805,958351;606446079,744334;24626,125959;26892,653562
881;-7929,856904;477832912,680880;21859,389577;23253,291019
882;-6164,392766;1193134253,751254;34541,775486;35087,519034
883;-2272,104739;963691415,690935;31043,379579;31126,417649
884;-15812,451889;1015687269,607619;31869,848911;35576,971546
885;-11412,980575;1347916456,258409;36713,981754;38447,010051
886;-2472,244686;1244410671,090105;35276,205452;35362,729884
887;-9186,047682;616142416,421865;24822,216187;26467,449602
888;-6323,726900;1066177398,865550;32652,372025;33259,087792
889;-13843,898380;864404533,264555;29400,757359;32497,046875
890;-9501,671515;1213720716,729053;34838,494754;36110,974486
891;-7929,014929;687583138,082476;26221,806537;27394,386575
892;-11911,967600;817828038,409229;28597,692886;30979,396548
893;-17191,049625;1147633922,659349;33876,746046;37989,026177
894;-16986,292416;1286294796,891760;35864,952208;39684,114290
895;-13931,344443;1001503005,771000;31646,532287;34577,237654
896;-1318,174340;1132262419,583617;33649,107263;33674,916528
897;-14691,672388;950875617,027925;30836,271127;34157,295774
898;-8305,039270;800865991,783815;28299,575823;29493,044418
899;-3592,276812;564044908,456436;23749,629649;24019,770214
900;-8470,096560;588011635,925801;24248,951234;25685,680284
901;-3471,707296;861252372,800131;29347,101608;29551,736402
902;-6753,475837;641966907,312384;25337,065878;26221,676971
903;-1786,867583;772858917,710772;27800,340245;27857,706536
904;-2297,731157;526154672,632295;22938,061658;23052,857547
905;-11687,046964;810154662,918185;28463,215962;30769,168491
906;-9792,980524;1246577871,538248;35306,909685;36639,873623
907;-10105,121316;569322883,542817;23860,487915;25912,089077
908;-5683,010411;483425161,193252;21986,931600;22709,508329
909;-1135,837449;1069279980,089640;32699,846790;32719,567644
910;-747,366991;1049221321,010302;32391,685986;32400,306764
911;-6195,014615;617857437,770837;24856,738277;25617,096710
912;-5907,945360;442430969,550601;21034,043110;21847,992766
913;235,739767;1616984101,661079;40211,740843;40212,431845
914;-14931,761780;962794217,179368;31028,925492;34434,745927
915;-11043,006254;1060118675,876747;32559,463691;34381,196358
916;-11392,003782;650460209,032021;25504,121413;27932,739916
917;-13249,132566;907266495,007167;30120,864779;32906,017820
918;-5839,381868;457403385,623821;21386,991037;22169,839111
919;-2227,310067;648712283,685616;25469,830853;25567,033340
920;-5211,595401;887313509,402528;29787,808066;30240,275065
921;-9641,377575;553265407,976954;23521,594503;25420,888449
922;-9610,579360;851142546,611011;29174,347407;30716,539230
923;-11187,878453;773264590,928246;27807,635479;29973,875545
924;-10511,188318;805026996,884848;28372,997672;30257,430108
925;-7556,424299;1079569748,387997;32856,806728;33714,526492
926;-6003,148942;659158392,118251;25674,080161;26366,573333
927;-912,598328;792263557,750749;28147,176728;28161,967145
928;-1059,043832;701727461,935964;26490,138957;26511,300152
929;-11365,881861;786561811,433403;28045,709323;30261,280242
930;-3160,569971;942555080,236740;30701,059920;30863,316134
931;-10055,721443;718512345,198728;26805,080586;28629,178803
932;-17033,323691;983424519,336786;31359,600114;35686,953292
933;869,245178;851974174,533056;29188,596652;29201,536975
934;-2644,789082;868555946,062627;29471,273235;29589,708605
935;-12829,365649;770194549,915926;27752,379176;30574,289409
936;-17771,889494;1077725795,999017;32828,734304;37330,494936
937;-2656,022764;843618922,103953;29045,118731;29166,305543
938;-1702,414122;878780882,297093;29644,238602;29693,081621
939;-9289,770350;625561806,258948;25011,233601;26680,735361
940;-12143,634963;808885092,011920;28440,905260;30924,956946
941;-5249,014638;1052895175,801019;32448,346272;32870,158662
942;-2758,493226;895921571,016043;29931,949001;30058,789994
943;-8492,078239;771076072,874491;27768,256569;29037,759309
944;288,460239;1093043062,149493;33061,201765;33062,460154
945;-15985,094303;897283212,633642;29954,685988;33953,003586
946;-9160,158805;907907960,463342;30131,511088;31493,117817
947;-7393,605715;866105561,362070;29429,671445;30344,208127
948;-12199,047302;820007961,306052;28635,781137;31125,949245
949;-6462,528030;912331279,366154;30204,822121;30888,437123
950;-11396,687067;873505990,148078;29555,134751;31676,339218
951;-9607,719007;1007328073,996834;31738,432129;33160,765047
952;-14467,820595;1063540517,578356;32611,968931;35677,140445
953;261,244188;875660509,053343;29591,561450;29592,714603
954;-9578,862996;547499445,590690;23398,706067;25283,474087
955;-15334,332436;1049380452,158329;32394,142251;35840,231632
956;1768,534233;779810357,190737;27925,084730;27981,030548
957;-12660,145593;630739673,296524;25114,531118;28125,059284
958;-13051,085652;887916203,757696;29797,922809;32530,709191
959;-4119,703940;1140971746,210961;33778,273286;34028,571918
960;-9544,293686;853356543,367263;29212,267002;30731,906633
961;-993,898864;1004483557,748540;31693,588591;31709,168906
962;-14297,338402;854629151,232662;29234,040967;32542,941425
963;-17096,821622;1077053004,745302;32818,485717;37004,787722
964;-15379,748307;1020014046,377602;31937,658749;35447,858953
965;-12849,133867;790962795,839658;28124,060799;30920,269031
966;-13609,126276;1083601280,928918;32918,099595;35620,353717
967;-16883,433569;988983812,522067;31448,113020;35693,614857
968;-18616,421903;1114686995,314904;33386,928510;38226,406577
969;-18990,067978;894260857,762115;29904,194652;35424,335415
970;-4366,200637;921612645,496650;30358,073811;30670,447559
971;-12481,996772;913792826,658895;30229,006379;32704,633771
972;-3267,867097;798958943,021781;28265,861795;28454,136753
973;-3560,336839;1203406788,174705;34690,154052;34872,378562
974;-12396,983226;726548821,946374;26954,569593;29668,738009
975;-14489,638607;926710430,711505;30441,918972;33714,389475
976;-9089,840651;541255697,333309;23264,902693;24977,607980
977;-11019,022821;736440275,335266;27137,433101;29289,232480
978;-17499,398795;1152050725,693514;33941,872749;38187,428349
979;-8857,505465;623073233,681672;24961,434928;26486,385875
980;-10271,972811;645268604,158651;25402,137787;27400,401997
981;-9118,384975;1095876710,132075;33104,028609;34336,884755
982;-10539,432416;1154602613,621990;33979,443986;35576,428281
983;-11420,121055;817955996,010293;28599,930000;30795,700364
