num_episodes;stability_window;epsilon_band_w;event_threshold_w;persistence_window_steps;dt_h;rolling_window_steps;max_abs_e_mean;max_abs_e_median;max_abs_e_p10;max_abs_e_p90;max_abs_e_min;max_abs_e_max;p95_abs_e_mean;p95_abs_e_median;p95_abs_e_p10;p95_abs_e_p90;p95_abs_e_min;p95_abs_e_max;time_in_band_ratio_mean;time_in_band_ratio_median;time_in_band_ratio_p10;time_in_band_ratio_p90;time_in_band_ratio_min;time_in_band_ratio_max;last10_max_abs_e_mean;last10_max_abs_e_median;last10_max_abs_e_p10;last10_max_abs_e_p90;last10_max_abs_e_min;last10_max_abs_e_max;last10_time_in_band_ratio_mean;last10_time_in_band_ratio_median;last10_time_in_band_ratio_p10;last10_time_in_band_ratio_p90;last10_time_in_band_ratio_min;last10_time_in_band_ratio_max;std_e_mean;std_e_median;std_e_p10;std_e_p90;std_e_min;std_e_max;rms_e_mean;rms_e_median;rms_e_p10;rms_e_p90;rms_e_min;rms_e_max;last10_std_e_mean;last10_std_e_median;last10_std_e_p10;last10_std_e_p90;last10_std_e_min;last10_std_e_max;last10_rms_e_mean;last10_rms_e_median;last10_rms_e_p10;last10_rms_e_p90;last10_rms_e_min;last10_rms_e_max;events_per_episode_mean;events_per_episode_median;events_per_episode_p10;events_per_episode_p90;events_per_episode_min;events_per_episode_max;recovered_ratio_mean;recovered_ratio_median;recovered_ratio_p10;recovered_ratio_p90;recovered_ratio_min;recovered_ratio_max;median_recovery_time_hours_mean;median_recovery_time_hours_median;median_recovery_time_hours_p10;median_recovery_time_hours_p90;median_recovery_time_hours_min;median_recovery_time_hours_max;last10_recovered_ratio_mean;last10_recovered_ratio_median;last10_recovered_ratio_p10;last10_recovered_ratio_p90;last10_recovered_ratio_min;last10_recovered_ratio_max;switch_rate_mean;switch_rate_median;switch_rate_p10;switch_rate_p90;switch_rate_min;switch_rate_max;last10_switch_rate_mean;last10_switch_rate_median;last10_switch_rate_p10;last10_switch_rate_p90;last10_switch_rate_min;last10_switch_rate_max
1500,000000;100,000000;3000,000000;6000,000000;6,000000;1,000000;100,000000;104786,353057;106618,540520;86636,494749;120000,000000;0,000000;120000,000000;66794,653187;69035,880866;41580,428272;91153,883596;0,000000;119159,549068;0,746877;0,747368;0,610526;0,894737;0,452632;1,000000;92523,510702;99947,538785;58608,602325;119062,756852;0,000000;120000,000000;0,919439;0,926316;0,863158;0,968421;0,800000;1,000000;26046,328290;26834,348246;17595,975919;33219,479154;0,000000;38738,728897;27522,923318;28339,677676;17902,644692;35582,384495;0,000000;44469,263737;15804,206987;15725,815365;9565,015467;22522,466925;0,000000;28644,056028;16180,340020;15904,317503;9621,561856;23128,247652;0,000000;30968,536968;16,624667;18,000000;8,000000;23,000000;0,000000;30,000000;0,788210;0,868116;0,428571;1,000000;0,000000;1,000000;9,114334;7,000000;1,000000;19,500000;1,000000;50,000000;0,911998;1,000000;0,700000;1,000000;0,375000;1,000000;0,461825;0,468085;0,276596;0,648936;0,063830;0,808511;0,290189;0,297872;0,180851;0,393617;0,063830;0,510638
