episode;n_steps;balance_MEAN;balance_VAR;balance_IAE;balance_ISE;balance_idx_MEAN;balance_idx_VAR;balance_idx_IAE;balance_idx_ISE;Renewable_Penetration_energy;Grid_Penetration_energy;Renewable_Penetration_time;Grid_Penetration_time
2499;96;-31784,396509;1935725723,917804;3459177,151107;280877738472,911255;0,093750;0,085855;9,000000;9,000000;0,000000;0,000000;0,000000;0,000000
