episode;n_steps;balance_MEAN;balance_VAR;balance_IAE;balance_ISE;balance_idx_MEAN;balance_idx_VAR;balance_idx_IAE;balance_idx_ISE;Renewable_Penetration_energy;Grid_Penetration_energy;Renewable_Penetration_time;Grid_Penetration_time
9;96;-18734,955023;684188752,981926;1943234,085959;98693791345,548615;0,041667;0,040351;4,000000;4,000000;0,000000;0,025523;0,000000;0,052083
