episode;n_steps;balance_MEAN;balance_VAR;balance_IAE;balance_ISE;balance_idx_MEAN;balance_idx_VAR;balance_idx_IAE;balance_idx_ISE;Renewable_Penetration_energy;Grid_Penetration_energy;Renewable_Penetration_time;Grid_Penetration_time
4999;96;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,891011;0,000000;0,833333
