episode;n_steps;balance_MEAN;balance_VAR;balance_IAE;balance_ISE;balance_idx_MEAN;balance_idx_VAR;balance_idx_IAE;balance_idx_ISE;Renewable_Penetration_energy;Grid_Penetration_energy;Renewable_Penetration_time;Grid_Penetration_time
999;96;-64461,470501;882713991,658493;6188301,168124;482764822409,690796;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
