episode,n_steps,balance_MEAN,balance_VAR,balance_IAE,balance_ISE,balance_idx_MEAN,balance_idx_VAR,balance_idx_IAE,balance_idx_ISE,Renewable_Penetration_energy,Grid_Penetration_energy,Renewable_Penetration_time,Grid_Penetration_time
299,239,-47784.286628563,10505836265.457644,12079555.495773442,3046106824794.4785,0.0041841004184100415,0.004184100418410039,1.0,1.0,,0.0,0.3807531380753138,0.0
