episode,n_steps,balance_MEAN,balance_VAR,balance_IAE,balance_ISE,balance_idx_MEAN,balance_idx_VAR,balance_idx_IAE,balance_idx_ISE,Renewable_Penetration_energy,Grid_Penetration_energy,Renewable_Penetration_time,Grid_Penetration_time
149,239,-45943.03245911856,10003026073.641586,11519615.242270663,2885192378864.6685,0.0041841004184100415,0.00418410041841004,1.0,1.0,,0.006313204577164978,0.37656903765690375,0.02092050209205021
