episode,n_steps,balance_MEAN,balance_VAR,balance_IAE,balance_ISE,balance_idx_MEAN,balance_idx_VAR,balance_idx_IAE,balance_idx_ISE,Renewable_Penetration_energy,Grid_Penetration_energy,Renewable_Penetration_time,Grid_Penetration_time
199,239,-17364.016736401674,4938820716.571146,4850000.0,1247500000000.0,0.0041841004184100415,0.00418410041841004,1.0,1.0,,0.0793256526125728,0.3723849372384937,0.5481171548117155
