episode,n_steps,balance_MEAN,balance_VAR,balance_IAE,balance_ISE,balance_idx_MEAN,balance_idx_VAR,balance_idx_IAE,balance_idx_ISE,Renewable_Penetration_energy,Grid_Penetration_energy,Renewable_Penetration_time,Grid_Penetration_time
29,239,-15690.376569037657,3691853310.361801,3750000.0,937500000000.0,0.0,0.0,0.0,0.0,,0.09752267719131406,0.37656903765690375,0.8786610878661087
