time,epsilon,solar_potential,solar_discrete,solar,solar_state,wind_potential,wind_discrete,wind,wind_state,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,load_state,load_comfort_idx,renewable_potential,renewable_potential_discrete,renewable_power,renewable_power_discrete,total,demand,dif,dif_idx,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-01-01 00:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,17.25463070562928,0.15363040989242793,1,2,0.0,0,0,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,1.0,-10.0,10,2.0
2019-01-01 01:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,17.25463070562928,0.03380658554778017,0,2,0.0,1,0,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,1.0,-10.0,-6,2.0
2019-01-01 02:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,17.25463070562928,0.0,0,2,0.0,1,0,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,1.0,-10.0,-6,2.0
2019-01-01 03:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,17.25463070562928,0.0,0,2,0.0,1,0,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,1.0,-10.0,-6,2.0
2019-01-01 04:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,17.25463070562928,0.0,0,2,0.0,1,0,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,1.0,-10.0,-6,2.0
2019-01-01 05:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,17.25463070562928,0.0,0,2,0.0,1,0,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,1.0,-10.0,-6,2.0
2019-01-01 06:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,0.0,0.0,0,0,17.25463070562928,1,1,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,1.0,-8.0,-6,2.0
2019-01-01 07:00:00,0.03678929765886285,5.96658046,0,5.96658046,1,0,0,0,0,11.288050245629279,0.0,0,2,0.0,1,0,1,acceptable,5.96658046,0,5.96658046,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,-3,1.0,-10.0,-6,12.0
2019-01-01 08:00:00,0.03678929765886285,32.1457762933,2,0.0,0,0,0,0,0,-17.25463070562928,0.11982382434464776,0,1,34.50926141125856,1,2,1,acceptable,32.1457762933,2,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,6,1.0,36.0,-6,18.0
2019-01-01 09:00:00,0.03678929765886285,47.5150206467,3,0.0,0,0,0,0,0,-17.25463070562928,0.23964764868929553,0,1,34.50926141125856,1,2,1,acceptable,47.5150206467,3,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,9,1.0,48.0,-6,24.0
2019-01-01 10:00:00,0.03678929765886285,62.4906406933,4,0.0,0,0,0,0,0,-17.25463070562928,0.3594714730339433,0,1,34.50926141125856,1,2,1,acceptable,62.4906406933,4,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,9,1.0,48.0,-9,24.0
2019-01-01 11:00:00,0.03678929765886285,63.5027865133,4,0.0,0,0,0,0,0,-17.25463070562928,0.47929529737859106,1,1,0.0,0,0,0,acceptable,63.5027865133,4,0.0,0,-32.25463070562928,2.2546307056292783,-34.509261411258564,0,0,0,2,12,1.0,60.0,5,-15.0
2019-01-01 12:00:00,0.03678929765886285,85.7896011,5,0.0,0,0,0,0,0,-17.25463070562928,0.5991191217232389,1,1,0.0,0,0,1,acceptable,85.7896011,5,0.0,0,-17.25463070562928,17.25463070562928,-34.50926141125856,0,0,1,2,12,1.0,60.0,10,60.0
2019-01-01 13:00:00,0.03678929765886285,85.6420220933,5,0.0,0,0,0,0,0,-17.25463070562928,0.7189429460678867,2,1,0.0,0,0,1,acceptable,85.6420220933,5,0.0,0,-17.25463070562928,17.25463070562928,-34.50926141125856,0,0,1,2,12,1.0,60.0,10,60.0
2019-01-01 14:00:00,0.03678929765886285,73.2580792067,5,0.0,0,0,0,0,0,-17.25463070562928,0.8387667704125344,2,1,0.0,0,0,1,acceptable,73.2580792067,5,0.0,0,-17.25463070562928,17.25463070562928,-34.50926141125856,0,0,1,2,3,1.0,24.0,15,36.0
2019-01-01 15:00:00,0.03678929765886285,36.8728568867,2,0.0,0,0,0,0,0,-17.25463070562928,0.9585905947571821,3,1,0.0,0,0,1,acceptable,36.8728568867,2,0.0,0,-17.25463070562928,17.25463070562928,-34.50926141125856,0,0,1,2,-3,1.0,-9.5,15,18.0
2019-01-01 16:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,0.0,0.9585905947571821,3,0,0.0,0,0,1,acceptable,0.0,0,0.0,0,0.0,17.25463070562928,-17.25463070562928,0,0,1,2,3,1.0,-10.4,15,18.0
2019-01-01 17:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,17.25463070562928,0.8387667704125343,3,2,0.0,0,0,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,1.0,-7.0,36,18.0
2019-01-01 18:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,-17.25463070562928,0.9585905947571821,3,1,0.0,0,0,1,acceptable,0.0,0,0.0,0,-17.25463070562928,17.25463070562928,-34.50926141125856,0,0,1,2,3,1.0,-9.5,15,18.0
2019-01-01 19:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,0,-17.25463070562928,1.0,3,1,0.0,0,0,1,acceptable,0.0,0,0.0,0,-17.25463070562928,17.25463070562928,-34.50926141125856,0,0,1,2,3,1.0,-9.5,15,18.0
2019-01-01 20:00:00,0.03678929765886285,0.0,0,0.0,1,0,0,0,1,17.25463070562928,0.8801761756553522,3,2,0.0,0,0,1,acceptable,0.0,0,0.0,0,17.25463070562928,17.25463070562928,0.0,1,1,1,2,3,-10.39720770839918,-7.0,36,18.0
