episode,step,epsilon,potential_solar#0,action_solar#0,power_solar#0,idx_solar#0,potential_wind#0,action_wind#0,power_wind#0,idx_wind#0,potential_battery#0,action_battery#0,power_battery#0,idx_battery#0,soc_battery#0,soc_idx_battery#0,potential_grid#0,action_grid#0,power_grid#0,idx_grid#0,potential_load#0,action_load#0,power_load#0,idx_load#0,env_price,env_renewable_potential,env_renewable_potential_idx,env_total_renewable,env_total_renewable_idx,env_total_power,env_total_power_idx,env_demand_power,env_demand_power_idx,env_energy_balance,env_energy_balance_idx,env_delta_power_idx,reward_solar#0,reward_wind#0,reward_battery#0,reward_grid#0,reward_load#0
2560,0,0.14638212737579193,0.0,0,0.0,0,2562.8962762603214,1,2562.8962762603214,1,0.0,0,0.0,0,0.24163383760085894,0,9206.634389339677,1,9206.634389339677,4,5884.7653328,1,-5884.7653328,0,15.7570606025,2562.8962762603214,1,2562.8962762603214,1,11769.5306656,5,11769.5306656,5,0.0,0,surplus,1.0,1.0,1.086,1.0,0
2560,1,0.14638212737579193,0.0,0,0.0,0,2228.0350149796773,0,0.0,0,0.0,0,0.0,0,0.24163383760085894,0,9682.7144252,1,9682.7144252,4,4841.3572126,1,-4841.3572126,0,9.1326008337,2228.0350149796773,0,0.0,0,9682.7144252,4,9682.7144252,4,0.0,0,surplus,1.0,1.0,1.086,1.0,0
2560,2,0.14638212737579193,0.0,0,0.0,0,2349.3847422394797,1,2349.3847422394797,1,0.0,0,0.0,0,0.24163383760085894,0,8138.66914276052,0,0.0,0,5244.0269425,1,-5244.0269425,0,6.1814388641,2349.3847422394797,1,2349.3847422394797,1,2349.3847422394797,1,10488.053885,4,-8138.66914276052,0,deficit,1.0,1.0,1.086,-1.5,0
2560,3,0.14638212737579193,0.0,1,0.0,0,2536.8092802503184,1,2536.8092802503184,1,0.0,0,0.0,0,0.24163383760085894,0,7561.529213749682,1,7561.529213749682,3,5099.169247,0,-4999.169247,0,6.1098379288,2536.8092802503184,1,2536.8092802503184,1,10098.338494,4,10098.338494,4,0.0,0,surplus,-1.0,1.0,1.086,1.0,0
2560,4,0.14638212737579193,0.0,0,0.0,0,1392.8545147398363,1,1392.8545147398363,0,0.0,0,0.0,0,0.24163383760085894,0,10333.585471860164,1,10333.585471860164,4,5913.2199933,0,-5813.2199933,0,12.9920558007,1392.8545147398363,0,1392.8545147398363,0,11726.4399866,5,11726.4399866,5,0.0,0,surplus,1.0,-1.0,1.086,1.0,0
2560,5,0.14638212737579193,0.0,0,0.0,0,2015.9169020465652,0,0.0,0,0.0,0,0.0,0,0.24163383760085894,0,12978.2330974,1,12978.2330974,5,6489.1165487,1,-6489.1165487,0,15.547349378,2015.9169020465652,0,0.0,0,12978.2330974,5,12978.2330974,5,0.0,0,surplus,1.0,1.0,1.086,1.0,0
2560,6,0.14638212737579193,0.0,0,0.0,0,1933.369501051541,0,0.0,0,0.0,0,0.0,0,0.24163383760085894,0,15316.1242912,1,15000.0,6,7658.0621456,1,-7658.0621456,0,20.5436324833,1933.369501051541,0,0.0,0,15000.0,6,15316.1242912,6,-316.1242911999998,0,deficit,1.0,1.0,1.086,1.0,0
2560,7,0.14638212737579193,3775.904455054923,1,3775.904455054923,1,1841.07001137624,0,0.0,0,0.0,0,0.0,0,0.24163383760085894,0,14114.097661945078,1,14114.097661945078,6,8945.0010585,1,-8945.0010585,0,23.8017293569,5616.974466431163,2,3775.904455054923,1,17890.002117,7,17890.002117,7,0.0,0,surplus,1.0,1.0,1.086,1.0,0
2560,8,0.14638212737579193,7294.487261474998,1,7294.487261474998,3,2040.3078460938539,0,0.0,0,0.0,0,0.0,0,0.24163383760085894,0,9779.154761125003,1,9779.154761125003,4,8586.8210113,0,-8486.8210113,0,21.1231468441,9334.795107568852,4,7294.487261474998,3,17073.6420226,7,17073.6420226,7,0.0,0,surplus,3.0,1.0,1.086,-0.3,0
2560,9,0.14638212737579193,10315.962815735724,1,10315.962815735724,4,3009.879202723636,1,3009.879202723636,1,0.0,1,0.0,0,0.24163383760085894,0,1021.3800905406406,0,0.0,0,7223.6110545,0,-7123.6110545,0,20.8123359897,13325.84201845936,5,13325.84201845936,5,13325.84201845936,5,14347.222109,6,-1021.3800905406406,0,deficit,4.0,1.0,25.24,0.15,0
