episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph_initial;env_delta_ph_final;env_delta_ph_norm;env_delta_ph_idx;env_real_balance;env_real_balance_norm;env_real_balance_idx
2234;-1;0,000000;;;0,000000;1;;;0,000000;1;0,530886;1;;;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;surplus;0,000000;0,000000;0,000000;;;;;;;
2234;0;0,106042;36362,669109;1,000000;36362,669109;1;0,000000;2,000000;0,000000;1;0,530886;1;0,000000;1,000000;0,000000;0;18,496420;0;0,000000;0;36362,669109;1;36362,669109;1;26029,516779;1;0,000000;0;10333,152330;1;;-1,000000;-1,000000;-1,000000;10333,152330;-26029,516779;-0,086765;-1,000000;10333,152330;0,034444;1,000000
2234;1;0,106042;47400,161998;1,000000;47400,161998;1;0,000000;2,000000;0,000000;1;0,530886;1;0,000000;1,000000;0,000000;0;24,549313;0;0,000000;0;47400,161998;1;47400,161998;1;22861,707384;1;0,000000;0;24538,454614;1;;-1,000000;-1,000000;-1,000000;24538,454614;-22861,707384;-0,076206;-1,000000;24538,454614;0,081795;1,000000
2234;2;0,106042;39065,430186;1,000000;39065,430186;1;0,000000;2,000000;0,000000;1;0,530886;1;0,000000;1,000000;0,000000;0;19,946671;0;0,000000;0;39065,430186;1;39065,430186;1;32854,945587;1;0,000000;0;6210,484599;1;;-1,000000;-1,000000;-1,000000;6210,484599;-32854,945587;-0,109516;-1,000000;6210,484599;0,020702;1,000000
2234;3;0,106042;29169,741728;0,000000;0,000000;1;95026,878815;2,000000;95026,878815;1;0,526927;1;0,000000;1,000000;0,000000;0;58,556012;0;34730,164278;0;0,000000;0;95026,878815;1;95026,878815;1;0,000000;0;0,000000;0;;1,000000;0,166907;-1,000000;-60296,714538;-60296,714538;-0,200989;-1,000000;-95026,878815;-0,316756;-1,000000
2234;4;0,106042;21572,053621;0,000000;0,000000;1;82696,630531;2,000000;82696,630531;1;0,523481;1;0,000000;1,000000;0,000000;0;54,918126;0;29143,159313;0;0,000000;0;82696,630531;1;82696,630531;1;0,000000;0;0,000000;0;;1,000000;0,144300;-1,000000;-53553,471218;-53553,471218;-0,178512;-1,000000;-82696,630531;-0,275655;-1,000000
2234;5;0,106042;24497,827463;0,000000;0,000000;1;92678,706572;2,000000;92678,706572;1;0,519619;1;0,000000;0,000000;0,000000;0;65,070246;0;36327,613171;0;0,000000;0;92678,706572;1;92678,706572;1;0,000000;0;0,000000;0;;1,000000;0,160526;1,000000;-56351,093402;-56351,093402;-0,187837;-1,000000;-92678,706572;-0,308929;-1,000000
2234;6;0,106042;29450,073302;0,000000;0,000000;1;87374,238101;2,000000;87374,238101;1;0,515979;1;0,000000;0,000000;0,000000;0;62,204374;0;44719,321790;0;0,000000;0;87374,238101;1;87374,238101;1;0,000000;0;0,000000;0;;1,000000;0,150278;1,000000;-42654,916312;-42654,916312;-0,142183;-1,000000;-87374,238101;-0,291247;-1,000000
2234;7;0,106042;22890,109119;0,000000;0,000000;1;58436,012724;2,000000;58436,012724;1;0,513544;1;0,000000;0,000000;0,000000;0;46,496002;0;41640,781627;0;0,000000;0;58436,012724;1;58436,012724;1;0,000000;0;0,000000;0;;1,000000;0,100032;1,000000;-16795,231097;-16795,231097;-0,055984;-1,000000;-58436,012724;-0,194787;-1,000000
2234;8;0,106042;16738,429867;0,000000;0,000000;1;59354,850715;2,000000;59354,850715;1;0,511071;1;0,000000;0,000000;0,000000;0;33,842839;0;44053,606973;0;0,000000;0;59354,850715;1;59354,850715;1;0,000000;0;0,000000;0;;1,000000;0,101115;1,000000;-15301,243742;-15301,243742;-0,051004;-1,000000;-59354,850715;-0,197850;-1,000000
