episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph;env_delta_ph_norm;env_delta_ph_idx
534;58;0,492192;51540,321428;1,000000;51540,321428;1;0,000000;1,000000;0,000000;0;0,099870;0;4193,260629;0,000000;0,000000;0;32,129557;0;105036,218511;1;51540,321428;1;51540,321428;1;55733,582056;1;0,000000;0;-4193,260629;0;;1,000000;0,900130;1,000000;49302,636455;0,164342;1,000000
534;59;0,492192;21065,225083;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,099870;0;53174,564740;1,000000;53174,564740;1;31,252801;0;79228,229608;1;0,000000;0;53174,564740;1;53174,564740;1;53174,564740;1;0,000000;0;;-1,000000;0,900130;-1,000000;26053,664868;0,086846;1,000000
534;60;0,492192;27348,665144;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,099870;0;57797,311352;1,000000;57797,311352;1;38,200632;0;96338,393256;1;0,000000;0;57797,311352;1;57797,311352;1;57797,311352;1;0,000000;0;;-1,000000;0,900130;-1,000000;38541,081904;0,128470;1,000000
534;61;0,492192;55963,195951;1,000000;55963,195951;1;14015,107711;1,000000;-14015,107711;0;0,431667;0;0,000000;1,000000;0,000000;0;28,342000;0;136727,013911;1;55963,195951;1;55963,195951;1;55963,195951;1;0,000000;0;0,000000;0;;1,000000;0,568333;-1,000000;94778,925671;0,315930;1,000000
534;62;0,492192;21633,085505;1,000000;21633,085505;1;25202,077016;2,000000;18233,634251;0;0,000000;0;6968,442765;0,000000;0,000000;0;41,696923;0;97426,405117;1;21633,085505;1;39866,719756;1;46835,162521;1;0,000000;0;-6968,442765;0;;1,000000;-1,000000;1,000000;50591,242596;0,168637;1,000000
534;63;0,492192;24390,312881;1,000000;24390,312881;1;0,000000;1,000000;0,000000;0;0,000000;0;22430,499275;0,000000;0,000000;0;33,860652;0;93363,427655;1;24390,312881;1;24390,312881;1;46820,812156;1;0,000000;0;-22430,499275;0;;1,000000;1,000000;1,000000;46542,615499;0,155142;1,000000
534;64;0,492192;35784,333038;1,000000;35784,333038;1;0,000000;1,000000;0,000000;0;0,000000;0;1212,769218;1,000000;1212,769218;1;31,303118;0;94001,350398;1;35784,333038;1;36997,102255;1;36997,102255;1;1212,769218;1;0,000000;0;;1,000000;1,000000;-1,000000;57004,248143;0,190014;1,000000
534;65;0,492192;42716,642779;0,000000;0,000000;1;0,000000;0,000000;0,000000;0;0,000000;0;50471,539050;0,000000;0,000000;0;30,633381;0;90853,332073;1;0,000000;0;0,000000;0;50471,539050;1;0,000000;0;-50471,539050;0;;-1,000000;-1,000000;1,000000;40381,793023;0,134606;1,000000
534;66;0,492192;56985,075087;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;99095,257676;0,000000;0,000000;0;74,810733;0;93787,224709;1;0,000000;0;0,000000;0;99095,257676;1;0,000000;0;-99095,257676;0;;1,000000;-1,000000;1,000000;-5308,032966;-0,017693;-1,000000
534;67;0,492192;49978,730641;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;105235,895663;1,000000;105235,895663;1;80,788187;0;77619,346417;1;0,000000;0;105235,895663;1;105235,895663;1;105235,895663;1;0,000000;0;;1,000000;-1,000000;-1,000000;-27616,549246;-0,092055;-1,000000
