episode,step,epsilon,potential_solar#0,action_solar#0,power_solar#0,idx_solar#0,potential_wind#0,action_wind#0,power_wind#0,idx_wind#0,potential_battery#0,action_battery#0,power_battery#0,idx_battery#0,soc_battery#0,soc_idx_battery#0,potential_grid#0,action_grid#0,power_grid#0,idx_grid#0,potential_load#0,action_load#0,power_load#0,idx_load#0,env_price,env_renewable_potential,env_renewable_potential_idx,env_total_renewable,env_total_renewable_idx,env_total_power,env_total_power_idx,env_demand_power,env_demand_power_idx,env_energy_balance,env_energy_balance_idx,env_delta_power_idx,reward_solar#0,reward_wind#0,reward_battery#0,reward_grid#0,reward_load#0
1977,0,0.3407802600866956,0.0,0,0.0,0,2562.8962762603214,1,2562.8962762603214,1,0.0,0,0.0,0,0.24025754686405376,0,17489.991504539677,0,0.0,0,10026.4438904,1,-10026.4438904,0,24.1859834079,2562.8962762603214,1,2562.8962762603214,1,2562.8962762603214,1,20052.8877808,8,-17489.991504539677,0,deficit,1.0,1.0,1.086,-1.5,0
1977,1,0.3407802600866956,0.0,0,0.0,0,2228.0350149796773,0,0.0,0,0.0,0,0.0,0,0.24025754686405376,0,18155.2963136,1,15000.0,6,9127.6481568,0,-9027.6481568,0,20.6439731187,2228.0350149796773,0,0.0,0,15000.0,6,18155.2963136,8,-3155.2963136,0,deficit,1.0,1.0,1.086,1.0,0
1977,2,0.3407802600866956,0.0,0,0.0,0,2349.3847422394797,1,2349.3847422394797,1,0.0,0,0.0,0,0.24025754686405376,0,14595.632724360523,1,14595.632724360523,6,8522.508733300001,0,-8422.508733300001,0,19.2616029452,2349.3847422394797,1,2349.3847422394797,1,16945.017466600002,7,16945.017466600002,7,0.0,0,surplus,1.0,1.0,1.086,-0.3,0
1977,3,0.3407802600866956,0.0,0,0.0,0,2536.8092802503184,1,2536.8092802503184,1,0.0,0,0.0,0,0.24025754686405376,0,4583.798888149682,1,4583.798888149682,2,3560.3040842,1,-3560.3040842,0,3.100278691,2536.8092802503184,1,2536.8092802503184,1,7120.6081684,3,7120.6081684,3,0.0,0,surplus,1.0,1.0,1.086,1.0,0
1977,4,0.3407802600866956,0.0,0,0.0,0,1392.8545147398363,0,0.0,0,0.0,0,0.0,0,0.24025754686405376,0,9151.186553,1,9151.186553,4,4625.5932765,0,-4525.5932765,0,4.4674188179,1392.8545147398363,0,0.0,0,9151.186553,4,9151.186553,4,0.0,0,surplus,1.0,1.0,1.086,1.0,0
1977,5,0.3407802600866956,0.0,1,0.0,0,2015.9169020465652,0,0.0,0,0.0,0,0.0,0,0.24025754686405376,0,5591.0518554,1,5591.0518554,2,2795.5259277,1,-2795.5259277,0,0.01,2015.9169020465652,0,0.0,0,5591.0518554,2,5591.0518554,2,0.0,0,surplus,-1.0,1.0,1.086,1.0,0
1977,6,0.3407802600866956,0.0,0,0.0,0,1933.369501051541,0,0.0,0,0.0,0,0.0,0,0.24025754686405376,0,8434.9167298,1,8434.9167298,3,4217.4583649,1,-4217.4583649,0,2.8641751044,1933.369501051541,0,0.0,0,8434.9167298,3,8434.9167298,3,0.0,0,surplus,1.0,1.0,1.086,1.0,0
1977,7,0.3407802600866956,3775.904455054923,1,3775.904455054923,1,1841.07001137624,0,0.0,0,6936.756707145078,2,5924.4787795376305,0,0.1,0,1012.277927607447,1,1012.277927607447,0,5356.3305811,1,-5356.3305811,0,7.0858726882,5616.974466431163,2,3775.904455054923,1,10712.6611622,4,10712.6611622,4,0.0,0,surplus,1.0,1.0,-4.414,1.0,0
1977,8,0.3407802600866956,7294.487261474998,1,7294.487261474998,3,2040.3078460938539,0,0.0,0,0.0,1,0.0,0,0.1,0,5496.423147725001,1,5496.423147725001,2,6445.4552046,0,-6345.4552046,0,15.51203643,9334.795107568852,4,7294.487261474998,3,12790.9104092,5,12790.9104092,5,0.0,0,surplus,3.0,1.0,12.62,-0.3,0
1977,9,0.3407802600866956,10315.962815735724,1,10315.962815735724,4,3009.879202723636,1,3009.879202723636,1,0.0,1,0.0,0,0.1,0,1649.319234340639,1,1649.319234340639,0,7537.580626399999,0,-7437.580626399999,0,9.169571221,13325.84201845936,5,13325.84201845936,5,14975.161252799999,6,14975.161252799999,6,0.0,0,surplus,4.0,1.0,25.24,-0.3,0
1977,10,0.3407802600866956,12634.42255203866,1,12634.42255203866,5,1716.7553224657267,0,0.0,0,0.0,1,0.0,0,0.1,0,860.8581965613394,1,860.8581965613394,0,6747.6403743,1,-6747.6403743,0,10.3960320015,14351.177874504388,6,12634.42255203866,5,13495.2807486,5,13495.2807486,5,0.0,0,surplus,5.0,1.0,37.86,-0.3,1
1977,11,0.3407802600866956,14091.867270790648,0,0.0,0,2721.3971625599806,1,2721.3971625599806,1,0.0,1,0.0,0,0.1,0,12374.46596124002,1,12374.46596124002,5,7547.9315619,1,-7547.9315619,0,14.3347659095,16813.26443335063,7,2721.3971625599806,1,15095.8631238,6,15095.8631238,6,0.0,0,surplus,-2.0,1.0,-5.78,1.0,1
1977,12,0.3407802600866956,14588.97452295,1,14588.97452295,6,1269.2186666592695,0,0.0,0,1612.3016178500002,2,0.0,0,0.1,0,1612.3016178500002,1,1612.3016178500002,0,8100.6380704,1,-8100.6380704,0,16.4255718639,15858.19318960927,6,14588.97452295,6,16201.2761408,7,16201.2761408,7,0.0,0,surplus,6.0,1.0,-4.414,-0.3,0
1977,13,0.3407802600866956,14091.867270790648,1,14091.867270790648,6,2007.583466138736,0,0.0,0,0.0,1,0.0,0,0.1,0,386.3438432093517,1,386.3438432093517,0,7239.105557,1,-7239.105557,0,12.9934673007,16099.450736929384,7,14091.867270790648,6,14478.211114,6,14478.211114,6,0.0,0,surplus,6.0,1.0,37.86,-0.3,1
