episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph_initial;env_delta_ph_final;env_delta_ph_norm;env_delta_ph_idx;env_real_balance;env_real_balance_norm;env_real_balance_idx
2181;-1;0,000000;;;0,000000;1;;;0,000000;0;0,346695;0;;;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;surplus;0,000000;0,000000;0,000000;;;;;;;
2181;0;0,127251;79844,796022;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,346695;0;57057,916194;0,000000;0,000000;0;48,721678;0;79844,796022;0;0,000000;0;0,000000;0;57057,916194;1;0,000000;0;-57057,916194;0;;-1,000000;-1,000000;1,000000;22786,879828;22786,879828;0,075956;1,000000;-57057,916194;-0,190193;-1,000000
2181;1;0,127251;39158,178294;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,346695;0;53991,932208;0,000000;0,000000;0;48,697516;0;39158,178294;0;0,000000;0;0,000000;0;53991,932208;1;0,000000;0;-53991,932208;0;;1,000000;-1,000000;1,000000;-14833,753914;-14833,753914;-0,049446;-1,000000;-53991,932208;-0,179973;-1,000000
2181;2;0,127251;74378,139237;0,000000;0,000000;1;28659,566445;2,000000;28659,566445;0;0,345501;0;0,000000;0,000000;0,000000;0;23,986660;0;74378,139237;0;0,000000;0;28659,566445;1;28659,566445;1;0,000000;0;0,000000;0;;-1,000000;-1,000000;1,000000;45718,572792;45718,572792;0,152395;1,000000;-28659,566445;-0,095532;-1,000000
2181;3;0,127251;48252,254987;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,345501;0;27704,828215;0,000000;0,000000;0;21,388677;0;48252,254987;0;0,000000;0;0,000000;0;27704,828215;1;0,000000;0;-27704,828215;0;;-1,000000;-1,000000;1,000000;20547,426773;20547,426773;0,068491;1,000000;-27704,828215;-0,092349;-1,000000
2181;4;0,127251;79114,393080;1,000000;79114,393080;1;51179,466318;1,000000;-51179,466318;0;0,347633;0;0,000000;0,000000;0,000000;0;25,757677;0;0,000000;0;79114,393080;1;79114,393080;1;79114,393080;1;0,000000;0;0,000000;0;;-1,000000;0,652367;1,000000;51179,466318;-27934,926761;-0,093116;-1,000000;51179,466318;0,170598;1,000000
2181;5;0,127251;57719,959072;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,347633;0;21000,000000;0,000000;0,000000;0;36,483813;0;57719,959072;0;0,000000;0;0,000000;0;21000,000000;1;0,000000;0;-21000,000000;0;;-1,000000;-1,000000;1,000000;36719,959072;36719,959072;0,122400;1,000000;-21000,000000;-0,070000;-1,000000
2181;6;0,127251;50394,904073;1,000000;50394,904073;1;20835,749867;1,000000;-20835,749867;0;0,348501;0;0,000000;0,000000;0,000000;0;20,111606;0;0,000000;0;50394,904073;1;50394,904073;1;50394,904073;1;0,000000;0;0,000000;0;;-1,000000;0,651499;1,000000;20835,749867;-29559,154206;-0,098531;-1,000000;20835,749867;0,069452;1,000000
2181;7;0,127251;82029,712474;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,348501;0;29370,545937;0,000000;0,000000;0;27,561431;0;82029,712474;0;0,000000;0;0,000000;0;29370,545937;1;0,000000;0;-29370,545937;0;;-1,000000;-1,000000;1,000000;52659,166536;52659,166536;0,175531;1,000000;-29370,545937;-0,097902;-1,000000
2181;8;0,127251;58331,943083;0,000000;0,000000;1;78061,876755;2,000000;78061,876755;0;0,345249;0;0,000000;0,000000;0,000000;0;52,812077;0;75480,287644;0;0,000000;0;78061,876755;1;78061,876755;1;0,000000;0;0,000000;0;;1,000000;-1,000000;1,000000;-2581,589110;-2581,589110;-0,008605;0,000000;-78061,876755;-0,260206;-1,000000
2181;9;0,127251;37777,692609;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,345249;0;73508,752978;0,000000;0,000000;0;41,220003;0;63816,267989;0;0,000000;0;0,000000;0;73508,752978;1;0,000000;0;-73508,752978;0;;1,000000;-1,000000;1,000000;-9692,484989;-9692,484989;-0,032308;-1,000000;-73508,752978;-0,245029;-1,000000
2181;10;0,127251;18252,998669;1,000000;18252,998669;1;0,000000;1,000000;0,000000;0;0,345249;0;54140,237755;0,000000;0,000000;0;40,995737;0;37619,268221;0;18252,998669;1;18252,998669;1;72393,236423;1;0,000000;0;-54140,237755;0;;-1,000000;-1,000000;1,000000;-16520,969534;-34773,968202;-0,115913;-1,000000;-54140,237755;-0,180467;-1,000000
2181;11;0,127251;50724,068478;1,000000;50724,068478;1;0,000000;1,000000;0,000000;0;0,345249;0;25103,844109;0,000000;0,000000;0;45,671244;0;55427,998758;0;50724,068478;1;50724,068478;1;75827,912587;1;0,000000;0;-25103,844109;0;;1,000000;-1,000000;1,000000;30324,154649;-20399,913829;-0,068000;-1,000000;-25103,844109;-0,083679;-1,000000
2181;12;0,127251;49435,672671;1,000000;49435,672671;1;731,654325;1,000000;-731,654325;0;0,345279;0;0,000000;0,000000;0,000000;0;34,586418;0;68908,843960;0;49435,672671;1;49435,672671;1;49435,672671;1;0,000000;0;0,000000;0;;1,000000;-1,000000;1,000000;69640,498285;20204,825614;0,067349;1,000000;731,654325;0,002439;0,000000
2181;13;0,127251;41073,690160;1,000000;41073,690160;1;0,000000;1,000000;0,000000;0;0,345279;0;15531,389062;0,000000;0,000000;0;40,928652;0;95759,085703;0;41073,690160;1;41073,690160;1;56605,079222;1;0,000000;0;-15531,389062;0;;1,000000;-1,000000;1,000000;80227,696641;39154,006481;0,130513;1,000000;-15531,389062;-0,051771;-1,000000
2181;14;0,127251;25353,250067;1,000000;25353,250067;1;0,000000;1,000000;0,000000;0;0,345279;0;22228,238143;0,000000;0,000000;0;22,949279;0;85537,792041;0;25353,250067;1;25353,250067;1;47581,488210;1;0,000000;0;-22228,238143;0;;1,000000;-1,000000;1,000000;63309,553899;37956,303831;0,126521;1,000000;-22228,238143;-0,074094;-1,000000
2181;15;0,127251;62322,301517;1,000000;62322,301517;1;11270,555200;1,000000;-11270,555200;0;0,345749;0;0,000000;0,000000;0,000000;0;34,672326;0;101766,799129;0;62322,301517;1;62322,301517;1;62322,301517;1;0,000000;0;0,000000;0;;1,000000;0,654251;1,000000;113037,354329;50715,052812;0,169050;1,000000;11270,555200;0,037569;1,000000
2181;16;0,127251;39883,166522;1,000000;39883,166522;1;0,000000;1,000000;0,000000;0;0,345749;0;9204,110676;0,000000;0,000000;0;30,996238;0;93579,688048;0;39883,166522;1;39883,166522;1;49087,277199;1;0,000000;0;-9204,110676;0;;1,000000;-1,000000;1,000000;84375,577372;44492,410849;0,148308;1,000000;-9204,110676;-0,030680;-1,000000
2181;17;0,127251;42430,315090;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,345749;0;41840,225954;0,000000;0,000000;0;28,074932;0;127842,806361;0;0,000000;0;0,000000;0;41840,225954;1;0,000000;0;-41840,225954;0;;-1,000000;-1,000000;1,000000;86002,580406;86002,580406;0,286675;1,000000;-41840,225954;-0,139467;-1,000000
2181;18;0,127251;75514,155247;1,000000;75514,155247;1;26530,971789;1,000000;-26530,971789;0;0,346854;0;0,000000;0,000000;0,000000;0;33,647640;0;80939,501487;0;75514,155247;1;75514,155247;1;75514,155247;1;0,000000;0;0,000000;0;;1,000000;0,653146;1,000000;107470,473276;31956,318029;0,106521;1,000000;26530,971789;0,088437;1,000000
2181;19;0,127251;39436,053850;1,000000;39436,053850;1;0,000000;1,000000;0,000000;0;0,346854;0;7073,822557;0,000000;0,000000;0;42,493212;0;67897,553039;0;39436,053850;1;39436,053850;1;46509,876407;1;0,000000;0;-7073,822557;0;;1,000000;-1,000000;1,000000;60823,730482;21387,676632;0,071292;1,000000;-7073,822557;-0,023579;-1,000000
2181;20;0,127251;56733,441040;1,000000;56733,441040;1;0,000000;1,000000;0,000000;0;0,346854;0;34492,137716;0,000000;0,000000;0;68,939068;0;64514,499681;0;56733,441040;1;56733,441040;1;91225,578757;1;0,000000;0;-34492,137716;0;;1,000000;-1,000000;1,000000;30022,361965;-26711,079076;-0,089037;-1,000000;-34492,137716;-0,114974;-1,000000
