episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph;env_delta_ph_norm;env_delta_ph_idx;env_real_balance;env_real_balance_norm;env_real_balance_idx
1673;-1;0,000000;;;0,000000;1;;;0,000000;0;0,481199;0;;;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;surplus;0,000000;0,000000;0,000000;;;;;;
1673;0;0,098946;40547,765911;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,481199;0;114660,244132;1,000000;114660,244132;1;96,327908;0;40547,765911;0;0,000000;0;114660,244132;1;114660,244132;1;114660,244132;1;0,000000;0;;1,000000;-1,000000;1,000000;-74112,478222;-0,247042;-1,000000;-114660,244132;-0,382201;-1,000000
1673;1;0,098946;23514,171050;1,000000;23514,171050;1;82380,563662;2,000000;82380,563662;0;0,477766;0;0,000000;1,000000;0,000000;0;84,680895;0;23514,171050;0;23514,171050;1;105894,734712;1;105894,734712;1;0,000000;0;0,000000;0;;-1,000000;-1,000000;-1,000000;-82380,563662;-0,274602;-1,000000;-105894,734712;-0,352982;-1,000000
1673;2;0,098946;27261,326069;0,000000;0,000000;1;69658,221920;2,000000;69658,221920;0;0,474864;0;0,000000;1,000000;0,000000;0;60,684532;0;27261,326069;0;0,000000;0;69658,221920;1;69658,221920;1;0,000000;0;0,000000;0;;1,000000;-1,000000;-1,000000;-42396,895851;-0,141323;-1,000000;-46144,050870;-0,153814;-1,000000
1673;3;0,098946;34997,115091;0,000000;0,000000;1;68715,715930;2,000000;68715,715930;0;0,472000;0;0,000000;1,000000;0,000000;0;54,777530;0;34997,115091;0;0,000000;0;68715,715930;1;68715,715930;1;0,000000;0;0,000000;0;;1,000000;-1,000000;-1,000000;-33718,600839;-0,112395;-1,000000;-68715,715930;-0,229052;-1,000000
1673;4;0,098946;57935,356079;1,000000;57935,356079;1;27087,200619;1,000000;-27087,200619;0;0,473129;0;0,000000;0,000000;0,000000;0;27,826944;0;57935,356079;0;57935,356079;1;57935,356079;1;57935,356079;1;0,000000;0;0,000000;0;;1,000000;0,526871;0,200000;27087,200619;0,090291;1,000000;-30848,155460;-0,102827;-1,000000
1673;5;0,098946;21203,411946;0,000000;0,000000;1;32269,435570;2,000000;32269,435570;0;0,471784;0;0,000000;1,000000;0,000000;0;22,329749;0;21203,411946;0;0,000000;0;32269,435570;1;32269,435570;1;0,000000;0;0,000000;0;;1,000000;-1,000000;-1,000000;-11066,023624;-0,036887;-1,000000;25665,920509;0,085553;1,000000
1673;6;0,098946;34240,992753;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,471784;0;31736,196689;1,000000;31736,196689;1;12,692663;0;34240,992753;0;0,000000;0;31736,196689;1;31736,196689;1;31736,196689;1;0,000000;0;;1,000000;-1,000000;-0,250000;2504,796064;0,008349;0,000000;-31736,196689;-0,105787;-1,000000
1673;7;0,098946;25335,068740;0,000000;0,000000;1;29503,275687;2,000000;29503,275687;0;0,470555;0;0,000000;1,000000;0,000000;0;24,426727;0;25335,068740;0;0,000000;0;29503,275687;1;29503,275687;1;0,000000;0;0,000000;0;;1,000000;-1,000000;-1,000000;-4168,206947;-0,013894;-1,000000;-29503,275687;-0,098344;-1,000000
1673;8;0,098946;26633,675962;0,000000;0,000000;1;30219,006194;2,000000;30219,006194;0;0,469296;0;0,000000;1,000000;0,000000;0;12,929997;0;26633,675962;0;0,000000;0;30219,006194;1;30219,006194;1;0,000000;0;0,000000;0;;1,000000;-1,000000;-1,000000;-3585,330232;-0,011951;-1,000000;-30219,006194;-0,100730;-1,000000
