time,epsilon,solar_potential,solar_discrete,solar,solar_state,wind_potential,wind_discrete,wind,wind_state,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,load_state,load_comfort_idx,renewable_potential,renewable_potential_discrete,renewable_power,renewable_power_discrete,total,demand,dif,dif_idx,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-11-05 00:00:00,0.19209604802401203,0.0,0,0.0,0,5.1550318254,2,5.1550318254,1,2.755336007266818,0.5783559952635777,2,2,0.0,0,0,1,expensive,5.1550318254,2,5.1550318254,2,7.910367832666818,7.910367832666818,0.0,1,3,3,14.0,1.0,10.2086415849,-7.0,24.0,12.0
2019-11-05 01:00:00,0.19209604802401203,0.0,0,0.0,0,3.4028805283,1,0.0,0,7.572459963064104,0.5257694677422992,2,2,0.0,0,0,1,expensive,3.4028805283,1,0.0,0,7.572459963064104,7.572459963064104,0.0,1,3,3,9.99,1.0,-16.969811589,-7.0,24.0,12.0
2019-11-05 02:00:00,0.19209604802401203,0.0,0,0.0,0,3.3939623178,1,3.3939623178,1,3.839204907343346,0.4991083225524149,2,2,0.0,0,0,1,expensive,3.3939623178,1,3.3939623178,1,7.233167225143346,7.233167225143346,0.0,1,2,2,9.1,1.0,9.139129871469178,10.662318183380709,5.0,6.0
2019-11-05 02:00:00,0.19209604802401203,0.0,0,0.0,0,3.3939623178,1,3.3939623178,1,3.9430700311966387,0.47172589178021596,1,2,0.0,1,0,0,expensive,3.3939623178,1,3.3939623178,1,-7.6629676510033615,-7.6629676510033615,0.0,1,0,0,9.1,1.0,11.568330960909803,13.496386121061438,-3.0,-6.0
2019-11-05 03:00:00,0.19209604802401203,0.0,0,0.0,0,5.7690780195,2,5.7690780195,1,0.0,0.47172589178021596,1,0,1.3567619109949423,1,0,1,expensive,5.7690780195,2,5.7690780195,2,7.1258399304949425,7.1258399304949425,0.0,1,2,2,8.45,1.0,17.216012980200002,-8.0,-9.0,12.0
2019-11-05 04:00:00,0.19209604802401203,0.0,0,0.0,0,5.7386709934,2,5.7386709934,1,-1.3726278197554809,0.4812580294174068,1,1,0.0,0,0,1,expensive,5.7386709934,2,5.7386709934,2,4.3660431736445195,7.111298813155481,-2.7452556395109617,0,1,2,13.62,1.0,9.139129871469178,36.0,5.0,18.0
2019-11-05 05:00:00,0.19209604802401203,0.0,0,0.0,0,7.6648085257,3,7.6648085257,1,-0.4946528090276514,0.48469311836898776,1,1,0.0,0,0,1,expensive,7.6648085257,3,7.6648085257,3,7.170155716672348,7.170155716672348,0.0,1,2,2,19.99,-0.12381750999999999,32.9428317588,48.0,12.0,24.0
2019-11-05 06:00:00,0.19209604802401203,0.024763502,0,0.0,0,10.9809439196,4,10.9809439196,1,-3.6889197909397877,0.5103106169171807,1,1,0.0,0,0,1,expensive,11.0057074216,4,10.9809439196,4,7.292024128660212,7.292024128660212,0.0,1,2,2,30.0,-8.0,9.139129871469178,60.0,10.0,60.0
2019-11-05 07:00:00,0.19209604802401203,1.348776256,0,0.0,0,11.5266692123,4,11.5266692123,1,-3.93066648782915,0.5376069119715498,2,1,0.0,0,0,1,expensive,12.8754454683,5,11.5266692123,4,7.59600272447085,7.59600272447085,0.0,1,3,3,35.0,-21.3409552735,40.945763842199995,60.0,24.0,60.0
2019-11-05 08:00:00,0.19209604802401203,4.2681910547,1,4.2681910547,1,13.6485879474,5,13.6485879474,1,-10.006411169433182,0.6070958784259468,2,1,0.0,0,0,1,expensive,17.9167790021,5,17.9167790021,5,7.910367832666818,7.910367832666818,0.0,1,3,3,35.01,16.6395847881,43.0890458703,60.0,24.0,60.0
