episode,step,epsilon,potential_solar#0,action_solar#0,power_solar#0,idx_solar#0,potential_battery#0,action_battery#0,power_battery#0,idx_battery#0,soc_battery#0,soc_idx_battery#0,potential_grid#0,action_grid#0,power_grid#0,idx_grid#0,env_price,env_price_idx,env_renewable_potential,env_renewable_potential_idx,env_total_renewable,env_total_renewable_idx,env_total_power,env_total_power_idx,env_demand_power,env_demand_power_idx,env_grid_power,env_grid_power_idx,env_energy_balance,env_energy_balance_idx,env_delta_power_idx,reward_solar#0,reward_battery#0,reward_grid#0,env_delta_ph,env_delta_ph_norm,env_delta_ph_idx
3,29,0.9800671140939597,0.0,0.0,0.0,0,250000.0,2.0,250000.0,1,0.8722188643478777,1,0.0,0.0,0.0,0,1.5,0,0.0,0,0.0,0,250000.0,1,250000.0,1,0.0,0,0.0,0,,1.0,0.7268490536232314,1.0,-250000.0,-0.8333333333333334,-1.0
3,30,0.9800671140939597,0.0,0.0,0.0,0,250000.0,2.0,250000.0,1,0.8521868130658263,1,0.0,0.0,0.0,0,1.5,0,0.0,0,0.0,0,250000.0,1,250000.0,1,0.0,0,0.0,0,,1.0,0.26903132314154016,1.0,-250000.0,-0.8333333333333334,-1.0
3,31,0.9800671140939597,155291.42706151248,0.0,0.0,1,0.0,1.0,0.0,1,0.8521868130658263,1,250000.0,1.0,250000.0,1,1.5,0,155291.42706151248,1,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,1.0,-1.0,-1.0,-94708.57293848752,-0.3156952431282917,-1.0
3,32,0.9800671140939597,299999.99999999994,0.0,0.0,1,250000.0,2.0,250000.0,1,0.8321547617837751,1,0.0,0.0,0.0,0,1.5,0,299999.99999999994,1,0.0,0,250000.0,1,250000.0,1,0.0,0,0.0,0,,-1.0,-1.0,1.0,49999.99999999994,0.16666666666666646,1.0
3,33,0.9800671140939597,424264.0687119285,0.0,0.0,1,0.0,1.0,0.0,1,0.8321547617837751,1,250000.0,0.0,0.0,0,1.5,0,424264.0687119285,1,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,0.16784523821622488,1.0,174264.0687119285,0.5808802290397617,1.0
3,34,0.9800671140939597,519615.2422706631,0.0,0.0,1,0.0,1.0,0.0,1,0.8321547617837751,1,250000.0,1.0,250000.0,1,1.5,0,519615.2422706631,1,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,0.16784523821622488,-1.0,269615.2422706631,0.8987174742355436,1.0
3,35,0.9800671140939597,579555.495773441,1.0,579555.495773441,1,0.0,2.0,0.0,1,0.8321547617837751,1,0.0,0.0,0.0,0,1.5,0,579555.495773441,1,579555.495773441,1,579555.495773441,1,250000.0,1,0.0,0,329555.49577344104,1,,1.0,-1.0,1.0,329555.49577344104,1.0985183192448034,1.0
3,36,0.9800671140939597,600000.0,0.0,0.0,1,0.0,1.0,0.0,1,0.8321547617837751,1,250000.0,0.0,0.0,0,2.0,0,600000.0,1,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,0.16784523821622488,1.0,350000.0,1.1666666666666667,1.0
3,37,0.9800671140939597,579555.495773441,1.0,579555.495773441,1,329555.49577344104,1.0,-329555.49577344104,1,0.8585614521502366,1,0.0,1.0,0.0,0,2.0,0,579555.495773441,1,579555.495773441,1,579555.495773441,1,579555.495773441,1,0.0,0,0.0,0,,1.0,0.1414385478497634,-1.0,0.0,0.0,0.0
3,38,0.9800671140939597,519615.2422706632,1.0,519615.2422706632,1,0.0,2.0,0.0,1,0.8585614521502366,1,0.0,0.0,0.0,0,2.0,0,519615.2422706632,1,519615.2422706632,1,519615.2422706632,1,250000.0,1,0.0,0,269615.2422706632,1,,1.0,-1.0,1.0,269615.2422706632,0.898717474235544,1.0
3,39,0.9800671140939597,424264.0687119286,0.0,0.0,1,0.0,1.0,0.0,1,0.8585614521502366,1,250000.0,1.0,250000.0,1,2.0,0,424264.0687119286,1,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,0.1414385478497634,-1.0,174264.06871192862,0.5808802290397621,1.0
3,40,0.9800671140939597,299999.99999999994,1.0,299999.99999999994,1,49999.99999999994,1.0,-49999.99999999994,1,0.8625678624066468,1,0.0,1.0,0.0,0,2.0,0,299999.99999999994,1,299999.99999999994,1,299999.99999999994,1,299999.99999999994,1,0.0,0,0.0,0,,1.0,0.13743213759335315,-1.0,0.0,0.0,0.0
3,41,0.9800671140939597,155291.42706151263,0.0,0.0,1,250000.0,2.0,250000.0,1,0.8425358111245956,1,0.0,1.0,0.0,0,2.0,0,155291.42706151263,1,0.0,0,250000.0,1,250000.0,1,0.0,0,0.0,0,,1.0,0.7021131759371628,-1.0,-94708.57293848737,-0.3156952431282912,-1.0
3,42,0.9800671140939597,7.34788079488412e-11,1.0,7.34788079488412e-11,1,0.0,0.0,0.0,1,0.8425358111245956,1,249999.9999999999,1.0,249999.9999999999,1,2.0,0,7.34788079488412e-11,0,7.34788079488412e-11,0,250000.0,1,250000.0,1,249999.9999999999,1,0.0,0,,-1.0,-1.0,1.0,-249999.9999999999,-0.833333333333333,-1.0
3,43,0.9800671140939597,0.0,1.0,0.0,0,250000.0,2.0,250000.0,1,0.8225037598425443,1,0.0,1.0,0.0,0,2.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,0.0,0,0.0,0,,-1.0,0.685419799868787,-1.0,-250000.0,-0.8333333333333334,-1.0
3,44,0.9800671140939597,0.0,1.0,0.0,0,0.0,1.0,0.0,1,0.8225037598425443,1,250000.0,1.0,250000.0,1,2.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,45,0.9800671140939597,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.8225037598425443,1,250000.0,1.0,250000.0,1,2.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,46,0.9800671140939597,0.0,0.0,0.0,0,0.0,1.0,0.0,1,0.8225037598425443,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,47,0.9800671140939597,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0.8225037598425443,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,48,0.9800671140939597,0.0,0.0,0.0,0,0.0,1.0,0.0,1,0.8225037598425443,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,49,0.9800671140939597,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0.8225037598425443,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,50,0.9800671140939597,0.0,1.0,0.0,0,0.0,1.0,0.0,1,0.8225037598425443,1,250000.0,1.0,250000.0,1,2.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,51,0.9800671140939597,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0.8225037598425443,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,52,0.9800671140939597,0.0,1.0,0.0,0,250000.0,2.0,250000.0,1,0.8024717085604931,1,0.0,1.0,0.0,0,2.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,0.0,0,0.0,0,,-1.0,0.6687264238004109,-1.0,-250000.0,-0.8333333333333334,-1.0
3,53,0.9800671140939597,0.0,1.0,0.0,0,0.0,1.0,0.0,1,0.8024717085604931,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,54,0.9800671140939597,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0.8024717085604931,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,55,0.9800671140939597,155291.42706151248,0.0,0.0,1,0.0,1.0,0.0,1,0.8024717085604931,1,250000.0,1.0,250000.0,1,2.0,0,155291.42706151248,1,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,1.0,-1.0,-1.0,-94708.57293848752,-0.3156952431282917,-1.0
3,56,0.9800671140939597,299999.99999999994,1.0,299999.99999999994,1,49999.99999999994,1.0,-49999.99999999994,1,0.8064781188169033,1,0.0,0.0,0.0,0,2.0,0,299999.99999999994,1,299999.99999999994,1,299999.99999999994,1,299999.99999999994,1,0.0,0,0.0,0,,1.0,0.19352188118309666,1.0,0.0,0.0,0.0
