episode;mean_demand_power;mean_energy_balance;mean_renewable_power;mean_total_power;total_reward_wind;total_reward_battery;total_reward_grid;wind_activation_rate;battery_charge_rate;battery_discharge_rate;grid_import_rate
1334;59248,205313;-44493,877001;9433,559521;14754,328312;87,000000;-68,588855;81,000000;0,197917;0,843750;0,083333;0,041667
1335;79105,586380;-21606,119804;53751,330321;57499,466576;87,000000;10,472379;85,000000;0,666667;0,958333;0,031250;0,052083
1336;63265,956981;-25888,467271;31016,519824;37377,489710;93,000000;-41,233752;75,000000;0,447917;0,781250;0,125000;0,083333
1337;63810,563310;-18424,811232;36974,359372;45385,752078;71,000000;-19,372396;83,000000;0,552083;0,750000;0,114583;0,083333
1338;68737,642340;-55357,031701;7146,591679;13380,610639;85,000000;-78,499961;77,000000;0,187500;0,822917;0,062500;0,052083
1339;65113,989358;-5510,751647;16585,293129;59603,237711;77,000000;-18,816501;77,000000;0,312500;0,145833;0,812500;0,062500
134;67163,401224;-21189,499148;11209,732243;45973,902075;5,000000;-89,738186;13,000000;0,468750;0,375000;0,281250;0,395833
1340;51222,357870;7252,811943;25507,920401;58475,169813;91,000000;-39,564186;81,000000;0,458333;0,041667;0,916667;0,072917
1341;58327,463954;15447,769107;41432,943750;73775,233061;83,000000;-41,742890;87,000000;0,541667;0,062500;0,885417;0,031250
1342;72557,125692;-28794,837717;38967,223599;43762,287974;89,000000;-21,612358;83,000000;0,520833;0,843750;0,104167;0,031250
1343;58336,655799;-40407,187743;11990,733540;17929,468057;83,000000;-65,915911;73,000000;0,260417;0,854167;0,062500;0,083333
1344;73082,407218;-57704,900833;12717,680499;15377,506385;87,000000;-55,423198;83,000000;0,250000;0,916667;0,041667;0,031250
1345;50735,102268;10092,183902;26660,278152;60827,286170;87,000000;-28,880664;85,000000;0,416667;0,031250;0,947917;0,052083
1346;68305,164350;-56972,278728;6582,671360;11332,885622;93,000000;-74,733916;73,000000;0,166667;0,843750;0,041667;0,052083
1347;71659,508466;-21081,588771;11493,501369;50577,919694;89,000000;-39,116183;71,000000;0,208333;0,302083;0,635417;0,072917
1348;58481,328757;-43072,070005;11055,602745;15409,258752;91,000000;-63,782190;77,000000;0,260417;0,885417;0,052083;0,062500
1349;65555,103718;-9114,581701;2272,311659;56440,522017;75,000000;-3,467439;91,000000;0,093750;0,125000;0,822917;0,020833
135;68990,202712;-23274,268338;8544,933310;45715,934374;19,000000;-93,000000;13,750000;0,395833;0,312500;0,312500;0,416667
1350;69789,007194;-50155,375831;1954,194025;19633,631362;85,000000;-91,336100;43,750000;0,072917;0,583333;0,177083;0,062500
1351;73159,169984;-52562,540767;13130,178944;20596,629217;85,000000;-71,114416;65,000000;0,239583;0,791667;0,052083;0,062500
1352;67047,166306;-31592,637848;30005,120018;35454,528458;81,000000;-31,458740;79,750000;0,437500;0,843750;0,093750;0,052083
1353;57146,929253;20439,614409;49878,825544;77586,543662;91,000000;-51,764751;87,000000;0,614583;0,020833;0,958333;0,041667
1354;69865,142510;-48496,774653;15376,015862;21368,367857;83,000000;-63,255449;81,000000;0,250000;0,854167;0,072917;0,031250
1355;74390,314892;-19235,249412;51380,388171;55155,065479;79,000000;8,253028;87,000000;0,666667;0,875000;0,083333;0,031250
1356;58140,403344;10210,229297;46092,335390;68350,632640;81,000000;-42,866621;87,000000;0,583333;0,177083;0,781250;0,031250
1357;72485,682253;-62935,483818;2332,424637;9550,198435;79,000000;-93,000000;33,750000;0,104167;0,625000;0,072917;0,041667
1358;74992,526802;-25335,880515;40022,892075;49656,646287;89,000000;-30,879676;77,000000;0,489583;0,791667;0,135417;0,093750
1359;69844,851962;-28658,189598;38754,295013;41186,662364;83,000000;-33,309320;87,000000;0,489583;0,906250;0,052083;0,031250
136;66086,402523;-16393,194472;10605,611583;49693,208051;15,000000;-51,728352;11,250000;0,468750;0,312500;0,354167;0,479167
1360;73088,297597;-43160,918705;23637,150789;29927,378892;85,000000;-50,362109;81,000000;0,333333;0,895833;0,052083;0,062500
1361;66655,609920;-56200,053829;7103,206196;10455,556091;89,000000;-72,019228;81,000000;0,166667;0,927083;0,031250;0,041667
1362;70883,987496;-48587,867306;1124,826231;22296,120189;87,000000;-91,129715;45,000000;0,041667;0,510417;0,250000;0,072917
1363;60939,829083;-7736,050737;37674,917036;53203,778346;83,000000;-37,368430;85,000000;0,468750;0,562500;0,354167;0,010417
1364;63408,670935;-21176,184741;38906,060452;42232,486194;87,000000;6,803165;77,000000;0,593750;0,895833;0,062500;0,062500
1365;62322,686589;-40576,933257;17089,158659;21745,753332;89,000000;-41,349660;67,000000;0,322917;0,854167;0,020833;0,041667
1366;60679,716086;-35819,863595;21708,649876;24859,852491;89,000000;-27,858145;79,000000;0,395833;0,875000;0,041667;0,052083
1367;73054,246296;-55129,645157;15107,023950;17924,601139;85,000000;-67,269580;89,000000;0,270833;0,875000;0,072917;0,020833
1368;72424,100634;-8890,088230;3724,551089;63534,012404;89,000000;-9,456958;65,000000;0,093750;0,093750;0,843750;0,104167
1369;60896,760654;-43906,766144;11350,301449;16989,994510;85,000000;-63,275064;79,000000;0,270833;0,895833;0,031250;0,041667
137;67879,688418;-22157,454388;11202,490211;45722,234030;3,000000;-89,725829;-2,250000;0,468750;0,395833;0,250000;0,500000
1370;62814,870568;-32975,334528;25164,802543;29839,536040;91,000000;-29,715661;79,000000;0,375000;0,906250;0,052083;0,062500
1371;60879,470611;-46954,358780;9508,767080;13925,111831;83,000000;-65,294491;61,000000;0,208333;0,843750;0,041667;0,083333
1372;71712,553461;-50906,226585;3222,192489;20806,326876;87,000000;-86,401281;57,000000;0,104167;0,552083;0,260417;0,041667
1373;60513,925968;-31505,553544;26334,408966;29008,372425;83,000000;-29,878969;71,000000;0,479167;0,854167;0,020833;0,031250
1374;69577,595054;-2550,551786;13738,055631;67027,043268;85,000000;-15,266206;77,000000;0,250000;0,062500;0,864583;0,041667
1375;68416,215290;-56444,114181;9600,054299;11972,101110;91,000000;-64,859290;83,000000;0,187500;0,916667;0,020833;0,020833
1376;71179,755578;-19240,221466;50480,269415;51939,534112;85,000000;-9,955542;73,000000;0,645833;0,822917;0,020833;0,041667
1377;58065,100987;18551,832765;44196,892456;76616,933752;89,000000;-44,028747;87,000000;0,572917;0,031250;0,958333;0,041667
1378;74240,767637;-61931,374063;7825,106227;12309,393574;87,000000;-67,287210;85,000000;0,187500;0,885417;0,010417;0,072917
1379;53008,680727;24323,037928;54077,693179;77331,718655;85,000000;-55,014085;71,000000;0,635417;0,020833;0,937500;0,125000
138;54490,628143;-9287,949289;25717,061790;45202,678854;5,000000;-83,224847;-5,500000;0,520833;0,302083;0,354167;0,447917
1380;64714,602528;7117,303787;26012,562543;71831,906315;81,000000;-25,031707;77,000000;0,385417;0,010417;0,916667;0,052083
1381;66768,103492;-38207,479328;13344,864987;28560,624164;87,000000;-59,279191;81,000000;0,229167;0,645833;0,281250;0,020833
1382;63561,376931;-52358,984761;6753,110333;11202,392170;89,000000;-77,563486;57,000000;0,166667;0,750000;0,041667;0,041667
1383;71478,317715;-28845,022693;37218,489148;42633,295022;87,000000;-25,938071;87,000000;0,510417;0,885417;0,083333;0,020833
1384;63278,008525;-9123,403912;33020,605439;54154,604612;83,000000;-33,937790;85,000000;0,406250;0,489583;0,489583;0,052083
1385;52809,064345;12746,768495;33811,034437;65555,832840;87,000000;-38,520710;87,000000;0,500000;0,031250;0,906250;0,031250
1386;70017,737936;-47136,551543;2321,142022;22881,186393;89,000000;-91,375381;41,000000;0,072917;0,427083;0,270833;0,031250
1387;64490,334358;-31918,424948;25805,788077;32571,909410;91,000000;-40,990085;81,000000;0,406250;0,885417;0,072917;0,052083
1388;74930,925144;-17132,002892;55449,517343;57798,922252;83,000000;23,383148;81,000000;0,697917;0,843750;0,052083;0,010417
1389;75094,046416;-49023,727359;25749,129796;26070,319056;93,000000;-36,952766;89,000000;0,364583;0,937500;0,020833;0,000000
139;58034,266239;-11960,379958;14063,281405;46073,886281;11,000000;-57,325735;7,750000;0,489583;0,302083;0,333333;0,520833
1390;61553,245490;-53086,084202;5092,990543;8467,161288;89,000000;-77,070941;81,000000;0,125000;0,906250;0,041667;0,031250
1391;73843,174157;-17222,341011;52259,473714;56620,833146;93,000000;-7,225262;83,000000;0,666667;0,812500;0,125000;0,031250
1392;66970,337274;-19387,648949;39082,833784;47582,688325;91,000000;-26,739912;79,000000;0,572917;0,843750;0,125000;0,083333
1393;81179,802660;-24758,322785;53975,901023;56421,479876;89,000000;8,005840;79,000000;0,656250;0,875000;0,041667;0,020833
1394;74960,403418;-31629,317381;39197,742779;43331,086037;91,000000;-41,706530;83,000000;0,500000;0,875000;0,083333;0,052083
1395;66739,606343;-7844,390421;3703,441940;58895,215922;87,000000;-4,874410;89,000000;0,114583;0,072917;0,895833;0,010417
1396;60502,658320;14064,168865;37123,260701;74566,827186;87,000000;-34,769642;91,000000;0,447917;0,052083;0,927083;0,010417
1397;71551,729889;-61263,170341;959,381275;10288,559548;93,000000;-93,364334;71,000000;0,031250;0,822917;0,093750;0,052083
1398;53683,611350;13615,689049;34584,980427;67299,300399;95,000000;-40,345075;85,000000;0,500000;0,010417;0,947917;0,041667
1399;70027,793441;-44682,932492;1518,979063;25344,860950;87,000000;-91,769085;19,000000;0,062500;0,437500;0,229167;0,135417
14;65531,435785;-12930,299402;24632,926211;52601,136383;9,000000;-85,134285;-6,250000;0,468750;0,375000;0,250000;0,552083
140;54511,587785;-8173,075864;24679,572089;46338,511921;9,000000;-82,493227;3,000000;0,583333;0,364583;0,375000;0,458333
1400;75744,410948;-26736,431144;47818,858477;49007,979804;93,000000;16,957150;81,000000;0,614583;0,927083;0,010417;0,031250
1401;51160,501474;10771,641832;26245,818313;61932,143305;93,000000;-30,662925;83,000000;0,395833;0,020833;0,937500;0,052083
1402;65295,313200;-58788,531747;3721,311431;6506,781454;85,000000;-84,505527;81,000000;0,114583;0,906250;0,031250;0,020833
1403;79600,223643;-20643,547496;56477,690421;58956,676147;89,000000;5,983708;77,000000;0,656250;0,885417;0,041667;0,041667
1404;59250,391256;17848,395905;41785,071378;77098,787161;93,000000;-41,154342;93,000000;0,500000;0,031250;0,947917;0,010417
1405;70775,161911;-29479,489516;2102,534458;41295,672394;89,000000;-34,553461;83,000000;0,072917;0,343750;0,593750;0,010417
1406;62644,786351;-16169,098254;4248,419059;46475,688097;87,000000;-18,831766;87,000000;0,125000;0,229167;0,739583;0,020833
1407;65692,176779;-54834,364592;2820,908397;10857,812187;93,000000;-87,454058;63,000000;0,083333;0,791667;0,083333;0,052083
1408;61543,665311;-32905,144941;9594,518539;28638,520370;85,000000;-70,306083;57,000000;0,208333;0,468750;0,333333;0,041667
1409;66797,161120;-10238,283875;2148,499275;56558,877245;85,000000;-0,652068;75,750000;0,083333;0,083333;0,843750;0,041667
141;58928,740742;-13881,628236;21115,291221;45047,112506;9,000000;-80,069513;7,000000;0,500000;0,427083;0,270833;0,437500
1410;80183,375396;-28849,004990;48088,277198;51334,370406;93,000000;-3,999883;73,000000;0,572917;0,864583;0,010417;0,031250
1411;68092,435022;-59149,487757;2855,325697;8942,947265;87,000000;-88,478551;73,000000;0,083333;0,791667;0,052083;0,072917
1412;53752,632163;2159,397121;12612,793130;55912,029284;87,000000;-17,246721;85,000000;0,291667;0,041667;0,947917;0,052083
1413;61712,395674;9294,551546;26283,086000;71006,947220;89,000000;-26,927708;75,000000;0,385417;0,000000;0,958333;0,072917
1414;75596,362055;-46043,131322;24376,396257;29553,230733;91,000000;-42,027971;87,000000;0,333333;0,916667;0,010417;0,062500
1415;65740,966899;-31960,603270;27937,142061;33780,363628;85,000000;-28,651867;87,000000;0,427083;0,854167;0,052083;0,083333
1416;67085,238742;-41529,346892;2043,809424;25555,891850;93,000000;-63,659911;79,000000;0,062500;0,572917;0,322917;0,072917
1417;63902,528267;-32144,698632;1719,200257;31757,829635;83,000000;-95,000000;27,000000;0,083333;0,312500;0,302083;0,250000
1418;71705,997540;-53675,826256;2101,915480;18030,171284;87,000000;-89,402371;65,000000;0,062500;0,625000;0,187500;0,104167
1419;59809,721662;21069,735888;51972,355003;80879,457551;93,000000;-95,000000;77,000000;0,625000;0,020833;0,916667;0,104167
142;69656,054571;-21454,298340;13192,600887;48201,756231;9,000000;-55,666783;-1,000000;0,489583;0,312500;0,333333;0,468750
1420;58297,483660;-22323,664441;5124,401736;35973,819219;93,000000;-89,149521;35,000000;0,125000;0,250000;0,510417;0,135417
1421;66740,304889;-54617,627418;2306,519397;12122,677471;91,000000;-79,351841;79,000000;0,072917;0,812500;0,104167;0,072917
1422;69269,676547;-11083,929246;41822,916712;58185,747300;91,000000;-29,339222;89,000000;0,489583;0,635417;0,343750;0,031250
1423;63961,973612;-51121,276860;8820,672365;12840,696752;91,000000;-66,250530;85,000000;0,208333;0,885417;0,052083;0,020833
1424;67818,175704;-96,188807;8190,354389;67721,986897;95,000000;-5,335563;81,000000;0,187500;0,020833;0,947917;0,062500
1425;73296,761887;-55398,919645;5211,791539;17897,842242;89,000000;-70,859632;91,000000;0,135417;0,854167;0,135417;0,020833
1426;72270,918568;-59027,876185;8956,962712;13243,042383;91,000000;-65,270460;87,000000;0,187500;0,937500;0,041667;0,031250
1427;67069,208112;-54105,678247;1770,290823;12963,529866;95,000000;-88,952426;77,000000;0,041667;0,822917;0,114583;0,041667
1428;76047,922944;-32508,989799;41797,235758;43538,933145;93,000000;-8,761794;87,000000;0,541667;0,947917;0,020833;0,020833
1429;68888,268089;-60324,935271;6930,169126;8563,332818;95,000000;-65,223954;89,000000;0,177083;0,979167;0,010417;0,031250
143;66971,263736;-28713,863256;7617,546005;38257,400480;21,000000;-91,213974;-2,250000;0,416667;0,385417;0,270833;0,385417
1430;81079,128027;-25476,545906;54270,459430;55602,582122;87,000000;-1,071333;85,000000;0,645833;0,958333;0,020833;0,052083
1431;54848,817177;23390,906842;54839,742701;78239,724019;93,000000;-58,526919;89,000000;0,666667;0,000000;0,968750;0,020833
1432;63459,089784;67,012794;3761,363384;63526,102578;95,000000;2,675649;93,000000;0,093750;0,010417;0,968750;0,000000
1433;63427,685710;10206,850687;28776,642069;73634,536397;91,000000;-30,372828;87,000000;0,395833;0,010417;0,958333;0,020833
1434;55010,985226;6439,804841;24501,915926;61450,790068;87,000000;-31,755620;89,000000;0,395833;0,052083;0,906250;0,020833
1435;63443,073944;-2806,411151;2145,937580;60636,662793;85,000000;7,666570;87,000000;0,083333;0,020833;0,947917;0,020833
1436;76843,825900;-41108,563783;32302,394686;35735,262116;93,000000;-38,370434;83,000000;0,416667;0,947917;0,010417;0,041667
1437;73457,604076;-30932,860579;39906,626271;42524,743498;89,000000;-24,884421;91,000000;0,479167;0,958333;0,020833;0,020833
1438;69142,796490;-35008,829280;5798,647220;34133,967210;93,000000;-42,590579;83,000000;0,135417;0,583333;0,385417;0,041667
1439;73510,423250;-65816,426040;6149,163752;7693,997211;85,000000;-78,915388;85,000000;0,166667;0,916667;0,031250;0,010417
144;69144,164487;-22064,205138;10794,702419;47079,959348;7,000000;-54,731998;17,750000;0,468750;0,364583;0,354167;0,375000
1440;76036,783207;-22698,570897;49654,425792;53338,212310;91,000000;-8,804683;87,000000;0,614583;0,906250;0,052083;0,031250
1441;67243,041438;-21367,905101;1892,927228;45875,136337;93,000000;-21,296626;73,000000;0,052083;0,208333;0,687500;0,020833
1442;72822,499815;-31161,171309;39893,665415;41661,328506;91,000000;-20,922315;91,000000;0,468750;0,937500;0,041667;0,020833
1443;65260,879763;-34599,078180;7273,825654;30661,801583;93,000000;-57,711036;85,000000;0,166667;0,604167;0,375000;0,041667
1444;67493,257023;-36398,140237;29502,242120;31095,116786;91,000000;-18,573427;89,000000;0,447917;0,958333;0,020833;0,020833
1445;65971,596681;-55217,516817;2324,656788;10754,079864;93,000000;-95,000000;61,000000;0,072917;0,645833;0,156250;0,010417
1446;68822,121799;-26978,221610;40782,138457;41843,900190;95,000000;3,139233;91,000000;0,572917;0,947917;0,020833;0,010417
1447;75614,143193;-19061,211910;53795,862789;56552,931283;87,000000;26,713073;95,000000;0,697917;0,937500;0,052083;0,000000
1448;60033,157594;-14130,177007;42523,925726;45902,980586;91,000000;-39,462011;95,000000;0,583333;0,708333;0,260417;0,000000
1449;52123,027565;14119,684345;38669,728301;66242,711910;95,000000;-45,202710;87,000000;0,489583;0,020833;0,937500;0,010417
145;55252,276723;445,253435;35725,728417;55697,530158;11,000000;-75,023410;3,000000;0,489583;0,312500;0,364583;0,500000
1450;51469,575859;23035,897443;55006,389214;74505,473303;91,000000;-63,035292;89,000000;0,687500;0,020833;0,958333;0,020833
1451;54383,819163;11246,478968;28841,926299;65630,298131;93,000000;-34,879960;93,000000;0,437500;0,010417;0,979167;0,010417
1452;63577,907721;-32944,359178;25178,328809;30633,548543;95,000000;-40,755857;93,000000;0,364583;0,854167;0,114583;0,000000
1453;75344,949796;-21124,770099;48083,093283;54220,179696;91,000000;-23,138603;93,000000;0,604167;0,885417;0,104167;0,010417
1454;66720,693035;-33578,037705;29957,063558;33142,655329;95,000000;-42,626233;93,000000;0,447917;0,916667;0,062500;0,010417
1455;77824,818796;-24611,583447;53213,235349;53213,235349;95,000000;6,296293;89,000000;0,656250;0,968750;0,000000;0,020833
1456;77259,454429;-31486,496811;41792,504885;45772,957618;95,000000;-37,826019;93,000000;0,520833;0,916667;0,041667;0,010417
1457;59950,410487;-47475,300520;11180,038793;12475,109967;95,000000;-57,735872;89,000000;0,229167;0,989583;0,000000;0,031250
1458;60953,016599;-20420,095726;10416,455813;40532,920873;93,000000;-39,402502;81,000000;0,229167;0,364583;0,593750;0,041667
1459;56495,043273;2228,850249;9135,074548;58723,893522;93,000000;-4,916148;93,000000;0,187500;0,010417;0,968750;0,000000
146;57519,301959;-5677,555445;29052,055925;51841,746514;19,000000;-77,659396;13,250000;0,572917;0,260417;0,291667;0,479167
1460;55815,154289;14517,362937;33439,332528;70332,517226;93,000000;-32,678888;93,000000;0,468750;0,010417;0,968750;0,010417
1461;67904,978062;-45047,115940;2151,399328;22857,862123;95,000000;-93,367735;45,000000;0,052083;0,458333;0,270833;0,020833
1462;68591,139118;-7148,739256;54228,893676;61442,399862;95,000000;-24,675194;81,000000;0,666667;0,656250;0,177083;0,020833
1463;76972,693253;-19559,359179;51668,870284;57413,334074;93,000000;-10,372574;93,000000;0,635417;0,895833;0,083333;0,010417
1464;68887,673170;-18322,329221;1072,384323;50565,343949;93,000000;-20,642026;83,000000;0,031250;0,270833;0,687500;0,031250
1465;74301,446051;-34699,507265;38090,235585;39601,938786;95,000000;-15,880642;93,000000;0,500000;0,968750;0,010417;0,010417
1466;65484,188222;-29582,210701;2874,237624;35901,977521;95,000000;-41,238394;91,000000;0,083333;0,447917;0,541667;0,020833
1467;75860,272014;-57124,816399;17512,293454;18735,455616;95,000000;-44,368864;93,000000;0,281250;0,989583;0,000000;0,010417
1468;71460,115089;-65689,856620;5770,258469;5770,258469;91,000000;-72,985280;95,000000;0,145833;0,989583;0,000000;0,000000
1469;67500,240965;-49665,677563;1913,376534;17834,563402;93,000000;-89,569831;81,000000;0,062500;0,739583;0,197917;0,041667
147;68910,179824;-19369,104761;11264,738958;49541,075063;27,000000;-85,353244;1,250000;0,458333;0,333333;0,322917;0,489583
1470;71938,942953;-586,853865;4787,779978;71352,089089;91,000000;5,911114;91,000000;0,114583;0,000000;0,968750;0,000000
1471;66735,366214;-1000,454898;2379,945816;65734,911316;95,000000;7,883935;89,000000;0,062500;0,020833;0,968750;0,031250
1472;70859,475060;2629,267062;11278,829923;73488,742122;95,000000;-7,911702;91,000000;0,208333;0,010417;0,968750;0,010417
1473;73854,699872;-47737,096884;24612,902880;26117,602988;91,000000;-39,412550;87,000000;0,375000;0,864583;0,020833;0,000000
1474;74779,545385;-50548,879382;23637,678782;24230,666003;93,000000;-39,139964;93,000000;0,343750;0,947917;0,010417;0,000000
1475;62562,980708;-60246,344887;1959,445093;2316,635821;95,000000;-85,923554;89,000000;0,052083;0,968750;0,000000;0,010417
1476;69890,663504;-38823,149546;30776,525138;31067,513958;93,000000;-25,669236;95,000000;0,427083;0,979167;0,010417;0,000000
1477;72126,712633;-34936,408800;1636,026059;37190,303833;95,000000;-37,534712;93,000000;0,041667;0,458333;0,520833;0,000000
1478;79047,894490;-38054,437922;40184,071503;40993,456568;93,000000;-16,011864;93,000000;0,468750;0,968750;0,020833;0,010417
1479;78031,817931;-36251,832231;41779,985700;41779,985700;95,000000;-4,944467;95,000000;0,520833;0,989583;0,000000;0,000000
148;63980,523147;-1355,357893;48053,083831;62625,165253;17,000000;-58,385173;18,500000;0,583333;0,406250;0,260417;0,395833
1480;62652,683801;1821,444207;9013,682461;64474,128008;93,000000;-5,851357;93,000000;0,208333;0,020833;0,968750;0,010417
1481;54757,391055;-332,230063;39871,270394;54425,160992;93,000000;-35,280274;91,000000;0,593750;0,354167;0,635417;0,020833
1482;59373,835979;-37274,181635;20976,639050;22099,654344;91,000000;-37,462387;93,000000;0,375000;0,979167;0,010417;0,010417
1483;62017,212920;-49396,612874;10866,211048;12620,600046;93,000000;-58,200620;93,000000;0,218750;0,968750;0,020833;0,010417
1484;66797,523047;-59282,093621;2341,979211;7515,429426;95,000000;-83,781909;93,000000;0,062500;0,906250;0,072917;0,000000
1485;63068,142278;-904,835198;25530,295007;62163,307081;95,000000;-39,432178;95,000000;0,364583;0,177083;0,812500;0,000000
1486;67237,500418;-7798,139681;719,672785;59439,360737;95,000000;-7,007589;85,000000;0,020833;0,083333;0,854167;0,000000
1487;71889,139362;-34642,001114;2449,743355;37247,138249;93,000000;-95,000000;23,000000;0,072917;0,270833;0,385417;0,239583
1488;72751,829864;-55008,335329;5766,947766;17743,494536;95,000000;-64,550300;77,000000;0,125000;0,760417;0,177083;0,062500
1489;66897,197096;-57287,616591;8180,307805;9609,580505;93,000000;-66,835400;93,000000;0,187500;0,968750;0,020833;0,010417
149;62240,264358;-10246,612824;20738,688427;51993,651534;29,000000;-44,576389;2,500000;0,447917;0,312500;0,447917;0,416667
1490;75502,303949;-22074,829493;50230,510098;53427,474456;93,000000;12,938817;95,000000;0,625000;0,927083;0,062500;0,000000
1491;60132,597513;18655,551802;39647,533091;78788,149314;95,000000;-36,662500;93,000000;0,489583;0,000000;0,989583;0,010417
1492;65385,655232;-61358,970533;1684,960344;4026,684698;95,000000;-85,167408;95,000000;0,052083;0,916667;0,072917;0,000000
1493;74792,197517;-62014,363359;11278,829923;12777,834159;95,000000;-64,768606;93,000000;0,208333;0,968750;0,020833;0,010417
1494;66450,123063;478,209021;1770,290823;66928,332084;95,000000;10,219365;95,000000;0,041667;0,000000;0,989583;0,000000
1495;68739,624246;-64221,908860;2213,144247;4517,715386;95,000000;-83,282447;93,000000;0,062500;0,937500;0,052083;0,010417
1496;69028,422595;-61878,548823;781,589708;7149,873772;95,000000;-91,850558;77,000000;0,020833;0,802083;0,093750;0,000000
1497;47453,577474;12400,648388;53693,134621;59854,225862;95,000000;-95,000000;63,000000;0,729167;0,000000;0,093750;0,000000
1498;65246,013935;-23162,073660;19870,020670;42083,940274;95,000000;-95,000000;-31,000000;0,291667;0,020833;0,031250;0,531250
1499;54576,796308;-1111,915433;29186,590318;53464,880875;95,000000;-68,349036;-7,000000;0,375000;0,041667;0,406250;0,447917
15;63248,182847;-9833,455231;35351,987576;53414,727615;1,000000;-80,460226;-3,000000;0,520833;0,260417;0,364583;0,427083
150;57641,490043;-12915,109743;22191,952303;44726,380301;15,000000;-48,614053;4,500000;0,427083;0,333333;0,447917;0,395833
151;58049,212801;-995,752459;42178,501086;57053,460343;13,000000;-72,372664;14,500000;0,562500;0,343750;0,364583;0,343750
152;65598,384846;-7631,766184;35271,244491;57966,618662;1,000000;-67,746716;16,500000;0,468750;0,427083;0,312500;0,416667
153;57253,115712;-2293,600284;34694,062027;54959,515428;5,000000;-65,333444;-14,250000;0,562500;0,354167;0,354167;0,510417
154;62183,357396;-3438,904764;39252,365324;58744,452632;-3,000000;-67,982779;3,750000;0,531250;0,395833;0,250000;0,437500
155;64690,010735;-13725,328888;28245,926805;50964,681846;19,000000;-79,992954;7,000000;0,479167;0,354167;0,270833;0,447917
156;68188,245859;-8123,867509;30678,509901;60064,378350;15,000000;-76,349814;7,000000;0,562500;0,406250;0,385417;0,510417
157;63523,969928;-1861,997690;42177,814265;61661,972238;19,000000;-59,522512;-19,000000;0,583333;0,302083;0,416667;0,531250
158;55242,713751;-9986,401391;16359,350628;45256,312360;19,000000;-87,872687;1,750000;0,500000;0,322917;0,364583;0,479167
159;67335,774499;-15282,156429;25873,620030;52053,618070;29,000000;-82,283892;-16,250000;0,531250;0,312500;0,302083;0,489583
16;69176,758737;-12118,966604;18194,795932;57057,792133;7,000000;-49,651244;3,000000;0,458333;0,229167;0,458333;0,489583
160;63873,836981;-10663,185741;30301,578486;53210,651240;3,000000;-47,030932;25,000000;0,447917;0,343750;0,395833;0,333333
161;59357,375522;-5694,468621;29126,115797;53662,906901;5,000000;-59,469469;15,000000;0,468750;0,302083;0,375000;0,489583
162;66920,830137;-14087,771223;20777,803605;52833,058915;17,000000;-80,882150;-13,000000;0,447917;0,447917;0,291667;0,479167
163;66128,952672;-6916,879753;28743,824437;59212,072918;15,000000;-76,783318;-8,750000;0,541667;0,343750;0,416667;0,489583
164;64896,173647;-23890,364375;7610,940834;41005,809272;23,000000;-93,000000;17,750000;0,406250;0,322917;0,260417;0,364583
165;70063,343086;-17288,258151;10075,829576;52775,084936;15,000000;-51,934308;3,750000;0,447917;0,250000;0,468750;0,500000
166;55848,022944;-5121,163356;25543,990860;50726,859588;13,000000;-77,562705;-12,000000;0,468750;0,291667;0,322917;0,489583
167;53894,440196;-4582,760068;35400,941536;49311,680128;21,000000;-62,218813;-0,250000;0,531250;0,343750;0,312500;0,427083
168;66832,665869;-16387,034109;12548,599421;50445,631760;3,000000;-48,141614;23,000000;0,541667;0,229167;0,468750;0,375000
169;57563,363498;-7629,327008;32014,657056;49934,036490;11,000000;-79,977535;3,000000;0,604167;0,333333;0,354167;0,416667
17;52438,243840;-5326,597016;31365,469308;47111,646824;9,000000;-54,479146;-11,500000;0,447917;0,343750;0,333333;0,447917
170;64220,359609;-19596,920156;10202,779840;44623,439453;13,000000;-93,023696;-7,000000;0,479167;0,333333;0,395833;0,437500
171;72280,229961;-12644,875429;18468,748600;59635,354531;11,000000;-47,932139;4,500000;0,541667;0,260417;0,427083;0,510417
172;60043,484655;-8806,095502;35857,605901;51237,389153;25,000000;-56,003932;6,500000;0,541667;0,479167;0,229167;0,395833
173;57782,420709;-2667,036647;33596,844957;55115,384062;17,000000;-51,783011;33,750000;0,552083;0,312500;0,395833;0,375000
174;65680,353085;-14345,916880;10420,308936;51334,436204;29,000000;-91,000000;-3,500000;0,406250;0,406250;0,270833;0,562500
175;60562,395874;-9220,744979;23749,036598;51341,650894;35,000000;-87,016056;7,250000;0,395833;0,291667;0,322917;0,479167
176;62928,994261;-7985,535320;35557,343547;54943,458941;13,000000;-55,656337;-14,250000;0,489583;0,229167;0,395833;0,479167
177;69983,218750;-16626,365639;10286,558962;53356,853111;23,000000;-43,053403;3,250000;0,458333;0,302083;0,427083;0,447917
178;56247,482357;-8657,337768;13924,522808;47590,144589;23,000000;-48,699224;10,500000;0,447917;0,312500;0,406250;0,458333
179;71447,771078;-19081,344666;14569,905493;52366,426413;19,000000;-41,746747;-2,250000;0,458333;0,281250;0,479167;0,406250
18;57269,919228;-7643,885624;21613,226484;49626,033604;33,000000;-83,692063;-10,250000;0,447917;0,375000;0,375000;0,572917
180;67361,916988;-14890,782786;20544,656682;52471,134201;15,000000;-53,071781;1,000000;0,479167;0,250000;0,406250;0,406250
