episode;mean_demand_power;mean_energy_balance;mean_renewable_power;mean_total_power;total_reward_wind;total_reward_battery;total_reward_grid;wind_activation_rate;battery_charge_rate;battery_discharge_rate;grid_import_rate
32;57491,761522;-13088,049585;15422,283446;44403,711936;13,000000;-83,784914;7,000000;0,395833;0,364583;0,270833;0,510417
320;55031,587040;-10571,683529;16025,442616;44459,903512;33,000000;-45,637819;9,000000;0,416667;0,250000;0,479167;0,343750
321;65134,491812;-18929,832349;16390,997130;46204,659463;21,000000;-83,228284;21,000000;0,447917;0,447917;0,260417;0,354167
322;63666,584510;-10916,457857;34098,532349;52750,126653;3,000000;-81,608474;13,750000;0,500000;0,395833;0,322917;0,406250
323;55037,890239;4912,493479;47124,100919;59950,383718;39,000000;-48,109041;10,500000;0,656250;0,343750;0,385417;0,406250
324;71603,962748;-34268,449998;7794,616669;37335,512749;55,000000;-88,678253;11,000000;0,281250;0,510417;0,218750;0,395833
325;61911,243224;-5543,595867;41446,732352;56367,647358;43,000000;-49,992157;23,750000;0,604167;0,406250;0,343750;0,375000
326;63338,558923;-7822,025845;36523,824721;55516,533078;13,000000;-61,556801;23,750000;0,531250;0,322917;0,375000;0,333333
327;59238,493468;-3685,098600;39607,962196;55553,394867;33,000000;-62,995793;13,000000;0,531250;0,500000;0,270833;0,416667
328;56821,732509;-13258,735105;26742,492319;43562,997404;33,000000;-71,685603;25,000000;0,437500;0,447917;0,239583;0,364583
329;56886,010570;-4368,668906;31004,582140;52517,341664;45,000000;-59,951608;19,000000;0,479167;0,322917;0,364583;0,375000
33;69072,066757;-14314,001223;21158,316626;54758,065534;-7,000000;-93,264297;7,000000;0,510417;0,281250;0,385417;0,458333
330;70789,680976;-29198,634985;9052,748955;41591,045991;19,000000;-53,086851;17,000000;0,416667;0,322917;0,375000;0,333333
331;69061,225441;-36591,467107;7281,931855;32469,758334;39,000000;-95,000000;7,000000;0,312500;0,416667;0,270833;0,302083
332;59567,321760;-8111,530485;32865,399536;51455,791275;27,000000;-74,967548;5,000000;0,520833;0,385417;0,291667;0,343750
333;66184,461682;-26681,839682;7196,244016;39502,621999;25,000000;-93,451805;19,000000;0,322917;0,489583;0,177083;0,458333
334;68012,403979;-9829,077405;24916,861448;58183,326575;21,000000;-45,190329;13,000000;0,510417;0,291667;0,500000;0,406250
335;67272,132849;-16596,618738;22824,132571;50675,514111;15,000000;-83,222112;15,750000;0,427083;0,406250;0,302083;0,385417
336;68419,178273;-18875,205784;18877,936041;49543,972489;19,000000;-88,197609;23,000000;0,468750;0,447917;0,270833;0,364583
337;57228,589122;-7727,950427;29611,387994;49500,638695;35,000000;-79,529687;19,000000;0,447917;0,281250;0,375000;0,343750
338;64323,935971;-24164,006987;12853,400292;40159,928984;13,000000;-89,676602;5,750000;0,447917;0,458333;0,260417;0,343750
339;65990,503834;-17215,518837;9034,512014;48774,984997;15,000000;-36,813119;25,000000;0,427083;0,197917;0,520833;0,281250
34;58788,655721;-9673,863245;27145,803246;49114,792476;-11,000000;-61,759558;-9,000000;0,468750;0,333333;0,333333;0,489583
340;57444,979981;-3419,903672;41757,828953;54025,076309;25,000000;-60,383529;-1,500000;0,625000;0,395833;0,250000;0,406250
341;64503,919439;-15199,556512;29055,188790;49304,362928;27,000000;-64,620409;11,750000;0,468750;0,489583;0,197917;0,375000
342;69769,483117;-16423,546774;8268,676868;53345,936343;31,000000;-41,343266;-6,250000;0,354167;0,281250;0,479167;0,458333
343;70726,706400;-26940,210353;12458,797474;43786,496046;37,000000;-86,773810;11,750000;0,406250;0,395833;0,239583;0,375000
344;63304,549877;-10472,884563;38237,272952;52831,665314;29,000000;-60,027342;17,750000;0,562500;0,427083;0,270833;0,322917
345;67543,047597;-14227,775441;14590,886049;53315,272156;35,000000;-45,328419;25,750000;0,427083;0,187500;0,489583;0,406250
346;71329,525468;-21727,796135;14122,057265;49601,729333;25,000000;-46,529886;9,000000;0,354167;0,239583;0,458333;0,343750
347;58778,827550;-7167,990718;32075,463885;51610,836831;27,000000;-72,869581;19,000000;0,520833;0,489583;0,239583;0,395833
348;57161,518687;-7968,674195;31787,573623;49192,844493;41,000000;-64,852501;27,750000;0,531250;0,458333;0,270833;0,364583
349;57406,891089;-1268,413212;40600,785087;56138,477877;17,000000;-55,749602;17,000000;0,572917;0,364583;0,437500;0,375000
35;64368,904163;-15551,983115;19797,157944;48816,921048;13,000000;-60,332151;-3,000000;0,416667;0,343750;0,333333;0,479167
350;56319,290979;-10338,080134;28449,046488;45981,210845;27,000000;-66,966303;9,000000;0,520833;0,562500;0,229167;0,427083
351;62705,340990;303,126087;50191,256754;63008,467077;43,000000;-49,629897;15,000000;0,656250;0,416667;0,312500;0,385417
352;60937,912981;-1065,557383;37718,080319;59872,355598;31,000000;-62,096254;1,000000;0,479167;0,322917;0,322917;0,437500
353;68134,090145;-23520,484216;8922,352217;44613,605930;19,000000;-91,000000;4,500000;0,416667;0,364583;0,291667;0,395833
354;58351,666945;-6208,511771;24048,785986;52143,155175;25,000000;-36,303491;5,750000;0,437500;0,250000;0,479167;0,406250
355;62455,992261;-5689,446546;38472,797690;56766,545715;27,000000;-68,814384;19,000000;0,510417;0,354167;0,343750;0,364583
356;63316,921780;-5931,626033;39857,321513;57385,295746;15,000000;-64,686172;25,000000;0,510417;0,510417;0,281250;0,354167
357;63351,978887;-19346,864100;8154,300672;44005,114787;19,000000;-36,974453;11,750000;0,354167;0,250000;0,531250;0,312500
358;54623,688822;-9591,055946;26920,554770;45032,632876;27,000000;-72,091522;14,500000;0,406250;0,322917;0,343750;0,343750
359;72251,700019;-29803,992030;8191,387402;42447,707990;25,000000;-83,058396;1,000000;0,364583;0,375000;0,250000;0,416667
36;69491,997661;-23140,478924;11794,488921;46351,518737;-13,000000;-60,393681;10,500000;0,583333;0,437500;0,291667;0,427083
360;64844,017158;-15726,201130;29625,477797;49117,816028;35,000000;-71,163162;9,000000;0,447917;0,468750;0,156250;0,375000
361;62103,953287;-8993,173038;36032,674824;53110,780250;23,000000;-44,139285;10,500000;0,520833;0,312500;0,427083;0,343750
362;69772,214072;-28743,064759;8617,647709;41029,149314;33,000000;-93,063515;11,000000;0,364583;0,406250;0,312500;0,375000
363;51038,326947;-4286,953854;22248,797088;46751,373092;25,000000;-40,459481;14,500000;0,562500;0,281250;0,500000;0,333333
364;59487,199356;-12481,168523;16579,447132;47006,030833;23,000000;-83,236431;-3,000000;0,385417;0,447917;0,291667;0,541667
365;56402,516261;-2086,002976;34274,258555;54316,513285;11,000000;-53,120012;17,250000;0,458333;0,260417;0,489583;0,302083
366;65848,468435;-22062,395324;19466,655390;43786,073111;23,000000;-80,139787;13,000000;0,406250;0,562500;0,229167;0,416667
367;62037,656432;-8755,894090;33674,600059;53281,762342;21,000000;-51,938287;17,750000;0,479167;0,447917;0,270833;0,375000
368;58274,307422;-3376,089783;31628,317577;54898,217639;27,000000;-55,289594;13,750000;0,468750;0,218750;0,510417;0,375000
369;62577,002742;-7965,535924;40115,501759;54611,466817;43,000000;-57,236488;17,000000;0,531250;0,520833;0,281250;0,302083
37;56564,171792;455,041895;36006,561106;57019,213687;11,000000;-72,912041;-7,000000;0,479167;0,354167;0,270833;0,552083
370;52204,999210;-8651,518904;16237,720536;43553,480305;31,000000;-54,973618;21,000000;0,427083;0,187500;0,552083;0,322917
371;54781,552250;-4136,181115;39712,528728;50645,371135;25,000000;-57,055452;22,500000;0,552083;0,427083;0,260417;0,333333
372;71523,055361;-21725,187182;14647,122256;49797,868179;23,000000;-85,826519;-5,000000;0,427083;0,489583;0,260417;0,479167
373;66179,760718;-22320,722383;9117,061757;43859,038335;27,000000;-52,368886;19,000000;0,364583;0,322917;0,395833;0,364583
374;69630,877855;-10789,439926;22318,050403;58841,437929;27,000000;-31,643332;21,000000;0,437500;0,218750;0,614583;0,322917
375;56801,597557;4556,619877;41131,959516;61358,217434;29,000000;-52,091310;-19,000000;0,541667;0,302083;0,416667;0,562500
376;62035,585865;-11245,552218;22741,036110;50790,033647;21,000000;-43,409280;7,000000;0,510417;0,302083;0,479167;0,354167
377;70378,687186;-18646,415851;9235,968829;51732,271335;25,000000;-38,629499;37,000000;0,406250;0,250000;0,541667;0,239583
378;58302,867086;-10620,805423;17849,741170;47682,061663;7,000000;-46,396581;19,750000;0,510417;0,208333;0,479167;0,416667
379;66448,627394;-24735,087436;9960,269623;41713,539958;9,000000;-93,000000;1,750000;0,458333;0,385417;0,239583;0,406250
38;64174,315932;-12712,180582;19996,365258;51462,135350;1,000000;-81,185781;-16,250000;0,520833;0,354167;0,343750;0,604167
380;60660,819440;-13313,150284;6825,445784;47347,669156;37,000000;-34,936601;19,000000;0,312500;0,218750;0,562500;0,354167
381;68416,977240;-16043,991064;23486,624294;52372,986176;25,000000;-82,717297;13,000000;0,458333;0,520833;0,229167;0,416667
382;60770,602548;-1088,145973;35753,508616;59682,456575;29,000000;-51,020183;19,000000;0,458333;0,208333;0,520833;0,385417
383;71077,169036;-16925,565077;9742,681869;54151,603959;25,000000;-46,201886;21,750000;0,427083;0,333333;0,479167;0,364583
384;60110,029060;-13068,572976;14522,543793;47041,456084;29,000000;-47,045745;31,000000;0,395833;0,375000;0,437500;0,322917
385;64050,641910;-4000,257850;34145,981390;60050,384061;49,000000;-49,352612;3,000000;0,520833;0,322917;0,500000;0,395833
386;62663,418098;-16836,966023;8624,175347;45826,452075;25,000000;-95,000000;13,000000;0,354167;0,354167;0,302083;0,437500
387;58502,304866;-17056,353354;6782,672895;41445,951512;25,000000;-43,058563;13,000000;0,385417;0,270833;0,489583;0,333333
388;70612,739529;-16017,463774;16429,790552;54595,275754;39,000000;-40,964299;23,000000;0,385417;0,239583;0,552083;0,270833
389;58589,369689;1821,628109;41560,541317;60410,997798;25,000000;-34,385581;9,750000;0,583333;0,395833;0,395833;0,458333
39;61802,221136;-12641,412527;16687,785005;49160,808609;-5,000000;-87,332885;19,000000;0,510417;0,312500;0,322917;0,447917
390;63192,951983;-16100,499122;17138,831184;47092,452861;31,000000;-84,704022;19,000000;0,437500;0,395833;0,260417;0,416667
391;58883,626691;-4285,462149;35000,570335;54598,164542;21,000000;-52,052578;18,000000;0,520833;0,468750;0,270833;0,427083
392;62104,783839;-3531,910199;45082,016160;58572,873639;29,000000;-56,498644;13,750000;0,562500;0,427083;0,250000;0,343750
393;59681,950419;-22068,250508;9960,443997;37613,699911;25,000000;-91,389220;21,000000;0,354167;0,406250;0,302083;0,364583
394;66321,279154;-15456,014751;21640,128731;50865,264403;21,000000;-85,278186;19,000000;0,447917;0,406250;0,364583;0,343750
395;65050,521879;-30457,163445;11390,162727;34593,358433;19,000000;-91,776164;23,000000;0,447917;0,468750;0,250000;0,281250
396;65659,392017;-18851,247409;15673,760585;46808,144608;19,000000;-47,575129;19,750000;0,385417;0,229167;0,437500;0,322917
397;73013,976548;-28081,764552;15792,610506;44932,211997;29,000000;-86,032949;-7,000000;0,468750;0,395833;0,239583;0,447917
398;65544,700572;-16497,016510;9569,058869;49047,684062;23,000000;-28,443341;27,750000;0,416667;0,291667;0,583333;0,302083
399;59753,632231;-2068,649901;40776,733091;57684,982330;23,000000;-38,306582;-2,250000;0,572917;0,260417;0,458333;0,375000
4;57590,541298;-8344,497230;23062,637993;49246,044068;3,000000;-91,700855;5,000000;0,604167;0,260417;0,395833;0,520833
40;55989,449753;-9525,438684;23064,317222;46464,011069;3,000000;-60,416152;-5,000000;0,479167;0,322917;0,322917;0,468750
400;49080,615142;-2622,969465;29088,491128;46457,645676;15,000000;-57,116567;9,750000;0,510417;0,270833;0,437500;0,489583
401;68921,623667;-11572,995329;22499,827258;57348,628338;51,000000;-35,069927;21,750000;0,395833;0,291667;0,489583;0,291667
402;72182,539853;-20766,994621;15584,777712;51415,545231;37,000000;-41,544532;21,000000;0,354167;0,322917;0,416667;0,354167
403;64642,737254;-13879,210029;31454,344291;50763,527225;33,000000;-66,371341;25,000000;0,416667;0,427083;0,302083;0,312500
404;67253,003042;-14231,813015;7143,856919;53021,190027;35,000000;-32,250423;10,500000;0,322917;0,229167;0,520833;0,406250
405;61351,109016;-12126,566380;34075,591387;49224,542636;43,000000;-62,971274;15,000000;0,500000;0,531250;0,229167;0,302083
406;69689,105050;-10256,705130;33318,571549;59432,399920;43,000000;-62,795833;15,000000;0,541667;0,489583;0,270833;0,427083
407;68270,969525;-16954,219944;25180,413572;51316,749581;13,000000;-79,204787;17,000000;0,458333;0,562500;0,208333;0,406250
408;67082,257410;-563,848393;47871,136070;66518,409017;41,000000;-63,204905;17,000000;0,625000;0,333333;0,447917;0,343750
409;72471,597580;-25227,311945;9017,709307;47244,285635;31,000000;-93,000000;23,750000;0,364583;0,468750;0,291667;0,354167
41;64556,074330;-17410,981135;7941,713243;47145,093195;15,000000;-95,000000;-15,000000;0,406250;0,354167;0,343750;0,531250
410;60638,009481;-9311,981089;33054,081109;51326,028392;39,000000;-42,435859;11,750000;0,468750;0,333333;0,468750;0,302083
411;65531,427539;-9983,431502;23600,577573;55547,996037;31,000000;-53,861533;15,000000;0,437500;0,187500;0,447917;0,375000
412;70658,276102;-20958,401695;23154,758568;49699,874407;33,000000;-76,526811;1,000000;0,468750;0,447917;0,239583;0,395833
413;70659,968067;-18745,223989;21832,322912;51914,744078;31,000000;-79,676167;17,000000;0,437500;0,531250;0,218750;0,416667
414;66810,294204;-25368,586109;15527,462667;41441,708094;27,000000;-82,615339;29,000000;0,385417;0,510417;0,312500;0,281250
415;58671,419904;-6532,828098;39783,137445;52138,591806;17,000000;-60,280172;35,000000;0,531250;0,468750;0,343750;0,250000
416;55791,168365;1291,783992;41325,870876;57082,952356;43,000000;-58,975160;25,750000;0,572917;0,281250;0,479167;0,291667
417;57713,756379;-11578,991578;12850,041568;46134,764801;25,000000;-34,108005;15,000000;0,416667;0,218750;0,572917;0,333333
418;55937,711542;-15624,364196;13050,948314;40313,347345;19,000000;-83,171670;1,000000;0,416667;0,489583;0,270833;0,458333
419;71903,106844;-26356,268563;23386,277941;45546,838281;31,000000;-73,708172;17,750000;0,427083;0,572917;0,125000;0,312500
42;60877,892198;-16805,440791;15776,040483;44072,451407;11,000000;-86,387056;9,000000;0,479167;0,375000;0,375000;0,406250
420;69431,642443;-18025,130787;7796,560827;51406,511656;43,000000;-35,716739;7,750000;0,322917;0,239583;0,531250;0,375000
421;61636,456508;-9210,841309;34198,311139;52425,615199;21,000000;-55,606531;17,000000;0,489583;0,500000;0,270833;0,354167
422;65249,872818;-27388,691345;7697,951769;37861,181474;33,000000;-95,000000;-3,000000;0,343750;0,395833;0,302083;0,375000
423;64913,968901;-725,624999;43916,164219;64188,343903;33,000000;-43,502331;13,000000;0,562500;0,322917;0,458333;0,395833
424;68555,251916;-14082,677453;27654,561241;54472,574463;43,000000;-50,032312;27,750000;0,468750;0,302083;0,395833;0,291667
425;60987,271938;-4628,145889;41694,757410;56359,126049;27,000000;-60,132172;29,000000;0,562500;0,468750;0,250000;0,333333
426;67171,581019;-10792,747461;24127,181824;56378,833558;23,000000;-45,524347;-1,500000;0,447917;0,291667;0,406250;0,354167
427;67108,488013;-28526,454467;8693,916897;38582,033546;27,000000;-91,003197;17,000000;0,395833;0,447917;0,291667;0,385417
428;59233,768182;-2177,572022;37401,455931;57056,196160;37,000000;-45,844825;23,000000;0,541667;0,322917;0,437500;0,343750
429;51343,139559;-6257,575957;24672,084212;45085,563602;25,000000;-43,513752;35,000000;0,406250;0,333333;0,447917;0,354167
43;66877,526774;-15447,891469;20734,394262;51429,635305;3,000000;-56,680518;1,000000;0,510417;0,333333;0,385417;0,479167
430;67694,130632;-20147,505943;15777,524130;47546,624689;27,000000;-83,760485;13,000000;0,416667;0,468750;0,250000;0,364583
431;69874,347004;-17035,627277;18831,775002;52838,719727;33,000000;-50,683531;21,000000;0,416667;0,343750;0,395833;0,375000
432;59373,786933;-10708,713302;12927,857100;48665,073631;35,000000;-61,518246;-3,000000;0,406250;0,385417;0,427083;0,437500
433;62142,652199;-3157,211990;40377,238840;58985,440210;31,000000;-31,838883;23,750000;0,541667;0,395833;0,385417;0,364583
434;59016,760036;-9748,352132;34456,477507;49268,407904;21,000000;-55,748030;-1,000000;0,468750;0,312500;0,281250;0,395833
435;63713,574288;-14002,831432;31045,560914;49710,742856;35,000000;-75,928727;27,000000;0,489583;0,500000;0,333333;0,312500
436;67977,499280;-28686,870670;13755,047965;39290,628610;31,000000;-89,294115;15,750000;0,437500;0,437500;0,177083;0,375000
437;61542,937865;-5971,555312;41109,237546;55571,382553;31,000000;-50,109593;11,000000;0,552083;0,458333;0,229167;0,427083
438;60887,778361;-7385,669446;36126,722372;53502,108916;33,000000;-58,635052;9,000000;0,489583;0,416667;0,270833;0,354167
439;64209,820646;-264,321912;40716,192817;63945,498734;47,000000;-51,590628;21,750000;0,520833;0,291667;0,489583;0,343750
44;62813,476362;-267,136947;45015,356575;62546,339415;21,000000;-53,023559;11,750000;0,552083;0,385417;0,312500;0,458333
440;61714,186866;-15005,660206;27841,788023;46708,526659;39,000000;-71,027629;21,000000;0,437500;0,510417;0,218750;0,322917
441;67245,557384;-26561,482851;20046,943356;40684,074533;35,000000;-85,812964;19,000000;0,447917;0,468750;0,260417;0,291667
442;57217,203514;-544,323092;37577,630333;56672,880422;33,000000;-57,571907;23,750000;0,489583;0,333333;0,354167;0,354167
443;61247,632719;-4586,296546;39938,165681;56661,336173;25,000000;-51,848228;23,000000;0,562500;0,406250;0,302083;0,406250
444;61005,033833;-19202,887060;16447,029180;41802,146773;27,000000;-84,188698;13,000000;0,458333;0,604167;0,239583;0,364583
445;54280,387057;-2138,298533;32936,195365;52142,088524;29,000000;-51,397506;15,750000;0,468750;0,250000;0,416667;0,364583
446;60997,360267;-6760,202099;32981,043791;54237,158168;25,000000;-61,877046;29,750000;0,437500;0,520833;0,239583;0,312500
447;63348,017733;-2244,091181;35993,774564;61103,926552;47,000000;-48,330318;19,750000;0,489583;0,322917;0,395833;0,364583
448;71611,739017;-24067,758027;12279,103694;47543,980990;37,000000;-82,039817;15,750000;0,416667;0,500000;0,239583;0,406250
449;71585,017178;-28763,562598;6605,042250;42821,454580;39,000000;-93,263683;-9,000000;0,302083;0,406250;0,281250;0,395833
45;57127,351460;-4191,396900;30371,070374;52935,954560;7,000000;-61,097369;11,000000;0,479167;0,354167;0,354167;0,447917
450;58196,544875;3590,128264;37588,116577;61786,673140;27,000000;-46,712920;27,000000;0,531250;0,260417;0,500000;0,375000
451;66259,624559;-8958,113125;42085,894090;57301,511435;27,000000;-52,270015;21,000000;0,593750;0,593750;0,177083;0,333333
452;68216,669848;-26337,122732;8711,333114;41879,547115;29,000000;-93,357539;13,000000;0,354167;0,458333;0,260417;0,364583
453;57187,508886;-2377,716724;28537,379768;54809,792163;33,000000;-45,367636;14,500000;0,562500;0,250000;0,531250;0,395833
454;67383,557614;-17772,338888;9929,213053;49611,218725;37,000000;-36,838609;7,250000;0,375000;0,218750;0,520833;0,364583
455;60973,621867;578,951018;41087,369114;61552,572885;39,000000;-56,859200;29,000000;0,562500;0,468750;0,302083;0,343750
456;65225,831750;-4529,742129;44468,840876;60696,089621;31,000000;-45,935838;17,000000;0,562500;0,531250;0,302083;0,343750
457;66883,136406;-8407,560752;26109,078523;58475,575654;21,000000;-37,982499;-1,000000;0,447917;0,208333;0,531250;0,364583
458;70996,559601;-16304,889535;19438,618237;54691,670066;31,000000;-41,302276;17,000000;0,395833;0,270833;0,458333;0,302083
459;54113,198574;-2668,055695;31499,540259;51445,142879;21,000000;-41,769924;35,000000;0,531250;0,239583;0,604167;0,281250
46;57989,595508;303,235707;41015,670781;58292,831215;7,000000;-69,329002;1,000000;0,552083;0,375000;0,312500;0,416667
460;59884,540027;-3267,265733;41228,139825;56617,274295;29,000000;-53,168717;21,000000;0,572917;0,437500;0,354167;0,333333
461;59335,284518;-5077,689685;38671,688513;54257,594833;41,000000;-43,051604;9,250000;0,500000;0,354167;0,395833;0,375000
462;62185,121481;-5464,447781;42482,981975;56720,673701;43,000000;-53,598479;39,750000;0,552083;0,541667;0,208333;0,291667
463;67807,778061;-9956,249787;26439,285040;57851,528274;33,000000;-43,539501;17,000000;0,489583;0,218750;0,531250;0,343750
464;58182,600339;-2414,904352;38162,663364;55767,695987;29,000000;-45,976694;33,750000;0,520833;0,354167;0,364583;0,312500
465;66739,854081;-19123,114507;19911,320628;47616,739574;37,000000;-65,778979;37,000000;0,427083;0,447917;0,395833;0,260417
466;60379,926955;-19483,241628;12080,628586;40896,685327;43,000000;-72,614631;35,000000;0,312500;0,343750;0,395833;0,354167
467;69986,243552;-20115,168294;9399,130613;49871,075257;25,000000;-45,893162;1,000000;0,416667;0,270833;0,489583;0,395833
468;57177,090278;-21252,191335;14559,410587;35924,898944;27,000000;-83,984932;11,000000;0,385417;0,520833;0,208333;0,375000
469;63624,849008;-22488,605279;18352,315735;41136,243729;37,000000;-74,907889;31,000000;0,427083;0,552083;0,197917;0,322917
47;66765,205541;-14227,491254;19257,348755;52537,714287;13,000000;-79,198007;11,000000;0,468750;0,354167;0,302083;0,479167
470;65460,551989;-7710,677120;29059,358938;57749,874869;35,000000;-52,744266;15,000000;0,458333;0,229167;0,458333;0,333333
471;68795,099360;-25780,953909;16835,244457;43014,145452;33,000000;-80,077900;13,750000;0,416667;0,447917;0,187500;0,406250
472;65610,034236;-16949,832101;23128,917824;48660,202135;35,000000;-66,828707;3,000000;0,375000;0,489583;0,218750;0,385417
473;69377,741293;-20633,424017;16460,661190;48744,317276;35,000000;-80,583943;23,000000;0,416667;0,510417;0,302083;0,364583
474;62581,724235;-9718,422745;34687,493124;52863,301491;55,000000;-60,149242;19,000000;0,458333;0,520833;0,229167;0,312500
475;62897,695013;-4894,009620;39464,267783;58003,685393;39,000000;-69,144154;29,750000;0,614583;0,447917;0,291667;0,302083
476;59546,508481;-18815,795078;14094,723780;40730,713403;39,000000;-47,868933;11,000000;0,406250;0,218750;0,510417;0,260417
477;69393,565079;-24100,422449;14178,777497;45293,142629;37,000000;-82,248979;7,000000;0,354167;0,531250;0,239583;0,364583
478;65492,836713;-6196,801643;39866,277670;59296,035069;45,000000;-59,641380;19,000000;0,531250;0,427083;0,270833;0,395833
479;65465,158857;-30733,596948;7729,509242;34731,561910;35,000000;-89,744806;27,750000;0,354167;0,468750;0,291667;0,281250
48;60823,133886;-14349,418672;15801,709671;46473,715213;25,000000;-90,268244;-11,000000;0,427083;0,322917;0,343750;0,531250
480;64694,021583;-14997,868747;6540,072416;49696,152836;43,000000;-35,404120;13,000000;0,260417;0,166667;0,572917;0,343750
481;69459,336306;-20234,965371;14975,446513;49224,370935;29,000000;-66,549545;23,750000;0,406250;0,364583;0,291667;0,375000
482;61230,749133;-16861,468728;28145,657170;44369,280405;25,000000;-70,137023;17,000000;0,458333;0,572917;0,166667;0,375000
483;67997,171605;-19508,141520;13566,286894;48489,030084;31,000000;-42,301293;13,000000;0,416667;0,166667;0,531250;0,239583
484;63137,124119;-10830,717603;30758,587451;52306,406517;35,000000;-69,876025;29,000000;0,458333;0,427083;0,270833;0,364583
485;68885,556623;-17927,592331;13629,281808;50957,964293;41,000000;-50,471249;9,000000;0,343750;0,302083;0,479167;0,437500
486;54793,442354;1089,312393;26910,383180;55882,754747;33,000000;-38,131014;23,750000;0,385417;0,177083;0,583333;0,354167
487;58147,365171;1377,611245;42760,098171;59524,976415;39,000000;-55,830370;9,000000;0,562500;0,437500;0,333333;0,406250
488;66971,817918;-21003,493959;8421,642292;45968,323959;27,000000;-40,024581;9,000000;0,395833;0,291667;0,520833;0,343750
489;65047,427808;-12346,956226;10796,044426;52700,471582;27,000000;-31,046123;21,750000;0,395833;0,208333;0,635417;0,333333
49;64521,699227;-8827,210692;32905,357712;55694,488535;1,000000;-78,628779;3,750000;0,541667;0,416667;0,239583;0,510417
490;51942,051721;-4043,795699;30579,431002;47898,256021;31,000000;-36,737119;29,000000;0,510417;0,302083;0,531250;0,291667
491;60291,544187;-22021,967517;13898,476679;38269,576670;35,000000;-81,102383;13,000000;0,333333;0,447917;0,333333;0,354167
492;64923,815721;-22240,638552;7635,494957;42683,177169;55,000000;-86,110434;6,500000;0,291667;0,458333;0,239583;0,416667
493;68502,182066;-20641,120674;22160,406653;47861,061392;37,000000;-69,674064;21,000000;0,468750;0,510417;0,208333;0,322917
494;67720,114738;-16408,235948;7490,307587;51311,878790;21,000000;-32,835451;9,000000;0,416667;0,187500;0,562500;0,302083
495;56463,976105;-36,076888;36366,865155;56427,899217;31,000000;-53,575599;21,000000;0,500000;0,239583;0,458333;0,333333
496;66263,180270;-15709,324815;15050,601816;50553,855454;45,000000;-36,887916;5,750000;0,354167;0,250000;0,531250;0,322917
497;50424,431652;-6407,804428;18072,618006;44016,627224;33,000000;-44,143653;23,000000;0,437500;0,250000;0,552083;0,343750
498;65781,360479;-24181,425588;8109,589818;41599,934891;35,000000;-53,318733;13,000000;0,354167;0,333333;0,406250;0,375000
499;58740,287282;-12445,720512;25494,733122;46294,566769;51,000000;-68,266180;19,000000;0,416667;0,437500;0,333333;0,312500
5;60952,484251;-16854,781863;16097,050352;44097,702388;15,000000;-57,231183;-3,000000;0,479167;0,364583;0,302083;0,489583
50;59098,701809;-11829,029589;16681,238078;47269,672220;17,000000;-86,778848;-12,250000;0,489583;0,239583;0,458333;0,541667
500;53274,248928;-16432,152899;20004,992986;36842,096028;37,000000;-63,094561;19,750000;0,500000;0,562500;0,250000;0,312500
501;69225,113904;-15809,755455;12626,414029;53415,358449;45,000000;-35,846759;21,000000;0,333333;0,208333;0,583333;0,302083
502;67249,796080;-5431,120592;37602,532133;61818,675487;39,000000;-42,806030;29,000000;0,541667;0,239583;0,520833;0,302083
503;72129,434313;-32768,392336;11609,263564;39361,041977;23,000000;-87,088150;13,000000;0,385417;0,468750;0,208333;0,322917
504;62964,681641;-9128,494655;43065,570090;53836,186986;43,000000;-52,665063;21,750000;0,572917;0,562500;0,197917;0,312500
505;64990,934195;-5343,604624;35171,771397;59647,329571;43,000000;-50,969964;11,750000;0,458333;0,354167;0,437500;0,427083
506;67779,229291;-27702,196695;6947,059017;40077,032596;45,000000;-95,000000;9,000000;0,291667;0,520833;0,260417;0,364583
507;68793,926701;-28194,044225;21168,942773;40599,882476;37,000000;-87,006316;19,750000;0,375000;0,364583;0,270833;0,312500
508;61287,885714;-2744,420250;40071,951600;58543,465464;19,000000;-51,298673;39,750000;0,572917;0,312500;0,489583;0,281250
509;63716,579015;-6071,975702;35868,280670;57644,603313;25,000000;-46,568045;55,000000;0,479167;0,333333;0,500000;0,229167
51;67665,525537;-20639,998556;14858,471294;47025,526981;-1,000000;-91,559760;7,000000;0,458333;0,437500;0,364583;0,458333
510;68033,277424;-18704,437009;15902,065460;49328,840415;27,000000;-50,888382;17,000000;0,343750;0,312500;0,416667;0,291667
511;55170,437897;-14397,083651;25382,328109;40773,354245;45,000000;-46,294784;16,500000;0,552083;0,510417;0,270833;0,302083
512;67526,289999;-17292,267749;31908,768561;50234,022250;35,000000;-69,749058;33,000000;0,458333;0,510417;0,187500;0,239583
513;67830,969945;-11699,040246;26319,703865;56131,929700;35,000000;-57,587329;27,000000;0,500000;0,385417;0,343750;0,343750
514;61775,160575;-10787,922442;35052,811500;50987,238133;31,000000;-66,773558;13,000000;0,552083;0,510417;0,229167;0,364583
515;71627,182798;-37157,665577;8651,863277;34469,517221;21,000000;-91,034017;21,750000;0,406250;0,437500;0,239583;0,281250
516;68671,256995;-30477,113723;9305,203163;38194,143273;41,000000;-87,838506;21,000000;0,281250;0,531250;0,218750;0,291667
517;56741,798849;-8703,295801;33768,110116;48038,503048;45,000000;-48,478285;30,500000;0,541667;0,520833;0,250000;0,302083
