episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph_initial;env_delta_ph_final;env_delta_ph_norm;env_delta_ph_idx;env_real_balance;env_real_balance_norm;env_real_balance_idx
87;-1;0,000000;;;0,000000;1;;;0,000000;1;0,854864;1;;;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;surplus;0,000000;0,000000;0,000000;;;;;;;
87;0;0,941961;39167,396950;1,000000;39167,396950;1;74336,754470;2,000000;74336,754470;1;0,851767;1;0,000000;0,000000;0,000000;0;92,328092;0;0,000000;0;39167,396950;1;113504,151420;1;113504,151420;1;0,000000;0;0,000000;0;;-1,000000;0,211059;1,000000;-74336,754470;-74336,754470;-0,247789;-1,000000;-74336,754470;-0,247789;-1,000000
87;1;0,941961;32221,498640;1,000000;32221,498640;1;39361,438546;2,000000;39361,438546;1;0,850127;1;0,000000;0,000000;0,000000;0;57,835395;0;0,000000;0;32221,498640;1;71582,937185;1;71582,937185;1;0,000000;0;0,000000;0;;-1,000000;0,111541;1,000000;-39361,438546;-39361,438546;-0,131205;-1,000000;-39361,438546;-0,131205;-1,000000
87;2;0,941961;32655,302201;0,000000;0,000000;1;0,000000;0,000000;0,000000;1;0,850127;1;66967,176681;1,000000;66967,176681;1;39,403793;0;32655,302201;0;0,000000;0;66967,176681;1;66967,176681;1;66967,176681;1;0,000000;0;;1,000000;-1,000000;1,000000;-34311,874480;-34311,874480;-0,114373;-1,000000;-66967,176681;-0,223224;-1,000000
87;3;0,941961;30845,328331;0,000000;0,000000;1;0,000000;1,000000;0,000000;1;0,850127;1;35160,435662;1,000000;35160,435662;1;9,176935;0;30845,328331;0;0,000000;0;35160,435662;1;35160,435662;1;35160,435662;1;0,000000;0;;1,000000;-1,000000;-1,000000;-4315,107331;-4315,107331;-0,014384;-1,000000;-35160,435662;-0,117201;-1,000000
87;4;0,941961;27428,451928;1,000000;27428,451928;1;2327,943896;2,000000;2327,943896;1;0,850030;1;0,000000;1,000000;0,000000;0;3,576821;0;0,000000;0;27428,451928;1;29756,395824;1;29756,395824;1;0,000000;0;0,000000;0;;1,000000;-1,000000;-1,000000;-2327,943896;-2327,943896;-0,007760;0,000000;-2327,943896;-0,007760;0,000000
87;5;0,941961;36602,102405;1,000000;36602,102405;1;0,000000;2,000000;0,000000;1;0,850030;1;0,000000;0,000000;0,000000;0;4,622475;0;0,000000;0;36602,102405;1;36602,102405;1;32589,092057;1;0,000000;0;4013,010349;1;;1,000000;-1,000000;1,000000;4013,010349;4013,010349;0,013377;1,000000;4013,010349;0,013377;1,000000
87;6;0,941961;29152,579489;0,000000;0,000000;1;0,000000;1,000000;0,000000;1;0,850030;1;28091,068130;0,000000;0,000000;0;8,983273;0;29152,579489;0;0,000000;0;0,000000;0;28091,068130;1;0,000000;0;-28091,068130;0;;1,000000;-1,000000;1,000000;1061,511359;1061,511359;0,003538;0,000000;-28091,068130;-0,093637;-1,000000
87;7;0,941961;49081,826995;1,000000;49081,826995;1;0,000000;0,000000;0,000000;1;0,850030;1;0,000000;0,000000;0,000000;0;0,470437;0;0,000000;0;49081,826995;1;49081,826995;1;37183,086726;1;0,000000;0;11898,740270;1;;1,000000;-1,000000;1,000000;11898,740270;11898,740270;0,039662;1,000000;11898,740270;0,039662;1,000000
87;8;0,941961;23041,741837;0,000000;0,000000;1;0,000000;1,000000;0,000000;1;0,850030;1;27956,847096;0,000000;0,000000;0;7,838687;0;23041,741837;0;0,000000;0;0,000000;0;27956,847096;1;0,000000;0;-27956,847096;0;;1,000000;-1,000000;1,000000;-4915,105259;-4915,105259;-0,016384;-1,000000;-27956,847096;-0,093189;-1,000000
