time,epsilon,solar_potential,solar_discrete,solar,solar_state,wind_potential,wind_discrete,wind,wind_state,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,load_state,load_comfort_idx,renewable_potential,renewable_potential_discrete,renewable_power,renewable_power_discrete,total,demand,dif,dif_idx,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-11-05 00:00:00,0.5217608804402201,0.0,0,0.0,1,5.1550318254,2,0.0,0,-1.5379660010136487,0.22143193499436734,0,1,0.0,0,0,0,expensive,5.1550318254,2,0.0,0,-16.53796600101365,-13.462033998986351,-3.075932002027299,0,0,0,14.0,-0.0,-17.0144026415,12.0,10,-3
2019-11-05 01:00:00,0.5217608804402201,0.0,0,0.0,1,3.4028805283,1,3.4028805283,1,1.9306119545005196,0.20802490753255817,0,2,0.0,0,0,0,expensive,3.4028805283,1,3.4028805283,1,-9.66650751719948,-13.52773142620052,3.8612239090010387,1,0,0,9.99,-0.0,10.1818869534,-10.0,10,-3
2019-11-05 02:00:00,0.5217608804402201,0.0,0,0.0,1,3.3939623178,1,3.3939623178,1,1.9876604229655659,0.19422171015085288,0,2,0.0,0,0,0,expensive,3.3939623178,1,3.3939623178,1,-9.618377259234435,-13.593698105165567,3.9753208459311313,1,0,0,9.1,-0.0,10.1818869534,-10.0,10,-3
2019-11-05 02:00:00,0.5217608804402201,0.0,0,0.0,1,3.3939623178,1,0.0,0,0.0,0.19422171015085288,0,0,1.4264957761502643,1,0,0,expensive,3.3939623178,1,0.0,0,-13.573504223849735,-13.573504223849735,0.0,1,0,0,9.1,-0.0,-28.8453900975,-28.799999999999997,-6,-6
2019-11-05 03:00:00,0.5217608804402201,0.0,0,0.0,1,5.7690780195,2,0.0,0,1.3854348841414093,0.18460063456653752,0,2,0.0,1,0,0,expensive,5.7690780195,2,0.0,0,-13.614565115858591,-13.614565115858591,0.0,1,0,0,8.45,-0.0,-28.693354967,-10.0,-6,-6
2019-11-05 04:00:00,0.5217608804402201,0.0,0,0.0,1,5.7386709934,2,5.7386709934,1,-4.356063252642808,0.2148510738210015,0,1,0.0,0,0,0,expensive,5.7386709934,2,5.7386709934,2,-13.617392259242807,-13.617392259242807,0.0,1,0,0,13.62,-0.0,22.9944255771,36.0,10,-9
2019-11-05 05:00:00,0.5217608804402201,0.0,0,0.0,0,7.6648085257,3,7.6648085257,1,6.270757585530503,0.17130414614370632,0,2,12.541515171061006,1,5,0,expensive,7.6648085257,3,7.6648085257,3,11.47708128229151,-13.605949059830504,25.083030342122015,1,4,0,19.99,-0.12381750999999999,32.9428317588,-10.0,-24,-12
2019-11-05 06:00:00,0.5217608804402201,0.024763502,0,0.024763502,1,10.9809439196,4,10.9809439196,1,0.0,0.17130414614370632,0,0,9.587962327353262,1,3,1,expensive,11.0057074216,4,11.0057074216,4,20.59366974895326,1.417745094246738,19.175924654706524,1,5,0,30.0,4.046328768,34.5800076369,-57.599999999999994,-30,30
2019-11-05 07:00:00,0.5217608804402201,1.348776256,0,0.0,0,11.5266692123,4,11.5266692123,1,-10.049823358735598,0.24109458613492574,0,1,0.0,0,0,0,expensive,12.8754454683,5,11.5266692123,4,-13.523154146435598,-13.523154146435598,0.0,1,0,0,35.0,-21.3409552735,40.945763842199995,60.0,10,-15
2019-11-05 08:00:00,0.5217608804402201,4.2681910547,1,0.0,0,13.6485879474,5,13.6485879474,1,-12.11062194638635,0.3251961274292754,0,1,0.0,0,0,1,expensive,17.9167790021,5,13.6485879474,5,1.5379660010136487,1.5379660010136487,0.0,1,0,0,35.01,-27.7326413135,43.0890458703,60.0,12,30
2019-11-05 09:00:00,0.5217608804402201,5.5465282627,2,0.0,0,14.3630152901,5,0.0,0,-1.6194146556541649,0.33644206253798487,1,1,0.0,0,0,1,expensive,19.9095435528,5,0.0,0,-1.6194146556541649,1.6194146556541649,-3.2388293113083297,0,0,0,33.42,-25.2901208365,-72.66868972,60.0,12,30
2019-11-05 10:00:00,0.5217608804402201,5.0580241673,2,0.0,0,14.533737944,5,0.0,0,-1.6677453449367192,0.3480236274333788,1,1,0.0,0,0,1,expensive,19.5917621113,5,0.0,0,-1.6677453449367192,1.6677453449367192,-3.3354906898734384,0,0,0,32.69,-28.70680246,-72.93516450300001,60.0,12,30
2019-11-05 11:00:00,0.5217608804402201,5.741360492,2,5.741360492,1,14.5870329006,5,14.5870329006,1,0.0,0.3480236274333788,1,0,0.0,0,0,0,expensive,20.3283933926,5,20.3283933926,5,5.328393392599999,-13.329427511679064,18.657820904279063,1,2,0,31.25,13.3130523321,43.486618041599996,-48.0,12,-15
2019-11-05 12:00:00,0.5217608804402201,4.4376841107,1,0.0,0,14.4955393472,5,14.4955393472,1,-12.811504271335178,0.43699240709542864,1,1,0.0,0,0,1,expensive,18.9332234579,5,14.4955393472,5,1.6840350758648217,1.6840350758648224,-6.661338147750939e-16,0,0,0,30.01,-20.71090829,43.113541099500004,60.0,12,30
2019-11-05 13:00:00,0.5217608804402201,4.142181658,1,4.142181658,1,14.3711803665,5,0.0,0,-2.4440108652140964,0.45396470477052653,1,1,0.0,1,0,1,expensive,18.5133620245,5,4.142181658,1,1.6981707927859038,1.6981707927859035,2.220446049250313e-16,1,0,0,28.0,8.3411163201,-70.5316868715,60.0,-9,30
2019-11-05 14:00:00,0.5217608804402201,2.7803721067,1,2.7803721067,1,14.1063373743,5,14.1063373743,1,-15.200385765252717,0.5595229392514481,1,1,0.0,0,0,1,expensive,16.886709481,5,16.886709481,5,1.6863237157472835,1.6863237157472832,2.220446049250313e-16,1,0,0,28.05,3.4709801961,40.0634304447,60.0,24,60
2019-11-05 15:00:00,0.5217608804402201,1.1569933987,0,1.1569933987,1,13.3544768149,5,13.3544768149,1,12.825281123728155,0.4704584870033359,2,2,0.0,0,0,1,expensive,14.5114702136,5,14.5114702136,5,27.336751337328153,1.6861890898718443,25.650562247456307,1,5,0,30.5,0.5479042238999999,36.5623761243,-40.0,12,30
2019-11-05 16:00:00,0.5217608804402201,0.1826347413,0,0.1826347413,1,12.1874587081,5,0.0,0,-1.4875338693946187,0.4807885833185764,1,1,0.0,0,0,1,expensive,12.370093449399999,5,0.1826347413,0,-1.3048991280946187,1.6701686106946187,-2.9750677387892375,0,0,0,36.99,-0.0,-54.942804919,48.0,12,24
