episode,step,epsilon,potential_solar#0,action_solar#0,power_solar#0,idx_solar#0,potential_wind#0,action_wind#0,power_wind#0,idx_wind#0,potential_battery#0,action_battery#0,power_battery#0,idx_battery#0,soc_battery#0,soc_idx_battery#0,potential_grid#0,action_grid#0,power_grid#0,idx_grid#0,potential_load#0,action_load#0,power_load#0,idx_load#0,env_price,env_renewable_potential,env_renewable_potential_idx,env_total_renewable,env_total_renewable_idx,env_total_power,env_total_power_idx,env_demand_power,env_demand_power_idx,env_energy_balance,env_energy_balance_idx,env_delta_power_idx,reward_solar#0,reward_wind#0,reward_battery#0,reward_grid#0,reward_load#0
2946,0,0.01767255751917307,0.0,0,0.0,0,2562.8962762603214,1,2562.8962762603214,1,0.0,0,0.0,0,0.21023996904312084,0,18564.25662373968,1,15000.0,6,10613.57645,0,-10513.57645,0,31.7736898812,2562.8962762603214,1,2562.8962762603214,1,17562.896276260322,7,21127.1529,9,-3564.2566237396786,0,deficit,1.0,1.0,1.086,1.0,0
2946,1,0.01767255751917307,0.0,0,0.0,0,2228.0350149796773,0,0.0,0,0.0,0,0.0,0,0.21023996904312084,0,19122.9096962,1,15000.0,6,9611.4548481,0,-9511.4548481,0,23.8346531304,2228.0350149796773,0,0.0,0,15000.0,6,19122.9096962,8,-4122.9096962,0,deficit,1.0,1.0,1.086,1.0,0
2946,2,0.01767255751917307,0.0,0,0.0,0,2349.3847422394797,1,2349.3847422394797,1,0.0,0,0.0,0,0.21023996904312084,0,16603.57591876052,1,15000.0,6,9526.4803305,0,-9426.4803305,0,23.6545379617,2349.3847422394797,1,2349.3847422394797,1,17349.38474223948,7,18952.960661,8,-1603.5759187605217,0,deficit,1.0,1.0,1.086,1.0,0
2946,3,0.01767255751917307,0.0,0,0.0,0,2536.8092802503184,1,2536.8092802503184,1,0.0,0,0.0,0,0.21023996904312084,0,14874.842041949682,0,0.0,0,8755.8256611,0,-8655.8256611,0,20.6732832962,2536.8092802503184,1,2536.8092802503184,1,2536.8092802503184,1,17411.6513222,7,-14874.842041949682,0,deficit,1.0,1.0,1.086,-1.5,0
2946,4,0.01767255751917307,0.0,0,0.0,0,1392.8545147398363,0,0.0,0,0.0,0,0.0,0,0.21023996904312084,0,17500.417281000002,1,15000.0,6,8750.208640500001,1,-8750.208640500001,0,26.6425931802,1392.8545147398363,0,0.0,0,15000.0,6,17500.417281000002,7,-2500.417281000002,0,deficit,1.0,1.0,1.086,1.0,0
2946,5,0.01767255751917307,0.0,0,0.0,0,2015.9169020465652,0,0.0,0,0.0,0,0.0,0,0.21023996904312084,0,19551.7947922,1,15000.0,6,9775.8973961,1,-9775.8973961,0,21.1871338658,2015.9169020465652,0,0.0,0,15000.0,6,19551.7947922,8,-4551.7947921999985,0,deficit,1.0,1.0,1.086,1.0,0
2946,6,0.01767255751917307,0.0,0,0.0,0,1933.369501051541,0,0.0,0,0.0,0,0.0,0,0.21023996904312084,0,19945.754096,1,15000.0,6,9972.877048,1,-9972.877048,0,19.4387086071,1933.369501051541,0,0.0,0,15000.0,6,19945.754096,8,-4945.754096000001,0,deficit,1.0,1.0,1.086,1.0,0
2946,7,0.01767255751917307,3775.904455054923,1,3775.904455054923,1,1841.07001137624,0,0.0,0,0.0,0,0.0,0,0.21023996904312084,0,17059.339341545077,1,15000.0,6,10467.6218983,0,-10367.6218983,0,29.1685897036,5616.974466431163,2,3775.904455054923,1,18775.904455054922,8,20835.2437966,9,-2059.3393415450773,0,deficit,1.0,1.0,1.086,1.0,0
2946,8,0.01767255751917307,7294.487261474998,1,7294.487261474998,3,2040.3078460938539,0,0.0,0,0.0,0,0.0,0,0.21023996904312084,0,15551.776885525003,1,15000.0,6,11473.1320735,0,-11373.1320735,0,29.9769182761,9334.795107568852,4,7294.487261474998,3,22294.487261475,9,22846.264147,9,-551.7768855250033,0,deficit,3.0,1.0,1.086,1.0,0
2946,9,0.01767255751917307,10315.962815735724,1,10315.962815735724,4,3009.879202723636,1,3009.879202723636,1,0.0,0,0.0,0,0.21023996904312084,0,11766.65092154064,0,0.0,0,12596.24647,0,-12496.24647,0,36.9463297397,13325.84201845936,5,13325.84201845936,5,13325.84201845936,5,25092.49294,9,-11766.65092154064,0,deficit,4.0,1.0,1.086,0.15,0
