episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph_initial;env_delta_ph_final;env_delta_ph_norm;env_delta_ph_idx;env_real_balance;env_real_balance_norm;env_real_balance_idx
1785;-1;0,000000;;;0,000000;1;;;0,000000;0;0,141480;0;;;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;surplus;0,000000;0,000000;0,000000;;;;;;;
1785;0;0,285714;58094,671968;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,141480;0;117423,567552;0,000000;0,000000;0;1,672361;0;58094,671968;0;0,000000;0;0,000000;0;117423,567552;1;0,000000;0;-117423,567552;0;;1,000000;-1,000000;1,000000;-59328,895583;-59328,895583;-0,197763;-1,000000;-117423,567552;-0,391412;-1,000000
1785;1;0,285714;39322,629432;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,141480;0;68438,739049;0,000000;0,000000;0;4,956881;0;39322,629432;0;0,000000;0;0,000000;0;68438,739049;1;0,000000;0;-68438,739049;0;;1,000000;-1,000000;1,000000;-29116,109617;-29116,109617;-0,097054;-1,000000;-68438,739049;-0,228129;-1,000000
1785;2;0,285714;71689,803321;1,000000;71689,803321;1;0,000000;1,000000;0,000000;0;0,141480;0;10052,532996;0,000000;0,000000;0;4,814649;0;0,000000;0;71689,803321;1;71689,803321;1;81742,336317;1;0,000000;0;-10052,532996;0;;-1,000000;-1,000000;1,000000;-10052,532996;-81742,336317;-0,272474;-1,000000;-10052,532996;-0,033508;-1,000000
1785;3;0,285714;75221,801747;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,141480;0;29308,240887;0,000000;0,000000;0;25,063122;0;75221,801747;0;0,000000;0;0,000000;0;29308,240887;1;0,000000;0;-29308,240887;0;;-1,000000;-1,000000;1,000000;45913,560859;45913,560859;0,153045;1,000000;-29308,240887;-0,097694;-1,000000
1785;4;0,285714;55650,588642;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,141480;0;29267,325750;0,000000;0,000000;0;25,573412;0;55650,588642;0;0,000000;0;0,000000;0;29267,325750;1;0,000000;0;-29267,325750;0;;-1,000000;-1,000000;1,000000;26383,262892;26383,262892;0,087944;1,000000;-29267,325750;-0,097558;-1,000000
1785;5;0,285714;57896,257924;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,141480;0;35431,462997;0,000000;0,000000;0;20,881328;0;57896,257924;0;0,000000;0;0,000000;0;35431,462997;1;0,000000;0;-35431,462997;0;;-1,000000;-1,000000;1,000000;22464,794927;22464,794927;0,074883;1,000000;-35431,462997;-0,118105;-1,000000
1785;6;0,285714;59120,363129;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,141480;0;29629,767140;0,000000;0,000000;0;27,982670;0;59120,363129;0;0,000000;0;0,000000;0;29629,767140;1;0,000000;0;-29629,767140;0;;-1,000000;-1,000000;1,000000;29490,595989;29490,595989;0,098302;1,000000;-29629,767140;-0,098766;-1,000000
1785;7;0,285714;49298,234860;1,000000;49298,234860;1;0,000000;2,000000;0,000000;0;0,141480;0;0,000000;0,000000;0,000000;0;27,766477;0;0,000000;0;49298,234860;1;49298,234860;1;30996,699010;1;0,000000;0;18301,535850;1;;-1,000000;-1,000000;1,000000;18301,535850;-30996,699010;-0,103322;-1,000000;18301,535850;0,061005;1,000000
1785;8;0,285714;54422,546268;1,000000;54422,546268;1;0,000000;2,000000;0,000000;0;0,141480;0;0,000000;0,000000;0,000000;0;24,802496;0;0,000000;0;54422,546268;1;54422,546268;1;27419,178346;1;0,000000;0;27003,367922;1;;-1,000000;-1,000000;1,000000;27003,367922;-27419,178346;-0,091397;-1,000000;27003,367922;0,090011;1,000000
