episode,step,epsilon,action_solar#0,power_solar#0,potential_solar#0,idx_solar#0,action_wind#0,power_wind#0,potential_wind#0,idx_wind#0,action_battery#0,power_battery#0,potential_battery#0,idx_battery#0,soc_battery#0,soc_idx_battery#0,action_grid#0,power_grid#0,potential_grid#0,idx_grid#0,action_load#0,power_load#0,potential_load#0,idx_load#0,env_price,env_renewable_potential,env_renewable_potential_idx,env_total_renewable,env_total_renewable_idx,env_total_power,env_total_power_idx,env_demand_power,env_demand_power_idx,env_energy_balance,env_energy_balance_idx,env_delta_power_idx,reward_solar#0,reward_wind#0,reward_battery#0,reward_grid#0,reward_load#0
1225,-1,0.0,,0.0,,0,,0.0,,1,,0.0,,3,0.839512839885891,3,,0.0,,0,,0.0,,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,surplus,0.0,0.0,0.0,0.0,0.0
1225,0,0.0035185541798900943,0.0,0.0,0.0,0,1.0,79764.495071,79764.495071,2,2.0,18631.14156640001,18631.14156640001,3,0.8351020582650577,3,1.0,0.0,0.0,0,0.0,-48197.8183187,50197.8183187,0,54.8448586901,79764.495071,2,79764.495071,2,98395.6366374,3,98395.6366374,3,0.0,0,surplus,0.0,-1.0,-0.09888888888888889,-0.044444444444444446,1.0
1225,1,0.0035185541798900943,0.0,0.0,0.0,0,1.0,54009.4263358,54009.4263358,1,1.0,0.0,0.0,3,0.8351020582650577,3,0.0,0.0,48714.31637979999,0,0.0,-50361.871357799995,52361.871357799995,0,55.2252911824,54009.4263358,1,54009.4263358,1,54009.4263358,1,102723.74271559999,3,-48714.31637979999,0,deficit,0.0,-0.0,-0.0,0.4375,-1.0
1225,2,0.0035185541798900943,0.0,0.0,0.0,0,1.0,56323.1755479,56323.1755479,1,2.0,17159.498645300002,17159.498645300002,3,0.8310396769569848,3,0.0,0.0,0.0,0,1.0,-36741.3370966,36741.3370966,0,45.2250174005,56323.1755479,1,56323.1755479,1,73482.6741932,2,73482.6741932,2,0.0,0,surplus,0.0,-0.0,-0.0,0.4375,1.0
1225,3,0.0035185541798900943,0.0,0.0,0.0,0,1.0,49778.1490245,49778.1490245,1,2.0,14536.582027700002,14536.582027700002,3,0.8275982512875483,3,0.0,0.0,0.0,0,1.0,-32157.365526100002,32157.365526100002,0,37.9616105935,49778.1490245,1,49778.1490245,1,64314.731052200004,2,64314.731052200004,2,0.0,0,surplus,0.0,-0.0,-0.0,0.4375,1.0
1225,4,0.0035185541798900943,0.0,0.0,0.0,0,1.0,72154.79792150001,72154.79792150001,2,2.0,0.0,0.0,3,0.8275982512875483,3,0.0,0.0,0.0,0,1.0,-35795.8162561,35795.8162561,0,39.85779521,72154.79792150001,2,72154.79792150001,2,72154.79792150001,2,71591.6325122,2,563.1654093000107,0,surplus,0.0,-1.0,-0.09888888888888889,0.4375,1.0
1225,5,0.0035185541798900943,0.0,0.0,0.0,0,0.0,0.0,84336.58684799999,0,1.0,0.0,0.0,3,0.8275982512875483,3,0.0,0.0,59448.1623168,0,1.0,-29724.0811584,29724.0811584,0,28.1793445675,84336.58684799999,2,0.0,0,0.0,0,59448.1623168,2,-59448.1623168,0,deficit,-0.0,-1.0,-0.06444444444444444,-0.2708333333333333,1.0
1225,6,0.0035185541798900943,0.0,0.0,12635.8904977,0,1.0,62979.8261137,62979.8261137,2,2.0,1440.1812628999978,1440.1812628999978,3,0.8272572992840208,3,0.0,0.0,0.0,0,1.0,-32210.0036883,32210.0036883,0,28.7083865804,75615.7166114,2,62979.8261137,2,64420.0073766,2,64420.0073766,2,0.0,0,surplus,0.0,-1.0,-0.09888888888888889,0.4375,1.0
1225,7,0.0035185541798900943,0.0,0.0,18614.680057499998,0,1.0,34664.7517571,34664.7517571,1,1.0,0.0,0.0,3,0.8272572992840208,3,1.0,14920.522391700004,14920.522391700004,0,1.0,-24792.6370744,24792.6370744,0,29.2775992193,53279.4318146,1,34664.7517571,1,49585.2741488,1,49585.2741488,1,0.0,0,surplus,0.0,-0.0,0.017499999999999998,-0.30000000000000004,1.0
1225,8,0.0035185541798900943,0.0,0.0,28806.1992454,0,1.0,34274.2734183,34274.2734183,1,2.0,26445.331972499996,26445.331972499996,3,0.8209965672829554,3,0.0,0.0,0.0,0,1.0,-30359.802695399998,30359.802695399998,0,35.6934992477,63080.4726637,2,34274.2734183,1,60719.605390799996,2,60719.605390799996,2,0.0,0,surplus,0.0,-0.0,-0.0,0.4375,1.0
