episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph_initial;env_delta_ph_final;env_delta_ph_norm;env_delta_ph_idx
0;67;1,000000;32009,283875;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,072186;0;45933,506855;1,000000;45933,506855;1;35,504185;0;33317,391324;0;0,000000;0;45933,506855;1;45933,506855;1;45933,506855;1;0,000000;0;;1,000000;-1,000000;-1,000000;-12616,115530;-12616,115530;-0,042054;-1,000000
0;68;1,000000;35392,586556;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,072186;0;43361,216552;0,000000;0,000000;0;24,825630;0;36550,992241;0;0,000000;0;0,000000;0;43361,216552;1;0,000000;0;-43361,216552;0;;1,000000;-1,000000;1,000000;-6810,224310;-6810,224310;-0,022701;-1,000000
0;69;1,000000;41267,210457;1,000000;41267,210457;1;3111,296992;2,000000;3111,296992;0;0,068945;0;0,000000;1,000000;0,000000;0;40,276361;0;1121,709512;0;41267,210457;1;44378,507449;1;44378,507449;1;0,000000;0;0,000000;0;;1,000000;-1,000000;-1,000000;-1989,587481;-43256,797938;-0,144189;-1,000000
0;70;1,000000;24309,487595;0,000000;0,000000;1;0,000000;0,000000;0,000000;0;0,068945;0;51534,644008;1,000000;51534,644008;1;43,692831;0;25339,937614;0;0,000000;0;51534,644008;1;51534,644008;1;51534,644008;1;0,000000;0;;1,000000;-1,000000;1,000000;-26194,706394;-26194,706394;-0,087316;-1,000000
0;71;1,000000;29123,570426;0,000000;0,000000;1;110006,527069;2,000000;66187,250115;0;0,000000;0;43819,276955;1,000000;43819,276955;1;76,390657;0;29887,492997;0;0,000000;0;110006,527069;1;110006,527069;1;43819,276955;1;0,000000;0;;1,000000;-1,000000;-1,000000;-80119,034072;-80119,034072;-0,267063;-1,000000
0;72;1,000000;50339,998902;1,000000;50339,998902;1;0,000000;0,000000;0,000000;0;0,000000;0;53716,885366;1,000000;53716,885366;1;87,993478;0;494,725047;0;50339,998902;1;104056,884268;1;104056,884268;1;53716,885366;1;0,000000;0;;-1,000000;-1,000000;1,000000;-53222,160318;-103562,159221;-0,345207;-1,000000
0;73;1,000000;68871,915745;1,000000;68871,915745;1;35961,156146;2,000000;0,000000;0;0,000000;0;35961,156146;0,000000;0,000000;0;77,332892;0;382,888314;0;68871,915745;1;68871,915745;1;104833,071891;1;0,000000;0;-35961,156146;0;;-1,000000;-1,000000;1,000000;-35578,267832;-104450,183577;-0,348167;-1,000000
0;74;1,000000;43615,613039;1,000000;43615,613039;1;0,000000;1,000000;0,000000;0;0,000000;0;65589,273131;0,000000;0,000000;0;80,643059;0;0,000000;0;43615,613039;1;43615,613039;1;109204,886170;1;0,000000;0;-65589,273131;0;;-1,000000;-1,000000;1,000000;-65589,273131;-109204,886170;-0,364016;-1,000000
0;75;1,000000;51851,239121;0,000000;0,000000;1;0,000000;0,000000;0,000000;0;0,000000;0;53879,068276;0,000000;0,000000;0;54,246946;0;51851,239121;0;0,000000;0;0,000000;0;53879,068276;1;0,000000;0;-53879,068276;0;;1,000000;1,000000;-0,250000;-2027,829156;-2027,829156;-0,006759;0,000000
0;76;1,000000;43966,972016;0,000000;0,000000;1;0,000000;0,000000;0,000000;0;0,000000;0;63169,909264;0,000000;0,000000;0;45,190269;0;43966,972016;0;0,000000;0;0,000000;0;63169,909264;1;0,000000;0;-63169,909264;0;;1,000000;-1,000000;-1,000000;-19202,937248;-19202,937248;-0,064010;-1,000000
0;77;1,000000;2169,090301;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;29947,845971;1,000000;29947,845971;1;33,967598;0;2169,090301;0;0,000000;0;29947,845971;1;29947,845971;1;29947,845971;1;0,000000;0;;1,000000;-1,000000;-1,000000;-27778,755670;-27778,755670;-0,092596;-1,000000
0;78;1,000000;822,328790;1,000000;822,328790;1;31724,929774;2,000000;0,000000;0;0,000000;0;31724,929774;0,000000;0,000000;0;21,477776;0;0,000000;0;822,328790;1;822,328790;1;32547,258565;1;0,000000;0;-31724,929774;0;;-1,000000;-1,000000;1,000000;-31724,929774;-32547,258565;-0,108491;-1,000000
0;79;1,000000;1494,654277;1,000000;1494,654277;1;26329,668135;2,000000;0,000000;0;0,000000;0;26329,668135;0,000000;0,000000;0;13,559190;0;0,000000;0;1494,654277;1;1494,654277;1;27824,322412;1;0,000000;0;-26329,668135;0;;-1,000000;-1,000000;1,000000;-26329,668135;-27824,322412;-0,092748;-1,000000
0;80;1,000000;866,744621;0,000000;0,000000;1;26319,282193;2,000000;0,000000;0;0,000000;0;26319,282193;0,000000;0,000000;0;23,548185;0;866,744621;0;0,000000;0;0,000000;0;26319,282193;1;0,000000;0;-26319,282193;0;;1,000000;-1,000000;1,000000;-25452,537572;-25452,537572;-0,084842;-1,000000
0;81;1,000000;545,144267;0,000000;0,000000;1;0,000000;0,000000;0,000000;0;0,000000;0;30632,290069;0,000000;0,000000;0;30,938740;0;545,144267;0;0,000000;0;0,000000;0;30632,290069;1;0,000000;0;-30632,290069;0;;1,000000;-1,000000;-1,000000;-30087,145802;-30087,145802;-0,100290;-1,000000
0;82;1,000000;1568,697071;1,000000;1568,697071;1;0,000000;1,000000;0,000000;0;0,000000;0;35852,663884;1,000000;35852,663884;1;21,945822;0;0,000000;0;1568,697071;1;37421,360955;1;37421,360955;1;35852,663884;1;0,000000;0;;-1,000000;-1,000000;-1,000000;-35852,663884;-37421,360955;-0,124738;-1,000000
0;83;1,000000;1511,035580;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;86452,660344;0,000000;0,000000;0;49,315337;0;11105,736362;0;0,000000;0;0,000000;0;86452,660344;1;0,000000;0;-86452,660344;0;;1,000000;-1,000000;1,000000;-75346,923981;-75346,923981;-0,251156;-1,000000
0;84;1,000000;813,684729;1,000000;813,684729;1;0,000000;0,000000;0,000000;0;0,000000;0;79480,262678;0,000000;0,000000;0;56,576101;0;13396,831178;0;813,684729;1;813,684729;1;80293,947408;1;0,000000;0;-79480,262678;0;;-1,000000;-1,000000;-1,000000;-66083,431500;-66897,116229;-0,222990;-1,000000
0;85;1,000000;852,810591;0,000000;0,000000;1;76544,190711;2,000000;0,000000;0;0,000000;0;76544,190711;0,000000;0,000000;0;43,726042;0;22086,183024;0;0,000000;0;0,000000;0;76544,190711;1;0,000000;0;-76544,190711;0;;1,000000;-1,000000;1,000000;-54458,007688;-54458,007688;-0,181527;-1,000000
0;86;1,000000;1554,649892;1,000000;1554,649892;1;0,000000;1,000000;0,000000;0;0,000000;0;73454,612204;1,000000;73454,612204;1;51,399149;0;28803,502710;0;1554,649892;1;75009,262097;1;75009,262097;1;73454,612204;1;0,000000;0;;-1,000000;-1,000000;-1,000000;-44651,109495;-46205,759387;-0,154019;-1,000000
0;87;1,000000;819,524123;1,000000;819,524123;1;0,000000;1,000000;0,000000;0;0,000000;0;66099,347065;1,000000;66099,347065;1;44,378285;0;33446,909073;0;819,524123;1;66918,871188;1;66918,871188;1;66099,347065;1;0,000000;0;;-1,000000;-1,000000;-1,000000;-32652,437992;-33471,962115;-0,111573;-1,000000
0;88;1,000000;987,794952;1,000000;987,794952;1;55710,758406;2,000000;0,000000;0;0,000000;0;55710,758406;1,000000;55710,758406;1;42,513963;0;45675,959847;0;987,794952;1;56698,553358;1;56698,553358;1;55710,758406;1;0,000000;0;;-1,000000;-1,000000;-1,000000;-10034,798559;-11022,593512;-0,036742;-1,000000
0;89;1,000000;733,846842;1,000000;733,846842;1;58797,766455;2,000000;0,000000;0;0,000000;0;58797,766455;1,000000;58797,766455;1;32,934141;0;52574,786551;0;733,846842;1;59531,613296;1;59531,613296;1;58797,766455;1;0,000000;0;;-1,000000;-1,000000;-1,000000;-6222,979904;-6956,826746;-0,023189;-1,000000
0;90;1,000000;1097,518273;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;56150,803113;1,000000;56150,803113;1;45,947818;0;59301,004406;0;0,000000;0;56150,803113;1;56150,803113;1;56150,803113;1;0,000000;0;;-1,000000;1,000000;-1,000000;3150,201293;3150,201293;0,010501;1,000000
0;91;1,000000;961,206921;1,000000;961,206921;1;0,000000;1,000000;0,000000;0;0,000000;0;41981,589575;0,000000;0,000000;0;30,040358;0;58078,153108;0;961,206921;1;961,206921;1;42942,796496;1;0,000000;0;-41981,589575;0;;1,000000;1,000000;1,000000;16096,563534;15135,356612;0,050451;1,000000
0;92;1,000000;917,184689;0,000000;0,000000;1;56920,543338;2,000000;0,000000;0;0,000000;0;56920,543338;1,000000;56920,543338;1;44,472051;0;45688,933105;0;0,000000;0;56920,543338;1;56920,543338;1;56920,543338;1;0,000000;0;;1,000000;-1,000000;-1,000000;-11231,610233;-11231,610233;-0,037439;-1,000000
0;93;1,000000;1486,845556;0,000000;0,000000;1;49063,971003;2,000000;0,000000;0;0,000000;0;49063,971003;1,000000;49063,971003;1;40,239979;0;42560,276343;0;0,000000;0;49063,971003;1;49063,971003;1;49063,971003;1;0,000000;0;;1,000000;-1,000000;-1,000000;-6503,694660;-6503,694660;-0,021679;-1,000000
0;94;1,000000;1322,874839;1,000000;1322,874839;1;0,000000;0,000000;0,000000;0;0,000000;0;43713,853289;1,000000;43713,853289;1;25,853490;0;38329,802121;0;1322,874839;1;45036,728127;1;45036,728127;1;43713,853289;1;0,000000;0;;-1,000000;-1,000000;1,000000;-5384,051167;-6706,926006;-0,022356;-1,000000
