episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph_initial;env_delta_ph_final;env_delta_ph_norm;env_delta_ph_idx;env_real_balance;env_real_balance_norm;env_real_balance_idx
2353;-1;0,000000;;;0,000000;1;;;0,000000;1;0,622133;1;;;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;surplus;0,000000;0,000000;0,000000;;;;;;;
2353;0;0,058423;44176,762830;1,000000;44176,762830;1;0,000000;0,000000;0,000000;1;0,622133;1;841,182331;0,000000;0,000000;0;30,800360;0;57390,141126;0;44176,762830;1;44176,762830;1;45017,945160;1;0,000000;0;-841,182331;0;;1,000000;1,000000;-0,250000;56548,958795;12372,195966;0,041241;1,000000;-841,182331;-0,002804;0,000000
2353;1;0,058423;44368,781911;0,000000;0,000000;1;95063,875713;2,000000;95063,875713;1;0,618172;1;0,000000;0,000000;0,000000;0;78,180199;0;93073,716515;0;0,000000;0;95063,875713;1;95063,875713;1;0,000000;0;0,000000;0;;1,000000;0,195886;1,000000;-1990,159198;-1990,159198;-0,006634;0,000000;-95063,875713;-0,316880;-1,000000
2353;2;0,058423;64983,694048;0,000000;0,000000;1;91155,539899;2,000000;91155,539899;1;0,614374;1;0,000000;0,000000;0,000000;0;61,574526;0;101021,637279;0;0,000000;0;91155,539899;1;91155,539899;1;0,000000;0;0,000000;0;;-1,000000;0,186679;1,000000;9866,097381;9866,097381;0,032887;1,000000;-91155,539899;-0,303852;-1,000000
2353;3;0,058423;66493,642993;0,000000;0,000000;1;92886,241131;2,000000;92886,241131;1;0,610504;1;0,000000;0,000000;0,000000;0;74,986754;0;92745,508067;0;0,000000;0;92886,241131;1;92886,241131;1;0,000000;0;0,000000;0;;1,000000;0,189025;1,000000;-140,733064;-140,733064;-0,000469;0,000000;-92886,241131;-0,309621;-1,000000
2353;4;0,058423;75347,310777;0,000000;0,000000;1;101571,157390;2,000000;101571,157390;1;0,606271;1;0,000000;0,000000;0,000000;0;67,475330;0;75347,310777;0;0,000000;0;101571,157390;1;101571,157390;1;0,000000;0;0,000000;0;;1,000000;0,205266;1,000000;-26223,846613;-26223,846613;-0,087413;-1,000000;-101571,157390;-0,338571;-1,000000
2353;5;0,058423;39529,819662;0,000000;0,000000;1;59061,086153;2,000000;59061,086153;1;0,603811;1;0,000000;0,000000;0,000000;0;52,332819;0;39529,819662;0;0,000000;0;59061,086153;1;59061,086153;1;0,000000;0;0,000000;0;;1,000000;0,118872;1,000000;-19531,266491;-19531,266491;-0,065104;-1,000000;-59061,086153;-0,196870;-1,000000
2353;6;0,058423;58517,202777;0,000000;0,000000;1;58022,490595;2,000000;58022,490595;1;0,601393;1;0,000000;0,000000;0,000000;0;44,934014;0;58517,202777;0;0,000000;0;58022,490595;1;58022,490595;1;0,000000;0;0,000000;0;;1,000000;0,116314;1,000000;494,712182;494,712182;0,001649;0,000000;-58022,490595;-0,193408;-1,000000
2353;7;0,058423;47030,829576;0,000000;0,000000;1;23991,840248;2,000000;23991,840248;1;0,600393;1;0,000000;0,000000;0,000000;0;22,305475;0;47030,829576;0;0,000000;0;23991,840248;1;23991,840248;1;0,000000;0;0,000000;0;;-1,000000;0,048015;1,000000;23038,989328;23038,989328;0,076797;1,000000;-23991,840248;-0,079973;-1,000000
2353;8;0,058423;63345,499577;0,000000;0,000000;1;30453,164463;2,000000;30453,164463;1;0,599124;1;0,000000;0,000000;0,000000;0;38,260681;0;63345,499577;0;0,000000;0;30453,164463;1;30453,164463;1;0,000000;0;0,000000;0;;-1,000000;0,060817;1,000000;32892,335114;32892,335114;0,109641;1,000000;-30453,164463;-0,101511;-1,000000
