episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph_initial;env_delta_ph_final;env_delta_ph_norm;env_delta_ph_idx;env_real_balance;env_real_balance_norm;env_real_balance_idx
2056;-1;0,000000;;;0,000000;1;;;0,000000;1;0,781101;1;;;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;surplus;0,000000;0,000000;0,000000;;;;;;;
2056;0;0,177271;36457,708547;1,000000;36457,708547;1;24387,692423;2,000000;24387,692423;1;0,780085;1;0,000000;0,000000;0,000000;0;35,124494;0;62373,365319;0;36457,708547;1;60845,400970;1;60845,400970;1;0,000000;0;0,000000;0;;1,000000;0,063415;1,000000;37985,672896;1527,964349;0,005093;0,000000;-24387,692423;-0,081292;-1,000000
2056;1;0,177271;64377,864121;1,000000;64377,864121;1;0,000000;2,000000;0,000000;1;0,780085;1;0,000000;0,000000;0,000000;0;45,920772;0;48352,964221;0;64377,864121;1;64377,864121;1;54004,656924;1;0,000000;0;10373,207197;1;;1,000000;-1,000000;1,000000;58726,171417;-5651,692703;-0,018839;-1,000000;10373,207197;0,034577;1,000000
2056;2;0,177271;37186,289999;0,000000;0,000000;1;120000,000000;2,000000;120000,000000;1;0,775085;1;0,000000;0,000000;0,000000;0;92,286896;0;77071,118157;0;0,000000;0;120000,000000;1;120000,000000;1;0,000000;0;0,000000;0;;1,000000;0,310034;1,000000;-42928,881843;-42928,881843;-0,143096;-1,000000;-120000,000000;-0,400000;-1,000000
2056;3;0,177271;47774,268386;0,000000;0,000000;1;117212,716312;2,000000;117212,716312;1;0,770201;1;0,000000;0,000000;0,000000;0;88,809957;0;72669,543329;0;0,000000;0;117212,716312;1;117212,716312;1;0,000000;0;0,000000;0;;1,000000;0,300925;1,000000;-44543,172982;-44543,172982;-0,148477;-1,000000;-117212,716312;-0,390709;-1,000000
2056;4;0,177271;40597,754519;0,000000;0,000000;1;120000,000000;2,000000;120000,000000;1;0,765201;1;0,000000;0,000000;0,000000;0;89,389762;0;59842,340353;0;0,000000;0;120000,000000;1;120000,000000;1;0,000000;0;0,000000;0;;1,000000;0,306081;1,000000;-60157,659647;-60157,659647;-0,200526;-1,000000;-120000,000000;-0,400000;-1,000000
2056;5;0,177271;52269,953100;0,000000;0,000000;1;120000,000000;2,000000;120000,000000;1;0,760201;1;0,000000;0,000000;0,000000;0;104,424230;1;52269,953100;0;0,000000;0;120000,000000;1;120000,000000;1;0,000000;0;0,000000;0;;1,000000;0,304081;1,000000;-67730,046900;-67730,046900;-0,225767;-1,000000;-120000,000000;-0,400000;-1,000000
2056;6;0,177271;58494,000444;0,000000;0,000000;1;66523,320586;2,000000;66523,320586;1;0,757430;1;0,000000;0,000000;0,000000;0;56,866924;0;58494,000444;0;0,000000;0;66523,320586;1;66523,320586;1;0,000000;0;0,000000;0;;1,000000;0,167956;1,000000;-8029,320143;-8029,320143;-0,026764;-1,000000;-66523,320586;-0,221744;-1,000000
2056;7;0,177271;65954,637910;0,000000;0,000000;1;0,000000;1,000000;0,000000;1;0,757430;1;70010,753558;0,000000;0,000000;0;52,396828;0;65954,637910;0;0,000000;0;0,000000;0;70010,753558;1;0,000000;0;-70010,753558;0;;1,000000;-1,000000;1,000000;-4056,115648;-4056,115648;-0,013520;-1,000000;-70010,753558;-0,233369;-1,000000
2056;8;0,177271;35698,599435;1,000000;35698,599435;1;1949,946912;2,000000;1949,946912;1;0,757348;1;0,000000;0,000000;0,000000;0;4,101377;0;0,000000;0;35698,599435;1;37648,546347;1;37648,546347;1;0,000000;0;0,000000;0;;1,000000;-1,000000;1,000000;-1949,946912;-37648,546347;-0,125495;-1,000000;-1949,946912;-0,006500;0,000000
