time,epsilon,solar_potential,solar_discrete,solar,solar_state,wind_potential,wind_discrete,wind,wind_state,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,load_state,load_comfort_idx,renewable_potential,renewable_potential_discrete,renewable_power,renewable_power_discrete,total,demand,dif,dif_idx,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-11-05 00:00:00,0.22661330665332668,0.0,0,0.0,0,5.1550318254,2,5.1550318254,1,6.215447892591104,0.513916275808731,2,2,0.0,0,0,1,expensive,5.1550318254,2,5.1550318254,2,11.370479717991104,11.370479717991104,0.0,1,4,4,14.0,1.0,10.2086415849,-7.0,24.0,12.0
2019-11-05 01:00:00,0.22661330665332668,0.0,0,0.0,1,3.4028805283,1,3.4028805283,1,7.481885420225098,0.46195873816827887,2,2,0.0,1,0,0,expensive,3.4028805283,1,3.4028805283,1,-4.115234051474902,-4.115234051474902,0.0,1,0,0,9.99,-24.141568686511505,11.991951596868805,13.990610196346939,-3.0,-3.0
2019-11-05 02:00:00,0.22661330665332668,0.0,0,0.0,0,3.3939623178,1,3.3939623178,1,7.0030992310563605,0.4133261046192764,1,2,0.0,0,0,0,expensive,3.3939623178,1,3.3939623178,1,-4.60293845114364,-4.60293845114364,0.0,1,0,0,9.1,1.0,11.991951596868805,13.990610196346939,5.0,-3.0
2019-11-05 02:00:00,0.22661330665332668,0.0,0,0.0,0,3.3939623178,1,3.3939623178,1,7.152396496261076,0.36365668450635225,1,2,0.0,0,0,0,expensive,3.3939623178,1,3.3939623178,1,-4.453641185938924,-4.453641185938924,0.0,1,0,0,9.1,1.0,11.991951596868805,13.990610196346939,5.0,-6.0
2019-11-05 03:00:00,0.22661330665332668,0.0,0,0.0,1,5.7690780195,2,0.0,0,0.0,0.36365668450635225,1,0,0.0,0,0,1,expensive,5.7690780195,2,0.0,0,0.0,10.242787708144823,-10.242787708144823,0,0,4,8.45,-24.141568686511505,-32.0,-17.6,5.0,12.0
2019-11-05 04:00:00,0.22661330665332668,0.0,0,0.0,0,5.7386709934,2,5.7386709934,1,0.0,0.36365668450635225,1,0,0.0,0,0,1,expensive,5.7386709934,2,5.7386709934,2,5.7386709934,10.221886091016161,-4.483215097616161,0,2,4,13.62,1.0,11.568330960909803,-8.8,5.0,18.0
2019-11-05 05:00:00,0.22661330665332668,0.0,0,0.0,0,7.6648085257,3,7.6648085257,1,2.6416793489321684,0.34531168902765663,1,2,0.0,0,0,1,expensive,7.6648085257,3,7.6648085257,3,10.306487874632168,10.306487874632168,0.0,1,4,4,19.99,-0.12381750999999999,32.9428317588,-7.0,12.0,24.0
2019-11-05 06:00:00,0.22661330665332668,0.024763502,0,0.0,0,10.9809439196,4,10.9809439196,1,0.0,0.34531168902765663,1,0,0.0,0,0,1,expensive,11.0057074216,4,10.9809439196,4,10.9809439196,10.481663332472367,0.49928058712763246,1,4,4,30.0,-6.74388128,34.5800076369,-16.0,12.0,30.0
2019-11-05 07:00:00,0.22661330665332668,1.348776256,0,0.0,0,11.5266692123,4,11.5266692123,1,-0.6080625503285013,0.3495343456271601,1,1,0.0,1,0,1,expensive,12.8754454683,5,11.5266692123,4,10.918606661971499,10.918606661971499,0.0,1,4,4,35.0,-21.3409552735,40.945763842199995,60.0,-9.0,30.0
2019-11-05 08:00:00,0.22661330665332668,4.2681910547,1,4.2681910547,1,13.6485879474,5,13.6485879474,1,-6.546299284108896,0.3949947573223608,1,1,0.0,0,0,1,expensive,17.9167790021,5,17.9167790021,5,11.370479717991104,11.370479717991104,0.0,1,4,4,35.01,16.6395847881,43.0890458703,60.0,12.0,30.0
2019-11-05 09:00:00,0.22661330665332668,5.5465282627,2,5.5465282627,1,14.3630152901,5,14.3630152901,1,-7.936898198483211,0.4501121059229386,1,1,0.0,0,0,1,expensive,19.9095435528,5,19.9095435528,5,11.972645354316787,11.972645354316787,0.0,1,4,4,33.42,9.139129871469178,9.139129871469178,-32.5,5.0,30.0
2019-11-05 10:00:00,0.22661330665332668,5.0580241673,2,5.0580241673,1,14.533737944,5,14.533737944,1,0.0,0.4501121059229386,1,0,0.0,0,0,1,expensive,19.5917621113,5,19.5917621113,5,19.5917621113,12.329963475706741,7.261798635593259,1,5,5,32.69,17.224081476000002,43.7610987018,-8.0,12.0,30.0
2019-11-05 11:00:00,0.22661330665332668,5.741360492,2,5.741360492,1,14.5870329006,5,14.5870329006,1,0.0,0.4501121059229386,1,0,0.0,0,0,1,expensive,20.3283933926,5,20.3283933926,5,20.3283933926,12.3508650928354,7.977528299764598,1,5,5,31.25,13.3130523321,43.486618041599996,-8.0,12.0,30.0
2019-11-05 12:00:00,0.22661330665332668,4.4376841107,1,4.4376841107,1,14.4955393472,5,0.0,0,0.0,0.4501121059229386,1,0,0.0,0,0,1,expensive,18.9332234579,5,4.4376841107,1,4.4376841107,12.450396602971876,-8.012712492271877,0,1,5,30.01,11.991951596868805,-32.0,-8.0,5.0,30.0
2019-11-05 13:00:00,0.22661330665332668,4.142181658,1,4.142181658,1,14.3711803665,5,0.0,0,0.0,0.4501121059229386,1,0,8.412723030615176,1,3,1,expensive,18.5133620245,5,4.142181658,1,12.554904688615176,12.554904688615176,0.0,1,5,5,28.0,8.3411163201,-70.5316868715,-8.0,-9.0,30.0
2019-11-05 14:00:00,0.22661330665332668,2.7803721067,1,2.7803721067,1,14.1063373743,5,14.1063373743,1,-4.419392521304923,0.48080233176533393,1,1,0.0,0,0,1,expensive,16.886709481,5,16.886709481,5,12.467316959695077,12.467316959695077,0.0,1,5,5,28.05,3.4709801961,40.0634304447,-32.5,12.0,30.0
2019-11-05 15:00:00,0.22661330665332668,1.1569933987,0,0.0,0,13.3544768149,5,13.3544768149,1,0.0,0.48080233176533393,1,0,0.0,0,0,0,expensive,14.5114702136,5,13.3544768149,5,-1.6455231851,-2.5336783554062876,0.8881551703062875,1,0,0,30.5,-40.0,11.998910451151142,-8.0,5.0,-15.0
2019-11-05 16:00:00,0.22661330665332668,0.1826347413,0,0.0,0,12.1874587081,5,12.1874587081,1,0.0,0.48080233176533393,1,0,0.1604204394313058,1,0,1,expensive,12.370093449399999,5,12.1874587081,5,12.347879147531305,12.347879147531305,0.0,1,5,5,36.99,1.0,32.9656829514,-8.8,-9.0,24.0
2019-11-05 17:00:00,0.22661330665332668,0.0,0,0.0,0,10.9885609838,4,10.9885609838,1,0.0,0.48080233176533393,1,0,0.0,0,0,1,expensive,10.9885609838,4,10.9885609838,4,10.9885609838,12.52205929027014,-1.5334983064701415,0,4,5,45.0,1.0,9.139129871469178,-17.6,5.0,18.0
2019-11-05 18:00:00,0.22661330665332668,0.0,0,0.0,0,9.5862588694,3,9.5862588694,1,-3.5439379478040127,0.5054130119584174,1,1,0.0,0,0,1,expensive,9.5862588694,3,9.5862588694,3,6.042320921595987,13.130196817204013,-7.0878758956080254,0,2,5,48.01,1.0,11.940657044240766,-40.0,10.0,36.0
2019-11-05 19:00:00,0.22661330665332668,0.0,0,0.0,0,8.0980076161,3,8.0980076161,1,0.0,0.5054130119584174,2,0,5.290971127458851,1,2,0,expensive,8.0980076161,3,8.0980076161,3,-1.6110212564411484,-1.6110212564411484,0.0,1,0,0,47.56,1.0,11.998910451151142,-28.799999999999997,-6.0,-12.0
