episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph;env_delta_ph_norm;env_delta_ph_idx;env_real_balance;env_real_balance_norm;env_real_balance_idx
1161;-1;0,000000;;;0,000000;1;;;0,000000;0;0,493471;0;;;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;0,000000;0;surplus;0,000000;0,000000;0,000000;;;;;;
1161;0;0,225484;86941,547981;1,000000;86941,547981;1;19687,590187;1,000000;-19687,590187;0;0,494292;0;0,000000;1,000000;0,000000;0;44,182748;0;86941,547981;0;86941,547981;1;86941,547981;1;86941,547981;1;0,000000;0;0,000000;0;;1,000000;0,505708;-1,000000;19687,590187;0,065625;1,000000;-67253,957794;-0,224180;-1,000000
1161;1;0,225484;77571,226539;1,000000;77571,226539;1;29484,089808;1,000000;-29484,089808;0;0,495520;0;0,000000;0,000000;0,000000;0;25,282776;0;77571,226539;0;77571,226539;1;77571,226539;1;77571,226539;1;0,000000;0;0,000000;0;;1,000000;0,504480;0,200000;29484,089808;0,098280;1,000000;38854,411250;0,129515;1,000000
1161;2;0,225484;73390,924960;1,000000;73390,924960;1;26111,059643;1,000000;-26111,059643;0;0,496608;0;0,000000;0,000000;0,000000;0;27,425054;0;73390,924960;0;73390,924960;1;73390,924960;1;73390,924960;1;0,000000;0;0,000000;0;;1,000000;0,503392;0,200000;26111,059643;0,087037;1,000000;30291,361222;0,100971;1,000000
1161;3;0,225484;49017,087177;1,000000;49017,087177;1;8436,015562;1,000000;-8436,015562;0;0,496960;0;0,000000;0,000000;0,000000;0;32,191515;0;49017,087177;0;49017,087177;1;49017,087177;1;49017,087177;1;0,000000;0;0,000000;0;;1,000000;0,503040;0,200000;8436,015562;0,028120;1,000000;32809,853345;0,109366;1,000000
1161;4;0,225484;100151,838760;1,000000;100151,838760;1;64750,256164;1,000000;-64750,256164;0;0,499658;0;0,000000;0,000000;0,000000;0;16,717748;0;100151,838760;0;100151,838760;1;100151,838760;1;100151,838760;1;0,000000;0;0,000000;0;;1,000000;0,500342;0,200000;64750,256164;0,215834;1,000000;13615,504580;0,045385;1,000000
1161;5;0,225484;68080,667121;1,000000;68080,667121;1;26278,884275;1,000000;-26278,884275;1;0,500753;1;0,000000;0,000000;0,000000;0;28,014017;0;68080,667121;0;68080,667121;1;68080,667121;1;68080,667121;1;0,000000;0;0,000000;0;;1,000000;0,499247;0,200000;26278,884275;0,087596;1,000000;58350,055914;0,194500;1,000000
1161;6;0,225484;77570,536987;1,000000;77570,536987;1;0,000000;2,000000;0,000000;1;0,500753;1;0,000000;0,000000;0,000000;0;8,097474;0;77570,536987;0;77570,536987;1;77570,536987;1;36021,275534;1;0,000000;0;41549,261453;1;;1,000000;-1,000000;0,200000;41549,261453;0,138498;1,000000;32059,391587;0,106865;1,000000
1161;7;0,225484;65140,457925;0,000000;0,000000;1;0,000000;1,000000;0,000000;1;0,500753;1;44514,536702;0,000000;0,000000;0;32,700939;0;65140,457925;0;0,000000;0;0,000000;0;44514,536702;1;0,000000;0;-44514,536702;0;;-1,000000;0,499247;0,200000;20625,921223;0,068753;1,000000;33056,000285;0,110187;1,000000
1161;8;0,225484;61568,974082;1,000000;61568,974082;1;11919,794423;1,000000;-11919,794423;1;0,501249;1;0,000000;0,000000;0,000000;0;20,696969;0;61568,974082;0;61568,974082;1;61568,974082;1;61568,974082;1;0,000000;0;0,000000;0;;1,000000;0,498751;0,200000;11919,794423;0,039733;1,000000;-49649,179659;-0,165497;-1,000000
1161;9;0,225484;58415,944542;0,000000;0,000000;1;84884,481256;2,000000;84884,481256;0;0,497712;0;0,000000;1,000000;0,000000;0;67,044164;0;58415,944542;0;0,000000;0;84884,481256;1;84884,481256;1;0,000000;0;0,000000;0;;1,000000;0,021066;-1,000000;-26468,536714;-0,088228;-1,000000;-23315,507173;-0,077718;-1,000000
1161;10;0,225484;75950,582045;0,000000;0,000000;1;0,000000;0,000000;0,000000;0;0,497712;0;88648,490913;0,000000;0,000000;0;67,180634;0;75950,582045;0;0,000000;0;0,000000;0;88648,490913;1;0,000000;0;-88648,490913;0;;1,000000;-1,000000;-0,500000;-12697,908868;-0,042326;-1,000000;-88648,490913;-0,295495;-1,000000
1161;11;0,225484;92344,163208;1,000000;92344,163208;1;7170,143234;1,000000;-7170,143234;0;0,498011;0;0,000000;0,000000;0,000000;0;61,755270;0;92344,163208;0;92344,163208;1;92344,163208;1;92344,163208;1;0,000000;0;0,000000;0;;1,000000;0,501989;0,200000;7170,143234;0,023900;1,000000;-85174,019974;-0,283913;-1,000000
1161;12;0,225484;87509,198611;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,498011;0;79526,568300;0,000000;0,000000;0;61,419447;0;87509,198611;0;0,000000;0;0,000000;0;79526,568300;1;0,000000;0;-79526,568300;0;;-1,000000;0,501989;0,200000;7982,630311;0,026609;1,000000;12817,594908;0,042725;1,000000
1161;13;0,225484;79520,694280;1,000000;79520,694280;1;0,000000;2,000000;0,000000;0;0,498011;0;0,000000;0,000000;0,000000;0;40,494712;0;79520,694280;0;79520,694280;1;79520,694280;1;48559,130933;1;0,000000;0;30961,563347;1;;1,000000;-1,000000;0,200000;30961,563347;0,103205;1,000000;-48559,130933;-0,161864;-1,000000
1161;14;0,225484;110398,894382;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,498011;0;56718,392698;0,000000;0,000000;0;32,559608;0;110398,894382;0;0,000000;0;0,000000;0;56718,392698;1;0,000000;0;-56718,392698;0;;-1,000000;0,501989;0,200000;53680,501683;0,178935;1,000000;22802,301581;0,076008;1,000000
1161;15;0,225484;23037,316030;0,000000;0,000000;1;0,000000;0,000000;0,000000;0;0,498011;0;27644,008158;1,000000;27644,008158;1;24,381903;0;23037,316030;0;0,000000;0;27644,008158;1;27644,008158;1;27644,008158;1;0,000000;0;;1,000000;-1,000000;1,000000;-4606,692128;-0,015356;-1,000000;-27644,008158;-0,092147;-1,000000
1161;16;0,225484;100552,631366;1,000000;100552,631366;1;75229,604211;1,000000;-75229,604211;1;0,501146;1;0,000000;0,000000;0,000000;0;34,215197;0;100552,631366;0;100552,631366;1;100552,631366;1;100552,631366;1;0,000000;0;0,000000;0;;1,000000;0,498854;0,200000;75229,604211;0,250765;1,000000;-25323,027155;-0,084410;-1,000000
1161;17;0,225484;105186,896029;0,000000;0,000000;1;0,000000;1,000000;0,000000;1;0,501146;1;24896,125096;0,000000;0,000000;0;28,502627;0;105186,896029;0;0,000000;0;0,000000;0;24896,125096;1;0,000000;0;-24896,125096;0;;-1,000000;0,498854;0,200000;80290,770933;0,267636;1,000000;75656,506270;0,252188;1,000000
1161;18;0,225484;114756,895571;1,000000;114756,895571;1;85735,777798;1,000000;-85735,777798;1;0,504718;1;0,000000;0,000000;0,000000;0;14,888567;0;114756,895571;0;114756,895571;1;114756,895571;1;114756,895571;1;0,000000;0;0,000000;0;;1,000000;0,495282;0,200000;85735,777798;0,285786;1,000000;-29021,117773;-0,096737;-1,000000
1161;19;0,225484;87737,788023;1,000000;87737,788023;1;62253,412422;1,000000;-62253,412422;1;0,507312;1;0,000000;0,000000;0,000000;0;23,341857;0;87737,788023;0;87737,788023;1;87737,788023;1;87737,788023;1;0,000000;0;0,000000;0;;1,000000;0,492688;0,200000;62253,412422;0,207511;1,000000;89272,519970;0,297575;1,000000
1161;20;0,225484;93819,958703;1,000000;93819,958703;1;56286,871279;1,000000;-56286,871279;1;0,509657;1;0,000000;0,000000;0,000000;0;25,713221;0;93819,958703;0;93819,958703;1;93819,958703;1;93819,958703;1;0,000000;0;0,000000;0;;1,000000;0,490343;0,200000;56286,871279;0,187623;1,000000;50204,700599;0,167349;1,000000
1161;21;0,225484;111166,909999;0,000000;0,000000;1;0,000000;1,000000;0,000000;1;0,509657;1;77698,225669;1,000000;77698,225669;1;46,552838;0;111166,909999;0;0,000000;0;77698,225669;1;77698,225669;1;77698,225669;1;0,000000;0;;-1,000000;0,490343;-1,000000;33468,684330;0,111562;1,000000;16121,733033;0,053739;1,000000
1161;22;0,225484;73458,763051;0,000000;0,000000;1;81097,389657;2,000000;81097,389657;1;0,506278;1;0,000000;0,000000;0,000000;0;45,131924;0;73458,763051;0;0,000000;0;81097,389657;1;81097,389657;1;0,000000;0;0,000000;0;;1,000000;0,043693;0,200000;-7638,626607;-0,025462;-1,000000;-81097,389657;-0,270325;-1,000000
